seqnames	start	end	width	strand	score	p_value	q_value	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS
NW_007930849.1	8488	8498	11	+	16.396	9.99e-07	0.266	Distal Intergenic	14	9576	10574	999	1	BBA_05341	-1078
NW_007930859.1	8487	8497	11	-	16.396	9.99e-07	0.266	Exon (XM_008602374.1/BBA_07277, exon 2 of 2)	24	7965	9836	1872	2	BBA_07277	1349
NW_007930900.1	10697	10707	11	-	16.396	9.99e-07	0.266	Distal Intergenic	65	4394	6154	1761	1	BBA_09738	6313
NW_007930840.1	11790	11800	11	+	16.396	9.99e-07	0.266	Distal Intergenic	5	14020	15579	1560	1	BBA_02310	-2220
NW_007930952.1	12225	12235	11	+	16.396	9.99e-07	0.266	Distal Intergenic	117	3473	4220	748	2	BBA_10290	-8005
NW_007930899.1	13905	13915	11	+	16.396	9.99e-07	0.266	Distal Intergenic	64	11397	12743	1347	2	BBA_09717	-1162
NW_007930903.1	13985	13995	11	+	16.396	9.99e-07	0.266	Distal Intergenic	68	16968	19186	2219	2	BBA_09786	5191
NW_007930903.1	14145	14155	11	+	16.396	9.99e-07	0.266	Distal Intergenic	68	16968	19186	2219	2	BBA_09786	5031
NW_007930925.1	14243	14253	11	+	16.396	9.99e-07	0.266	Distal Intergenic	90	16887	17702	816	1	BBA_10118	-2634
NW_007930864.1	16993	17003	11	-	16.396	9.99e-07	0.266	Distal Intergenic	29	18170	20425	2256	2	BBA_07883	3432
NW_007930948.1	17561	17571	11	-	16.396	9.99e-07	0.266	Distal Intergenic	113	15650	16553	904	2	BBA_10274	-1018
NW_007930853.1	17902	17912	11	-	16.396	9.99e-07	0.266	Promoter	18	15529	16992	1464	2	BBA_06213	-920
NW_007930885.1	19992	20002	11	+	16.396	9.99e-07	0.266	Distal Intergenic	50	15051	18003	2953	2	BBA_09291	-1989
NW_007930885.1	19993	20003	11	-	16.396	9.99e-07	0.266	Distal Intergenic	50	15051	18003	2953	2	BBA_09291	-2000
NW_007930851.1	20722	20732	11	-	16.396	9.99e-07	0.266	Promoter	16	21442	23174	1733	1	BBA_05809	-720
NW_007930864.1	21129	21139	11	-	16.396	9.99e-07	0.266	Promoter	29	18170	20425	2256	2	BBA_07883	-714
NW_007930905.1	22043	22053	11	+	16.396	9.99e-07	0.266	Distal Intergenic	70	22836	23228	393	2	BBA_09831	1175
NW_007930886.1	26901	26911	11	-	16.396	9.99e-07	0.266	Promoter	51	21177	25972	4796	2	BBA_09333	-939
NW_007930888.1	27802	27812	11	+	16.396	9.99e-07	0.266	Promoter	53	28635	29809	1175	1	BBA_09405	-823
NW_007930886.1	32212	32222	11	-	16.396	9.99e-07	0.266	Promoter	51	32325	34158	1834	1	BBA_09336	-113
NW_007930846.1	32960	32970	11	-	16.396	9.99e-07	0.266	Promoter	11	31484	31988	505	2	BBA_04655	-982
NW_007930838.1	35161	35171	11	+	16.396	9.99e-07	0.266	Promoter	3	34982	35914	933	1	BBA_01250	179
NW_007930873.1	37507	37517	11	+	16.396	9.99e-07	0.266	Distal Intergenic	38	54807	58854	4048	1	BBA_08668	-17290
NW_007930895.1	37557	37567	11	-	16.396	9.99e-07	0.266	Distal Intergenic	60	35742	36815	1074	1	BBA_09620	1825
NW_007930851.1	37676	37686	11	+	16.396	9.99e-07	0.266	Promoter	16	34425	36766	2342	2	BBA_05813	-910
NW_007930868.1	41814	41824	11	+	16.396	9.99e-07	0.266	Distal Intergenic	33	35752	38827	3076	2	BBA_08276	-2987
NW_007930911.1	43697	43707	11	-	16.396	9.99e-07	0.266	Intron (XM_008605048.1/BBA_09951, intron 6 of 17)	76	42373	46128	3756	1	BBA_09951	1334
NW_007930910.1	44573	44583	11	-	16.396	9.99e-07	0.266	Promoter	75	44696	45416	721	2	BBA_09935	843
NW_007930868.1	48385	48395	11	+	16.396	9.99e-07	0.266	Distal Intergenic	33	35752	38827	3076	2	BBA_08276	-9558
NW_007930868.1	48683	48693	11	+	16.396	9.99e-07	0.266	Distal Intergenic	33	35752	38827	3076	2	BBA_08276	-9856
NW_007930868.1	48684	48694	11	-	16.396	9.99e-07	0.266	Distal Intergenic	33	35752	38827	3076	2	BBA_08276	-9867
NW_007930902.1	50422	50432	11	-	16.396	9.99e-07	0.266	Distal Intergenic	67	56299	68789	12491	1	BBA_09782	-5877
NW_007930842.1	52794	52804	11	+	16.396	9.99e-07	0.266	Distal Intergenic	7	50977	51753	777	2	BBA_03222	-1041
NW_007930882.1	53718	53728	11	+	16.396	9.99e-07	0.266	Distal Intergenic	47	49104	50272	1169	1	BBA_09191	4614
NW_007930844.1	53940	53950	11	+	16.396	9.99e-07	0.266	Promoter	9	53786	54451	666	2	BBA_04012	501
NW_007930882.1	56266	56276	11	+	16.396	9.99e-07	0.266	Distal Intergenic	47	62790	64298	1509	1	BBA_09192	-6514
NW_007930873.1	57423	57433	11	-	16.396	9.99e-07	0.266	Intron (XM_008603765.1/BBA_08668, intron 12 of 21)	38	54807	58854	4048	1	BBA_08668	2626
NW_007930837.1	62854	62864	11	+	16.396	9.99e-07	0.266	Distal Intergenic	2	64306	65498	1193	2	BBA_00699	2634
NW_007930898.1	68967	68977	11	-	16.396	9.99e-07	0.266	Promoter	63	67732	68860	1129	2	BBA_09705	-117
NW_007930845.1	72484	72494	11	-	16.396	9.99e-07	0.266	Promoter	10	70716	71603	888	2	BBA_04372	-891
NW_007930870.1	74308	74318	11	-	16.396	9.99e-07	0.266	Distal Intergenic	35	74786	76080	1295	2	BBA_08469	1772
NW_007930888.1	76846	76856	11	-	16.396	9.99e-07	0.266	Promoter	53	77028	77756	729	2	BBA_09423	910
NW_007930870.1	80346	80356	11	+	16.396	9.99e-07	0.266	Exon (XM_008603568.1/BBA_08471, exon 6 of 6)	35	78627	80359	1733	1	BBA_08471	1719
NW_007930882.1	102306	102316	11	-	16.396	9.99e-07	0.266	Distal Intergenic	47	100942	101942	1001	1	BBA_09205	1374
NW_007930883.1	116150	116160	11	+	16.396	9.99e-07	0.266	Intron (XM_008604351.1/BBA_09254, intron 4 of 6)	48	115417	117761	2345	2	BBA_09254	1601
NW_007930854.1	117585	117595	11	+	16.396	9.99e-07	0.266	Distal Intergenic	19	115867	116745	879	1	BBA_06452	1718
NW_007930874.1	126514	126524	11	+	16.396	9.99e-07	0.266	Distal Intergenic	39	130200	131725	1526	2	BBA_08743	5201
NW_007930851.1	130232	130242	11	-	16.396	9.99e-07	0.266	Promoter	16	130309	134453	4145	1	BBA_05846	-77
NW_007930870.1	132369	132379	11	-	16.396	9.99e-07	0.266	Promoter	35	130611	132195	1585	2	BBA_08491	-184
NW_007930878.1	146385	146395	11	+	16.396	9.99e-07	0.266	Intron (XM_008604107.1/BBA_09010, intron 21 of 28)	43	143128	147524	4397	1	BBA_09010	3257
NW_007930843.1	156698	156708	11	-	16.396	9.99e-07	0.266	Distal Intergenic	8	155476	156463	988	1	BBA_03682	1232
NW_007930870.1	163579	163589	11	+	16.396	9.99e-07	0.266	Promoter	35	163747	164487	741	2	BBA_08503	898
NW_007930870.1	163582	163592	11	-	16.396	9.99e-07	0.266	Promoter	35	163747	164487	741	2	BBA_08503	905
NW_007930848.1	167947	167957	11	+	16.396	9.99e-07	0.266	Distal Intergenic	13	165545	166673	1129	2	BBA_05168	-1274
NW_007930848.1	167948	167958	11	-	16.396	9.99e-07	0.266	Distal Intergenic	13	165545	166673	1129	2	BBA_05168	-1285
NW_007930865.1	176301	176311	11	+	16.396	9.99e-07	0.266	Distal Intergenic	30	172842	175948	3107	1	BBA_08042	3459
NW_007930840.1	179006	179016	11	+	16.396	9.99e-07	0.266	Distal Intergenic	5	175243	176427	1185	1	BBA_02357	3763
NW_007930869.1	182996	183006	11	-	16.396	9.99e-07	0.266	Promoter	34	183157	183647	491	2	BBA_08405	651
NW_007930875.1	183932	183942	11	-	16.396	9.99e-07	0.266	Distal Intergenic	40	186186	186962	777	1	BBA_08828	-2254
NW_007930851.1	197207	197217	11	-	16.396	9.99e-07	0.266	Promoter	16	194320	196347	2028	2	BBA_05867	-870
NW_007930870.1	226686	226696	11	+	16.396	9.99e-07	0.266	Promoter	35	224781	226351	1571	2	BBA_08522	-335
NW_007930836.1	231409	231419	11	+	16.396	9.99e-07	0.266	Distal Intergenic	1	226883	227794	912	1	BBA_00078	4526
NW_007930854.1	237443	237453	11	+	16.396	9.99e-07	0.266	Promoter	19	234420	236526	2107	2	BBA_06493	-917
NW_007930842.1	239713	239723	11	-	16.396	9.99e-07	0.266	Promoter	7	239945	240487	543	2	BBA_03290	774
NW_007930871.1	242058	242068	11	-	16.396	9.99e-07	0.266	Distal Intergenic	36	233960	234646	687	2	BBA_08609	-7422
NW_007930870.1	244566	244576	11	+	16.396	9.99e-07	0.266	Distal Intergenic	35	241748	242868	1121	1	BBA_08526	2818
NW_007930870.1	250016	250026	11	+	16.396	9.99e-07	0.266	Distal Intergenic	35	241748	242868	1121	1	BBA_08526	8268
NW_007930836.1	262511	262521	11	+	16.396	9.99e-07	0.266	Distal Intergenic	1	260154	260459	306	2	BBA_00089	-2052
NW_007930846.1	271297	271307	11	-	16.396	9.99e-07	0.266	Distal Intergenic	11	268017	269035	1019	2	BBA_04727	-2272
NW_007930860.1	273028	273038	11	+	16.396	9.99e-07	0.266	Promoter	25	269961	273391	3431	2	BBA_07518	353
NW_007930846.1	278568	278578	11	-	16.396	9.99e-07	0.266	Distal Intergenic	11	285231	287448	2218	2	BBA_04728	8880
NW_007930846.1	281116	281126	11	-	16.396	9.99e-07	0.266	Distal Intergenic	11	285231	287448	2218	2	BBA_04728	6332
NW_007930864.1	305837	305847	11	-	16.396	9.99e-07	0.266	Distal Intergenic	29	303287	304126	840	2	BBA_07969	-1721
NW_007930842.1	325735	325745	11	-	16.396	9.99e-07	0.266	Promoter	7	324186	325294	1109	2	BBA_03318	-451
NW_007930855.1	327444	327454	11	+	16.396	9.99e-07	0.266	Promoter	20	326832	327993	1162	2	BBA_06737	539
NW_007930863.1	333486	333496	11	+	16.396	9.99e-07	0.266	Distal Intergenic	28	330444	332639	2196	1	BBA_07877	3042
NW_007930854.1	348862	348872	11	-	16.396	9.99e-07	0.266	Promoter	19	348959	350634	1676	1	BBA_06532	-97
NW_007930862.1	358847	358857	11	+	16.396	9.99e-07	0.266	Distal Intergenic	27	384453	385116	664	1	BBA_07770	-25596
NW_007930861.1	363242	363252	11	-	16.396	9.99e-07	0.266	Distal Intergenic	26	352639	354537	1899	2	BBA_07665	-8715
NW_007930857.1	364352	364362	11	+	16.396	9.99e-07	0.266	Promoter	22	356487	364323	7837	2	BBA_07054	-29
NW_007930862.1	366683	366693	11	+	16.396	9.99e-07	0.266	Distal Intergenic	27	384453	385116	664	1	BBA_07770	-17760
NW_007930861.1	380423	380433	11	+	16.396	9.99e-07	0.266	Distal Intergenic	26	385799	386416	618	2	BBA_07666	5983
NW_007930855.1	389938	389948	11	-	16.396	9.99e-07	0.266	Distal Intergenic	20	388186	389892	1707	1	BBA_06757	1762
NW_007930840.1	430749	430759	11	-	16.396	9.99e-07	0.266	Promoter	5	430910	432774	1865	1	BBA_02428	-161
NW_007930846.1	461379	461389	11	+	16.396	9.99e-07	0.266	Intron (XM_008599880.1/BBA_04783, intron 2 of 7)	11	458940	463058	4119	2	BBA_04783	1669
NW_007930858.1	481130	481140	11	-	16.396	9.99e-07	0.266	Promoter	23	480085	480792	708	2	BBA_07261	-348
NW_007930846.1	484050	484060	11	+	16.396	9.99e-07	0.266	Intron (XM_008599887.1/BBA_04790, intron 1 of 1)	11	481566	482249	684	1	BBA_04789	2484
NW_007930846.1	484053	484063	11	-	16.396	9.99e-07	0.266	Intron (XM_008599887.1/BBA_04790, intron 1 of 1)	11	481566	482249	684	1	BBA_04789	2497
NW_007930852.1	488137	488147	11	+	16.396	9.99e-07	0.266	Promoter	17	488169	488825	657	2	BBA_06157	678
NW_007930852.1	488138	488148	11	-	16.396	9.99e-07	0.266	Promoter	17	488169	488825	657	2	BBA_06157	687
NW_007930847.1	499754	499764	11	+	16.396	9.99e-07	0.266	Promoter	12	497502	499627	2126	2	BBA_05043	-127
NW_007930848.1	503067	503077	11	+	16.396	9.99e-07	0.266	Downstream (<=300bp)	13	504699	506211	1513	1	BBA_05273	-1622
NW_007930856.1	520472	520482	11	-	16.396	9.99e-07	0.266	Distal Intergenic	21	512298	517102	4805	1	BBA_06954	8184
NW_007930851.1	532959	532969	11	-	16.396	9.99e-07	0.266	Distal Intergenic	16	535767	538754	2988	1	BBA_05985	-2808
NW_007930846.1	534715	534725	11	+	16.396	9.99e-07	0.266	Distal Intergenic	11	532595	534031	1437	1	BBA_04806	2120
NW_007930839.1	542349	542359	11	+	16.396	9.99e-07	0.266	Distal Intergenic	4	544143	545453	1311	1	BBA_01963	-1784
NW_007930853.1	582138	582148	11	+	16.396	9.99e-07	0.266	Distal Intergenic	18	583210	585204	1995	1	BBA_06396	-1062
NW_007930844.1	601675	601685	11	+	16.396	9.99e-07	0.266	Promoter	9	601341	602530	1190	2	BBA_04188	845
NW_007930842.1	609439	609449	11	-	16.396	9.99e-07	0.266	Downstream (<=300bp)	7	605627	608227	2601	2	BBA_03407	-1222
NW_007930841.1	613985	613995	11	-	16.396	9.99e-07	0.266	Promoter	6	614757	615411	655	1	BBA_02944	-772
NW_007930846.1	631796	631806	11	+	16.396	9.99e-07	0.266	Intron (XM_008599930.1/BBA_04833, intron 2 of 2)	11	633708	634259	552	1	BBA_04834	-1902
NW_007930837.1	650474	650484	11	+	16.396	9.99e-07	0.266	Distal Intergenic	2	646606	648573	1968	2	BBA_00867	-1901
NW_007930837.1	650475	650485	11	-	16.396	9.99e-07	0.266	Distal Intergenic	2	646606	648573	1968	2	BBA_00867	-1912
NW_007930838.1	651875	651885	11	+	16.396	9.99e-07	0.266	Distal Intergenic	3	653732	655567	1836	1	BBA_01435	-1847
NW_007930848.1	653392	653402	11	-	16.396	9.99e-07	0.266	Distal Intergenic	13	653978	655022	1045	2	BBA_05318	1630
NW_007930845.1	670803	670813	11	-	16.396	9.99e-07	0.266	Downstream (<=300bp)	10	670968	672121	1154	2	BBA_04552	1318
NW_007930840.1	730275	730285	11	-	16.396	9.99e-07	0.266	Distal Intergenic	5	725473	727856	2384	2	BBA_02516	-2429
