seqnames	start	end	width	strand	score	p_value	q_value	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS
NW_007930851.1	49985	49995	11	-	15.7152	1.1e-06	0.236	Exon (XM_008600915.1/BBA_05818, exon 4 of 5)	16	48503	51296	2794	1	BBA_05818	1492
NW_007930851.1	55073	55083	11	+	15.7152	1.1e-06	0.236	Promoter	16	53084	55138	2055	2	BBA_05820	55
NW_007930884.1	55976	55986	11	-	15.7152	1.1e-06	0.236	Exon (XM_008604369.1/BBA_09272, exon 6 of 6)	49	55927	58484	2558	2	BBA_09272	2508
NW_007930839.1	56670	56680	11	+	15.7152	1.1e-06	0.236	Exon (XM_008596898.1/BBA_01801, exon 1 of 1)	4	57114	57683	570	2	BBA_01802	1003
NW_007930887.1	58927	58937	11	+	15.7152	1.1e-06	0.236	Promoter	52	58763	59631	869	1	BBA_09383	164
NW_007930863.1	58941	58951	11	+	15.7152	1.1e-06	0.236	Exon (XM_008602888.1/BBA_07791, exon 3 of 3)	28	58625	60381	1757	2	BBA_07791	1430
NW_007930859.1	61788	61798	11	-	15.7152	1.1e-06	0.236	Exon (XM_008602395.1/BBA_07298, exon 6 of 8)	24	60745	63099	2355	2	BBA_07298	1311
NW_007930853.1	66437	66447	11	+	15.7152	1.1e-06	0.236	Promoter	18	66163	67278	1116	1	BBA_06228	274
NW_007930888.1	68193	68203	11	+	15.7152	1.1e-06	0.236	Exon (XM_008604517.1/BBA_09420, exon 3 of 3)	53	67907	70396	2490	2	BBA_09420	2193
NW_007930846.1	70728	70738	11	+	15.7152	1.1e-06	0.236	Promoter	11	70622	71473	852	2	BBA_04671	735
NW_007930871.1	71977	71987	11	+	15.7152	1.1e-06	0.236	Exon (XM_008603647.1/BBA_08550, exon 2 of 2)	36	70838	72407	1570	1	BBA_08550	1139
NW_007930838.1	72420	72430	11	+	15.7152	1.1e-06	0.236	Promoter	3	71328	72705	1378	2	BBA_01262	275
NW_007930889.1	72716	72726	11	+	15.7152	1.1e-06	0.236	Distal Intergenic	54	71144	72220	1077	1	BBA_09457	1572
NW_007930859.1	75813	75823	11	+	15.7152	1.1e-06	0.236	Promoter	24	74433	75357	925	2	BBA_07302	-456
NW_007930858.1	78713	78723	11	+	15.7152	1.1e-06	0.236	Exon (XM_008602223.1/BBA_07126, exon 2 of 3)	23	77472	79503	2032	1	BBA_07126	1241
NW_007930877.1	80006	80016	11	+	15.7152	1.1e-06	0.236	Promoter	42	80042	82897	2856	1	BBA_08918	-26
NW_007930876.1	80418	80428	11	+	15.7152	1.1e-06	0.236	Exon (XM_008603957.1/BBA_08860, exon 1 of 1)	41	79797	82937	3141	2	BBA_08860	2509
NW_007930876.1	80417	80427	11	-	15.7152	1.1e-06	0.236	Exon (XM_008603957.1/BBA_08860, exon 1 of 1)	41	79797	82937	3141	2	BBA_08860	2520
NW_007930882.1	80790	80800	11	+	15.7152	1.1e-06	0.236	Promoter	47	80167	81193	1027	2	BBA_09198	393
NW_007930867.1	82276	82286	11	-	15.7152	1.1e-06	0.236	Promoter	32	81845	83001	1157	1	BBA_08195	441
NW_007930842.1	82604	82614	11	+	15.7152	1.1e-06	0.236	Promoter	7	82379	83026	648	1	BBA_03234	225
NW_007930885.1	83961	83971	11	-	15.7152	1.1e-06	0.236	Exon (XM_008604412.1/BBA_09315, exon 3 of 5)	50	82711	84988	2278	2	BBA_09315	1027
NW_007930874.1	88247	88257	11	-	15.7152	1.1e-06	0.236	Promoter	39	88856	95678	6823	1	BBA_08737	-609
NW_007930854.1	88973	88983	11	-	15.7152	1.1e-06	0.236	Promoter	19	88996	89788	793	1	BBA_06444	-23
NW_007930839.1	90538	90548	11	-	15.7152	1.1e-06	0.236	Promoter	4	90502	91319	818	1	BBA_01812	46
NW_007930842.1	91841	91851	11	-	15.7152	1.1e-06	0.236	Exon (XM_008598334.1/BBA_03237, exon 3 of 3)	7	90506	95394	4889	2	BBA_03237	3553
NW_007930885.1	95005	95015	11	-	15.7152	1.1e-06	0.236	Promoter	50	93403	94221	819	2	BBA_09318	-794
NW_007930885.1	98580	98590	11	+	15.7152	1.1e-06	0.236	Promoter	50	98147	99542	1396	1	BBA_09320	433
NW_007930849.1	101451	101461	11	+	15.7152	1.1e-06	0.236	Promoter	14	100243	101326	1084	2	BBA_05371	-125
NW_007930853.1	102296	102306	11	+	15.7152	1.1e-06	0.236	Promoter	18	102273	105896	3624	1	BBA_06241	23
NW_007930873.1	105544	105554	11	-	15.7152	1.1e-06	0.236	Promoter	38	105590	106683	1094	1	BBA_08678	-46
NW_007930848.1	110029	110039	11	-	15.7152	1.1e-06	0.236	Promoter	13	109585	110271	687	2	BBA_05148	242
NW_007930873.1	110109	110119	11	+	15.7152	1.1e-06	0.236	Promoter	38	109980	112025	2046	1	BBA_08681	129
NW_007930869.1	110216	110226	11	+	15.7152	1.1e-06	0.236	Promoter	34	109129	110304	1176	2	BBA_08373	78
NW_007930864.1	112416	112426	11	+	15.7152	1.1e-06	0.236	Exon (XM_008603011.1/BBA_07914, exon 5 of 5)	29	111505	115009	3505	2	BBA_07914	2583
NW_007930840.1	113402	113412	11	-	15.7152	1.1e-06	0.236	Promoter	5	112019	113757	1739	2	BBA_02338	355
NW_007930877.1	114278	114288	11	-	15.7152	1.1e-06	0.236	Promoter	42	113929	114655	727	2	BBA_08931	377
NW_007930855.1	119745	119755	11	-	15.7152	1.1e-06	0.236	Promoter	20	119056	119937	882	1	BBA_06678	699
NW_007930883.1	119794	119804	11	-	15.7152	1.1e-06	0.236	Distal Intergenic	48	115417	117761	2345	2	BBA_09254	-2043
NW_007930868.1	124267	124277	11	+	15.7152	1.1e-06	0.236	Promoter	33	123942	124907	966	2	BBA_08291	630
NW_007930846.1	124624	124634	11	-	15.7152	1.1e-06	0.236	Exon (XM_008599785.1/BBA_04688, exon 3 of 3)	11	124330	125873	1544	2	BBA_04688	1249
NW_007930869.1	126786	126796	11	+	15.7152	1.1e-06	0.236	Promoter	34	126902	127942	1041	1	BBA_08381	-106
NW_007930868.1	130634	130644	11	-	15.7152	1.1e-06	0.236	Promoter	33	129960	131447	1488	1	BBA_08293	684
NW_007930848.1	131432	131442	11	+	15.7152	1.1e-06	0.236	Promoter	13	132387	134629	2243	1	BBA_05156	-945
NW_007930853.1	142038	142048	11	-	15.7152	1.1e-06	0.236	Promoter	18	140506	142489	1984	2	BBA_06249	451
NW_007930861.1	144203	144213	11	+	15.7152	1.1e-06	0.236	Promoter	26	143615	145379	1765	1	BBA_07598	588
NW_007930861.1	144202	144212	11	-	15.7152	1.1e-06	0.236	Promoter	26	143615	145379	1765	1	BBA_07598	597
NW_007930844.1	144641	144651	11	+	15.7152	1.1e-06	0.236	Promoter	9	143645	144964	1320	1	BBA_04038	996
NW_007930842.1	149211	149221	11	+	15.7152	1.1e-06	0.236	Promoter	7	148636	150063	1428	1	BBA_03261	575
NW_007930879.1	150636	150646	11	-	15.7152	1.1e-06	0.236	Exon (XM_008604165.1/BBA_09068, exon 3 of 4)	44	150231	152220	1990	2	BBA_09068	1584
NW_007930843.1	150893	150903	11	+	15.7152	1.1e-06	0.236	Promoter	8	150146	151185	1040	1	BBA_03680	747
NW_007930859.1	152210	152220	11	-	15.7152	1.1e-06	0.236	Promoter	24	151131	152029	899	2	BBA_07331	-191
NW_007930844.1	154873	154883	11	+	15.7152	1.1e-06	0.236	Exon (XM_008599140.1/BBA_04043, exon 2 of 3)	9	154140	156137	1998	2	BBA_04043	1254
NW_007930861.1	155740	155750	11	-	15.7152	1.1e-06	0.236	Exon (XM_008602699.1/BBA_07602, exon 2 of 2)	26	154105	156490	2386	1	BBA_07602	1645
NW_007930845.1	156051	156061	11	+	15.7152	1.1e-06	0.236	Exon (XM_008599498.1/BBA_04401, exon 6 of 7)	10	155829	157763	1935	2	BBA_04401	1702
NW_007930849.1	157556	157566	11	-	15.7152	1.1e-06	0.236	Exon (XM_008600488.1/BBA_05391, exon 1 of 1)	14	157411	159585	2175	2	BBA_05391	2029
NW_007930856.1	164320	164330	11	+	15.7152	1.1e-06	0.236	Promoter	21	163835	165287	1453	1	BBA_06857	485
NW_007930845.1	168425	168435	11	+	15.7152	1.1e-06	0.236	Promoter	10	168224	169898	1675	1	BBA_04404	201
NW_007930856.1	168942	168952	11	+	15.7152	1.1e-06	0.236	Exon (XM_008601955.1/BBA_06858, exon 2 of 3)	21	165843	171294	5452	2	BBA_06858	2342
NW_007930856.1	168941	168951	11	-	15.7152	1.1e-06	0.236	Exon (XM_008601955.1/BBA_06858, exon 2 of 3)	21	165843	171294	5452	2	BBA_06858	2353
NW_007930847.1	173499	173509	11	-	15.7152	1.1e-06	0.236	Promoter	12	173451	174410	960	1	BBA_04956	58
NW_007930846.1	175625	175635	11	+	15.7152	1.1e-06	0.236	Promoter	11	174987	177051	2065	1	BBA_04705	638
NW_007930862.1	176028	176038	11	-	15.7152	1.1e-06	0.236	Exon (XM_008602822.1/BBA_07725, exon 2 of 2)	27	177870	181172	3303	1	BBA_07726	-1842
NW_007930864.1	181668	181678	11	+	15.7152	1.1e-06	0.236	Promoter	29	181508	182245	738	1	BBA_07933	160
NW_007930862.1	181941	181951	11	-	15.7152	1.1e-06	0.236	Exon (XM_008602824.1/BBA_07727, exon 2 of 2)	27	177870	181172	3303	1	BBA_07726	4081
NW_007930848.1	184954	184964	11	+	15.7152	1.1e-06	0.236	Promoter	13	184217	185864	1648	1	BBA_05173	737
NW_007930868.1	188131	188141	11	-	15.7152	1.1e-06	0.236	Exon (XM_008603404.1/BBA_08307, exon 3 of 3)	33	184511	188370	3860	1	BBA_08307	3630
NW_007930873.1	189543	189553	11	+	15.7152	1.1e-06	0.236	Promoter	38	187973	189799	1827	2	BBA_08711	246
NW_007930850.1	204961	204971	11	-	15.7152	1.1e-06	0.236	Exon (XM_008600735.1/BBA_05638, exon 1 of 1)	15	202463	205378	2916	1	BBA_05638	2508
NW_007930868.1	213264	213274	11	-	15.7152	1.1e-06	0.236	Distal Intergenic	33	223145	225062	1918	1	BBA_08314	-9881
NW_007930867.1	216254	216264	11	+	15.7152	1.1e-06	0.236	Promoter	32	216367	218151	1785	1	BBA_08235	-103
NW_007930865.1	216730	216740	11	-	15.7152	1.1e-06	0.236	Promoter	30	215321	216767	1447	2	BBA_08056	37
NW_007930855.1	220313	220323	11	+	15.7152	1.1e-06	0.236	Promoter	20	219027	219607	581	2	BBA_06707	-706
NW_007930851.1	228690	228700	11	+	15.7152	1.1e-06	0.236	Promoter	16	228245	229033	789	1	BBA_05878	445
NW_007930839.1	230713	230723	11	+	15.7152	1.1e-06	0.236	Promoter	4	230001	231734	1734	1	BBA_01861	712
NW_007930856.1	233978	233988	11	-	15.7152	1.1e-06	0.236	Promoter	21	231621	234056	2436	2	BBA_06875	78
NW_007930852.1	237000	237010	11	+	15.7152	1.1e-06	0.236	Exon (XM_008601184.1/BBA_06087, exon 3 of 4)	17	236267	238105	1839	2	BBA_06087	1095
NW_007930847.1	259567	259577	11	+	15.7152	1.1e-06	0.236	Promoter	12	258388	259895	1508	2	BBA_04973	318
NW_007930867.1	262674	262684	11	+	15.7152	1.1e-06	0.236	Exon (XM_008603353.1/BBA_08256, exon 5 of 5)	32	262379	264091	1713	2	BBA_08256	1407
NW_007930867.1	263626	263636	11	+	15.7152	1.1e-06	0.236	Promoter	32	262379	264091	1713	2	BBA_08256	455
NW_007930860.1	264889	264899	11	-	15.7152	1.1e-06	0.236	Promoter	25	264016	264759	744	2	BBA_07515	-140
NW_007930840.1	265133	265143	11	+	15.7152	1.1e-06	0.236	Distal Intergenic	5	261868	263162	1295	2	BBA_02381	-1971
NW_007930867.1	268892	268902	11	+	15.7152	1.1e-06	0.236	Exon (XM_008603355.1/BBA_08258, exon 5 of 5)	32	268651	270097	1447	2	BBA_08258	1195
NW_007930844.1	269795	269805	11	-	15.7152	1.1e-06	0.236	Exon (XM_008599180.1/BBA_04083, exon 1 of 1)	9	270388	271595	1208	2	BBA_04084	1800
NW_007930852.1	271033	271043	11	+	15.7152	1.1e-06	0.236	Exon (XM_008601198.1/BBA_06101, exon 3 of 3)	17	269647	271552	1906	1	BBA_06101	1386
NW_007930844.1	281653	281663	11	+	15.7152	1.1e-06	0.236	Exon (XM_008599186.1/BBA_04089, exon 3 of 3)	9	280618	281840	1223	1	BBA_04089	1035
NW_007930845.1	282737	282747	11	-	15.7152	1.1e-06	0.236	Promoter	10	282006	283729	1724	1	BBA_04441	741
NW_007930862.1	285062	285072	11	-	15.7152	1.1e-06	0.236	Exon (XM_008602857.1/BBA_07760, exon 5 of 5)	27	283484	284910	1427	1	BBA_07759	1588
NW_007930842.1	291708	291718	11	+	15.7152	1.1e-06	0.236	Promoter	7	291245	293439	2195	1	BBA_03312	463
NW_007930840.1	293204	293214	11	-	15.7152	1.1e-06	0.236	Exon (XM_008597486.1/BBA_02389, exon 3 of 3)	5	292290	295369	3080	2	BBA_02389	2165
NW_007930847.1	310592	310602	11	-	15.7152	1.1e-06	0.236	Promoter	12	310297	311017	721	2	BBA_04992	425
NW_007930838.1	310812	310822	11	+	15.7152	1.1e-06	0.236	Exon (XM_008596433.1/BBA_01336, exon 5 of 5)	3	309138	310970	1833	1	BBA_01336	1674
NW_007930857.1	312217	312227	11	+	15.7152	1.1e-06	0.236	Promoter	22	312201	313286	1086	1	BBA_07044	16
NW_007930851.1	314971	314981	11	+	15.7152	1.1e-06	0.236	Promoter	16	314184	315746	1563	1	BBA_05914	787
NW_007930837.1	317276	317286	11	+	15.7152	1.1e-06	0.236	Exon (XM_008595875.1/BBA_00778, exon 3 of 5)	2	315544	318290	2747	1	BBA_00778	1732
NW_007930861.1	322442	322452	11	+	15.7152	1.1e-06	0.236	Promoter	26	321787	323397	1611	1	BBA_07658	655
NW_007930846.1	325237	325247	11	-	15.7152	1.1e-06	0.236	Exon (XM_008599837.1/BBA_04740, exon 2 of 3)	11	324503	326299	1797	2	BBA_04740	1062
NW_007930864.1	327823	327833	11	-	15.7152	1.1e-06	0.236	Promoter	29	326107	328486	2380	2	BBA_07974	663
NW_007930842.1	330846	330856	11	+	15.7152	1.1e-06	0.236	Promoter	7	329156	329896	741	2	BBA_03320	-950
NW_007930864.1	338522	338532	11	+	15.7152	1.1e-06	0.236	Exon (XM_008603075.1/BBA_07978, exon 2 of 3)	29	337395	338958	1564	1	BBA_07978	1127
