seqnames	start	end	width	strand	score	p_value	q_value	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS
NW_007930965.1	3758	3764	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	129	366	2002	1637	1	BBA_10323	3398
NW_007930862.1	3863	3869	7	+	11.6829	2.96e-05	0.375	Promoter	27	1706	3742	2037	2	BBA_07674	-121
NW_007930861.1	3873	3879	7	+	11.6829	2.96e-05	0.375	Exon (XM_008602654.1/BBA_07557, exon 1 of 1)	26	2648	4957	2310	1	BBA_07557	1225
NW_007930903.1	3892	3898	7	-	11.6829	2.96e-05	0.375	Promoter	68	3386	3966	581	1	BBA_09784	512
NW_007930853.1	4050	4056	7	-	11.6829	2.96e-05	0.375	Downstream (<=300bp)	18	114	2243	2130	2	BBA_06208	-1813
NW_007930927.1	4102	4108	7	-	11.6829	2.96e-05	0.375	Promoter	92	3164	3554	391	2	BBA_10135	-554
NW_007930927.1	4275	4281	7	+	11.6829	2.96e-05	0.375	Promoter	92	3164	3554	391	2	BBA_10135	-721
NW_007930857.1	4326	4332	7	+	11.6829	2.96e-05	0.375	Promoter	22	2692	4239	1548	2	BBA_06955	-87
NW_007930911.1	4351	4357	7	-	11.6829	2.96e-05	0.375	Promoter	76	4407	5693	1287	1	BBA_09939	-56
NW_007930850.1	4368	4374	7	-	11.6829	2.96e-05	0.375	Promoter	15	3957	5145	1189	2	BBA_05583	777
NW_007930974.1	4381	4387	7	-	11.6829	2.96e-05	0.375	Promoter	136	3463	4804	1342	2	BBA_10338	423
NW_007930974.1	4414	4420	7	-	11.6829	2.96e-05	0.375	Promoter	136	3463	4804	1342	2	BBA_10338	390
NW_007930974.1	4568	4574	7	-	11.6829	2.96e-05	0.375	Promoter	136	3463	4804	1342	2	BBA_10338	236
NW_007930885.1	4588	4594	7	-	11.6829	2.96e-05	0.375	Exon (XM_008604386.1/BBA_09289, exon 12 of 13)	50	163	1650	1488	2	BBA_09288	-2944
NW_007930938.1	4610	4616	7	+	11.6829	2.96e-05	0.375	Promoter	103	2161	3621	1461	2	BBA_10225	-989
NW_007930961.1	4619	4625	7	-	11.6829	2.96e-05	0.375	Exon (XM_008605411.1/BBA_10314, exon 5 of 5)	125	6220	7101	882	2	BBA_10315	2482
NW_007930884.1	4651	4657	7	-	11.6829	2.96e-05	0.375	Promoter	49	4060	5247	1188	2	BBA_09257	596
NW_007930899.1	4815	4821	7	+	11.6829	2.96e-05	0.375	Promoter	64	5244	5722	479	2	BBA_09713	901
NW_007930913.1	4817	4823	7	-	11.6829	2.96e-05	0.375	Promoter	78	3260	5230	1971	2	BBA_09968	413
NW_007930959.1	4985	4991	7	+	11.6829	2.96e-05	0.375	Promoter	123	3695	5126	1432	2	BBA_10308	135
NW_007930898.1	5094	5100	7	+	11.6829	2.96e-05	0.375	Promoter	63	4776	11026	6251	1	BBA_09688	318
NW_007930939.1	5120	5126	7	+	11.6829	2.96e-05	0.375	Promoter	104	5200	5713	514	1	BBA_10232	-74
NW_007930906.1	5173	5179	7	+	11.6829	2.96e-05	0.375	Promoter	71	5035	5947	913	1	BBA_09847	138
NW_007930839.1	5274	5280	7	+	11.6829	2.96e-05	0.375	Exon (XM_008596877.1/BBA_01780, exon 3 of 3)	4	5209	6574	1366	2	BBA_01780	1294
NW_007930946.1	5296	5302	7	-	11.6829	2.96e-05	0.375	Exon (XM_008605362.1/BBA_10265, exon 2 of 3)	111	4814	6612	1799	2	BBA_10265	1316
NW_007930865.1	5336	5342	7	+	11.6829	2.96e-05	0.375	Promoter	30	3206	4513	1308	2	BBA_07979	-823
NW_007930865.1	5342	5348	7	+	11.6829	2.96e-05	0.375	Promoter	30	3206	4513	1308	2	BBA_07979	-829
NW_007930897.1	5366	5372	7	-	11.6829	2.96e-05	0.375	Promoter	62	5090	5605	516	1	BBA_09664	282
NW_007930848.1	5507	5513	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	13	256	2040	1785	2	BBA_05123	-3467
NW_007930890.1	5539	5545	7	+	11.6829	2.96e-05	0.375	Promoter	55	4728	6143	1416	1	BBA_09467	811
NW_007930956.1	5760	5766	7	+	11.6829	2.96e-05	0.375	Exon (XM_008605399.1/BBA_10302, exon 9 of 11)	121	2397	10507	8111	2	BBA_10302	4741
NW_007930836.1	5915	5921	7	+	11.6829	2.96e-05	0.375	Exon (XM_008595099.1/BBA_00002, exon 3 of 3)	1	5664	7104	1441	2	BBA_00002	1183
NW_007930949.1	6084	6090	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	114	4727	5019	293	2	BBA_10278	-1065
NW_007930886.1	6178	6184	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	51	7988	9106	1119	1	BBA_09329	-1804
NW_007930863.1	6210	6216	7	+	11.6829	2.96e-05	0.375	Promoter	28	6868	7565	698	1	BBA_07776	-652
NW_007930871.1	6209	6215	7	-	11.6829	2.96e-05	0.375	Promoter	36	5155	6019	865	2	BBA_08529	-196
NW_007930885.1	6224	6230	7	+	11.6829	2.96e-05	0.375	Exon (XM_008604386.1/BBA_09289, exon 8 of 13)	50	2998	9033	6036	2	BBA_09289	2803
NW_007930930.1	6312	6318	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	95	7235	8371	1137	2	BBA_10166	2053
NW_007930924.1	6328	6334	7	-	11.6829	2.96e-05	0.375	Exon (XM_008605205.1/BBA_10108, exon 3 of 3)	89	3155	5230	2076	1	BBA_10107	3179
NW_007930904.1	6330	6336	7	-	11.6829	2.96e-05	0.375	Promoter	69	5098	5657	560	2	BBA_09809	-679
NW_007930924.1	6337	6343	7	-	11.6829	2.96e-05	0.375	Exon (XM_008605205.1/BBA_10108, exon 3 of 3)	89	3155	5230	2076	1	BBA_10107	3188
NW_007930917.1	6482	6488	7	-	11.6829	2.96e-05	0.375	Promoter	82	4184	6363	2180	2	BBA_10030	-125
NW_007930897.1	6483	6489	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	62	6800	7821	1022	2	BBA_09665	1338
NW_007930964.1	6551	6557	7	+	11.6829	2.96e-05	0.375	Promoter	128	4793	6768	1976	2	BBA_10322	211
NW_007930865.1	6873	6879	7	+	11.6829	2.96e-05	0.375	Promoter	30	6945	9540	2596	1	BBA_07980	-66
NW_007930917.1	6966	6972	7	-	11.6829	2.96e-05	0.375	Promoter	82	4184	6363	2180	2	BBA_10030	-609
NW_007930933.1	6998	7004	7	+	11.6829	2.96e-05	0.375	Promoter	98	7525	8731	1207	1	BBA_10194	-521
NW_007930908.1	7000	7006	7	-	11.6829	2.96e-05	0.375	Promoter	73	6865	8295	1431	1	BBA_09892	141
NW_007930896.1	7115	7121	7	+	11.6829	2.96e-05	0.375	Promoter	61	6826	8923	2098	1	BBA_09636	289
NW_007930889.1	7221	7227	7	+	11.6829	2.96e-05	0.375	Exon (XM_008604528.1/BBA_09431, exon 8 of 13)	54	3634	5296	1663	2	BBA_09430	-1925
NW_007930962.1	7411	7417	7	-	11.6829	2.96e-05	0.375	Promoter	126	6461	7012	552	2	BBA_10318	-405
NW_007930906.1	7640	7646	7	-	11.6829	2.96e-05	0.375	Promoter	71	7637	8287	651	1	BBA_09849	9
NW_007930960.1	7676	7682	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	124	9296	10935	1640	2	BBA_10312	3259
NW_007930949.1	7712	7718	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	114	4727	5019	293	2	BBA_10278	-2693
NW_007930883.1	7893	7899	7	-	11.6829	2.96e-05	0.375	Exon (XM_008604316.1/BBA_09219, exon 2 of 2)	48	7210	9590	2381	2	BBA_09219	1697
NW_007930857.1	8168	8174	7	-	11.6829	2.96e-05	0.375	Promoter	22	7589	9541	1953	1	BBA_06957	585
NW_007930837.1	8233	8239	7	+	11.6829	2.96e-05	0.375	Promoter	2	8306	8736	431	1	BBA_00685	-67
NW_007930852.1	8294	8300	7	-	11.6829	2.96e-05	0.375	Promoter	17	6827	8817	1991	2	BBA_06022	523
NW_007930899.1	8294	8300	7	-	11.6829	2.96e-05	0.375	Promoter	64	7555	8550	996	2	BBA_09715	256
NW_007930912.1	8308	8314	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	77	3931	5831	1901	2	BBA_09953	-2477
NW_007930844.1	8499	8505	7	-	11.6829	2.96e-05	0.375	Exon (XM_008599095.1/BBA_03998, exon 2 of 2)	9	8402	10166	1765	2	BBA_03998	1667
NW_007930927.1	8622	8628	7	+	11.6829	2.96e-05	0.375	Exon (XM_008605234.1/BBA_10137, exon 3 of 3)	92	6817	8819	2003	1	BBA_10137	1805
NW_007930852.1	8686	8692	7	-	11.6829	2.96e-05	0.375	Promoter	17	6827	8817	1991	2	BBA_06022	131
NW_007930899.1	8763	8769	7	-	11.6829	2.96e-05	0.375	Promoter	64	7555	8550	996	2	BBA_09715	-219
NW_007930896.1	8816	8822	7	+	11.6829	2.96e-05	0.375	Exon (XM_008604733.1/BBA_09636, exon 3 of 3)	61	6826	8923	2098	1	BBA_09636	1990
NW_007930902.1	8818	8824	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	67	9428	10453	1026	2	BBA_09779	1629
NW_007930936.1	8822	8828	7	+	11.6829	2.96e-05	0.375	Promoter	101	9502	10835	1334	1	BBA_10219	-674
NW_007930923.1	8867	8873	7	-	11.6829	2.96e-05	0.375	Promoter	88	6236	8674	2439	2	BBA_10101	-199
NW_007930944.1	8951	8957	7	-	11.6829	2.96e-05	0.375	Promoter	109	6289	8877	2589	2	BBA_10254	-80
NW_007930954.1	8988	8994	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	119	3866	6710	2845	2	BBA_10296	-2278
NW_007930840.1	8998	9004	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	5	14020	15579	1560	1	BBA_02310	-5022
NW_007930852.1	9032	9038	7	-	11.6829	2.96e-05	0.375	Promoter	17	6827	8817	1991	2	BBA_06022	-221
NW_007930913.1	9106	9112	7	-	11.6829	2.96e-05	0.375	Exon (XM_008605067.1/BBA_09970, exon 3 of 5)	78	8038	10918	2881	2	BBA_09970	1812
NW_007930922.1	9147	9153	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	87	5188	5647	460	1	BBA_10095	3959
NW_007930960.1	9161	9167	7	-	11.6829	2.96e-05	0.375	Downstream (<=300bp)	124	9296	10935	1640	2	BBA_10312	1774
NW_007930850.1	9168	9174	7	+	11.6829	2.96e-05	0.375	Promoter	15	8961	9698	738	1	BBA_05585	207
NW_007930869.1	9240	9246	7	-	11.6829	2.96e-05	0.375	Promoter	34	7367	9898	2532	2	BBA_08335	658
NW_007930910.1	9271	9277	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	75	6081	7823	1743	2	BBA_09922	-1454
NW_007930926.1	9305	9311	7	-	11.6829	2.96e-05	0.375	Promoter	91	9822	11461	1640	1	BBA_10127	-517
NW_007930859.1	9358	9364	7	-	11.6829	2.96e-05	0.375	Promoter	24	7965	9836	1872	2	BBA_07277	478
NW_007930838.1	9391	9397	7	+	11.6829	2.96e-05	0.375	Promoter	3	7915	9218	1304	2	BBA_01243	-173
NW_007930838.1	9396	9402	7	-	11.6829	2.96e-05	0.375	Promoter	3	7915	9218	1304	2	BBA_01243	-184
NW_007930889.1	9446	9452	7	-	11.6829	2.96e-05	0.375	Promoter	54	5501	9877	4377	2	BBA_09431	431
NW_007930862.1	9605	9611	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	27	7625	9188	1564	1	BBA_07677	1980
NW_007930927.1	9630	9636	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	92	6817	8819	2003	1	BBA_10137	2819
NW_007930897.1	9670	9676	7	+	11.6829	2.96e-05	0.375	Promoter	62	10235	10585	351	1	BBA_09666	-559
NW_007930872.1	9914	9920	7	+	11.6829	2.96e-05	0.375	Promoter	37	6000	10461	4462	2	BBA_08610	541
NW_007930865.1	9925	9931	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	30	11174	12112	939	1	BBA_07981	-1249
NW_007930954.1	10111	10117	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	119	3866	6710	2845	2	BBA_10296	-3401
NW_007930855.1	10210	10216	7	+	11.6829	2.96e-05	0.375	Exon (XM_008601733.1/BBA_06636, exon 3 of 5)	20	8778	11551	2774	2	BBA_06636	1335
NW_007930930.1	10324	10330	7	+	11.6829	2.96e-05	0.375	Promoter	95	9707	10975	1269	1	BBA_10167	617
NW_007930899.1	10348	10354	7	-	11.6829	2.96e-05	0.375	Promoter	64	9519	10785	1267	2	BBA_09716	437
NW_007930889.1	10452	10458	7	-	11.6829	2.96e-05	0.375	Promoter	54	5501	9877	4377	2	BBA_09431	-581
NW_007930836.1	10528	10534	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	1	12136	13042	907	1	BBA_00004	-1602
NW_007930882.1	10600	10606	7	-	11.6829	2.96e-05	0.375	Promoter	47	8243	10268	2026	2	BBA_09176	-338
NW_007930870.1	11001	11007	7	+	11.6829	2.96e-05	0.375	Promoter	35	10746	12911	2166	1	BBA_08442	255
NW_007930847.1	11203	11209	7	-	11.6829	2.96e-05	0.375	Promoter	12	12147	12634	488	1	BBA_04904	-944
NW_007930871.1	11264	11270	7	+	11.6829	2.96e-05	0.375	Promoter	36	10431	11012	582	2	BBA_08531	-252
NW_007930890.1	11280	11286	7	-	11.6829	2.96e-05	0.375	Promoter	55	6572	11433	4862	2	BBA_09468	153
NW_007930875.1	11366	11372	7	+	11.6829	2.96e-05	0.375	Promoter	40	11227	11745	519	2	BBA_08769	373
NW_007930895.1	11370	11376	7	-	11.6829	2.96e-05	0.375	Promoter	60	10620	11301	682	2	BBA_09613	-75
NW_007930845.1	11379	11385	7	-	11.6829	2.96e-05	0.375	Promoter	10	10684	11840	1157	2	BBA_04351	461
NW_007930948.1	11409	11415	7	+	11.6829	2.96e-05	0.375	Promoter	113	11420	15347	3928	1	BBA_10273	-5
NW_007930904.1	11456	11462	7	+	11.6829	2.96e-05	0.375	Exon (XM_008604908.1/BBA_09811, exon 1 of 5)	69	10313	15008	4696	1	BBA_09811	1143
NW_007930857.1	11465	11471	7	-	11.6829	2.96e-05	0.375	Promoter	22	10576	11758	1183	2	BBA_06958	293
NW_007930910.1	11480	11486	7	-	11.6829	2.96e-05	0.375	Promoter	75	11177	13042	1866	1	BBA_09923	309
NW_007930890.1	11590	11596	7	-	11.6829	2.96e-05	0.375	Promoter	55	6572	11433	4862	2	BBA_09468	-163
NW_007930936.1	11725	11731	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	101	9502	10835	1334	1	BBA_10219	2223
NW_007930847.1	11771	11777	7	+	11.6829	2.96e-05	0.375	Promoter	12	12147	12634	488	1	BBA_04904	-370
NW_007930930.1	11860	11866	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	95	9707	10975	1269	1	BBA_10167	2153
NW_007930854.1	11874	11880	7	-	11.6829	2.96e-05	0.375	Promoter	19	12679	15462	2784	1	BBA_06418	-805
NW_007930943.1	11956	11962	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	108	13466	13839	374	2	BBA_10250	1883
NW_007930943.1	12027	12033	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	108	13466	13839	374	2	BBA_10250	1812
NW_007930888.1	12122	12128	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	53	12678	13364	687	2	BBA_09400	1242
NW_007930947.1	12430	12436	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	112	14126	15933	1808	1	BBA_10269	-1696
NW_007930857.1	12451	12457	7	+	11.6829	2.96e-05	0.375	Promoter	22	12669	14002	1334	1	BBA_06959	-212
NW_007930870.1	12544	12550	7	-	11.6829	2.96e-05	0.375	Exon (XM_008603539.1/BBA_08442, exon 1 of 1)	35	13420	14224	805	2	BBA_08443	1680
NW_007930947.1	12606	12612	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	112	14126	15933	1808	1	BBA_10269	-1514
NW_007930931.1	12687	12693	7	+	11.6829	2.96e-05	0.375	Promoter	96	12628	14526	1899	1	BBA_10176	59
NW_007930892.1	12784	12790	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	57	15434	16932	1499	1	BBA_09529	-2650
NW_007930919.1	12999	13005	7	-	11.6829	2.96e-05	0.375	Promoter	84	13804	15726	1923	1	BBA_10055	-805
NW_007930892.1	13069	13075	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	57	15434	16932	1499	1	BBA_09529	-2365
NW_007930892.1	13151	13157	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	57	15434	16932	1499	1	BBA_09529	-2283
NW_007930925.1	13165	13171	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	90	10930	12410	1481	1	BBA_10117	2241
NW_007930868.1	13564	13570	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	33	15721	19150	3430	1	BBA_08269	-2151
NW_007930892.1	13614	13620	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	57	15434	16932	1499	1	BBA_09529	-1820
NW_007930881.1	13658	13664	7	+	11.6829	2.96e-05	0.375	Promoter	46	14041	15906	1866	1	BBA_09135	-377
NW_007930842.1	13783	13789	7	+	11.6829	2.96e-05	0.375	Exon (XM_008598305.1/BBA_03208, exon 4 of 4)	7	12187	14391	2205	1	BBA_03208	1596
NW_007930861.1	13864	13870	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	26	14774	15382	609	2	BBA_07560	1512
NW_007930883.1	13945	13951	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	48	12485	13453	969	1	BBA_09221	1460
NW_007930876.1	14106	14112	7	+	11.6829	2.96e-05	0.375	Promoter	41	13891	14724	834	1	BBA_08837	215
NW_007930845.1	14211	14217	7	+	11.6829	2.96e-05	0.375	Exon (XM_008599449.1/BBA_04352, exon 2 of 2)	10	13132	15036	1905	1	BBA_04352	1079
NW_007930872.1	14231	14237	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	37	12777	13186	410	1	BBA_08611	1454
NW_007930867.1	14240	14246	7	+	11.6829	2.96e-05	0.375	Promoter	32	13343	15006	1664	1	BBA_08175	897
NW_007930845.1	14350	14356	7	+	11.6829	2.96e-05	0.375	Exon (XM_008599449.1/BBA_04352, exon 2 of 2)	10	13132	15036	1905	1	BBA_04352	1218
NW_007930932.1	14408	14414	7	+	11.6829	2.96e-05	0.375	Promoter	97	13332	14193	862	2	BBA_10188	-215
NW_007930862.1	14442	14448	7	+	11.6829	2.96e-05	0.375	Promoter	27	12902	13582	681	2	BBA_07679	-860
NW_007930907.1	14457	14463	7	-	11.6829	2.96e-05	0.375	Promoter	72	13948	15108	1161	2	BBA_09869	651
NW_007930839.1	14565	14571	7	+	11.6829	2.96e-05	0.375	Exon (XM_008596879.1/BBA_01782, exon 3 of 3)	4	14221	15762	1542	2	BBA_01782	1191
NW_007930863.1	14807	14813	7	-	11.6829	2.96e-05	0.375	Promoter	28	15680	17280	1601	1	BBA_07778	-873
NW_007930939.1	14996	15002	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	104	11804	13946	2143	2	BBA_10234	-1050
NW_007930883.1	15273	15279	7	+	11.6829	2.96e-05	0.375	Promoter	48	16119	17529	1411	1	BBA_09222	-840
NW_007930913.1	15633	15639	7	+	11.6829	2.96e-05	0.375	Promoter	78	15400	16449	1050	1	BBA_09973	233
NW_007930867.1	15760	15766	7	+	11.6829	2.96e-05	0.375	Promoter	32	15662	16906	1245	1	BBA_08176	98
NW_007930860.1	15792	15798	7	+	11.6829	2.96e-05	0.375	Exon (XM_008602525.1/BBA_07428, exon 4 of 4)	25	14411	16456	2046	1	BBA_07428	1381
NW_007930855.1	16125	16131	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	20	19248	19601	354	1	BBA_06638	-3123
NW_007930899.1	16205	16211	7	-	11.6829	2.96e-05	0.375	Promoter	64	14136	16851	2716	2	BBA_09718	646
NW_007930838.1	16342	16348	7	-	11.6829	2.96e-05	0.375	Exon (XM_008596342.1/BBA_01245, exon 2 of 3)	3	15803	18712	2910	2	BBA_01245	2370
NW_007930868.1	16361	16367	7	+	11.6829	2.96e-05	0.375	Promoter	33	15721	19150	3430	1	BBA_08269	640
NW_007930923.1	16439	16445	7	+	11.6829	2.96e-05	0.375	Exon (XM_008605200.1/BBA_10103, exon 6 of 6)	88	15355	16920	1566	1	BBA_10103	1084
NW_007930920.1	16570	16576	7	-	11.6829	2.96e-05	0.375	Exon (XM_008605169.1/BBA_10072, exon 1 of 1)	85	14897	16690	1794	1	BBA_10072	1679
NW_007930922.1	16801	16807	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	87	18308	20624	2317	2	BBA_10096	3817
NW_007930877.1	16844	16850	7	+	11.6829	2.96e-05	0.375	Promoter	42	16984	17879	896	1	BBA_08903	-134
NW_007930852.1	16919	16925	7	+	11.6829	2.96e-05	0.375	Promoter	17	16676	17674	999	1	BBA_06026	243
NW_007930904.1	16921	16927	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	69	18381	21025	2645	2	BBA_09812	4104
NW_007930850.1	17411	17417	7	+	11.6829	2.96e-05	0.375	Promoter	15	15574	17439	1866	2	BBA_05588	22
NW_007930879.1	17426	17432	7	-	11.6829	2.96e-05	0.375	Distal Intergenic	44	14524	17136	2613	1	BBA_09030	2908
NW_007930897.1	17545	17551	7	+	11.6829	2.96e-05	0.375	Distal Intergenic	62	14138	15935	1798	2	BBA_09667	-1610
NW_007930862.1	17563	17569	7	+	11.6829	2.96e-05	0.375	Promoter	27	17441	18460	1020	2	BBA_07681	891
