seqnames	start	end	width	strand	score	p_value	q_value	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS
NW_007930837.1	442891	442902	12	+	17.9143	3.96e-07	0.306	Distal Intergenic	2	445065	449666	4602	1	BBA_00813	-2163
NW_007930854.1	443573	443584	12	-	17.7286	5.21e-07	0.306	Distal Intergenic	19	443958	445300	1343	2	BBA_06563	1727
NW_007930845.1	502843	502854	12	+	17.7286	5.21e-07	0.306	Promoter	10	500605	503292	2688	2	BBA_04501	438
NW_007930849.1	618076	618087	12	+	17.7286	5.21e-07	0.306	Promoter	14	617453	619097	1645	1	BBA_05547	623
NW_007930842.1	804838	804849	12	-	17.7286	5.21e-07	0.306	Promoter	7	804224	805240	1017	2	BBA_03475	402
NW_007930836.1	828986	828997	12	-	17.7286	5.21e-07	0.306	Promoter	1	826591	828407	1817	2	BBA_00282	-590
NW_007930880.1	21516	21527	12	+	17.6857	6.5e-07	0.306	Promoter	45	21711	22280	570	1	BBA_09082	-184
NW_007930858.1	417671	417682	12	-	17.6857	6.5e-07	0.306	Promoter	23	417049	419775	2727	1	BBA_07244	633
NW_007930837.1	168359	168370	12	-	17.5143	7.8e-07	0.306	Promoter	2	168577	169122	546	1	BBA_00734	-218
NW_007930870.1	226387	226398	12	+	17.5143	7.8e-07	0.306	Promoter	35	224781	226351	1571	2	BBA_08522	-36
NW_007930847.1	393358	393369	12	+	17.5143	7.8e-07	0.306	Distal Intergenic	12	394530	395878	1349	1	BBA_05016	-1161
NW_007930851.1	569762	569773	12	-	17.5143	7.8e-07	0.306	Downstream (<=300bp)	16	569948	571639	1692	2	BBA_05992	1877
NW_007930844.1	1011272	1011283	12	-	17.5143	7.8e-07	0.306	Promoter	9	1011291	1011944	654	1	BBA_04313	-19
NW_007930836.1	2027926	2027937	12	-	17.5143	7.8e-07	0.306	Exon (XM_008595759.1/BBA_00662, exon 1 of 1)	1	2026614	2028938	2325	1	BBA_00662	1323
NW_007930857.1	19236	19247	12	-	17.4143	8.26e-07	0.306	Exon (XM_008602057.1/BBA_06960, exon 2 of 4)	22	16598	20476	3879	1	BBA_06960	2649
NW_007930898.1	55477	55488	12	-	17.4143	8.26e-07	0.306	Promoter	63	55067	55930	864	1	BBA_09702	421
NW_007930838.1	253715	253726	12	+	17.4143	8.26e-07	0.306	Exon (XM_008596414.1/BBA_01317, exon 1 of 1)	3	255301	260282	4982	1	BBA_01318	-1575
NW_007930854.1	333570	333581	12	+	17.4143	8.26e-07	0.306	Exon (XM_008601625.1/BBA_06528, exon 2 of 4)	19	328498	330099	1602	2	BBA_06527	-3471
NW_007930842.1	468488	468499	12	-	17.4143	8.26e-07	0.306	Distal Intergenic	7	465387	466510	1124	2	BBA_03371	-1989
NW_007930836.1	1868427	1868438	12	-	17.4143	8.26e-07	0.306	Promoter	1	1867810	1869401	1592	1	BBA_00606	628
NW_007930844.1	116906	116917	12	+	17.3286	8.82e-07	0.306	Distal Intergenic	9	114402	115454	1053	1	BBA_04031	2504
NW_007930858.1	191715	191726	12	-	17.3286	8.82e-07	0.306	Promoter	23	191852	192805	954	1	BBA_07169	-137
NW_007930914.1	10999	11010	12	+	17.2143	9.51e-07	0.306	Promoter	79	10638	11856	1219	2	BBA_09986	846
NW_007930869.1	271026	271037	12	+	17.2143	9.51e-07	0.306	Promoter	34	269604	270779	1176	2	BBA_08433	-247
NW_007930844.1	280605	280616	12	-	17.2143	9.51e-07	0.306	Promoter	9	280618	281840	1223	1	BBA_04089	-13
NW_007930850.1	269566	269577	12	+	17.2	1.01e-06	0.306	Distal Intergenic	15	269866	271092	1227	2	BBA_05660	1515
NW_007930849.1	351330	351341	12	+	17.2	1.01e-06	0.306	Exon (XM_008600554.1/BBA_05457, exon 4 of 8)	14	348678	352476	3799	2	BBA_05457	1135
NW_007930854.1	470891	470902	12	-	17.2	1.01e-06	0.306	Promoter	19	467500	470056	2557	2	BBA_06573	-846
NW_007930845.1	503963	503974	12	+	17.1	1.08e-06	0.306	Promoter	10	500605	503292	2688	2	BBA_04501	-671
NW_007930851.1	587195	587206	12	+	17.1	1.08e-06	0.306	Distal Intergenic	16	583163	585790	2628	2	BBA_05999	-1405
NW_007930843.1	979983	979994	12	-	17.1	1.08e-06	0.306	Promoter	8	979392	980040	649	2	BBA_03935	57
NW_007930837.1	40070	40081	12	-	17.0857	1.18e-06	0.306	Exon (XM_008595791.1/BBA_00694, exon 1 of 1)	2	39681	41387	1707	2	BBA_00694	1317
NW_007930853.1	57285	57296	12	-	17.0857	1.18e-06	0.306	Distal Intergenic	18	58509	59522	1014	1	BBA_06225	-1224
NW_007930880.1	60542	60553	12	-	17.0857	1.18e-06	0.306	Distal Intergenic	45	62398	65152	2755	1	BBA_09096	-1856
NW_007930872.1	64358	64369	12	+	17.0857	1.18e-06	0.306	Promoter	37	64874	66555	1682	1	BBA_08624	-505
NW_007930855.1	78649	78660	12	+	17.0857	1.18e-06	0.306	Promoter	20	76592	79595	3004	2	BBA_06664	935
NW_007930884.1	95458	95469	12	-	17.0857	1.18e-06	0.306	Promoter	49	96188	96721	534	1	BBA_09281	-730
NW_007930884.1	120706	120717	12	+	17.0857	1.18e-06	0.306	Exon (XM_008604384.1/BBA_09287, exon 3 of 5)	49	116916	118298	1383	2	BBA_09286	-2408
NW_007930871.1	136682	136693	12	-	17.0857	1.18e-06	0.306	Intron (XM_008603668.1/BBA_08571, intron 3 of 5)	36	132464	133838	1375	2	BBA_08570	-2855
NW_007930865.1	195952	195963	12	-	17.0857	1.18e-06	0.306	Distal Intergenic	30	193812	195801	1990	1	BBA_08047	2151
NW_007930865.1	267405	267416	12	-	17.0857	1.18e-06	0.306	Distal Intergenic	30	265261	266121	861	2	BBA_08074	-1295
NW_007930842.1	451314	451325	12	+	17.0857	1.18e-06	0.306	Distal Intergenic	7	448365	450133	1769	2	BBA_03368	-1181
NW_007930844.1	708212	708223	12	+	17.0857	1.18e-06	0.306	Promoter	9	706276	708383	2108	2	BBA_04219	160
NW_007930836.1	778201	778212	12	-	17.0857	1.18e-06	0.306	Promoter	1	778270	778899	630	2	BBA_00263	698
NW_007930838.1	1465220	1465231	12	+	17.0857	1.18e-06	0.306	Distal Intergenic	3	1466873	1469566	2694	1	BBA_01691	-1642
NW_007930836.1	2029069	2029080	12	+	17.0857	1.18e-06	0.306	Downstream (<=300bp)	1	2029249	2030854	1606	2	BBA_00663	1774
NW_007930844.1	535933	535944	12	+	17.0429	1.25e-06	0.306	Distal Intergenic	9	533174	533921	748	2	BBA_04166	-2012
NW_007930896.1	27519	27530	12	-	16.8714	1.31e-06	0.306	Promoter	61	27749	29064	1316	1	BBA_09641	-230
NW_007930868.1	126932	126943	12	-	16.8714	1.31e-06	0.306	Downstream (<=300bp)	33	123942	124907	966	2	BBA_08291	-2036
NW_007930848.1	245796	245807	12	-	16.8714	1.31e-06	0.306	Promoter	13	244774	245298	525	2	BBA_05190	-509
NW_007930836.1	917887	917898	12	+	16.8714	1.31e-06	0.306	Promoter	1	917512	918763	1252	1	BBA_00303	375
NW_007930859.1	65950	65961	12	+	16.6857	1.36e-06	0.306	Promoter	24	65522	67773	2252	1	BBA_07299	428
NW_007930844.1	1147410	1147421	12	+	16.6857	1.36e-06	0.306	Promoter	9	1147725	1151147	3423	1	BBA_04347	-304
NW_007930860.1	10014	10025	12	-	16.5714	1.42e-06	0.306	Promoter	25	10030	10410	381	1	BBA_07426	-16
NW_007930877.1	39838	39849	12	-	16.5714	1.42e-06	0.306	Promoter	42	40502	44271	3770	1	BBA_08907	-664
NW_007930840.1	91623	91634	12	-	16.5714	1.42e-06	0.306	Promoter	5	91707	92517	811	2	BBA_02332	894
NW_007930840.1	258353	258364	12	+	16.5714	1.42e-06	0.306	Promoter	5	257458	258264	807	2	BBA_02379	-89
NW_007930836.1	2039547	2039558	12	-	16.5714	1.42e-06	0.306	Exon (XM_008595764.1/BBA_00667, exon 4 of 5)	1	2038017	2038700	684	1	BBA_00666	1541
NW_007930874.1	109840	109851	12	+	16.5571	1.46e-06	0.306	Distal Intergenic	39	113101	113631	531	2	BBA_08742	3780
NW_007930875.1	122788	122799	12	+	16.5571	1.46e-06	0.306	Promoter	40	123145	124745	1601	1	BBA_08807	-346
NW_007930839.1	1524308	1524319	12	-	16.5571	1.46e-06	0.306	Promoter	4	1520089	1523359	3271	2	BBA_02262	-960
NW_007930836.1	2069966	2069977	12	+	16.5571	1.46e-06	0.306	Promoter	1	2068706	2070804	2099	2	BBA_00678	827
NW_007930842.1	149552	149563	12	+	16.5429	1.51e-06	0.306	Promoter	7	148636	150063	1428	1	BBA_03261	916
NW_007930843.1	189682	189693	12	+	16.5429	1.51e-06	0.306	Exon (XM_008598794.1/BBA_03697, exon 3 of 3)	8	187987	188433	447	1	BBA_03696	1695
NW_007930837.1	1935611	1935622	12	-	16.5429	1.51e-06	0.306	Promoter	2	1935797	1939768	3972	1	BBA_01232	-186
NW_007930909.1	8101	8112	12	-	16.5	1.56e-06	0.306	Exon (XM_008605007.1/BBA_09910, exon 6 of 6)	74	7793	11254	3462	2	BBA_09910	3153
NW_007930867.1	51078	51089	12	-	16.5	1.56e-06	0.306	Promoter	32	50978	54012	3035	1	BBA_08187	111
NW_007930869.1	149127	149138	12	+	16.5	1.56e-06	0.306	Promoter	34	149975	151699	1725	1	BBA_08391	-837
NW_007930857.1	248422	248433	12	+	16.5	1.56e-06	0.306	Promoter	22	245874	248720	2847	2	BBA_07025	287
NW_007930848.1	465207	465218	12	-	16.5	1.56e-06	0.306	Promoter	13	463406	465038	1633	2	BBA_05260	-180
NW_007930845.1	566241	566252	12	+	16.5	1.56e-06	0.306	Promoter	10	565556	566519	964	2	BBA_04512	267
NW_007930840.1	861051	861062	12	-	16.5	1.56e-06	0.306	Promoter	5	861084	862084	1001	1	BBA_02554	-33
NW_007930848.1	56630	56641	12	-	16.4714	1.62e-06	0.306	Distal Intergenic	13	59670	60827	1158	1	BBA_05136	-3040
NW_007930866.1	89003	89014	12	+	16.4714	1.62e-06	0.306	Downstream (<=300bp)	31	89219	90626	1408	2	BBA_08110	1612
NW_007930853.1	389536	389547	12	-	16.4714	1.62e-06	0.306	Exon (XM_008601421.1/BBA_06324, exon 3 of 3)	18	389482	391390	1909	2	BBA_06324	1854
NW_007930837.1	728127	728138	12	+	16.4714	1.62e-06	0.306	Promoter	2	726289	728620	2332	2	BBA_00890	482
NW_007930886.1	9719	9730	12	-	16.3143	1.68e-06	0.306	Distal Intergenic	51	7988	9106	1119	1	BBA_09329	1742
NW_007930891.1	77679	77690	12	-	16.3143	1.68e-06	0.306	Promoter	56	77799	78185	387	1	BBA_09518	-120
NW_007930837.1	1724991	1725002	12	+	16.3143	1.68e-06	0.306	Exon (XM_008596272.1/BBA_01175, exon 3 of 4)	2	1721828	1727025	5198	2	BBA_01175	2023
NW_007930858.1	338642	338653	12	+	16.2714	1.73e-06	0.306	Exon (XM_008602317.1/BBA_07220, exon 2 of 2)	23	340419	341581	1163	2	BBA_07221	2928
NW_007930837.1	813735	813746	12	-	16.2714	1.73e-06	0.306	Promoter	2	814041	815060	1020	1	BBA_00907	-306
NW_007930837.1	1169602	1169613	12	+	16.2714	1.73e-06	0.306	Promoter	2	1168479	1169960	1482	2	BBA_00998	347
NW_007930836.1	1164464	1164475	12	+	16.0429	1.77e-06	0.306	Promoter	1	1164025	1164948	924	2	BBA_00382	473
NW_007930838.1	1212183	1212194	12	-	16.0429	1.77e-06	0.306	Promoter	3	1210896	1212420	1525	2	BBA_01608	237
NW_007930838.1	1709475	1709486	12	-	16.0429	1.77e-06	0.306	Promoter	3	1709737	1712072	2336	1	BBA_01767	-262
NW_007930836.1	1947086	1947097	12	+	16.0429	1.77e-06	0.306	Promoter	1	1945656	1947671	2016	2	BBA_00632	574
NW_007930860.1	143649	143660	12	+	16	1.82e-06	0.306	Promoter	25	142895	143932	1038	1	BBA_07473	754
NW_007930845.1	2243	2254	12	-	15.9429	1.87e-06	0.306	Promoter	10	2651	7601	4951	1	BBA_04348	-408
NW_007930876.1	31322	31333	12	+	15.9429	1.87e-06	0.306	Promoter	41	31959	34889	2931	1	BBA_08843	-626
NW_007930875.1	105988	105999	12	+	15.9429	1.87e-06	0.306	Promoter	40	106478	110482	4005	1	BBA_08800	-479
NW_007930864.1	213103	213114	12	-	15.9429	1.87e-06	0.306	Promoter	29	213148	213685	538	1	BBA_07946	-45
NW_007930845.1	396889	396900	12	+	15.9429	1.87e-06	0.306	Distal Intergenic	10	392668	392967	300	2	BBA_04469	-3922
NW_007930841.1	60396	60407	12	+	15.9143	1.95e-06	0.306	Promoter	6	59865	60355	491	2	BBA_02767	-41
NW_007930862.1	100820	100831	12	+	15.9143	1.95e-06	0.306	Promoter	27	101812	104959	3148	1	BBA_07708	-981
NW_007930852.1	123204	123215	12	+	15.9143	1.95e-06	0.306	Distal Intergenic	17	125760	126011	252	2	BBA_06063	2796
NW_007930842.1	150765	150776	12	-	15.9143	1.95e-06	0.306	Distal Intergenic	7	151199	152396	1198	2	BBA_03262	1631
NW_007930865.1	187000	187011	12	+	15.9143	1.95e-06	0.306	Promoter	30	187074	187844	771	2	BBA_08045	833
NW_007930857.1	244351	244362	12	+	15.9143	1.95e-06	0.306	Promoter	22	243299	244919	1621	2	BBA_07024	557
NW_007930842.1	288738	288749	12	-	15.9143	1.95e-06	0.306	Promoter	7	288034	288453	420	1	BBA_03310	715
NW_007930849.1	301993	302004	12	+	15.9143	1.95e-06	0.306	Distal Intergenic	14	297859	299960	2102	2	BBA_05443	-2033
NW_007930855.1	328515	328526	12	-	15.9143	1.95e-06	0.306	Promoter	20	328547	329260	714	1	BBA_06738	-32
NW_007930841.1	366740	366751	12	+	15.9143	1.95e-06	0.306	Distal Intergenic	6	370934	372106	1173	1	BBA_02863	-4183
NW_007930853.1	412059	412070	12	+	15.9143	1.95e-06	0.306	Promoter	18	411042	411717	676	2	BBA_06333	-342
NW_007930853.1	427216	427227	12	-	15.9143	1.95e-06	0.306	Downstream (<=300bp)	18	425865	427178	1314	1	BBA_06338	1362
NW_007930851.1	571644	571655	12	+	15.9143	1.95e-06	0.306	Promoter	16	569948	571639	1692	2	BBA_05992	-5
NW_007930851.1	618759	618770	12	-	15.9143	1.95e-06	0.306	Distal Intergenic	16	617704	618567	864	1	BBA_06010	1066
NW_007930850.1	678093	678104	12	+	15.9143	1.95e-06	0.306	Distal Intergenic	15	679577	683964	4388	2	BBA_05801	5860
NW_007930841.1	685235	685246	12	-	15.9143	1.95e-06	0.306	Distal Intergenic	6	691492	693129	1638	2	BBA_02969	7894
NW_007930843.1	816416	816427	12	+	15.9143	1.95e-06	0.306	Distal Intergenic	8	813957	814600	644	2	BBA_03891	-1816
NW_007930836.1	1169331	1169342	12	+	15.9143	1.95e-06	0.306	Distal Intergenic	1	1172357	1173685	1329	1	BBA_00384	-3015
NW_007930839.1	1586333	1586344	12	-	15.9143	1.95e-06	0.306	Distal Intergenic	4	1580494	1583705	3212	1	BBA_02286	5850
NW_007930849.1	20293	20304	12	+	15.9	2.05e-06	0.306	Distal Intergenic	14	19211	19916	706	1	BBA_05345	1082
NW_007930853.1	109321	109332	12	-	15.9	2.05e-06	0.306	Promoter	18	107355	110321	2967	2	BBA_06243	1000
NW_007930836.1	545956	545967	12	+	15.9	2.05e-06	0.306	Intron (XM_008595278.1/BBA_00181, intron 3 of 3)	1	543865	550509	6645	1	BBA_00181	2091
NW_007930840.1	618592	618603	12	+	15.9	2.05e-06	0.306	Promoter	5	616672	618475	1804	2	BBA_02484	-117
NW_007930836.1	735121	735132	12	+	15.9	2.05e-06	0.306	Promoter	1	735813	737991	2179	1	BBA_00250	-681
NW_007930844.1	1129281	1129292	12	+	15.9	2.05e-06	0.306	Distal Intergenic	9	1133946	1137187	3242	1	BBA_04343	-4654
NW_007930836.1	1460956	1460967	12	+	15.9	2.05e-06	0.306	Promoter	1	1460053	1460914	862	1	BBA_00480	903
NW_007930917.1	23067	23078	12	+	15.8571	2.16e-06	0.306	Promoter	82	22631	23000	370	1	BBA_10035	436
NW_007930908.1	32066	32077	12	+	15.8571	2.16e-06	0.306	Exon (XM_008604996.1/BBA_09899, exon 2 of 2)	73	31055	32409	1355	1	BBA_09899	1011
NW_007930880.1	70050	70061	12	+	15.8571	2.16e-06	0.306	Promoter	45	67961	69829	1869	2	BBA_09098	-221
NW_007930853.1	106993	107004	12	+	15.8571	2.16e-06	0.306	Promoter	18	106590	106928	339	2	BBA_06242	-65
NW_007930837.1	559448	559459	12	-	15.8571	2.16e-06	0.306	Distal Intergenic	2	561558	563588	2031	2	BBA_00845	4140
NW_007930840.1	690788	690799	12	-	15.8571	2.16e-06	0.306	Promoter	5	690743	691910	1168	1	BBA_02506	56
NW_007930836.1	1179220	1179231	12	-	15.8571	2.16e-06	0.306	Distal Intergenic	1	1175968	1176802	835	2	BBA_00386	-2429
NW_007930839.1	1233764	1233775	12	-	15.8571	2.16e-06	0.306	Distal Intergenic	4	1227501	1230973	3473	2	BBA_02177	-2802
NW_007930842.1	1252322	1252333	12	-	15.8571	2.16e-06	0.306	Promoter	7	1253279	1254061	783	1	BBA_03624	-957
NW_007930836.1	1636347	1636358	12	-	15.8571	2.16e-06	0.306	Promoter	1	1636267	1636863	597	2	BBA_00534	516
NW_007930838.1	19995	20006	12	-	15.8286	2.22e-06	0.306	Promoter	3	20060	20458	399	1	BBA_01246	-65
NW_007930877.1	120506	120517	12	-	15.8286	2.22e-06	0.306	Promoter	42	118625	120295	1671	2	BBA_08933	-222
NW_007930847.1	208558	208569	12	+	15.8286	2.22e-06	0.306	Promoter	12	205731	207908	2178	2	BBA_04959	-650
NW_007930845.1	7283	7294	12	+	15.7286	2.29e-06	0.306	Exon (XM_008599445.1/BBA_04348, exon 2 of 2)	10	8463	9262	800	1	BBA_04349	-1169
NW_007930842.1	254714	254725	12	-	15.7286	2.29e-06	0.306	Promoter	7	254540	256045	1506	1	BBA_03297	185
NW_007930836.1	365367	365378	12	-	15.7286	2.29e-06	0.306	Intron (XM_008595222.1/BBA_00125, intron 3 of 6)	1	362632	368584	5953	1	BBA_00125	2746
NW_007930836.1	365375	365386	12	-	15.7286	2.29e-06	0.306	Intron (XM_008595222.1/BBA_00125, intron 3 of 6)	1	362632	368584	5953	1	BBA_00125	2754
NW_007930839.1	509497	509508	12	+	15.7286	2.29e-06	0.306	Promoter	4	509430	510164	735	1	BBA_01948	67
NW_007930841.1	1149675	1149686	12	-	15.7286	2.29e-06	0.306	Downstream (<=300bp)	6	1146112	1147229	1118	2	BBA_03121	-2457
NW_007930837.1	1191780	1191791	12	+	15.7286	2.29e-06	0.306	Promoter	2	1188741	1191741	3001	2	BBA_01005	-39
NW_007930874.1	27527	27538	12	+	15.7143	2.39e-06	0.306	Promoter	39	27376	28194	819	2	BBA_08721	656
NW_007930842.1	549108	549119	12	-	15.7143	2.39e-06	0.306	Distal Intergenic	7	542975	544081	1107	2	BBA_03393	-5038
NW_007930840.1	734681	734692	12	+	15.7143	2.39e-06	0.306	Promoter	5	731595	735258	3664	2	BBA_02517	566
NW_007930842.1	45244	45255	12	-	15.6714	2.56e-06	0.306	Promoter	7	44032	44479	448	2	BBA_03219	-776
NW_007930837.1	1047477	1047488	12	-	15.6714	2.56e-06	0.306	Promoter	2	1046633	1047076	444	2	BBA_00968	-412
NW_007930836.1	1480182	1480193	12	-	15.6714	2.56e-06	0.306	Downstream (<=300bp)	1	1478299	1479656	1358	1	BBA_00488	1894
NW_007930838.1	1635147	1635158	12	+	15.6714	2.56e-06	0.306	Promoter	3	1634209	1634558	350	2	BBA_01740	-589
NW_007930856.1	163589	163600	12	-	15.5429	2.71e-06	0.306	Promoter	21	163835	165287	1453	1	BBA_06857	-246
NW_007930840.1	251724	251735	12	-	15.5429	2.71e-06	0.306	Promoter	5	250455	252164	1710	2	BBA_02376	440
NW_007930844.1	364895	364906	12	+	15.5429	2.71e-06	0.306	Promoter	9	363049	365298	2250	2	BBA_04116	392
NW_007930858.1	381385	381396	12	-	15.5429	2.71e-06	0.306	Distal Intergenic	23	382435	385423	2989	1	BBA_07230	-1050
NW_007930837.1	620775	620786	12	-	15.5429	2.71e-06	0.306	Distal Intergenic	2	618683	619057	375	2	BBA_00860	-1729
NW_007930839.1	689491	689502	12	+	15.5429	2.71e-06	0.306	Distal Intergenic	4	685643	687150	1508	1	BBA_02011	3848
NW_007930887.1	93449	93460	12	+	15.5	2.78e-06	0.306	Downstream (<=300bp)	52	93828	95002	1175	2	BBA_09394	1542
NW_007930859.1	145876	145887	12	-	15.5	2.78e-06	0.306	Distal Intergenic	24	142877	144420	1544	2	BBA_07327	-1467
NW_007930841.1	544435	544446	12	+	15.5	2.78e-06	0.306	Distal Intergenic	6	540052	542116	2065	2	BBA_02918	-2319
NW_007930842.1	682055	682066	12	+	15.5	2.78e-06	0.306	Promoter	7	681190	683485	2296	1	BBA_03433	865
NW_007930884.1	103774	103785	12	+	15.4571	2.85e-06	0.306	Distal Intergenic	49	100031	100591	561	2	BBA_09283	-3183
NW_007930837.1	1753607	1753618	12	+	15.4571	2.85e-06	0.306	Distal Intergenic	2	1743173	1744820	1648	2	BBA_01180	-8787
NW_007930887.1	96399	96410	12	+	15.4429	2.9e-06	0.306	Promoter	52	97360	100015	2656	1	BBA_09395	-950
NW_007930845.1	342160	342171	12	-	15.4429	2.9e-06	0.306	Downstream (<=300bp)	10	340702	341791	1090	1	BBA_04452	1469
NW_007930850.1	359042	359053	12	+	15.4429	2.9e-06	0.306	Promoter	15	357898	359167	1270	2	BBA_05693	114
NW_007930850.1	242479	242490	12	-	15.4286	2.95e-06	0.306	Exon (XM_008600744.1/BBA_05647, exon 2 of 2)	15	242366	243887	1522	2	BBA_05647	1408
NW_007930838.1	367858	367869	12	+	15.4286	2.95e-06	0.306	Promoter	3	363333	367322	3990	2	BBA_01352	-536
NW_007930843.1	975634	975645	12	-	15.4286	2.95e-06	0.306	Intron (XM_008599030.1/BBA_03933, intron 5 of 5)	8	973951	976030	2080	1	BBA_03933	1694
NW_007930880.1	66188	66199	12	+	15.4143	3.07e-06	0.306	Promoter	45	66300	66869	570	2	BBA_09097	670
NW_007930868.1	232074	232085	12	-	15.4143	3.07e-06	0.306	Distal Intergenic	33	234976	235382	407	1	BBA_08315	-2902
NW_007930853.1	242058	242069	12	+	15.4143	3.07e-06	0.306	Distal Intergenic	18	239230	241003	1774	1	BBA_06275	2828
NW_007930864.1	266082	266093	12	+	15.4143	3.07e-06	0.306	Downstream (<=300bp)	29	264763	266030	1268	1	BBA_07961	1319
NW_007930870.1	215746	215757	12	+	15.4	3.17e-06	0.306	Promoter	35	214530	216362	1833	2	BBA_08518	605
NW_007930857.1	323609	323620	12	+	15.4	3.17e-06	0.306	Promoter	22	321670	323482	1813	2	BBA_07047	-127
NW_007930838.1	446141	446152	12	+	15.4	3.17e-06	0.306	Promoter	3	445783	447894	2112	1	BBA_01377	358
NW_007930841.1	458125	458136	12	+	15.4	3.17e-06	0.306	Promoter	6	457543	458304	762	2	BBA_02886	168
NW_007930839.1	830852	830863	12	-	15.4	3.17e-06	0.306	Distal Intergenic	4	833002	835208	2207	1	BBA_02053	-2150
NW_007930836.1	912243	912254	12	+	15.4	3.17e-06	0.306	Promoter	1	909286	911808	2523	2	BBA_00302	-435
NW_007930838.1	1002267	1002278	12	+	15.4	3.17e-06	0.306	Exon (XM_008596638.1/BBA_01541, exon 4 of 5)	3	1000403	1004564	4162	2	BBA_01541	2286
NW_007930840.1	1277503	1277514	12	-	15.4	3.17e-06	0.306	Promoter	5	1276915	1278474	1560	1	BBA_02676	599
NW_007930841.1	1301568	1301579	12	-	15.4	3.17e-06	0.306	Distal Intergenic	6	1303800	1304658	859	2	BBA_03168	3090
NW_007930839.1	1403816	1403827	12	+	15.4	3.17e-06	0.306	Promoter	4	1402624	1404757	2134	2	BBA_02233	930
NW_007930836.1	1405348	1405359	12	+	15.4	3.17e-06	0.306	Promoter	1	1400136	1405034	4899	2	BBA_00461	-314
NW_007930840.1	1151626	1151637	12	+	15.3571	3.21e-06	0.306	Promoter	5	1148194	1151031	2838	2	BBA_02646	-595
NW_007930857.1	264027	264038	12	+	15.3143	3.27e-06	0.306	Exon (XM_008602126.1/BBA_07029, exon 3 of 3)	22	262365	265345	2981	2	BBA_07029	1307
