locus_tag	seqnames	start	end	width	strand	score	p_value	q_value	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	distanceToTSS	GeneID	transcript_id	protein_id	product
BBA_00150	NW_007930836.1	437283	437293	11	-	15.1697	8.75e-06	0.305	Promoter	1	436466	437431	966	2	148	19883162	XM_008595247.1	XP_008593469.1	exosome complex subunit Rrp46
BBA_00151	NW_007930836.1	439125	439135	11	-	15.1697	8.75e-06	0.305	Promoter	1	439028	440359	1332	1	107	19883163	XM_008595248.1	XP_008593470.1	phosphotyrosyl phosphate activator protein
BBA_00152	NW_007930836.1	445502	445512	11	+	20.6727	2.52e-07	0.236	Distal Intergenic	1	440946	442502	1557	2	-3000	19883164	XM_008595249.1	XP_008593471.1	uncharacterized protein
BBA_00162	NW_007930836.1	480884	480894	11	-	15.1697	8.75e-06	0.305	Promoter	1	480325	483012	2688	1	569	19883174	XM_008595259.1	XP_008593481.1	C6 transcription factor
BBA_00163	NW_007930836.1	485096	485106	11	+	15.1697	8.75e-06	0.305	Promoter	1	484066	484950	885	2	-146	19883175	XM_008595260.1	XP_008593482.1	uncharacterized protein
BBA_00164	NW_007930836.1	490061	490071	11	+	20.9394	1.13e-07	0.236	Promoter	1	488963	490680	1718	2	609	19883176	XM_008595261.1	XP_008593483.1	WLM domain-containing protein
BBA_00168	NW_007930836.1	500679	500689	11	+	15.1697	8.75e-06	0.305	Promoter	1	500472	501228	757	1	207	19883180	XM_008595265.1	XP_008593487.1	fms interacting protein
BBA_00172	NW_007930836.1	513177	513187	11	-	15.1697	8.75e-06	0.305	Exon (XM_008595269.1/BBA_00172, exon 3 of 3)	1	510792	515047	4256	2	1870	19883184	XM_008595269.1	XP_008593491.1	glycoside hydrolase family 38
BBA_00175	NW_007930836.1	522213	522223	11	-	15.4364	4.95e-06	0.281	Exon (XM_008595272.1/BBA_00175, exon 2 of 3)	1	521036	522784	1749	1	1187	19883187	XM_008595272.1	XP_008593494.1	WD repeat domain-containing protein
BBA_00181	NW_007930836.1	545271	545281	11	-	15.7152	1.1e-06	0.236	Intron (XM_008595278.1/BBA_00181, intron 2 of 3)	1	543865	550509	6645	1	1416	19883193	XM_008595278.1	XP_008593500.1	BAH/PHD-containing protein
BBA_00181	NW_007930836.1	545523	545533	11	+	15.7152	1.1e-06	0.236	Exon (XM_008595278.1/BBA_00181, exon 3 of 4)	1	543865	550509	6645	1	1658	19883193	XM_008595278.1	XP_008593500.1	BAH/PHD-containing protein
BBA_00202	NW_007930836.1	602777	602787	11	-	15.1697	8.75e-06	0.305	Distal Intergenic	1	603132	604075	944	2	1298	19883214	XM_008595299.1	XP_008593521.1	2OG-Fe(II) oxygenase family Oxidoreductase
BBA_00203	NW_007930836.1	606155	606165	11	-	15.4485	1.83e-06	0.243	Exon (XM_008595300.1/BBA_00203, exon 1 of 1)	1	604554	607001	2448	1	1611	19883215	XM_008595300.1	XP_008593522.1	prolyl oligopeptidase family
BBA_00220	NW_007930836.1	667452	667462	11	-	15.1697	8.75e-06	0.305	Exon (XM_008595317.1/BBA_00220, exon 2 of 2)	1	665111	668756	3646	1	2351	19883232	XM_008595317.1	XP_008593539.1	CLAP1-like protein
BBA_00239	NW_007930836.1	706975	706985	11	-	15.7152	1.1e-06	0.236	Promoter	1	704880	706649	1770	2	-336	19883251	XM_008595336.1	XP_008593558.1	transcription factor Domain protein family
BBA_00240	NW_007930836.1	711904	711914	11	+	15.4364	4.95e-06	0.281	Distal Intergenic	1	707782	710057	2276	2	-1847	19883252	XM_008595337.1	XP_008593559.1	Spa2-like protein
BBA_00241	NW_007930836.1	713016	713026	11	+	15.4364	4.95e-06	0.281	Distal Intergenic	1	713923	714743	821	2	1717	19883253	XM_008595338.1	XP_008593560.1	Ssu72-like protein
BBA_00252	NW_007930836.1	742560	742570	11	-	15.1697	8.75e-06	0.305	Promoter	1	740720	742743	2024	2	183	19883264	XM_008595349.1	XP_008593571.1	F-box domain-containing protein
BBA_00259	NW_007930836.1	758521	758531	11	-	15.4364	4.95e-06	0.281	Promoter	1	758403	758732	330	2	211	19883271	XM_008595356.1	XP_008593578.1	uncharacterized protein
BBA_00265	NW_007930836.1	788110	788120	11	-	15.4364	4.95e-06	0.281	Distal Intergenic	1	782947	786360	3414	2	-1760	19883277	XM_008595362.1	XP_008593584.1	morphogenesis protein
BBA_00285	NW_007930836.1	833921	833931	11	+	15.4364	4.95e-06	0.281	Promoter	1	833896	834142	247	1	25	19883297	XM_008595382.1	XP_008593604.1	uncharacterized protein
BBA_00290	NW_007930836.1	850272	850282	11	+	15.4485	1.83e-06	0.243	Distal Intergenic	1	846974	849109	2136	2	-1163	19883302	XM_008595387.1	XP_008593609.1	uncharacterized protein
BBA_00292	NW_007930836.1	861893	861903	11	-	15.1697	8.75e-06	0.305	Distal Intergenic	1	863592	869210	5619	1	-1699	19883304	XM_008595389.1	XP_008593611.1	WD domain-containing protein
BBA_00292	NW_007930836.1	864437	864447	11	+	15.4364	4.95e-06	0.281	Promoter	1	863592	869210	5619	1	845	19883304	XM_008595389.1	XP_008593611.1	WD domain-containing protein
BBA_00296	NW_007930836.1	881324	881334	11	+	15.4364	4.95e-06	0.281	Distal Intergenic	1	878761	880143	1383	2	-1181	19883308	XM_008595393.1	XP_008593615.1	RING-8 protein
BBA_00301	NW_007930836.1	905338	905348	11	+	15.7152	1.1e-06	0.236	Exon (XM_008595398.1/BBA_00301, exon 3 of 3)	1	904397	907249	2853	2	1901	19883313	XM_008595398.1	XP_008593620.1	RNA recognition domain-containing protein
BBA_00302	NW_007930836.1	913051	913061	11	-	15.4364	4.95e-06	0.281	Distal Intergenic	1	909286	911808	2523	2	-1253	19883314	XM_008595399.1	XP_008593621.1	glycosyltransferase family 2
BBA_00303	NW_007930836.1	915270	915280	11	+	20.6727	2.52e-07	0.236	Distal Intergenic	1	917512	918763	1252	1	-2232	19883315	XM_008595400.1	XP_008593622.1	endoglucanase, putative
BBA_00317	NW_007930836.1	959975	959985	11	-	15.1697	8.75e-06	0.305	Promoter	1	959961	960722	762	1	24	19883329	XM_008595414.1	XP_008593636.1	transcription initiation factor IID
BBA_00320	NW_007930836.1	967163	967173	11	-	15.4364	4.95e-06	0.281	Promoter	1	966653	969260	2608	1	520	19883332	XM_008595417.1	XP_008593639.1	subunit of VP52-54 complex
BBA_00327	NW_007930836.1	991382	991392	11	+	15.4364	4.95e-06	0.281	Promoter	1	990382	992014	1633	1	1000	NA	NA	NA	NA
BBA_00327	NW_007930836.1	991287	991297	11	-	15.4364	4.95e-06	0.281	Promoter	1	990382	992014	1633	1	915	NA	NA	NA	NA
BBA_00356	NW_007930836.1	1067375	1067385	11	+	15.4364	4.95e-06	0.281	Promoter	1	1066393	1068221	1829	2	836	NA	NA	NA	NA
BBA_00357	NW_007930836.1	1077333	1077343	11	+	15.1697	8.75e-06	0.305	Exon (XM_008595455.1/BBA_00358, exon 2 of 3)	1	1068983	1071043	2061	1	8350	NA	NA	NA	NA
BBA_00367	NW_007930836.1	1126555	1126565	11	-	15.1697	8.75e-06	0.305	Promoter	1	1124521	1126176	1656	2	-389	NA	NA	NA	NA
BBA_00378	NW_007930836.1	1152139	1152149	11	+	15.1697	8.75e-06	0.305	Promoter	1	1152335	1153416	1082	1	-186	NA	NA	NA	NA
BBA_00381	NW_007930836.1	1161629	1161639	11	-	15.1697	8.75e-06	0.305	Promoter	1	1160642	1163421	2780	1	997	NA	NA	NA	NA
BBA_00389	NW_007930836.1	1190356	1190366	11	-	15.4364	4.95e-06	0.281	Exon (XM_008595485.1/BBA_00388, exon 3 of 3)	1	1191030	1192448	1419	2	2092	NA	NA	NA	NA
BBA_00397	NW_007930836.1	1216958	1216968	11	+	15.4364	4.95e-06	0.281	Exon (XM_008595494.1/BBA_00397, exon 2 of 2)	1	1216343	1218059	1717	2	1091	NA	NA	NA	NA
BBA_00400	NW_007930836.1	1230618	1230628	11	-	15.1697	8.75e-06	0.305	Promoter	1	1230585	1231303	719	1	43	NA	NA	NA	NA
BBA_00417	NW_007930836.1	1271183	1271193	11	+	15.4364	4.95e-06	0.281	Distal Intergenic	1	1264397	1265238	842	1	6786	NA	NA	NA	NA
BBA_00424	NW_007930836.1	1301670	1301680	11	+	15.1697	8.75e-06	0.305	Promoter	1	1300064	1301324	1261	2	-346	NA	NA	NA	NA
BBA_00439	NW_007930836.1	1336683	1336693	11	-	15.1697	8.75e-06	0.305	Promoter	1	1335920	1336777	858	2	94	NA	NA	NA	NA
BBA_00458	NW_007930836.1	1392909	1392919	11	+	15.1697	8.75e-06	0.305	Promoter	1	1392696	1392979	284	2	60	NA	NA	NA	NA
BBA_00461	NW_007930836.1	1406470	1406480	11	-	15.1697	8.75e-06	0.305	Distal Intergenic	1	1400136	1405034	4899	2	-1446	NA	NA	NA	NA
BBA_00463	NW_007930836.1	1414082	1414092	11	+	15.1697	8.75e-06	0.305	Promoter	1	1412935	1413330	396	2	-752	NA	NA	NA	NA
BBA_00464	NW_007930836.1	1416282	1416292	11	-	15.4485	1.83e-06	0.243	Promoter	1	1415018	1416715	1698	2	433	NA	NA	NA	NA
BBA_00464	NW_007930836.1	1417367	1417377	11	+	15.4364	4.95e-06	0.281	Promoter	1	1415018	1416715	1698	2	-652	NA	NA	NA	NA
BBA_00465	NW_007930836.1	1419515	1419525	11	+	15.4364	4.95e-06	0.281	Promoter	1	1418730	1420640	1911	1	785	NA	NA	NA	NA
BBA_00498	NW_007930836.1	1507746	1507756	11	-	15.4364	4.95e-06	0.281	Exon (XM_008595594.1/BBA_00497, exon 1 of 1)	1	1508279	1509285	1007	2	1539	19883510	XM_008595595.1	XP_008593817.1	RTA1 domain protein, putative
BBA_00500	NW_007930836.1	1517515	1517525	11	-	15.4364	4.95e-06	0.281	Exon (XM_008595598.1/BBA_00501, exon 4 of 4)	1	1516166	1517118	953	1	1359	19883512	XM_008595597.1	XP_008593819.1	calcineurin-like phosphoesterase
BBA_00508	NW_007930836.1	1536931	1536941	11	-	15.4364	4.95e-06	0.281	Promoter	1	1536528	1537961	1434	1	413	19883520	XM_008595605.1	XP_008593827.1	putative calcium/calmodulin-dependent protein kinase type I
BBA_00512	NW_007930836.1	1557694	1557704	11	-	15.4364	4.95e-06	0.281	Exon (XM_008595609.1/BBA_00512, exon 2 of 2)	1	1555715	1558029	2315	1	1989	19883524	XM_008595609.1	XP_008593831.1	trascription factor
BBA_00512	NW_007930836.1	1555254	1555264	11	+	15.1697	8.75e-06	0.305	Promoter	1	1555715	1558029	2315	1	-451	19883524	XM_008595609.1	XP_008593831.1	trascription factor
BBA_00513	NW_007930836.1	1564505	1564515	11	+	15.4364	4.95e-06	0.281	Distal Intergenic	1	1562459	1562938	480	2	-1567	19883525	XM_008595610.1	XP_008593832.1	uncharacterized protein
BBA_00518	NW_007930836.1	1577796	1577806	11	+	15.1697	8.75e-06	0.305	Promoter	1	1578584	1580437	1854	1	-778	19883530	XM_008595615.1	XP_008593837.1	uncharacterized protein
BBA_00521	NW_007930836.1	1593411	1593421	11	+	15.1697	8.75e-06	0.305	Distal Intergenic	1	1594473	1596028	1556	1	-1052	19883533	XM_008595618.1	XP_008593840.1	nonhistone chromosomal protein
BBA_00522	NW_007930836.1	1598882	1598892	11	-	15.7152	1.1e-06	0.236	Exon (XM_008595619.1/BBA_00522, exon 3 of 5)	1	1597001	1600134	3134	2	1252	19883534	XM_008595619.1	XP_008593841.1	Urease, alpha subunit
BBA_00528	NW_007930836.1	1617181	1617191	11	+	15.1697	8.75e-06	0.305	Distal Intergenic	1	1614814	1615910	1097	2	-1271	19883540	XM_008595625.1	XP_008593847.1	short chain dehydrogenase
BBA_00536	NW_007930836.1	1642703	1642713	11	+	15.1697	8.75e-06	0.305	Exon (XM_008595634.1/BBA_00537, exon 3 of 3)	1	1640949	1642214	1266	1	1754	19883548	XM_008595633.1	XP_008593855.1	Alcohol dehydrogenase superfamily, zinc-containing
BBA_00548	NW_007930836.1	1678443	1678453	11	-	15.4485	1.83e-06	0.243	Promoter	1	1677615	1681424	3810	1	838	19883560	XM_008595645.1	XP_008593867.1	calcium-translocating P-type ATPase
BBA_00550	NW_007930836.1	1687283	1687293	11	+	15.4485	1.83e-06	0.243	Promoter	1	1687866	1688553	688	1	-573	19883562	XM_008595647.1	XP_008593869.1	DUF757 domain-containing protein
BBA_00563	NW_007930836.1	1725754	1725764	11	+	15.1697	8.75e-06	0.305	Promoter	1	1725062	1725445	384	2	-309	19883575	XM_008595660.1	XP_008593882.1	uncharacterized protein
BBA_00570	NW_007930836.1	1749103	1749113	11	-	15.1697	8.75e-06	0.305	Promoter	1	1749262	1751085	1824	1	-159	19883582	XM_008595667.1	XP_008593889.1	retrograde regulation protein
BBA_00570	NW_007930836.1	1750289	1750299	11	-	15.4364	4.95e-06	0.281	Exon (XM_008595667.1/BBA_00570, exon 2 of 2)	1	1749262	1751085	1824	1	1037	19883582	XM_008595667.1	XP_008593889.1	retrograde regulation protein
BBA_00574	NW_007930836.1	1761024	1761034	11	-	15.1697	8.75e-06	0.305	Promoter	1	1761818	1765268	3451	1	-794	19883586	XM_008595671.1	XP_008593893.1	choriogenin Hminor
BBA_00575	NW_007930836.1	1767493	1767503	11	+	15.4364	4.95e-06	0.281	Promoter	1	1765741	1768371	2631	2	868	19883587	XM_008595672.1	XP_008593894.1	F-box domain protein
BBA_00580	NW_007930836.1	1783280	1783290	11	+	15.4485	1.83e-06	0.243	Exon (XM_008595677.1/BBA_00580, exon 4 of 4)	1	1781347	1785493	4147	1	1933	19883592	XM_008595677.1	XP_008593899.1	Rad17 cell cycle checkpoint protein
BBA_00589	NW_007930836.1	1812446	1812456	11	+	20.9394	1.13e-07	0.236	Exon (XM_008595686.1/BBA_00589, exon 1 of 1)	1	1812207	1813460	1254	2	1004	19883601	XM_008595686.1	XP_008593908.1	pyruvate dehydrogenase
BBA_00590	NW_007930836.1	1818461	1818471	11	-	15.4364	4.95e-06	0.281	Promoter	1	1818250	1818711	462	1	221	19883602	XM_008595687.1	XP_008593909.1	uncharacterized protein
BBA_00591	NW_007930836.1	1824329	1824339	11	-	16.4061	5.03e-07	0.236	Exon (XM_008595689.1/BBA_00592, exon 2 of 2)	1	1820597	1822534	1938	1	3742	19883603	XM_008595688.1	XP_008593910.1	mucin-like protein
BBA_00601	NW_007930836.1	1853081	1853091	11	+	15.4364	4.95e-06	0.281	Promoter	1	1852700	1853736	1037	1	381	19883613	XM_008595698.1	XP_008593920.1	mitochondrial peroxiredoxin PRX1
BBA_00606	NW_007930836.1	1868565	1868575	11	+	15.1697	8.75e-06	0.305	Promoter	1	1867810	1869401	1592	1	755	19883618	XM_008595703.1	XP_008593925.1	uncharacterized protein
BBA_00607	NW_007930836.1	1870716	1870726	11	+	15.1697	8.75e-06	0.305	Promoter	1	1870918	1872479	1562	1	-192	19883619	XM_008595704.1	XP_008593926.1	aldehyde dehydrogenase
BBA_00610	NW_007930836.1	1884053	1884063	11	-	15.1697	8.75e-06	0.305	Promoter	1	1883152	1884538	1387	1	911	19883622	XM_008595707.1	XP_008593929.1	myb family transcription factor
BBA_00625	NW_007930836.1	1931412	1931422	11	-	15.4485	1.83e-06	0.243	Promoter	1	1931181	1932821	1641	1	241	19883637	XM_008595722.1	XP_008593944.1	Glycoside hydrolase, catalytic core
BBA_00633	NW_007930836.1	1953132	1953142	11	-	15.1697	8.75e-06	0.305	Promoter	1	1948680	1953151	4472	2	19	19883645	XM_008595730.1	XP_008593952.1	NACHT and TPR domain-containing protein
BBA_00648	NW_007930836.1	1983744	1983754	11	-	15.1697	8.75e-06	0.305	Promoter	1	1983413	1984496	1084	1	341	19883660	XM_008595745.1	XP_008593967.1	cyanide hydratase
BBA_00648	NW_007930836.1	1982327	1982337	11	-	15.1697	8.75e-06	0.305	Exon (XM_008595744.1/BBA_00647, exon 2 of 2)	1	1983413	1984496	1084	1	-1086	19883660	XM_008595745.1	XP_008593967.1	cyanide hydratase
BBA_00675	NW_007930836.1	2058467	2058477	11	-	15.4364	4.95e-06	0.281	Exon (XM_008595772.1/BBA_00675, exon 2 of 2)	1	2058370	2060157	1788	2	1690	19883687	XM_008595772.1	XP_008593994.1	hexose transporter
BBA_00677	NW_007930836.1	2065900	2065910	11	+	15.1697	8.75e-06	0.305	Promoter	1	2065640	2067837	2198	1	260	19883689	XM_008595774.1	XP_008593996.1	Putative Zn(II)2Cys6 transcription factor
BBA_00677	NW_007930836.1	2067799	2067809	11	+	15.1697	8.75e-06	0.305	Exon (XM_008595774.1/BBA_00677, exon 2 of 2)	1	2065640	2067837	2198	1	2159	19883689	XM_008595774.1	XP_008593996.1	Putative Zn(II)2Cys6 transcription factor
BBA_00678	NW_007930836.1	2074145	2074155	11	+	15.1697	8.75e-06	0.305	Distal Intergenic	1	2068706	2070804	2099	2	-3341	19883690	XM_008595775.1	XP_008593997.1	C2H2 transcription factor
BBA_00678	NW_007930836.1	2074509	2074519	11	-	15.4364	4.95e-06	0.281	Distal Intergenic	1	2068706	2070804	2099	2	-3715	19883690	XM_008595775.1	XP_008593997.1	C2H2 transcription factor
BBA_00699	NW_007930837.1	65413	65423	11	+	15.4485	1.83e-06	0.243	Promoter	2	64306	65498	1193	2	75	19883711	XM_008595796.1	XP_008594018.1	uncharacterized protein
BBA_00702	NW_007930837.1	73516	73526	11	-	15.1697	8.75e-06	0.305	Exon (XM_008595799.1/BBA_00702, exon 2 of 2)	2	73329	75079	1751	2	1563	19883714	XM_008595799.1	XP_008594021.1	lipase, putative
BBA_00716	NW_007930837.1	120421	120431	11	-	15.4485	1.83e-06	0.243	Promoter	2	119481	120540	1060	1	950	19883728	XM_008595813.1	XP_008594035.1	uncharacterized protein
BBA_00721	NW_007930837.1	127764	127774	11	+	15.4364	4.95e-06	0.281	Promoter	2	127854	129279	1426	1	-80	19883733	XM_008595818.1	XP_008594040.1	BAR domain-containing protein
BBA_00723	NW_007930837.1	131253	131263	11	+	15.1697	8.75e-06	0.305	Promoter	2	132178	133119	942	1	-915	19883735	XM_008595820.1	XP_008594042.1	meiotic recombination protein DMC1
BBA_00724	NW_007930837.1	133221	133231	11	+	15.1697	8.75e-06	0.305	Promoter	2	133762	136155	2394	1	-531	19883736	XM_008595821.1	XP_008594043.1	NIMA interactive protein
BBA_00736	NW_007930837.1	173895	173905	11	-	15.4364	4.95e-06	0.281	Promoter	2	174197	174514	318	1	-302	19883748	XM_008595833.1	XP_008594055.1	uncharacterized protein
BBA_00755	NW_007930837.1	237361	237371	11	+	15.4364	4.95e-06	0.281	Distal Intergenic	2	234877	236580	1704	1	2484	19883767	XM_008595852.1	XP_008594074.1	asparaginyl-tRNA synthetase
BBA_00765	NW_007930837.1	276278	276288	11	+	15.4364	4.95e-06	0.281	Promoter	2	276909	278841	1933	1	-621	19883777	XM_008595862.1	XP_008594084.1	NADPH oxidase
BBA_00767	NW_007930837.1	283384	283394	11	-	15.1697	8.75e-06	0.305	Distal Intergenic	2	284932	286329	1398	1	-1548	19883779	XM_008595864.1	XP_008594086.1	uncharacterized protein
BBA_00768	NW_007930837.1	286967	286977	11	-	16.4061	5.03e-07	0.236	Promoter	2	287322	289282	1961	1	-355	19883780	XM_008595865.1	XP_008594087.1	major facilitator superfamily transporter
BBA_00775	NW_007930837.1	306678	306688	11	+	15.1697	8.75e-06	0.305	Distal Intergenic	2	307707	309436	1730	1	-1019	19883787	XM_008595872.1	XP_008594094.1	glutamate/Leucine/Phenylalanine/Valine dehydrogenase
BBA_00775	NW_007930837.1	306989	306999	11	+	15.1697	8.75e-06	0.305	Promoter	2	307707	309436	1730	1	-708	19883787	XM_008595872.1	XP_008594094.1	glutamate/Leucine/Phenylalanine/Valine dehydrogenase
BBA_00778	NW_007930837.1	317276	317286	11	+	15.7152	1.1e-06	0.236	Exon (XM_008595875.1/BBA_00778, exon 3 of 5)	2	315544	318290	2747	1	1732	19883790	XM_008595875.1	XP_008594097.1	WD domain-containing protein
BBA_00781	NW_007930837.1	335139	335149	11	-	15.4364	4.95e-06	0.281	Exon (XM_008595878.1/BBA_00781, exon 1 of 1)	2	332823	337580	4758	1	2326	19883793	XM_008595878.1	XP_008594100.1	tuberin-like protein
BBA_00783	NW_007930837.1	339563	339573	11	-	15.7152	1.1e-06	0.236	Promoter	2	339316	340296	981	1	257	19883795	XM_008595880.1	XP_008594102.1	uncharacterized protein
BBA_00783	NW_007930837.1	339515	339525	11	-	15.4364	4.95e-06	0.281	Promoter	2	339316	340296	981	1	209	19883795	XM_008595880.1	XP_008594102.1	uncharacterized protein
BBA_00783	NW_007930837.1	339564	339574	11	+	15.7152	1.1e-06	0.236	Promoter	2	339316	340296	981	1	248	19883795	XM_008595880.1	XP_008594102.1	uncharacterized protein
BBA_00784	NW_007930837.1	343645	343655	11	-	15.4485	1.83e-06	0.243	Promoter	2	342114	343963	1850	2	318	19883796	XM_008595881.1	XP_008594103.1	DNA polymerase alpha/epsilon subunit B
BBA_00784	NW_007930837.1	342184	342194	11	-	15.1697	8.75e-06	0.305	Exon (XM_008595881.1/BBA_00784, exon 4 of 4)	2	342114	343963	1850	2	1779	19883796	XM_008595881.1	XP_008594103.1	DNA polymerase alpha/epsilon subunit B
BBA_00788	NW_007930837.1	350951	350961	11	+	15.1697	8.75e-06	0.305	Promoter	2	349092	351642	2551	2	681	19883800	XM_008595885.1	XP_008594107.1	Mis6 domain-containing protein
BBA_00808	NW_007930837.1	424132	424142	11	-	15.1697	8.75e-06	0.305	Promoter	2	422666	423467	802	2	-675	19883820	XM_008595905.1	XP_008594127.1	emopamil binding protein
BBA_00810	NW_007930837.1	427217	427227	11	+	15.7152	1.1e-06	0.236	Promoter	2	426968	428545	1578	1	249	19883822	XM_008595907.1	XP_008594129.1	Carbohydrate/purine kinase
BBA_00828	NW_007930837.1	492468	492478	11	-	15.4364	4.95e-06	0.281	Distal Intergenic	2	488811	490356	1546	2	-2122	19883840	XM_008595925.1	XP_008594147.1	integral membrane family protein
BBA_00831	NW_007930837.1	507838	507848	11	-	15.1697	8.75e-06	0.305	Promoter	2	507552	508639	1088	1	296	19883843	XM_008595928.1	XP_008594150.1	uncharacterized protein
BBA_00832	NW_007930837.1	510495	510505	11	+	15.4485	1.83e-06	0.243	Promoter	2	510577	512875	2299	1	-72	19883844	XM_008595929.1	XP_008594151.1	cyclin domain-containing protein
BBA_00834	NW_007930837.1	518149	518159	11	-	15.4364	4.95e-06	0.281	Distal Intergenic	2	518576	519229	654	2	1080	19883846	XM_008595931.1	XP_008594153.1	uncharacterized protein
BBA_00840	NW_007930837.1	536954	536964	11	+	15.1697	8.75e-06	0.305	Exon (XM_008595938.1/BBA_00841, exon 2 of 2)	2	534334	535494	1161	2	-1460	19883852	XM_008595937.1	XP_008594159.1	PQ loop repeat protein
BBA_00852	NW_007930837.1	591916	591926	11	-	15.1697	8.75e-06	0.305	Promoter	2	589555	592166	2612	2	250	19883864	XM_008595949.1	XP_008594171.1	capsule-associated protein CAP1
BBA_00852	NW_007930837.1	591673	591683	11	-	15.4364	4.95e-06	0.281	Promoter	2	589555	592166	2612	2	493	19883864	XM_008595949.1	XP_008594171.1	capsule-associated protein CAP1
BBA_00857	NW_007930837.1	608857	608867	11	-	15.7152	1.1e-06	0.236	Promoter	2	607924	609054	1131	2	197	19883869	XM_008595954.1	XP_008594176.1	endonuclease/Exonuclease/phosphatase protein
BBA_00871	NW_007930837.1	667533	667543	11	-	15.4364	4.95e-06	0.281	Promoter	2	665967	667085	1119	2	-458	19883883	XM_008595968.1	XP_008594190.1	26S proteasome-associated ubiquitin carboxyl-terminal hydrolase
BBA_00873	NW_007930837.1	670382	670392	11	+	15.1697	8.75e-06	0.305	Promoter	2	670326	672079	1754	1	56	19883885	XM_008595970.1	XP_008594192.1	phosphatidylserine decarboxylase
BBA_00883	NW_007930837.1	705818	705828	11	-	15.4364	4.95e-06	0.281	Exon (XM_008595980.1/BBA_00883, exon 2 of 4)	2	705066	706887	1822	2	1069	19883895	XM_008595980.1	XP_008594202.1	cyclopropane-fatty-acyl-phospholipid synthase
