"seqnames","start","end","width","strand","score","p_value","q_value","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","distanceToTSS","GeneID","transcript_id","protein_id"
"NW_007930871.1",9216,9223,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",36,7985,8395,411,1,"BBA_08530",1231,NA,NA,NA
"NW_007930847.1",9452,9459,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",12,8146,8934,789,2,"BBA_04903",-518,NA,NA,NA
"NW_007930946.1",9881,9888,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",111,7498,9267,1770,2,"BBA_10266",-621,NA,NA,NA
"NW_007930844.1",9982,9989,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",9,8402,10166,1765,2,"BBA_03998",177,NA,NA,NA
"NW_007930848.1",10392,10399,8,"+",11.9878,1.79e-05,1,"Distal Intergenic",13,13534,16521,2988,2,"BBA_05124",6122,NA,NA,NA
"NW_007930925.1",10594,10601,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",90,10930,12410,1481,1,"BBA_10117",-329,NA,NA,NA
"NW_007930899.1",11157,11164,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",64,9519,10785,1267,2,"BBA_09716",-379,NA,NA,NA
"NW_007930933.1",11349,11356,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",98,10812,12072,1261,1,"BBA_10196",544,NA,NA,NA
"NW_007930934.1",11922,11929,8,"+",11.9878,1.79e-05,1,"Promoter (3-4kb)",99,9146,15082,5937,2,"BBA_10207",3153,NA,NA,NA
"NW_007930953.1",12013,12020,8,"-",11.9878,1.79e-05,1,"Promoter (3-4kb)",118,7107,8959,1853,2,"BBA_10293",-3061,"19893305","XM_008605390.1","XP_008603612.1"
"NW_007930940.1",12038,12045,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",105,13635,15388,1754,1,"BBA_10240",-1597,NA,NA,NA
"NW_007930907.1",12220,12227,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",72,11471,12775,1305,2,"BBA_09868",548,NA,NA,NA
"NW_007930842.1",12298,12305,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",7,12187,14391,2205,1,"BBA_03208",118,NA,NA,NA
"NW_007930901.1",13199,13206,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",66,11592,12945,1354,1,"BBA_09755",1614,NA,NA,NA
"NW_007930845.1",13393,13400,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",10,13132,15036,1905,1,"BBA_04352",261,NA,NA,NA
"NW_007930906.1",13586,13593,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",71,14714,16174,1461,1,"BBA_09852",-1121,NA,NA,NA
"NW_007930870.1",13858,13865,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",35,13420,14224,805,2,"BBA_08443",359,NA,NA,NA
"NW_007930861.1",14143,14150,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",26,14774,15382,609,2,"BBA_07560",1232,NA,NA,NA
"NW_007930940.1",14969,14976,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",105,13635,15388,1754,1,"BBA_10240",1341,NA,NA,NA
"NW_007930848.1",15005,15012,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",13,13534,16521,2988,2,"BBA_05124",1509,NA,NA,NA
"NW_007930841.1",15390,15397,8,"+",11.9878,1.79e-05,1,"Promoter (2-3kb)",6,15315,17682,2368,2,"BBA_02752",2285,NA,NA,NA
"NW_007930842.1",16173,16180,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",7,14583,16484,1902,2,"BBA_03209",304,NA,NA,NA
"NW_007930849.1",16218,16225,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",14,14700,16112,1413,1,"BBA_05344",1518,NA,NA,NA
"NW_007930862.1",16455,16462,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",27,15478,17313,1836,1,"BBA_07680",977,NA,NA,NA
"NW_007930862.1",16490,16497,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",27,15478,17313,1836,1,"BBA_07680",1012,NA,NA,NA
"NW_007930862.1",16873,16880,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",27,15478,17313,1836,1,"BBA_07680",1395,NA,NA,NA
"NW_007930883.1",16881,16888,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",48,16119,17529,1411,1,"BBA_09222",762,NA,NA,NA
"NW_007930887.1",17007,17014,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",52,17253,18978,1726,1,"BBA_09372",-246,NA,NA,NA
"NW_007930850.1",17784,17791,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",15,15574,17439,1866,2,"BBA_05588",-352,NA,NA,NA
"NW_007930840.1",17896,17903,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",5,16796,17702,907,1,"BBA_02311",1100,NA,NA,NA
"NW_007930929.1",17968,17975,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",94,16238,17185,948,2,"BBA_10160",-790,NA,NA,NA
"NW_007930869.1",18206,18213,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",34,18452,22338,3887,1,"BBA_08339",-246,NA,NA,NA
"NW_007930858.1",18653,18660,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",23,15557,16891,1335,2,"BBA_07108",-1762,NA,NA,NA
"NW_007930857.1",18998,19005,8,"+",11.9878,1.79e-05,1,"Promoter (2-3kb)",22,16598,20476,3879,1,"BBA_06960",2400,NA,NA,NA
"NW_007930861.1",19070,19077,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",26,19099,19606,508,2,"BBA_07562",529,NA,NA,NA
"NW_007930887.1",19338,19345,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",52,19132,20612,1481,2,"BBA_09373",1267,NA,NA,NA
"NW_007930901.1",19776,19783,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",66,18674,20344,1671,1,"BBA_09759",1102,NA,NA,NA
"NW_007930939.1",20024,20031,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",104,17434,18948,1515,2,"BBA_10235",-1083,"19893247","XM_008605332.1","XP_008603554.1"
"NW_007930863.1",20350,20357,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",28,19340,21753,2414,2,"BBA_07780",1396,NA,NA,NA
"NW_007930859.1",20484,20491,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",24,20619,22122,1504,1,"BBA_07283",-135,NA,NA,NA
"NW_007930881.1",20690,20697,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",46,18303,19807,1505,2,"BBA_09137",-890,NA,NA,NA
"NW_007930855.1",20742,20749,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",20,19248,19601,354,1,"BBA_06638",1494,NA,NA,NA
"NW_007930920.1",20897,20904,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",85,19532,21896,2365,1,"BBA_10074",1372,NA,NA,NA
"NW_007930918.1",20989,20996,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",83,20941,22940,2000,1,"BBA_10042",55,NA,NA,NA
"NW_007930889.1",21177,21184,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",54,21387,24601,3215,1,"BBA_09436",-203,NA,NA,NA
"NW_007930888.1",21382,21389,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",53,18755,19998,1244,2,"BBA_09403",-1391,NA,NA,NA
"NW_007930851.1",21446,21453,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",16,21442,23174,1733,1,"BBA_05809",11,NA,NA,NA
"NW_007930856.1",21565,21572,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",21,21265,23257,1993,2,"BBA_06810",1692,NA,NA,NA
"NW_007930847.1",21607,21614,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",12,21808,23247,1440,1,"BBA_04909",-194,NA,NA,NA
"NW_007930841.1",22068,22075,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",6,21788,22393,606,1,"BBA_02753",287,NA,NA,NA
"NW_007930883.1",22284,22291,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",48,23560,25096,1537,1,"BBA_09225",-1276,NA,NA,NA
"NW_007930879.1",22771,22778,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",44,20951,22614,1664,1,"BBA_09031",1820,NA,NA,NA
"NW_007930875.1",22784,22791,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",40,23960,29346,5387,1,"BBA_08774",-1169,NA,NA,NA
"NW_007930925.1",22949,22956,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",90,23218,23690,473,2,"BBA_10121",741,NA,NA,NA
"NW_007930925.1",23006,23013,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",90,23218,23690,473,2,"BBA_10121",684,NA,NA,NA
"NW_007930937.1",23141,23148,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",102,16843,23139,6297,2,"BBA_10224",-2,"19893236","XM_008605321.1","XP_008603543.1"
"NW_007930896.1",23308,23315,8,"-",11.9878,1.79e-05,1,"Promoter (2-3kb)",61,20995,22031,1037,1,"BBA_09640",2320,NA,NA,NA
"NW_007930853.1",23326,23333,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",18,22001,23970,1970,1,"BBA_06215",1332,NA,NA,NA
"NW_007930911.1",23746,23753,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",76,23103,24497,1395,2,"BBA_09946",744,NA,NA,NA
"NW_007930922.1",23755,23762,8,"+",11.9878,1.79e-05,1,"Promoter (2-3kb)",87,25388,26387,1000,2,"BBA_10097",2625,NA,NA,NA
"NW_007930860.1",23807,23814,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",25,22519,23503,985,2,"BBA_07431",-311,NA,NA,NA
"NW_007930853.1",25119,25126,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",18,24323,26615,2293,2,"BBA_06216",1496,NA,NA,NA
"NW_007930860.1",25132,25139,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",25,22519,23503,985,2,"BBA_07431",-1636,NA,NA,NA
"NW_007930886.1",25185,25192,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",51,21177,25972,4796,2,"BBA_09333",780,NA,NA,NA
"NW_007930899.1",25399,25406,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",64,23777,25630,1854,2,"BBA_09720",231,NA,NA,NA
"NW_007930916.1",25912,25919,8,"-",11.9878,1.79e-05,1,"Promoter (2-3kb)",81,25158,27980,2823,2,"BBA_10022",2068,NA,NA,NA
"NW_007930877.1",25955,25962,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",42,24081,25691,1611,2,"BBA_08905",-271,NA,NA,NA
"NW_007930842.1",25986,25993,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",7,25689,27392,1704,1,"BBA_03212",304,NA,NA,NA
"NW_007930839.1",26712,26719,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",4,26307,27111,805,2,"BBA_01787",392,NA,NA,NA
"NW_007930872.1",26707,26714,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",37,24635,26313,1679,2,"BBA_08614",-401,NA,NA,NA
"NW_007930913.1",27143,27150,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",78,23155,29010,5856,2,"BBA_09976",1860,NA,NA,NA
"NW_007930932.1",28085,28092,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",97,26229,27812,1584,1,"BBA_10191",1863,"19893203","XM_008605288.1","XP_008603510.1"
"NW_007930904.1",28087,28094,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",69,25783,26859,1077,2,"BBA_09813",-1235,NA,NA,NA
"NW_007930880.1",28274,28281,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",45,28462,30102,1641,1,"BBA_09085",-181,NA,NA,NA
"NW_007930905.1",28267,28274,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",70,27665,28654,990,1,"BBA_09833",609,NA,NA,NA
"NW_007930843.1",28407,28414,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",8,28683,30395,1713,1,"BBA_03639",-276,NA,NA,NA
"NW_007930929.1",28995,29002,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",94,28018,28746,729,2,"BBA_10164",-256,NA,NA,NA
"NW_007930919.1",29267,29274,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",84,29558,30190,633,2,"BBA_10062",923,NA,NA,NA
"NW_007930869.1",29558,29565,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",34,29576,31161,1586,2,"BBA_08342",1596,NA,NA,NA
"NW_007930896.1",29702,29709,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",61,27749,29064,1316,1,"BBA_09641",1960,NA,NA,NA
"NW_007930910.1",30124,30131,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",75,31030,31719,690,1,"BBA_09929",-906,NA,NA,NA
"NW_007930907.1",30994,31001,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",72,29731,31234,1504,2,"BBA_09876",240,NA,NA,NA
"NW_007930904.1",31013,31020,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",69,29107,30519,1413,2,"BBA_09814",-494,NA,NA,NA
"NW_007930896.1",32157,32164,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",61,33021,33976,956,2,"BBA_09642",1812,NA,NA,NA
"NW_007930852.1",33011,33018,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",17,32151,32993,843,1,"BBA_06033",867,NA,NA,NA
"NW_007930844.1",33889,33896,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",9,32554,33651,1098,1,"BBA_04005",1335,NA,NA,NA
"NW_007930885.1",33950,33957,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",50,33708,34724,1017,2,"BBA_09295",767,NA,NA,NA
"NW_007930871.1",34924,34931,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",36,34629,35381,753,1,"BBA_08539",302,NA,NA,NA
"NW_007930903.1",35140,35147,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",68,34429,36216,1788,2,"BBA_09793",1069,NA,NA,NA
"NW_007930861.1",35247,35254,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",26,33817,34962,1146,2,"BBA_07568",-292,NA,NA,NA
"NW_007930862.1",35418,35425,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",27,37158,38325,1168,1,"BBA_07684",-1733,NA,NA,NA
"NW_007930876.1",35425,35432,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",41,37145,38486,1342,1,"BBA_08844",-1713,NA,NA,NA
"NW_007930886.1",35432,35439,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",51,34542,36212,1671,1,"BBA_09337",890,NA,NA,NA
"NW_007930896.1",35854,35861,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",61,36861,39343,2483,1,"BBA_09644",-1007,NA,NA,NA
"NW_007930862.1",36621,36628,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",27,37158,38325,1168,1,"BBA_07684",-530,NA,NA,NA
"NW_007930853.1",37320,37327,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",18,36605,38598,1994,2,"BBA_06220",1271,NA,NA,NA
"NW_007930869.1",37464,37471,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",34,37592,38747,1156,1,"BBA_08347",-121,NA,NA,NA
"NW_007930848.1",37477,37484,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",13,36900,38314,1415,2,"BBA_05130",830,NA,NA,NA
"NW_007930836.1",37912,37919,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",1,37116,37424,309,2,"BBA_00012",-495,NA,NA,NA
"NW_007930909.1",38171,38178,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",74,38407,43436,5030,1,"BBA_09917",-236,NA,NA,NA
"NW_007930863.1",38883,38890,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",28,40037,43676,3640,1,"BBA_07786",-1154,NA,NA,NA
"NW_007930900.1",38970,38977,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",65,37637,39412,1776,1,"BBA_09744",1333,NA,NA,NA
"NW_007930910.1",39865,39872,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",75,36229,38580,2352,2,"BBA_09932",-1292,NA,NA,NA
"NW_007930858.1",40454,40461,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",23,40098,41671,1574,1,"BBA_07115",363,NA,NA,NA
"NW_007930881.1",40496,40503,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",46,40161,40947,787,1,"BBA_09144",342,NA,NA,NA
"NW_007930896.1",40525,40532,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",61,41185,41618,434,2,"BBA_09645",1093,NA,NA,NA
"NW_007930855.1",40937,40944,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",20,40572,41253,682,2,"BBA_06649",309,NA,NA,NA
"NW_007930851.1",41929,41936,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",16,41632,42477,846,2,"BBA_05815",548,NA,NA,NA
"NW_007930852.1",41985,41992,8,"-",11.9878,1.79e-05,1,"Promoter (2-3kb)",17,42464,44010,1547,2,"BBA_06035",2025,NA,NA,NA
"NW_007930876.1",42027,42034,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",41,42405,44393,1989,1,"BBA_08845",-371,NA,NA,NA
"NW_007930897.1",42047,42054,8,"-",11.9878,1.79e-05,1,"Promoter (2-3kb)",62,44114,46514,2401,1,"BBA_09676",-2067,NA,NA,NA
"NW_007930883.1",42246,42253,8,"-",11.9878,1.79e-05,1,"Promoter (1-2kb)",48,43860,44517,658,1,"BBA_09232",-1614,NA,NA,NA
"NW_007930848.1",42368,42375,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",13,39171,41828,2658,2,"BBA_05131",-547,NA,NA,NA
"NW_007930887.1",43535,43542,8,"+",11.9878,1.79e-05,1,"Promoter (4-5kb)",52,46737,48050,1314,2,"BBA_09379",4508,NA,NA,NA
"NW_007930838.1",43844,43851,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",3,44481,47866,3386,1,"BBA_01254",-637,NA,NA,NA
"NW_007930867.1",44087,44094,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",32,44430,45147,718,2,"BBA_08184",1053,NA,NA,NA
"NW_007930853.1",44272,44279,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",18,42667,43716,1050,2,"BBA_06221",-556,NA,NA,NA
"NW_007930884.1",44421,44428,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",49,42634,44111,1478,2,"BBA_09270",-310,NA,NA,NA
"NW_007930845.1",44527,44534,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",10,43104,44864,1761,2,"BBA_04360",337,NA,NA,NA
"NW_007930890.1",45081,45088,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",55,43892,45376,1485,2,"BBA_09482",288,NA,NA,NA
"NW_007930915.1",45545,45552,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",80,44148,45703,1556,2,"BBA_10012",151,"19893024","XM_008605109.1","XP_008603331.1"
"NW_007930858.1",45958,45965,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",23,44374,49077,4704,1,"BBA_07116",1584,NA,NA,NA
"NW_007930840.1",46300,46307,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",5,46641,48733,2093,1,"BBA_02320",-334,NA,NA,NA
"NW_007930875.1",46393,46400,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",40,44440,48942,4503,1,"BBA_08779",1953,NA,NA,NA
"NW_007930863.1",46774,46781,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",28,43967,46089,2123,2,"BBA_07787",-692,NA,NA,NA
"NW_007930905.1",46870,46877,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",70,46559,47014,456,2,"BBA_09841",137,NA,NA,NA
"NW_007930846.1",47111,47118,8,"+",11.9878,1.79e-05,1,"Promoter (1-2kb)",11,46578,48434,1857,2,"BBA_04663",1316,NA,NA,NA
"NW_007930885.1",47862,47869,8,"+",11.9878,1.79e-05,1,"Promoter (<=1kb)",50,47252,49174,1923,1,"BBA_09300",610,NA,NA,NA
"NW_007930871.1",47923,47930,8,"-",11.9878,1.79e-05,1,"Promoter (<=1kb)",36,43992,47204,3213,2,"BBA_08543",-726,NA,NA,NA
