locus_tag	GeneID	transcript_id	protein_id	product
BBA_00225	19883237	XM_008595322.1	XP_008593544.1	uncharacterized protein
BBA_00230	19883242	XM_008595327.1	XP_008593549.1	WASP-interacting protein-like protein vrp1p
BBA_00231	19883243	XM_008595328.1	XP_008593550.1	uncharacterized protein
BBA_00233	19883245	XM_008595330.1	XP_008593552.1	uncharacterized protein
BBA_00235	19883247	XM_008595332.1	XP_008593554.1	peptidase A4 family protein
BBA_00238	19883250	XM_008595335.1	XP_008593557.1	chaperone protein hchA
BBA_00240	19883252	XM_008595337.1	XP_008593559.1	Spa2-like protein
BBA_00241	19883253	XM_008595338.1	XP_008593560.1	Ssu72-like protein
BBA_00244	19883256	XM_008595341.1	XP_008593563.1	BOUP1-like protein
BBA_00250	19883262	XM_008595347.1	XP_008593569.1	major facilitator superfamily transporter
BBA_00253	19883265	XM_008595350.1	XP_008593572.1	uncharacterized protein
BBA_00255	19883267	XM_008595352.1	XP_008593574.1	putative aspartyl protease
BBA_00259	19883271	XM_008595356.1	XP_008593578.1	uncharacterized protein
BBA_00260	19883272	XM_008595357.1	XP_008593579.1	RNA polymerase Rpb1
BBA_00264	19883276	XM_008595361.1	XP_008593583.1	YSIRK family gram-positive signal peptide
BBA_00265	19883277	XM_008595362.1	XP_008593584.1	morphogenesis protein
BBA_00273	19883285	XM_008595370.1	XP_008593592.1	transcription elongation factor S-II
BBA_00276	19883288	XM_008595373.1	XP_008593595.1	sphingolipid long chain base sensory protein, putative
BBA_00285	19883297	XM_008595382.1	XP_008593604.1	uncharacterized protein
BBA_00288	19883300	XM_008595385.1	XP_008593607.1	RNA polymerase N/8 kDa subunit
BBA_00289	19883301	XM_008595386.1	XP_008593608.1	uncharacterized protein
BBA_00290	19883302	XM_008595387.1	XP_008593609.1	uncharacterized protein
BBA_00293	19883305	XM_008595390.1	XP_008593612.1	PIG-P domain-containing protein
BBA_00294	19883306	XM_008595391.1	XP_008593613.1	vacuolar assembly/sorting protein VPS8
BBA_00300	19883312	XM_008595397.1	XP_008593619.1	FoabaA-like protein
BBA_00301	19883313	XM_008595398.1	XP_008593620.1	RNA recognition domain-containing protein
BBA_00302	19883314	XM_008595399.1	XP_008593621.1	glycosyltransferase family 2
BBA_00307	19883319	XM_008595404.1	XP_008593626.1	Protein of unknown function DUF2401, secretory
BBA_00314	19883326	XM_008595411.1	XP_008593633.1	fibronectin type III domain-containing protein
BBA_00316	19883328	XM_008595413.1	XP_008593635.1	histidinol dehydrogenase
BBA_00321	19883333	XM_008595418.1	XP_008593640.1	thioredoxin-disulfide reductase
BBA_00322	19883334	XM_008595419.1	XP_008593641.1	metalloprotease-like protein
BBA_00468	19883480	XM_008595565.1	XP_008593787.1	pre-mRNA-splicing factor cef-1
BBA_00474	19883486	XM_008595571.1	XP_008593793.1	gamma interferon inducible lysosomal thiol reductase (GILT)
BBA_00476	19883488	XM_008595573.1	XP_008593795.1	SH3 domain-containing protein
BBA_00478	19883490	XM_008595575.1	XP_008593797.1	calcineurin-like phosphoesterase
BBA_00479	19883491	XM_008595576.1	XP_008593798.1	exocyst complex component EXO84
BBA_00480	19883492	XM_008595577.1	XP_008593799.1	uncharacterized protein
BBA_00481	19883493	XM_008595578.1	XP_008593800.1	MAS20 protein import receptor
BBA_00482	19883494	XM_008595579.1	XP_008593801.1	wyosine base formation
BBA_00494	19883506	XM_008595591.1	XP_008593813.1	uncharacterized protein
BBA_00495	19883507	XM_008595592.1	XP_008593814.1	SNARE protein, putative
BBA_00497	19883509	XM_008595594.1	XP_008593816.1	Sec63 Brl domain-containing protein
BBA_00499	19883511	XM_008595596.1	XP_008593818.1	C6 finger domain protein
BBA_00502	19883514	XM_008595599.1	XP_008593821.1	Ras family protein
BBA_00503	19883515	XM_008595600.1	XP_008593822.1	SUR7 protein
BBA_00512	19883524	XM_008595609.1	XP_008593831.1	trascription factor
BBA_00513	19883525	XM_008595610.1	XP_008593832.1	uncharacterized protein
BBA_00514	19883526	XM_008595611.1	XP_008593833.1	uncharacterized protein
BBA_00515	19883527	XM_008595612.1	XP_008593834.1	Concanavalin A-like lectin/glucanase
BBA_00516	19883528	XM_008595613.1	XP_008593835.1	Pex2/Pex12 amino terminal region
BBA_00518	19883530	XM_008595615.1	XP_008593837.1	uncharacterized protein
BBA_00520	19883532	XM_008595617.1	XP_008593839.1	heterokaryon incompatibility protein Het-C
BBA_00521	19883533	XM_008595618.1	XP_008593840.1	nonhistone chromosomal protein
BBA_00523	19883535	XM_008595620.1	XP_008593842.1	histone acetyltransferase subunit 3
BBA_00525	19883537	XM_008595622.1	XP_008593844.1	GPI anchored cell wall protein
BBA_00529	19883541	XM_008595626.1	XP_008593848.1	amino acid transporter
BBA_00530	19883542	XM_008595627.1	XP_008593849.1	Hydrophobin 2
BBA_00536	19883548	XM_008595633.1	XP_008593855.1	Alcohol dehydrogenase superfamily, zinc-containing
BBA_00537	19883549	XM_008595634.1	XP_008593856.1	WD domain-containing protein
BBA_00538	19883550	XM_008595635.1	XP_008593857.1	Atg28p-like protein
BBA_00539	19883551	XM_008595636.1	XP_008593858.1	Protein of unknown function DUF1748
BBA_00541	19883553	XM_008595638.1	XP_008593860.1	phosphatidylserine decarboxylase family protein
BBA_00543	19883555	XM_008595640.1	XP_008593862.1	pyruvate kinase
BBA_00544	19883556	XM_008595641.1	XP_008593863.1	Major Facilitator Superfamily protein
BBA_00546	19883558	XM_008595643.1	XP_008593865.1	calcium-dependent protein kinase
BBA_00547	19883559	XM_008595644.1	XP_008593866.1	purine nucleoside permease
BBA_00548	19883560	XM_008595645.1	XP_008593867.1	calcium-translocating P-type ATPase
BBA_00551	19883563	XM_008595648.1	XP_008593870.1	major facilitator superfamily transporter
BBA_00554	19883566	XM_008595651.1	XP_008593873.1	cupin domain-containing protein
BBA_00559	19883571	XM_008595656.1	XP_008593878.1	oxidoreductase molybdopterin binding domain-containing protein
BBA_00561	19883573	XM_008595658.1	XP_008593880.1	mRNA capping enzyme
BBA_00569	19883581	XM_008595666.1	XP_008593888.1	uncharacterized protein
BBA_00577	19883589	XM_008595674.1	XP_008593896.1	SNF2 family N-terminal domain containing protein
BBA_00581	19883593	XM_008595678.1	XP_008593900.1	uncharacterized protein
BBA_00586	19883598	XM_008595683.1	XP_008593905.1	DNA polymerase POL4, putative
BBA_00587	19883599	XM_008595684.1	XP_008593906.1	intracellular protein transport protein
BBA_00588	19883600	XM_008595685.1	XP_008593907.1	RNA polymerase II Mediator complex subunit Sin4
BBA_00592	19883604	XM_008595689.1	XP_008593911.1	vacuolar protein sorting/targeting protein PEP1
BBA_00593	19883605	XM_008595690.1	XP_008593912.1	uncharacterized protein
BBA_00595	19883607	XM_008595692.1	XP_008593914.1	glycosyl hydrolase family 47
BBA_00596	19883608	XM_008595693.1	XP_008593915.1	Autophagy-like protein 3
BBA_00600	19883612	XM_008595697.1	XP_008593919.1	uncharacterized protein
BBA_00602	19883614	XM_008595699.1	XP_008593921.1	kelch domain-containing protein
BBA_00603	19883615	XM_008595700.1	XP_008593922.1	AMP-binding enzyme
BBA_00604	19883616	XM_008595701.1	XP_008593923.1	phosphatidylinositol-glycan biosynthesis class S protein
BBA_00608	19883620	XM_008595705.1	XP_008593927.1	amino acid permease family protein
BBA_00611	19883623	XM_008595708.1	XP_008593930.1	patatin-like phospholipase
BBA_00619	19883631	XM_008595716.1	XP_008593938.1	intracellular serine protease
BBA_00621	19883633	XM_008595718.1	XP_008593940.1	ankyrin repeat domain-containing protein 52
BBA_00622	19883634	XM_008595719.1	XP_008593941.1	uncharacterized protein
BBA_00624	19883636	XM_008595721.1	XP_008593943.1	uncharacterized protein
BBA_00631	19883643	XM_008595728.1	XP_008593950.1	D-alanine--D-alanine ligase
BBA_00635	19883647	XM_008595732.1	XP_008593954.1	Secretory lipase family protein
BBA_00636	19883648	XM_008595733.1	XP_008593955.1	major facilitator superfamily transporter
BBA_00638	19883650	XM_008595735.1	XP_008593957.1	putative tricarboxylate transporter mitochondrial carrier protein
BBA_00642	19883654	XM_008595739.1	XP_008593961.1	protein-beta-aspartate methyltransferase
BBA_00643	19883655	XM_008595740.1	XP_008593962.1	uncharacterized protein
BBA_00650	19883662	XM_008595747.1	XP_008593969.1	NADH-ubiquinone oxidoreductase 23 kDa subunit
BBA_00652	19883664	XM_008595749.1	XP_008593971.1	acyl carrier protein
BBA_00653	19883665	XM_008595750.1	XP_008593972.1	spindle poison sensitivity protein Scp3, putative
BBA_00654	19883666	XM_008595751.1	XP_008593973.1	uncharacterized protein
BBA_00655	19883667	XM_008595752.1	XP_008593974.1	amidohydrolase-like protein
BBA_00658	19883670	XM_008595755.1	XP_008593977.1	DNA repair helicase
BBA_00659	19883671	XM_008595756.1	XP_008593978.1	60S ribosomal protein L28
BBA_00660	19883672	XM_008595757.1	XP_008593979.1	cell division control protein
BBA_00679	19883691	XM_008595776.1	XP_008593998.1	uncharacterized protein
BBA_00680	19883692	XM_008595777.1	XP_008593999.1	oligomeric Golgi complex subunit 5
BBA_00693	19883705	XM_008595790.1	XP_008594012.1	metalloprotease-like protein
BBA_00695	19883707	XM_008595792.1	XP_008594014.1	uncharacterized protein
BBA_00696	19883708	XM_008595793.1	XP_008594015.1	uncharacterized protein
BBA_00697	19883709	XM_008595794.1	XP_008594016.1	vegetative incompatibility protein HET-E-1
BBA_00701	19883713	XM_008595798.1	XP_008594020.1	uncharacterized protein
BBA_00704	19883716	XM_008595801.1	XP_008594023.1	ferric-chelate reductase
BBA_00711	19883723	XM_008595808.1	XP_008594030.1	uncharacterized protein
BBA_00714	19883726	XM_008595811.1	XP_008594033.1	ankyrin repeat-containing protein
BBA_00719	19883731	XM_008595816.1	XP_008594038.1	uncharacterized protein
BBA_00725	19883737	XM_008595822.1	XP_008594044.1	torulene oxygenase
BBA_00727	19883739	XM_008595824.1	XP_008594046.1	uncharacterized protein
BBA_00734	19883746	XM_008595831.1	XP_008594053.1	uncharacterized protein
BBA_00736	19883748	XM_008595833.1	XP_008594055.1	uncharacterized protein
BBA_00737	19883749	XM_008595834.1	XP_008594056.1	dimethylaniline monooxygenase 3
BBA_00738	19883750	XM_008595835.1	XP_008594057.1	myb-like DNA-binding domain-containing protein
BBA_00739	19883751	XM_008595836.1	XP_008594058.1	uncharacterized protein
BBA_00740	19883752	XM_008595837.1	XP_008594059.1	C6 transcription factor OefC
BBA_00742	19883754	XM_008595839.1	XP_008594061.1	stress responsive A/B barrel domain protein
BBA_00743	19883755	XM_008595840.1	XP_008594062.1	transmembrane E3 ubiquitin-protein ligase
BBA_00750	19883762	XM_008595847.1	XP_008594069.1	uncharacterized protein
BBA_00753	19883765	XM_008595850.1	XP_008594072.1	transport protein sec24
BBA_00754	19883766	XM_008595851.1	XP_008594073.1	serine/threonine kinase
BBA_00755	19883767	XM_008595852.1	XP_008594074.1	asparaginyl-tRNA synthetase
BBA_00756	19883768	XM_008595853.1	XP_008594075.1	cAMP-independent regulatory protein pac2
BBA_00757	19883769	XM_008595854.1	XP_008594076.1	RNA-metabolising metallo-beta-lactamase
BBA_00764	19883776	XM_008595861.1	XP_008594083.1	ubiquitin-conjugating enzyme E2
BBA_00771	19883783	XM_008595868.1	XP_008594090.1	Ankyrin repeat protein
BBA_00776	19883788	XM_008595873.1	XP_008594095.1	CoA-transferase family III
BBA_00777	19883789	XM_008595874.1	XP_008594096.1	vacuolar protein sorting-associated protein
BBA_00778	19883790	XM_008595875.1	XP_008594097.1	WD domain-containing protein
BBA_00780	19883792	XM_008595877.1	XP_008594099.1	Cse1-like protein
BBA_00792	19883804	XM_008595889.1	XP_008594111.1	beta-1, 3 exoglucanase precursor
BBA_00803	19883815	XM_008595900.1	XP_008594122.1	NDT80/PhoG like DNA-binding family protein
BBA_00804	19883816	XM_008595901.1	XP_008594123.1	RWD domain-containing protein
BBA_00807	19883819	XM_008595904.1	XP_008594126.1	glucose repressible protein Grg1
BBA_00812	19883824	XM_008595909.1	XP_008594131.1	uncharacterized protein
BBA_00816	19883828	XM_008595913.1	XP_008594135.1	uncharacterized protein
BBA_00817	19883829	XM_008595914.1	XP_008594136.1	uncharacterized protein
BBA_00819	19883831	XM_008595916.1	XP_008594138.1	uncharacterized protein
BBA_00821	19883833	XM_008595918.1	XP_008594140.1	helicase associated domain-containing protein
BBA_00825	19883837	XM_008595922.1	XP_008594144.1	Major Facilitator Superfamily protein
BBA_00827	19883839	XM_008595924.1	XP_008594146.1	RNA polymerase III RPC4
BBA_00828	19883840	XM_008595925.1	XP_008594147.1	integral membrane family protein
BBA_00830	19883842	XM_008595927.1	XP_008594149.1	Putative Zn(II)2Cys6 transcription factor
BBA_00831	19883843	XM_008595928.1	XP_008594150.1	uncharacterized protein
BBA_00833	19883845	XM_008595930.1	XP_008594152.1	putative mitochondrial carrier protein ARALAR1
BBA_00834	19883846	XM_008595931.1	XP_008594153.1	uncharacterized protein
BBA_00840	19883852	XM_008595937.1	XP_008594159.1	PQ loop repeat protein
BBA_00844	19883856	XM_008595941.1	XP_008594163.1	fungal specific transcription factor
BBA_00845	19883857	XM_008595942.1	XP_008594164.1	LCCL domain-containing protein
BBA_00851	19883863	XM_008595948.1	XP_008594170.1	small oligopeptide transporter, OPT family
BBA_00852	19883864	XM_008595949.1	XP_008594171.1	capsule-associated protein CAP1
BBA_00854	19883866	XM_008595951.1	XP_008594173.1	uncharacterized protein
BBA_00856	19883868	XM_008595953.1	XP_008594175.1	uncharacterized protein
BBA_00858	19883870	XM_008595955.1	XP_008594177.1	uncharacterized protein
BBA_00859	19883871	XM_008595956.1	XP_008594178.1	Putative Zn(II)2Cys6 transcription factor
BBA_00861	19883873	XM_008595958.1	XP_008594180.1	C6 transcription factor
BBA_00863	19883875	XM_008595960.1	XP_008594182.1	Importin beta-2 subunit
BBA_00867	19883879	XM_008595964.1	XP_008594186.1	uncharacterized protein
BBA_00868	19883880	XM_008595965.1	XP_008594187.1	G-protein coupled receptor
BBA_00870	19883882	XM_008595967.1	XP_008594189.1	permease-like protein
BBA_00873	19883885	XM_008595970.1	XP_008594192.1	phosphatidylserine decarboxylase
BBA_00876	19883888	XM_008595973.1	XP_008594195.1	nucleosome assembly protein
BBA_00881	19883893	XM_008595978.1	XP_008594200.1	Cytochrome P450 CYP541A2
BBA_00882	19883894	XM_008595979.1	XP_008594201.1	RING-6 protein
BBA_00884	19883896	XM_008595981.1	XP_008594203.1	uncharacterized protein
BBA_01283	19884295	XM_008596380.1	XP_008594602.1	major facilitator superfamily transporter
BBA_01285	19884297	XM_008596382.1	XP_008594604.1	Acyl-CoA N-acyltransferase
BBA_01288	19884300	XM_008596385.1	XP_008594607.1	HSF-type DNA-binding protein
BBA_01289	19884301	XM_008596386.1	XP_008594608.1	eukaryotic and archaeal DNA primase small subunit
BBA_01292	19884304	XM_008596389.1	XP_008594611.1	DNA mismatch repair protein MSH2
BBA_01301	19884313	XM_008596398.1	XP_008594620.1	T-complex protein 1
BBA_01313	19884325	XM_008596410.1	XP_008594632.1	amidase-like protein
BBA_01314	19884326	XM_008596411.1	XP_008594633.1	peptide transporter MTD1
BBA_01317	19884329	XM_008596414.1	XP_008594636.1	glycoside hydrolase family 5
BBA_01318	19884330	XM_008596415.1	XP_008594637.1	MAP kinase kinase kinase
BBA_01319	19884331	XM_008596416.1	XP_008594638.1	mannosyl-oligosaccharide 1,2-alpha-mannosidase IB
BBA_01321	19884333	XM_008596418.1	XP_008594640.1	RINT-1 family protein
BBA_01322	19884334	XM_008596419.1	XP_008594641.1	carrier protein YMC1, mitochondrial
BBA_01327	19884339	XM_008596424.1	XP_008594646.1	uncharacterized protein
BBA_01332	19884344	XM_008596429.1	XP_008594651.1	Amidase family protein
BBA_01333	19884345	XM_008596430.1	XP_008594652.1	SAGA complex protein
BBA_01342	19884354	XM_008596439.1	XP_008594661.1	acetyl esterase
BBA_01343	19884355	XM_008596440.1	XP_008594662.1	pyridoxamine 5-phosphate oxidase
BBA_01437	19884449	XM_008596534.1	XP_008594756.1	methyl transferase
BBA_01440	19884452	XM_008596537.1	XP_008594759.1	kelch domain-containing protein
BBA_01442	19884454	XM_008596539.1	XP_008594761.1	hypoxia induced family protein
BBA_01444	19884456	XM_008596541.1	XP_008594763.1	dihydrouridine synthase
BBA_01449	19884461	XM_008596546.1	XP_008594768.1	aminotransferase class I and II
BBA_01450	19884462	XM_008596547.1	XP_008594769.1	alternative sulfate transporter
BBA_01451	19884463	XM_008596548.1	XP_008594770.1	uncharacterized protein
BBA_01454	19884466	XM_008596551.1	XP_008594773.1	aldehyde dehydrogenase
BBA_01457	19884469	XM_008596554.1	XP_008594776.1	phosphomevalonate kinase
BBA_01461	19884473	XM_008596558.1	XP_008594780.1	COPI associated protein
BBA_01462	19884474	XM_008596559.1	XP_008594781.1	translation elongation factor G
BBA_01464	19884476	XM_008596561.1	XP_008594783.1	Actin-like protein
BBA_01465	19884477	XM_008596562.1	XP_008594784.1	uncharacterized protein
BBA_01471	19884483	XM_008596568.1	XP_008594790.1	uncharacterized protein
BBA_01473	19884485	XM_008596570.1	XP_008594792.1	DUF292 domain-containing protein
BBA_01474	19884486	XM_008596571.1	XP_008594793.1	AP-2 complex subunit sigma
BBA_01479	19884491	XM_008596576.1	XP_008594798.1	fungal specific transcription factor
BBA_01485	19884497	XM_008596582.1	XP_008594804.1	Mob1 family protein
BBA_01486	19884498	XM_008596583.1	XP_008594805.1	C6 finger domain protein, putative
BBA_01490	19884502	XM_008596587.1	XP_008594809.1	ATP-dependent RNA helicase mss116
BBA_01491	19884503	XM_008596588.1	XP_008594810.1	WD domain-containing protein
BBA_01492	19884504	XM_008596589.1	XP_008594811.1	GRF zinc finger domain-containing protein
BBA_01500	19884512	XM_008596597.1	XP_008594819.1	DUF1014 domain protein
BBA_01501	19884513	XM_008596598.1	XP_008594820.1	major facilitator superfamily transporter
BBA_01505	19884517	XM_008596602.1	XP_008594824.1	peptidase family M20/M25/M40 protein
BBA_01506	19884518	XM_008596603.1	XP_008594825.1	FAD dependent oxidoreductase
BBA_01508	19884520	XM_008596605.1	XP_008594827.1	hsp70-like protein
BBA_01510	19884522	XM_008596607.1	XP_008594829.1	signal recognition particle 68 kDa protein
BBA_01511	19884523	XM_008596608.1	XP_008594830.1	SNF2 family DNA-dependent ATPase
BBA_01512	19884524	XM_008596609.1	XP_008594831.1	Spc97/Spc98 family protein
BBA_01514	19884526	XM_008596611.1	XP_008594833.1	C6 finger domain protein
BBA_01515	19884527	XM_008596612.1	XP_008594834.1	Cytochrome P450 CYP548A5
BBA_01516	19884528	XM_008596613.1	XP_008594835.1	Frag1/DRAM/Sfk1 family protein
BBA_01517	19884529	XM_008596614.1	XP_008594836.1	U3 small nucleolar RNA-associated protein 6
BBA_01519	19884531	XM_008596616.1	XP_008594838.1	uncharacterized protein
BBA_01524	19884536	XM_008596621.1	XP_008594843.1	tubulin binding cofactor C
BBA_01527	19884539	XM_008596624.1	XP_008594846.1	uncharacterized protein
BBA_01534	19884546	XM_008596631.1	XP_008594853.1	ATP synthase protein 9
BBA_01540	19884552	XM_008596637.1	XP_008594859.1	uncharacterized protein
BBA_01544	19884556	XM_008596641.1	XP_008594863.1	mitochondrial ribosomal protein subunit Img2
BBA_01547	19884559	XM_008596644.1	XP_008594866.1	uncharacterized protein
BBA_01548	19884560	XM_008596645.1	XP_008594867.1	peroxisomal half ABC transporter
BBA_01549	19884561	XM_008596646.1	XP_008594868.1	NLI interacting factor-like phosphatase
BBA_01553	19884565	XM_008596650.1	XP_008594872.1	uncharacterized protein
BBA_01558	19884570	XM_008596655.1	XP_008594877.1	GTPase-activator protein for Ras-like GTPase
BBA_01559	19884571	XM_008596656.1	XP_008594878.1	YagE family protein
BBA_01561	19884573	XM_008596658.1	XP_008594880.1	uncharacterized protein
BBA_01565	19884577	XM_008596662.1	XP_008594884.1	kinesin motor domain-containing protein
BBA_01566	19884578	XM_008596663.1	XP_008594885.1	uncharacterized protein
BBA_01576	19884588	XM_008596673.1	XP_008594895.1	ribosomal protein L6e
BBA_01578	19884590	XM_008596675.1	XP_008594897.1	thermoresistant glucokinase family carbohydrate kinase
BBA_01579	19884591	XM_008596676.1	XP_008594898.1	2-oxoacid dehydrogenase acyltransferase
BBA_01581	19884593	XM_008596678.1	XP_008594900.1	vesicle transport V-SNARE protein
BBA_01584	19884596	XM_008596681.1	XP_008594903.1	uncharacterized protein
BBA_01586	19884598	XM_008596683.1	XP_008594905.1	DEAD/DEAH box helicase
BBA_01591	19884603	XM_008596688.1	XP_008594910.1	quinate transporter
BBA_01592	19884604	XM_008596689.1	XP_008594911.1	uncharacterized protein
BBA_01593	19884605	XM_008596690.1	XP_008594912.1	quinone oxidoreductase
BBA_01594	19884606	XM_008596691.1	XP_008594913.1	uncharacterized protein
BBA_01595	19884607	XM_008596692.1	XP_008594914.1	uncharacterized protein
BBA_01596	19884608	XM_008596693.1	XP_008594915.1	uncharacterized protein
BBA_01603	19884615	XM_008596700.1	XP_008594922.1	mitochondrial 37S ribosomal protein S8
BBA_02255	19885267	XM_008597352.1	XP_008595574.1	uncharacterized protein
BBA_02257	19885269	XM_008597354.1	XP_008595576.1	uncharacterized protein
BBA_02258	19885270	XM_008597355.1	XP_008595577.1	fungal specific transcription factor
BBA_02259	19885271	XM_008597356.1	XP_008595578.1	KRI1-like family protein
BBA_02273	19885285	XM_008597370.1	XP_008595592.1	EBDP2-like protein
BBA_02280	19885292	XM_008597377.1	XP_008595599.1	mitogen-activated protein kinase kinase kinase
BBA_02284	19885296	XM_008597381.1	XP_008595603.1	Zn(II)2Cys6 transcriptional activator
BBA_02286	19885298	XM_008597383.1	XP_008595605.1	protein tyrosine phosphatase (Pyp1), putative
BBA_02287	19885299	XM_008597384.1	XP_008595606.1	uncharacterized protein
BBA_02289	19885301	XM_008597386.1	XP_008595608.1	binuclear zinc transcription factor
BBA_02290	19885302	XM_008597387.1	XP_008595609.1	eukaryotic aspartyl protease
BBA_02294	19885306	XM_008597391.1	XP_008595613.1	hexose transporter
BBA_02297	19885309	XM_008597394.1	XP_008595616.1	putative aspartate aminotransferase
BBA_02302	19885314	XM_008597399.1	XP_008595621.1	autophagy-related protein 8
BBA_02310	19885322	XM_008597407.1	XP_008595629.1	Cytochrome P450 CYP621A2
BBA_02316	19885328	XM_008597413.1	XP_008595635.1	transaldolase-like protein
