"seqnames","start","end","width","strand","score","p_value","q_value","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","distanceToTSS","GeneID","transcript_id","protein_id"
"NW_007930869.1",3115,3125,11,"-",15.1531,7.51e-07,0.632,"Promoter (<=1kb)",34,3081,4112,1032,1,"BBA_08333",44,NA,NA,NA
"NW_007930893.1",15297,15307,11,"-",15.1531,7.51e-07,0.632,"Promoter (1-2kb)",58,13633,14123,491,1,"BBA_09555",1674,NA,NA,NA
"NW_007930850.1",38012,38022,11,"-",15.1531,7.51e-07,0.632,"Promoter (4-5kb)",15,38079,42074,3996,2,"BBA_05594",4062,NA,NA,NA
"NW_007930881.1",81897,81907,11,"+",15.1531,7.51e-07,0.632,"Promoter (1-2kb)",46,80613,83436,2824,1,"BBA_09153",1284,NA,NA,NA
"NW_007930874.1",106353,106363,11,"-",15.1531,7.51e-07,0.632,"Promoter (2-3kb)",39,103320,104216,897,2,"BBA_08741",-2147,NA,NA,NA
"NW_007930840.1",109389,109399,11,"-",15.1531,7.51e-07,0.632,"Promoter (<=1kb)",5,110373,111495,1123,1,"BBA_02337",-984,NA,NA,NA
"NW_007930837.1",133890,133900,11,"-",15.1531,7.51e-07,0.632,"Promoter (<=1kb)",2,133762,136155,2394,1,"BBA_00724",138,NA,NA,NA
"NW_007930870.1",148928,148938,11,"-",15.1531,7.51e-07,0.632,"Promoter (<=1kb)",35,146637,148538,1902,2,"BBA_08497",-400,NA,NA,NA
"NW_007930836.1",164590,164600,11,"+",15.1531,7.51e-07,0.632,"Promoter (<=1kb)",1,163802,165388,1587,2,"BBA_00058",788,NA,NA,NA
"NW_007930842.1",211062,211072,11,"+",15.1531,7.51e-07,0.632,"Promoter (1-2kb)",7,209779,213022,3244,1,"BBA_03279",1283,NA,NA,NA
"NW_007930838.1",212131,212141,11,"-",15.1531,7.51e-07,0.632,"Promoter (<=1kb)",3,209702,211645,1944,2,"BBA_01302",-496,NA,NA,NA
"NW_007930840.1",322841,322851,11,"+",15.1531,7.51e-07,0.632,"Promoter (<=1kb)",5,320896,322338,1443,2,"BBA_02401",-503,NA,NA,NA
"NW_007930861.1",327247,327257,11,"+",15.1531,7.51e-07,0.632,"Promoter (2-3kb)",26,329665,334245,4581,1,"BBA_07660",-2408,NA,NA,NA
"NW_007930855.1",336478,336488,11,"+",15.1531,7.51e-07,0.632,"Promoter (<=1kb)",20,337272,339305,2034,1,"BBA_06741",-784,NA,NA,NA
"NW_007930847.1",375089,375099,11,"+",15.1531,7.51e-07,0.632,"Promoter (<=1kb)",12,372697,374414,1718,2,"BBA_05011",-675,NA,NA,NA
"NW_007930856.1",408914,408924,11,"-",15.1531,7.51e-07,0.632,"Promoter (1-2kb)",21,408831,410198,1368,2,"BBA_06925",1284,NA,NA,NA
"NW_007930844.1",415949,415959,11,"+",15.1531,7.51e-07,0.632,"Promoter (<=1kb)",9,413902,415311,1410,2,"BBA_04130",-638,NA,NA,NA
"NW_007930852.1",530254,530264,11,"-",15.1531,7.51e-07,0.632,"Promoter (<=1kb)",17,528490,529992,1503,2,"BBA_06170",-272,NA,NA,NA
"NW_007930838.1",811034,811044,11,"+",15.1531,7.51e-07,0.632,"Promoter (1-2kb)",3,809666,811383,1718,1,"BBA_01485",1368,NA,NA,NA
"NW_007930838.1",858584,858594,11,"+",15.1531,7.51e-07,0.632,"Promoter (2-3kb)",3,855561,856368,808,2,"BBA_01500",-2216,NA,NA,NA
"NW_007930839.1",945198,945208,11,"-",15.1531,7.51e-07,0.632,"Promoter (<=1kb)",4,942786,945323,2538,2,"BBA_02092",125,NA,NA,NA
"NW_007930840.1",965031,965041,11,"-",15.1531,7.51e-07,0.632,"Promoter (2-3kb)",5,964738,967374,2637,2,"BBA_02591",2343,NA,NA,NA
"NW_007930842.1",977346,977356,11,"+",15.1531,7.51e-07,0.632,"Promoter (<=1kb)",7,975323,977149,1827,2,"BBA_03543",-197,NA,NA,NA
"NW_007930839.1",1130877,1130887,11,"-",15.1531,7.51e-07,0.632,"Promoter (<=1kb)",4,1129532,1130684,1153,2,"BBA_02147",-203,NA,NA,NA
"NW_007930840.1",1335369,1335379,11,"+",15.1531,7.51e-07,0.632,"Promoter (<=1kb)",5,1333298,1334536,1239,2,"BBA_02695",-833,NA,NA,NA
"NW_007930836.1",1369548,1369558,11,"-",15.1531,7.51e-07,0.632,"Promoter (1-2kb)",1,1368240,1369786,1547,1,"BBA_00452",1318,NA,NA,NA
"NW_007930836.1",1923566,1923576,11,"+",15.1531,7.51e-07,0.632,"Promoter (2-3kb)",1,1921410,1923122,1713,1,"BBA_00622",2156,NA,NA,NA
"NW_007930846.1",7407,7417,11,"-",15.1327,9.56e-07,0.632,"Promoter (<=1kb)",11,7761,9409,1649,1,"BBA_04648",-354,NA,NA,NA
"NW_007930922.1",15298,15308,11,"+",15.1327,9.56e-07,0.632,"Distal Intergenic",87,18308,20624,2317,2,"BBA_10096",5316,NA,NA,NA
"NW_007930945.1",19387,19397,11,"+",15.1327,9.56e-07,0.632,"Distal Intergenic",110,13669,15102,1434,1,"BBA_10262",5718,"19893274","XM_008605359.1","XP_008603581.1"
"NW_007930891.1",42683,42693,11,"-",15.1327,9.56e-07,0.632,"Promoter (<=1kb)",56,43128,45587,2460,1,"BBA_09506",-445,NA,NA,NA
"NW_007930897.1",65526,65536,11,"-",15.1327,9.56e-07,0.632,"Promoter (<=1kb)",62,65922,67646,1725,1,"BBA_09682",-396,NA,NA,NA
"NW_007930859.1",107720,107730,11,"-",15.1327,9.56e-07,0.632,"Promoter (<=1kb)",24,108261,110781,2521,1,"BBA_07314",-541,NA,NA,NA
"NW_007930854.1",248018,248028,11,"-",15.1327,9.56e-07,0.632,"Promoter (<=1kb)",19,245712,247511,1800,2,"BBA_06496",-517,NA,NA,NA
"NW_007930845.1",385608,385618,11,"+",15.1327,9.56e-07,0.632,"Promoter (1-2kb)",10,383012,384601,1590,2,"BBA_04466",-1007,NA,NA,NA
"NW_007930857.1",472296,472306,11,"+",15.1327,9.56e-07,0.632,"Promoter (1-2kb)",22,470910,471722,813,1,"BBA_07085",1386,NA,NA,NA
"NW_007930854.1",567424,567434,11,"-",15.1327,9.56e-07,0.632,"Promoter (<=1kb)",19,567711,569468,1758,1,"BBA_06609",-287,NA,NA,NA
"NW_007930847.1",694300,694310,11,"+",15.1327,9.56e-07,0.632,"Promoter (<=1kb)",12,695023,696187,1165,1,"BBA_05110",-713,NA,NA,NA
"NW_007930843.1",926011,926021,11,"+",15.1327,9.56e-07,0.632,"Promoter (<=1kb)",8,925630,926571,942,1,"BBA_03918",381,NA,NA,NA
"NW_007930842.1",1043370,1043380,11,"-",15.1327,9.56e-07,0.632,"Promoter (2-3kb)",7,1040267,1040770,504,2,"BBA_03562",-2610,NA,NA,NA
"NW_007930841.1",33320,33330,11,"+",15.0918,1.12e-06,0.632,"Promoter (1-2kb)",6,31807,34020,2214,1,"BBA_02756",1513,NA,NA,NA
"NW_007930877.1",149750,149760,11,"-",15.0918,1.12e-06,0.632,"Promoter (<=1kb)",42,150077,150757,681,1,"BBA_08943",-327,NA,NA,NA
"NW_007930854.1",154287,154297,11,"-",15.0918,1.12e-06,0.632,"Promoter (2-3kb)",19,151986,156087,4102,1,"BBA_06463",2311,NA,NA,NA
"NW_007930844.1",246394,246404,11,"-",15.0918,1.12e-06,0.632,"Promoter (<=1kb)",9,246486,247182,697,1,"BBA_04073",-92,NA,NA,NA
"NW_007930839.1",262247,262257,11,"-",15.0918,1.12e-06,0.632,"Promoter (<=1kb)",4,261598,262182,585,2,"BBA_01872",-75,NA,NA,NA
"NW_007930859.1",317595,317605,11,"-",15.0918,1.12e-06,0.632,"Promoter (<=1kb)",24,317143,317795,653,2,"BBA_07382",200,NA,NA,NA
"NW_007930854.1",327962,327972,11,"+",15.0918,1.12e-06,0.632,"Promoter (<=1kb)",19,327324,328091,768,2,"BBA_06526",119,NA,NA,NA
"NW_007930850.1",372032,372042,11,"+",15.0918,1.12e-06,0.632,"Promoter (<=1kb)",15,370820,371998,1179,2,"BBA_05700",-34,NA,NA,NA
"NW_007930842.1",383217,383227,11,"+",15.0918,1.12e-06,0.632,"Promoter (<=1kb)",7,382431,384066,1636,2,"BBA_03342",839,NA,NA,NA
"NW_007930845.1",572016,572026,11,"+",15.0918,1.12e-06,0.632,"Promoter (1-2kb)",10,570739,571573,835,1,"BBA_04513",1277,NA,NA,NA
"NW_007930836.1",596959,596969,11,"+",15.0918,1.12e-06,0.632,"Promoter (<=1kb)",1,595755,597031,1277,2,"BBA_00198",62,NA,NA,NA
"NW_007930852.1",599767,599777,11,"+",15.0918,1.12e-06,0.632,"Promoter (<=1kb)",17,599845,600455,611,1,"BBA_06194",-68,NA,NA,NA
"NW_007930850.1",672362,672372,11,"-",15.0918,1.12e-06,0.632,"Promoter (1-2kb)",15,669756,671021,1266,2,"BBA_05800",-1351,NA,NA,NA
"NW_007930846.1",703793,703803,11,"+",15.0918,1.12e-06,0.632,"Promoter (1-2kb)",11,702596,705169,2574,2,"BBA_04853",1366,NA,NA,NA
"NW_007930842.1",954655,954665,11,"-",15.0918,1.12e-06,0.632,"Promoter (<=1kb)",7,954294,954988,695,1,"BBA_03535",371,NA,NA,NA
"NW_007930838.1",962448,962458,11,"+",15.0918,1.12e-06,0.632,"Promoter (1-2kb)",3,961421,964388,2968,1,"BBA_01528",1027,NA,NA,NA
"NW_007930837.1",1422399,1422409,11,"-",15.0918,1.12e-06,0.632,"Promoter (<=1kb)",2,1421543,1423401,1859,1,"BBA_01072",866,NA,NA,NA
"NW_007930837.1",1941541,1941551,11,"+",15.0918,1.12e-06,0.632,"Promoter (1-2kb)",2,1940330,1943436,3107,2,"BBA_01233",1885,NA,NA,NA
"NW_007930851.1",11122,11132,11,"+",14.8776,1.46e-06,0.632,"Promoter (<=1kb)",16,10482,11366,885,1,"BBA_05806",640,NA,NA,NA
"NW_007930856.1",20657,20667,11,"-",14.8776,1.46e-06,0.632,"Promoter (1-2kb)",21,19487,20957,1471,1,"BBA_06809",1180,NA,NA,NA
"NW_007930852.1",31112,31122,11,"+",14.8776,1.46e-06,0.632,"Promoter (1-2kb)",17,32151,32993,843,1,"BBA_06033",-1029,NA,NA,NA
"NW_007930905.1",44395,44405,11,"+",14.8776,1.46e-06,0.632,"Promoter (<=1kb)",70,44179,45120,942,1,"BBA_09840",216,NA,NA,NA
"NW_007930880.1",92667,92677,11,"-",14.8776,1.46e-06,0.632,"Promoter (1-2kb)",45,93280,94419,1140,2,"BBA_09104",1752,NA,NA,NA
"NW_007930878.1",139826,139836,11,"+",14.8776,1.46e-06,0.632,"Promoter (2-3kb)",43,138869,141982,3114,2,"BBA_09009",2146,NA,NA,NA
"NW_007930863.1",146926,146936,11,"+",14.8776,1.46e-06,0.632,"Promoter (2-3kb)",28,146133,149372,3240,2,"BBA_07823",2436,NA,NA,NA
"NW_007930840.1",247949,247959,11,"+",14.8776,1.46e-06,0.632,"Promoter (1-2kb)",5,248394,249527,1134,2,"BBA_02375",1568,NA,NA,NA
"NW_007930842.1",301167,301177,11,"+",14.8776,1.46e-06,0.632,"Promoter (1-2kb)",7,299345,299854,510,1,"BBA_03313",1822,NA,NA,NA
"NW_007930852.1",339911,339921,11,"-",14.8776,1.46e-06,0.632,"Promoter (2-3kb)",17,337144,337923,780,1,"BBA_06119",2777,NA,NA,NA
"NW_007930840.1",343665,343675,11,"+",14.8776,1.46e-06,0.632,"Promoter (2-3kb)",5,338359,341520,3162,2,"BBA_02405",-2145,NA,NA,NA
"NW_007930855.1",404118,404128,11,"+",14.8776,1.46e-06,0.632,"Promoter (1-2kb)",20,405286,405710,425,2,"BBA_06759",1582,NA,NA,NA
"NW_007930853.1",434520,434530,11,"+",14.8776,1.46e-06,0.632,"Promoter (1-2kb)",18,433464,435014,1551,1,"BBA_06341",1056,NA,NA,NA
"NW_007930836.1",475101,475111,11,"-",14.8776,1.46e-06,0.632,"Promoter (1-2kb)",1,474040,478974,4935,1,"BBA_00161",1071,NA,NA,NA
"NW_007930837.1",494941,494951,11,"-",14.8776,1.46e-06,0.632,"Promoter (<=1kb)",2,494615,495667,1053,1,"BBA_00829",336,NA,NA,NA
"NW_007930850.1",647467,647477,11,"-",14.8776,1.46e-06,0.632,"Promoter (1-2kb)",15,646013,647827,1815,1,"BBA_05791",1464,NA,NA,NA
"NW_007930843.1",652143,652153,11,"-",14.8776,1.46e-06,0.632,"Promoter (<=1kb)",8,653085,653477,393,1,"BBA_03840",-942,NA,NA,NA
"NW_007930836.1",712347,712357,11,"-",14.8776,1.46e-06,0.632,"Promoter (2-3kb)",1,707782,710057,2276,2,"BBA_00240",-2300,NA,NA,NA
"NW_007930844.1",996767,996777,11,"-",14.8776,1.46e-06,0.632,"Promoter (3-4kb)",9,993640,999134,5495,1,"BBA_04309",3137,NA,NA,NA
"NW_007930837.1",1188929,1188939,11,"+",14.8776,1.46e-06,0.632,"Promoter (1-2kb)",2,1187058,1188131,1074,1,"BBA_01004",1871,NA,NA,NA
"NW_007930842.1",1190035,1190045,11,"+",14.8776,1.46e-06,0.632,"Promoter (<=1kb)",7,1187329,1189377,2049,2,"BBA_03604",-658,NA,NA,NA
"NW_007930842.1",1241497,1241507,11,"+",14.8776,1.46e-06,0.632,"Promoter (<=1kb)",7,1240191,1240982,792,2,"BBA_03620",-515,NA,NA,NA
"NW_007930839.1",1497131,1497141,11,"+",14.8776,1.46e-06,0.632,"Distal Intergenic",4,1490672,1491823,1152,2,"BBA_02257",-5308,NA,NA,NA
"NW_007930837.1",1571204,1571214,11,"-",14.8776,1.46e-06,0.632,"Promoter (2-3kb)",2,1568916,1571366,2451,1,"BBA_01121",2298,NA,NA,NA
"NW_007930836.1",1581556,1581566,11,"-",14.8776,1.46e-06,0.632,"Promoter (1-2kb)",1,1581259,1583139,1881,2,"BBA_00519",1583,NA,NA,NA
"NW_007930943.1",1334,1344,11,"-",14.8673,1.8e-06,0.632,"Promoter (<=1kb)",108,1015,2051,1037,1,"BBA_10248",329,NA,NA,NA
"NW_007930908.1",25635,25645,11,"+",14.8673,1.8e-06,0.632,"Promoter (2-3kb)",73,27103,27705,603,2,"BBA_09897",2060,NA,NA,NA
"NW_007930895.1",29943,29953,11,"-",14.8673,1.8e-06,0.632,"Promoter (1-2kb)",60,28522,30725,2204,1,"BBA_09618",1431,NA,NA,NA
"NW_007930846.1",40270,40280,11,"+",14.8673,1.8e-06,0.632,"Promoter (<=1kb)",11,39207,39882,676,2,"BBA_04660",-388,NA,NA,NA
"NW_007930886.1",68676,68686,11,"-",14.8673,1.8e-06,0.632,"Promoter (<=1kb)",51,65808,69624,3817,2,"BBA_09346",948,NA,NA,NA
"NW_007930886.1",78681,78691,11,"+",14.8673,1.8e-06,0.632,"Promoter (<=1kb)",51,78098,79442,1345,1,"BBA_09350",583,NA,NA,NA
"NW_007930858.1",86946,86956,11,"+",14.8673,1.8e-06,0.632,"Promoter (<=1kb)",23,86022,87898,1877,1,"BBA_07129",924,NA,NA,NA
"NW_007930875.1",87809,87819,11,"+",14.8673,1.8e-06,0.632,"Promoter (<=1kb)",40,87000,87536,537,2,"BBA_08793",-273,NA,NA,NA
"NW_007930855.1",133754,133764,11,"+",14.8673,1.8e-06,0.632,"Promoter (3-4kb)",20,137739,138932,1194,1,"BBA_06682",-3975,NA,NA,NA
"NW_007930870.1",191271,191281,11,"-",14.8673,1.8e-06,0.632,"Promoter (<=1kb)",35,191965,193044,1080,1,"BBA_08511",-694,NA,NA,NA
"NW_007930868.1",217320,217330,11,"-",14.8673,1.8e-06,0.632,"Distal Intergenic",33,223145,225062,1918,1,"BBA_08314",-5825,NA,NA,NA
"NW_007930850.1",367038,367048,11,"+",14.8673,1.8e-06,0.632,"Promoter (1-2kb)",15,365931,368300,2370,2,"BBA_05697",1252,NA,NA,NA
"NW_007930847.1",453656,453666,11,"+",14.8673,1.8e-06,0.632,"Promoter (1-2kb)",12,454177,454829,653,2,"BBA_05031",1163,NA,NA,NA
"NW_007930842.1",566509,566519,11,"-",14.8673,1.8e-06,0.632,"Promoter (4-5kb)",7,570144,571293,1150,2,"BBA_03394",4784,NA,NA,NA
"NW_007930838.1",745919,745929,11,"-",14.8673,1.8e-06,0.632,"Promoter (<=1kb)",3,746405,746799,395,2,"BBA_01463",880,NA,NA,NA
"NW_007930842.1",756648,756658,11,"-",14.8673,1.8e-06,0.632,"Promoter (1-2kb)",7,754861,755418,558,2,"BBA_03456",-1240,NA,NA,NA
"NW_007930843.1",857371,857381,11,"-",14.8673,1.8e-06,0.632,"Distal Intergenic",8,864670,867386,2717,2,"BBA_03897",10015,NA,NA,NA
"NW_007930836.1",885840,885850,11,"-",14.8673,1.8e-06,0.632,"Promoter (1-2kb)",1,887187,891663,4477,1,"BBA_00297",-1347,NA,NA,NA
"NW_007930882.1",589,599,11,"+",14.8061,2.21e-06,0.632,"Promoter (2-3kb)",47,2641,3003,363,2,"BBA_09173",2404,NA,NA,NA
"NW_007930917.1",11749,11759,11,"-",14.8061,2.21e-06,0.632,"Promoter (2-3kb)",82,9526,12065,2540,1,"BBA_10031",2233,NA,NA,NA
"NW_007930930.1",17728,17738,11,"-",14.8061,2.21e-06,0.632,"Promoter (1-2kb)",95,16047,24564,8518,1,"BBA_10169",1691,NA,NA,NA
"NW_007930858.1",21187,21197,11,"+",14.8061,2.21e-06,0.632,"Promoter (<=1kb)",23,19468,21089,1622,2,"BBA_07109",-98,NA,NA,NA
"NW_007930842.1",31175,31185,11,"+",14.8061,2.21e-06,0.632,"Promoter (<=1kb)",7,31449,32324,876,1,"BBA_03214",-264,NA,NA,NA
"NW_007930912.1",34366,34376,11,"-",14.8061,2.21e-06,0.632,"Promoter (<=1kb)",77,34301,35555,1255,1,"BBA_09961",75,NA,NA,NA
"NW_007930909.1",39541,39551,11,"-",14.8061,2.21e-06,0.632,"Promoter (1-2kb)",74,38407,43436,5030,1,"BBA_09917",1144,NA,NA,NA
"NW_007930852.1",53552,53562,11,"-",14.8061,2.21e-06,0.632,"Promoter (1-2kb)",17,51079,52131,1053,2,"BBA_06037",-1431,NA,NA,NA
"NW_007930853.1",55923,55933,11,"+",14.8061,2.21e-06,0.632,"Promoter (2-3kb)",18,58509,59522,1014,1,"BBA_06225",-2576,NA,NA,NA
"NW_007930862.1",67086,67096,11,"-",14.8061,2.21e-06,0.632,"Promoter (<=1kb)",27,65781,67040,1260,2,"BBA_07698",-56,NA,NA,NA
"NW_007930876.1",81743,81753,11,"+",14.8061,2.21e-06,0.632,"Promoter (1-2kb)",41,79797,82937,3141,2,"BBA_08860",1184,NA,NA,NA
"NW_007930846.1",90464,90474,11,"-",14.8061,2.21e-06,0.632,"Promoter (<=1kb)",11,90261,91437,1177,2,"BBA_04678",973,NA,NA,NA
"NW_007930868.1",100189,100199,11,"-",14.8061,2.21e-06,0.632,"Promoter (1-2kb)",33,95946,98794,2849,2,"BBA_08284",-1405,NA,NA,NA
"NW_007930880.1",121345,121355,11,"-",14.8061,2.21e-06,0.632,"Promoter (<=1kb)",45,119148,120741,1594,2,"BBA_09115",-614,NA,NA,NA
"NW_007930861.1",134916,134926,11,"+",14.8061,2.21e-06,0.632,"Promoter (<=1kb)",26,133627,135270,1644,2,"BBA_07595",344,NA,NA,NA
"NW_007930872.1",141447,141457,11,"-",14.8061,2.21e-06,0.632,"Distal Intergenic",37,148780,150318,1539,1,"BBA_08648",-7333,NA,NA,NA
"NW_007930842.1",146161,146171,11,"+",14.8061,2.21e-06,0.632,"Promoter (1-2kb)",7,144167,147631,3465,2,"BBA_03260",1460,NA,NA,NA
"NW_007930852.1",152658,152668,11,"+",14.8061,2.21e-06,0.632,"Distal Intergenic",17,158808,160504,1697,2,"BBA_06066",7836,NA,NA,NA
"NW_007930876.1",183617,183627,11,"+",14.8061,2.21e-06,0.632,"Promoter (1-2kb)",41,181959,183395,1437,1,"BBA_08896",1658,"19891908","XM_008603993.1","XP_008602215.1"
"NW_007930858.1",333270,333280,11,"+",14.8061,2.21e-06,0.632,"Promoter (<=1kb)",23,333664,334609,946,1,"BBA_07219",-384,NA,NA,NA
"NW_007930846.1",548027,548037,11,"+",14.8061,2.21e-06,0.632,"Promoter (1-2kb)",11,543983,546726,2744,2,"BBA_04808",-1301,NA,NA,NA
"NW_007930847.1",697099,697109,11,"+",14.8061,2.21e-06,0.632,"Promoter (<=1kb)",12,696566,697477,912,2,"BBA_05111",368,NA,NA,NA
"NW_007930836.1",712628,712638,11,"+",14.8061,2.21e-06,0.632,"Promoter (2-3kb)",1,713923,714743,821,2,"BBA_00241",2105,NA,NA,NA
"NW_007930836.1",890064,890074,11,"-",14.8061,2.21e-06,0.632,"Promoter (2-3kb)",1,892853,893810,958,1,"BBA_00298",-2789,NA,NA,NA
"NW_007930837.1",983713,983723,11,"+",14.8061,2.21e-06,0.632,"Promoter (2-3kb)",2,981550,982854,1305,1,"BBA_00951",2163,NA,NA,NA
"NW_007930842.1",998434,998444,11,"-",14.8061,2.21e-06,0.632,"Promoter (<=1kb)",7,993584,998845,5262,2,"BBA_03551",411,NA,NA,NA
"NW_007930836.1",1114223,1114233,11,"+",14.8061,2.21e-06,0.632,"Promoter (3-4kb)",1,1108814,1110832,2019,2,"BBA_00364",-3391,NA,NA,NA
"NW_007930839.1",1183157,1183167,11,"+",14.8061,2.21e-06,0.632,"Promoter (1-2kb)",4,1181427,1183052,1626,1,"BBA_02159",1730,NA,NA,NA
"NW_007930839.1",1215964,1215974,11,"+",14.8061,2.21e-06,0.632,"Promoter (<=1kb)",4,1215165,1216794,1630,2,"BBA_02172",820,NA,NA,NA
