locus_tag	GeneID	transcript_id	protein_id	product
BBA_00122	19883134	XM_008595219.1	XP_008593441.1	rRNA-processing protein UTP23
BBA_00125	19883137	XM_008595222.1	XP_008593444.1	PH domain-containing protein
BBA_00126	19883138	XM_008595223.1	XP_008593445.1	protein kinase, putative
BBA_00127	19883139	XM_008595224.1	XP_008593446.1	uncharacterized protein
BBA_00130	19883142	XM_008595227.1	XP_008593449.1	WD domain-containing protein
BBA_00132	19883144	XM_008595229.1	XP_008593451.1	uncharacterized protein
BBA_00133	19883145	XM_008595230.1	XP_008593452.1	DEAD/DEAH box helicase
BBA_00136	19883148	XM_008595233.1	XP_008593455.1	TH14-3-3 protein
BBA_00138	19883150	XM_008595235.1	XP_008593457.1	nuclear pore glycoprotein p62
BBA_00141	19883153	XM_008595238.1	XP_008593460.1	uncharacterized protein
BBA_00147	19883159	XM_008595244.1	XP_008593466.1	cutinase-2 protein
BBA_00150	19883162	XM_008595247.1	XP_008593469.1	exosome complex subunit Rrp46
BBA_00151	19883163	XM_008595248.1	XP_008593470.1	phosphotyrosyl phosphate activator protein
BBA_00152	19883164	XM_008595249.1	XP_008593471.1	uncharacterized protein
BBA_00153	19883165	XM_008595250.1	XP_008593472.1	carbohydrate kinase
BBA_00158	19883170	XM_008595255.1	XP_008593477.1	thioredoxin-like protein
BBA_00159	19883171	XM_008595256.1	XP_008593478.1	uncharacterized protein
BBA_00160	19883172	XM_008595257.1	XP_008593479.1	uncharacterized protein
BBA_00161	19883173	XM_008595258.1	XP_008593480.1	RhoGAP domain-containing protein
BBA_00162	19883174	XM_008595259.1	XP_008593481.1	C6 transcription factor
BBA_00163	19883175	XM_008595260.1	XP_008593482.1	uncharacterized protein
BBA_00164	19883176	XM_008595261.1	XP_008593483.1	WLM domain-containing protein
BBA_00165	19883177	XM_008595262.1	XP_008593484.1	sulfate permease
BBA_00167	19883179	XM_008595264.1	XP_008593486.1	hemolysin-III family protein
BBA_00168	19883180	XM_008595265.1	XP_008593487.1	fms interacting protein
BBA_00169	19883181	XM_008595266.1	XP_008593488.1	FKBP-type peptidyl-prolyl cis-trans isomerase
BBA_00171	19883183	XM_008595268.1	XP_008593490.1	serine/threonine protein kinase, putative
BBA_00173	19883185	XM_008595270.1	XP_008593492.1	MutS domain V
BBA_00174	19883186	XM_008595271.1	XP_008593493.1	60S acidic ribosomal protein P0
BBA_00177	19883189	XM_008595274.1	XP_008593496.1	CAP-Gly domain-containing protein
BBA_00179	19883191	XM_008595276.1	XP_008593498.1	uncharacterized protein
BBA_00180	19883192	XM_008595277.1	XP_008593499.1	DEAD/DEAH box helicase
BBA_00181	19883193	XM_008595278.1	XP_008593500.1	BAH/PHD-containing protein
BBA_00182	19883194	XM_008595279.1	XP_008593501.1	uncharacterized protein
BBA_00183	19883195	XM_008595280.1	XP_008593502.1	major facilitator superfamily transporter
BBA_00184	19883196	XM_008595281.1	XP_008593503.1	Nop14-like family protein
BBA_00189	19883201	XM_008595286.1	XP_008593508.1	uncharacterized protein
BBA_00190	19883202	XM_008595287.1	XP_008593509.1	COX17 protein
BBA_00192	19883204	XM_008595289.1	XP_008593511.1	Ribonuclease H1
BBA_00195	19883207	XM_008595292.1	XP_008593514.1	mannitol 1-phosphate dehydrogenase
BBA_00196	19883208	XM_008595293.1	XP_008593515.1	tat pathway signal sequence
BBA_00198	19883210	XM_008595295.1	XP_008593517.1	cellobiose dehydrogenase
BBA_00203	19883215	XM_008595300.1	XP_008593522.1	prolyl oligopeptidase family
BBA_00204	19883216	XM_008595301.1	XP_008593523.1	cyclin domain-containing protein
BBA_00205	19883217	XM_008595302.1	XP_008593524.1	uncharacterized protein
BBA_00207	19883219	XM_008595304.1	XP_008593526.1	cation diffusion facilitator family transporter
BBA_00208	19883220	XM_008595305.1	XP_008593527.1	40S ribosomal protein S2
BBA_00210	19883222	XM_008595307.1	XP_008593529.1	anaphase-promoting complex subunit 11
BBA_00211	19883223	XM_008595308.1	XP_008593530.1	integral membrane protein, putative
BBA_00213	19883225	XM_008595310.1	XP_008593532.1	nitrilotriacetate monooxygenase component B
BBA_00214	19883226	XM_008595311.1	XP_008593533.1	fungal specific transcription factor
BBA_00216	19883228	XM_008595313.1	XP_008593535.1	ubiquitin-conjugating enzyme
BBA_00218	19883230	XM_008595315.1	XP_008593537.1	regulator of G-protein signaling domain-containing protein
BBA_00220	19883232	XM_008595317.1	XP_008593539.1	CLAP1-like protein
BBA_00221	19883233	XM_008595318.1	XP_008593540.1	Cytochrome P450 CYP51F1
BBA_00224	19883236	XM_008595321.1	XP_008593543.1	fructosamine Kinase PKL/CAK/FruK
BBA_00231	19883243	XM_008595328.1	XP_008593550.1	uncharacterized protein
BBA_00235	19883247	XM_008595332.1	XP_008593554.1	peptidase A4 family protein
BBA_00236	19883248	XM_008595333.1	XP_008593555.1	uncharacterized protein
BBA_00239	19883251	XM_008595336.1	XP_008593558.1	transcription factor Domain protein family
BBA_00240	19883252	XM_008595337.1	XP_008593559.1	Spa2-like protein
BBA_00241	19883253	XM_008595338.1	XP_008593560.1	Ssu72-like protein
BBA_00243	19883255	XM_008595340.1	XP_008593562.1	metallo-beta-lactamase domain protein
BBA_00244	19883256	XM_008595341.1	XP_008593563.1	BOUP1-like protein
BBA_00245	19883257	XM_008595342.1	XP_008593564.1	oxidoreductase NAD-binding domain-containing protein
BBA_00248	19883260	XM_008595345.1	XP_008593567.1	uncharacterized protein
BBA_00250	19883262	XM_008595347.1	XP_008593569.1	major facilitator superfamily transporter
BBA_00251	19883263	XM_008595348.1	XP_008593570.1	uncharacterized protein
BBA_00252	19883264	XM_008595349.1	XP_008593571.1	F-box domain-containing protein
BBA_00254	19883266	XM_008595351.1	XP_008593573.1	uncharacterized protein
BBA_00256	19883268	XM_008595353.1	XP_008593575.1	nucleoside-diphosphate-sugar epimerase
BBA_00258	19883270	XM_008595355.1	XP_008593577.1	uncharacterized protein
BBA_00259	19883271	XM_008595356.1	XP_008593578.1	uncharacterized protein
BBA_00260	19883272	XM_008595357.1	XP_008593579.1	RNA polymerase Rpb1
BBA_00261	19883273	XM_008595358.1	XP_008593580.1	WD domain-containing protein
BBA_00264	19883276	XM_008595361.1	XP_008593583.1	YSIRK family gram-positive signal peptide
BBA_00265	19883277	XM_008595362.1	XP_008593584.1	morphogenesis protein
BBA_00266	19883278	XM_008595363.1	XP_008593585.1	uracil-DNA glycosylase
BBA_00267	19883279	XM_008595364.1	XP_008593586.1	ubiquitin-protein ligase Sel1/Ubx2
BBA_00270	19883282	XM_008595367.1	XP_008593589.1	tRNA synthetase class II
BBA_00274	19883286	XM_008595371.1	XP_008593593.1	DNA excision repair protein
BBA_00278	19883290	XM_008595375.1	XP_008593597.1	endoplasmic reticulum transmembrane protein
BBA_00284	19883296	XM_008595381.1	XP_008593603.1	uncharacterized protein
BBA_00286	19883298	XM_008595383.1	XP_008593605.1	2OG-Fe(II) oxygenase superfamily protein
BBA_00287	19883299	XM_008595384.1	XP_008593606.1	WD domain-containing protein
BBA_00288	19883300	XM_008595385.1	XP_008593607.1	RNA polymerase N/8 kDa subunit
BBA_00292	19883304	XM_008595389.1	XP_008593611.1	WD domain-containing protein
BBA_00293	19883305	XM_008595390.1	XP_008593612.1	PIG-P domain-containing protein
BBA_00294	19883306	XM_008595391.1	XP_008593613.1	vacuolar assembly/sorting protein VPS8
BBA_00295	19883307	XM_008595392.1	XP_008593614.1	uncharacterized protein
BBA_00296	19883308	XM_008595393.1	XP_008593615.1	RING-8 protein
BBA_00297	19883309	XM_008595394.1	XP_008593616.1	class V chitinase, putative
BBA_00298	19883310	XM_008595395.1	XP_008593617.1	putative U-snRNP-associated cyclophilin
BBA_00299	19883311	XM_008595396.1	XP_008593618.1	uncharacterized protein
BBA_00300	19883312	XM_008595397.1	XP_008593619.1	FoabaA-like protein
BBA_00301	19883313	XM_008595398.1	XP_008593620.1	RNA recognition domain-containing protein
BBA_00302	19883314	XM_008595399.1	XP_008593621.1	glycosyltransferase family 2
BBA_00304	19883316	XM_008595401.1	XP_008593623.1	dynein light chain type 1
BBA_00305	19883317	XM_008595402.1	XP_008593624.1	Cytochrome P450 CYP628A2
BBA_00306	19883318	XM_008595403.1	XP_008593625.1	DEAD/DEAH box helicase
BBA_00307	19883319	XM_008595404.1	XP_008593626.1	Protein of unknown function DUF2401, secretory
BBA_00308	19883320	XM_008595405.1	XP_008593627.1	lysyl-tRNA synthetase
BBA_00313	19883325	XM_008595410.1	XP_008593632.1	mitochondrial-processing peptidase subunit beta
BBA_00314	19883326	XM_008595411.1	XP_008593633.1	fibronectin type III domain-containing protein
BBA_00316	19883328	XM_008595413.1	XP_008593635.1	histidinol dehydrogenase
BBA_00318	19883330	XM_008595415.1	XP_008593637.1	AMP-binding enzyme, putative
BBA_00322	19883334	XM_008595419.1	XP_008593641.1	metalloprotease-like protein
BBA_00323	19883335	XM_008595420.1	XP_008593642.1	inosine-5-monophosphate dehydrogenase
BBA_00470	19883482	XM_008595567.1	XP_008593789.1	ATP-grasp enzyme-like protein
BBA_00472	19883484	XM_008595569.1	XP_008593791.1	3-dehydroquinate synthase
BBA_00474	19883486	XM_008595571.1	XP_008593793.1	gamma interferon inducible lysosomal thiol reductase (GILT)
BBA_00477	19883489	XM_008595574.1	XP_008593796.1	uncharacterized protein
BBA_00478	19883490	XM_008595575.1	XP_008593797.1	calcineurin-like phosphoesterase
BBA_00480	19883492	XM_008595577.1	XP_008593799.1	uncharacterized protein
BBA_00482	19883494	XM_008595579.1	XP_008593801.1	wyosine base formation
BBA_00483	19883495	XM_008595580.1	XP_008593802.1	cysteine dioxygenase
BBA_00484	19883496	XM_008595581.1	XP_008593803.1	sulfite transporter Ssu2
BBA_00487	19883499	XM_008595584.1	XP_008593806.1	pterin 4 alpha carbinolamine dehydratase
BBA_00489	19883501	XM_008595586.1	XP_008593808.1	Actin-like protein, ARP5 class
BBA_00491	19883503	XM_008595588.1	XP_008593810.1	chromatin-remodeling complex subunit ies6
BBA_00493	19883505	XM_008595590.1	XP_008593812.1	profilin-like protein
BBA_00494	19883506	XM_008595591.1	XP_008593813.1	uncharacterized protein
BBA_00495	19883507	XM_008595592.1	XP_008593814.1	SNARE protein, putative
BBA_00497	19883509	XM_008595594.1	XP_008593816.1	Sec63 Brl domain-containing protein
BBA_00498	19883510	XM_008595595.1	XP_008593817.1	RTA1 domain protein, putative
BBA_00505	19883517	XM_008595602.1	XP_008593824.1	ferric reductase like transmembrane component
BBA_00506	19883518	XM_008595603.1	XP_008593825.1	RNA recognition domain-containing protein
BBA_00508	19883520	XM_008595605.1	XP_008593827.1	putative calcium/calmodulin-dependent protein kinase type I
BBA_00510	19883522	XM_008595607.1	XP_008593829.1	DNA-directed RNA polymerase I subunit
BBA_00511	19883523	XM_008595608.1	XP_008593830.1	GRC3 protein
BBA_00512	19883524	XM_008595609.1	XP_008593831.1	trascription factor
BBA_00513	19883525	XM_008595610.1	XP_008593832.1	uncharacterized protein
BBA_00515	19883527	XM_008595612.1	XP_008593834.1	Concanavalin A-like lectin/glucanase
BBA_00516	19883528	XM_008595613.1	XP_008593835.1	Pex2/Pex12 amino terminal region
BBA_00518	19883530	XM_008595615.1	XP_008593837.1	uncharacterized protein
BBA_00519	19883531	XM_008595616.1	XP_008593838.1	RING finger domain protein, putative
BBA_00520	19883532	XM_008595617.1	XP_008593839.1	heterokaryon incompatibility protein Het-C
BBA_00523	19883535	XM_008595620.1	XP_008593842.1	histone acetyltransferase subunit 3
BBA_00525	19883537	XM_008595622.1	XP_008593844.1	GPI anchored cell wall protein
BBA_00530	19883542	XM_008595627.1	XP_008593849.1	Hydrophobin 2
BBA_00532	19883544	XM_008595629.1	XP_008593851.1	short chain dehydrogenase
BBA_00533	19883545	XM_008595630.1	XP_008593852.1	4-coumarate:coenzyme A ligase
BBA_00534	19883546	XM_008595631.1	XP_008593853.1	uncharacterized protein
BBA_00535	19883547	XM_008595632.1	XP_008593854.1	transcription initiation protein
BBA_00536	19883548	XM_008595633.1	XP_008593855.1	Alcohol dehydrogenase superfamily, zinc-containing
BBA_00538	19883550	XM_008595635.1	XP_008593857.1	Atg28p-like protein
BBA_00539	19883551	XM_008595636.1	XP_008593858.1	Protein of unknown function DUF1748
BBA_00540	19883552	XM_008595637.1	XP_008593859.1	MFS transporter, putative
BBA_00542	19883554	XM_008595639.1	XP_008593861.1	uncharacterized protein
BBA_00545	19883557	XM_008595642.1	XP_008593864.1	penicillin-binding protein
BBA_00546	19883558	XM_008595643.1	XP_008593865.1	calcium-dependent protein kinase
BBA_00547	19883559	XM_008595644.1	XP_008593866.1	purine nucleoside permease
BBA_00548	19883560	XM_008595645.1	XP_008593867.1	calcium-translocating P-type ATPase
BBA_00549	19883561	XM_008595646.1	XP_008593868.1	multidrug resistance protein
BBA_00551	19883563	XM_008595648.1	XP_008593870.1	major facilitator superfamily transporter
BBA_00552	19883564	XM_008595649.1	XP_008593871.1	Bax-like protein
BBA_00555	19883567	XM_008595652.1	XP_008593874.1	F-box domain-containing protein
BBA_00556	19883568	XM_008595653.1	XP_008593875.1	cytidylyltransferase-like protein
BBA_00559	19883571	XM_008595656.1	XP_008593878.1	oxidoreductase molybdopterin binding domain-containing protein
BBA_00560	19883572	XM_008595657.1	XP_008593879.1	proteasome/cyclosome
BBA_00561	19883573	XM_008595658.1	XP_008593880.1	mRNA capping enzyme
BBA_00562	19883574	XM_008595659.1	XP_008593881.1	purine permease
BBA_00568	19883580	XM_008595665.1	XP_008593887.1	uncharacterized protein
BBA_00569	19883581	XM_008595666.1	XP_008593888.1	uncharacterized protein
BBA_00570	19883582	XM_008595667.1	XP_008593889.1	retrograde regulation protein
BBA_00572	19883584	XM_008595669.1	XP_008593891.1	glyoxalase/bleomycin resistance protein/dioxygenase
BBA_00574	19883586	XM_008595671.1	XP_008593893.1	choriogenin Hminor
BBA_00575	19883587	XM_008595672.1	XP_008593894.1	F-box domain protein
BBA_00576	19883588	XM_008595673.1	XP_008593895.1	purine biosynthesis protein
BBA_00580	19883592	XM_008595677.1	XP_008593899.1	Rad17 cell cycle checkpoint protein
BBA_00581	19883593	XM_008595678.1	XP_008593900.1	uncharacterized protein
BBA_00582	19883594	XM_008595679.1	XP_008593901.1	GDSL-like Lipase/Acylhydrolase
BBA_00583	19883595	XM_008595680.1	XP_008593902.1	PCI domain-containing protein
BBA_00584	19883596	XM_008595681.1	XP_008593903.1	uncharacterized protein
BBA_00586	19883598	XM_008595683.1	XP_008593905.1	DNA polymerase POL4, putative
BBA_00587	19883599	XM_008595684.1	XP_008593906.1	intracellular protein transport protein
BBA_00588	19883600	XM_008595685.1	XP_008593907.1	RNA polymerase II Mediator complex subunit Sin4
BBA_00589	19883601	XM_008595686.1	XP_008593908.1	pyruvate dehydrogenase
BBA_00590	19883602	XM_008595687.1	XP_008593909.1	uncharacterized protein
BBA_00591	19883603	XM_008595688.1	XP_008593910.1	mucin-like protein
BBA_00592	19883604	XM_008595689.1	XP_008593911.1	vacuolar protein sorting/targeting protein PEP1
BBA_00593	19883605	XM_008595690.1	XP_008593912.1	uncharacterized protein
BBA_00594	19883606	XM_008595691.1	XP_008593913.1	amino acid permease
BBA_00595	19883607	XM_008595692.1	XP_008593914.1	glycosyl hydrolase family 47
BBA_00596	19883608	XM_008595693.1	XP_008593915.1	Autophagy-like protein 3
BBA_00598	19883610	XM_008595695.1	XP_008593917.1	alkaline phytoceramidase
BBA_00602	19883614	XM_008595699.1	XP_008593921.1	kelch domain-containing protein
BBA_00603	19883615	XM_008595700.1	XP_008593922.1	AMP-binding enzyme
BBA_00604	19883616	XM_008595701.1	XP_008593923.1	phosphatidylinositol-glycan biosynthesis class S protein
BBA_00607	19883619	XM_008595704.1	XP_008593926.1	aldehyde dehydrogenase
BBA_00609	19883621	XM_008595706.1	XP_008593928.1	peroxisomal copper amine oxidase
BBA_00610	19883622	XM_008595707.1	XP_008593929.1	myb family transcription factor
BBA_00611	19883623	XM_008595708.1	XP_008593930.1	patatin-like phospholipase
BBA_00615	19883627	XM_008595712.1	XP_008593934.1	uncharacterized protein
BBA_00616	19883628	XM_008595713.1	XP_008593935.1	glycoside hydrolase family 35
BBA_00618	19883630	XM_008595715.1	XP_008593937.1	Hemolysin-III protein
BBA_00622	19883634	XM_008595719.1	XP_008593941.1	uncharacterized protein
BBA_00623	19883635	XM_008595720.1	XP_008593942.1	uncharacterized protein
BBA_00624	19883636	XM_008595721.1	XP_008593943.1	uncharacterized protein
BBA_00628	19883640	XM_008595725.1	XP_008593947.1	salicylate hydroxylase
BBA_00630	19883642	XM_008595727.1	XP_008593949.1	CoA-transferase family III
BBA_00632	19883644	XM_008595729.1	XP_008593951.1	4-coumarate-CoA ligase
BBA_00633	19883645	XM_008595730.1	XP_008593952.1	NACHT and TPR domain-containing protein
BBA_00634	19883646	XM_008595731.1	XP_008593953.1	DJ-1/PfpI protein
BBA_00635	19883647	XM_008595732.1	XP_008593954.1	Secretory lipase family protein
BBA_00638	19883650	XM_008595735.1	XP_008593957.1	putative tricarboxylate transporter mitochondrial carrier protein
BBA_00640	19883652	XM_008595737.1	XP_008593959.1	metal homeostatis protein BSD2
BBA_00643	19883655	XM_008595740.1	XP_008593962.1	uncharacterized protein
BBA_00644	19883656	XM_008595741.1	XP_008593963.1	uncharacterized protein
BBA_00647	19883659	XM_008595744.1	XP_008593966.1	uncharacterized protein
BBA_00652	19883664	XM_008595749.1	XP_008593971.1	acyl carrier protein
BBA_00653	19883665	XM_008595750.1	XP_008593972.1	spindle poison sensitivity protein Scp3, putative
BBA_00654	19883666	XM_008595751.1	XP_008593973.1	uncharacterized protein
BBA_00655	19883667	XM_008595752.1	XP_008593974.1	amidohydrolase-like protein
BBA_00657	19883669	XM_008595754.1	XP_008593976.1	purine-cytosine permease FCY21
BBA_00659	19883671	XM_008595756.1	XP_008593978.1	60S ribosomal protein L28
BBA_00662	19883674	XM_008595759.1	XP_008593981.1	FCP1-like phosphatase
BBA_00668	19883680	XM_008595765.1	XP_008593987.1	glucosamine 6-phosphate acetyltransferase, putative
BBA_00669	19883681	XM_008595766.1	XP_008593988.1	WD repeat-containing protein
BBA_00671	19883683	XM_008595768.1	XP_008593990.1	PLAC8 family protein
BBA_00672	19883684	XM_008595769.1	XP_008593991.1	putative glutathione S-transferase
BBA_00673	19883685	XM_008595770.1	XP_008593992.1	Beta-lactamase-type transpeptidase
BBA_00675	19883687	XM_008595772.1	XP_008593994.1	hexose transporter
BBA_00677	19883689	XM_008595774.1	XP_008593996.1	Putative Zn(II)2Cys6 transcription factor
BBA_00682	19883694	XM_008595779.1	XP_008594001.1	uncharacterized protein
BBA_00683	19883695	XM_008595780.1	XP_008594002.1	heterokaryon incompatibility protein
BBA_00684	19883696	XM_008595781.1	XP_008594003.1	Pfs, NACHT and WD domain protein
BBA_00685	19883697	XM_008595782.1	XP_008594004.1	uncharacterized protein
BBA_00686	19883698	XM_008595783.1	XP_008594005.1	uncharacterized protein
BBA_00687	19883699	XM_008595784.1	XP_008594006.1	uncharacterized protein
BBA_00690	19883702	XM_008595787.1	XP_008594009.1	uncharacterized protein
BBA_00691	19883703	XM_008595788.1	XP_008594010.1	uncharacterized protein
BBA_00692	19883704	XM_008595789.1	XP_008594011.1	reverse transcriptase
BBA_00695	19883707	XM_008595792.1	XP_008594014.1	uncharacterized protein
BBA_00698	19883710	XM_008595795.1	XP_008594017.1	restless-like transposase
BBA_00699	19883711	XM_008595796.1	XP_008594018.1	uncharacterized protein
BBA_00701	19883713	XM_008595798.1	XP_008594020.1	uncharacterized protein
BBA_00702	19883714	XM_008595799.1	XP_008594021.1	lipase, putative
BBA_00703	19883715	XM_008595800.1	XP_008594022.1	Heterokaryon incompatibility
BBA_00706	19883718	XM_008595803.1	XP_008594025.1	uncharacterized protein
BBA_00709	19883721	XM_008595806.1	XP_008594028.1	FAD binding domain-containing protein
BBA_00710	19883722	XM_008595807.1	XP_008594029.1	C6 zinc finger domain-containing protein
BBA_00711	19883723	XM_008595808.1	XP_008594030.1	uncharacterized protein
BBA_00712	19883724	XM_008595809.1	XP_008594031.1	putative C6-zinc finger TF, regulator of conidiation
BBA_00715	19883727	XM_008595812.1	XP_008594034.1	FluG domain-containing protein
BBA_00717	19883729	XM_008595814.1	XP_008594036.1	uncharacterized protein
BBA_00719	19883731	XM_008595816.1	XP_008594038.1	uncharacterized protein
BBA_00722	19883734	XM_008595819.1	XP_008594041.1	Cytochrome P450 CYP645A1
BBA_00724	19883736	XM_008595821.1	XP_008594043.1	NIMA interactive protein
BBA_00725	19883737	XM_008595822.1	XP_008594044.1	torulene oxygenase
BBA_00726	19883738	XM_008595823.1	XP_008594045.1	glutamine synthetase
BBA_00732	19883744	XM_008595829.1	XP_008594051.1	apoptosis-inducing factor, putative
BBA_00734	19883746	XM_008595831.1	XP_008594053.1	uncharacterized protein
BBA_00737	19883749	XM_008595834.1	XP_008594056.1	dimethylaniline monooxygenase 3
BBA_00738	19883750	XM_008595835.1	XP_008594057.1	myb-like DNA-binding domain-containing protein
BBA_00740	19883752	XM_008595837.1	XP_008594059.1	C6 transcription factor OefC
BBA_00742	19883754	XM_008595839.1	XP_008594061.1	stress responsive A/B barrel domain protein
BBA_00743	19883755	XM_008595840.1	XP_008594062.1	transmembrane E3 ubiquitin-protein ligase
BBA_00749	19883761	XM_008595846.1	XP_008594068.1	nuclear matrix protein
BBA_00751	19883763	XM_008595848.1	XP_008594070.1	uncharacterized protein
BBA_00753	19883765	XM_008595850.1	XP_008594072.1	transport protein sec24
BBA_00754	19883766	XM_008595851.1	XP_008594073.1	serine/threonine kinase
BBA_00755	19883767	XM_008595852.1	XP_008594074.1	asparaginyl-tRNA synthetase
BBA_00756	19883768	XM_008595853.1	XP_008594075.1	cAMP-independent regulatory protein pac2
BBA_00757	19883769	XM_008595854.1	XP_008594076.1	RNA-metabolising metallo-beta-lactamase
BBA_00758	19883770	XM_008595855.1	XP_008594077.1	protein sys1
BBA_00760	19883772	XM_008595857.1	XP_008594079.1	phosphatidylinositol-4-phosphate 5-Kinase
BBA_00763	19883775	XM_008595860.1	XP_008594082.1	glutaryl-CoA dehydrogenase
BBA_00765	19883777	XM_008595862.1	XP_008594084.1	NADPH oxidase
BBA_00767	19883779	XM_008595864.1	XP_008594086.1	uncharacterized protein
BBA_00772	19883784	XM_008595869.1	XP_008594091.1	uncharacterized protein
BBA_00776	19883788	XM_008595873.1	XP_008594095.1	CoA-transferase family III
BBA_00778	19883790	XM_008595875.1	XP_008594097.1	WD domain-containing protein
BBA_00779	19883791	XM_008595876.1	XP_008594098.1	uncharacterized protein
BBA_00780	19883792	XM_008595877.1	XP_008594099.1	Cse1-like protein
BBA_00781	19883793	XM_008595878.1	XP_008594100.1	tuberin-like protein
