"seqnames","start","end","width","strand","score","p_value","q_value","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","distanceToTSS","GeneID","transcript_id","protein_id"
"NW_007930956.1",2740,2746,7,"+",12,7.93e-05,1,"Promoter (2-3kb)",121,643,1803,1161,1,"BBA_10301",2097,NA,NA,NA
"NW_007930955.1",2815,2821,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",120,3376,7603,4228,1,"BBA_10298",-561,NA,NA,NA
"NW_007930954.1",2835,2841,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",119,1380,2891,1512,1,"BBA_10295",1461,NA,NA,NA
"NW_007930961.1",2878,2884,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",125,1854,4816,2963,1,"BBA_10314",1030,NA,NA,NA
"NW_007930843.1",2943,2949,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",8,4559,5308,750,1,"BBA_03630",-1616,NA,NA,NA
"NW_007930956.1",3023,3029,7,"+",12,7.93e-05,1,"Promoter (2-3kb)",121,643,1803,1161,1,"BBA_10301",2380,NA,NA,NA
"NW_007930837.1",3134,3140,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",2,1222,3333,2112,1,"BBA_00682",1912,NA,NA,NA
"NW_007930968.1",3202,3208,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",131,4084,5021,938,2,"BBA_10328",1819,NA,NA,NA
"NW_007930918.1",3269,3275,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",83,2173,3970,1798,2,"BBA_10040",695,NA,NA,NA
"NW_007930980.1",3395,3401,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",140,2431,4253,1823,2,"BBA_10345",852,"19893357","XM_008605442.1","XP_008603664.1"
"NW_007930990.1",3495,3501,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",148,1961,2343,383,2,"BBA_10357",-1152,"19893369","XM_008605454.1","XP_008603676.1"
"NW_007930975.1",3541,3547,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",137,1238,2454,1217,2,"BBA_10339",-1087,NA,NA,NA
"NW_007930895.1",3631,3637,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",60,2507,4129,1623,1,"BBA_09609",1124,NA,NA,NA
"NW_007930925.1",3694,3700,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",90,438,3127,2690,2,"BBA_10114",-567,NA,NA,NA
"NW_007930988.1",3794,3800,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",147,1391,3930,2540,2,"BBA_10356",136,"19893368","XM_008605453.1","XP_008603675.1"
"NW_007930846.1",3807,3813,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",11,2011,3807,1797,2,"BBA_04646",0,NA,NA,NA
"NW_007930923.1",3863,3869,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",88,2725,3601,877,1,"BBA_10100",1138,NA,NA,NA
"NW_007930969.1",3879,3885,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",132,2611,3965,1355,1,"BBA_10330",1274,NA,NA,NA
"NW_007930953.1",3890,3896,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",118,5537,5883,347,2,"BBA_10292",1987,NA,NA,NA
"NW_007930944.1",3995,4001,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",109,2595,4756,2162,2,"BBA_10253",761,NA,NA,NA
"NW_007930847.1",4046,4052,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",12,2906,5432,2527,1,"BBA_04902",1140,NA,NA,NA
"NW_007930884.1",4053,4059,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",49,4060,5247,1188,2,"BBA_09257",1188,NA,NA,NA
"NW_007930946.1",4064,4070,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",111,2613,4493,1881,1,"BBA_10264",1451,NA,NA,NA
"NW_007930870.1",4116,4122,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",35,4460,5587,1128,2,"BBA_08439",1471,NA,NA,NA
"NW_007930864.1",4200,4206,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",29,3147,6928,3782,1,"BBA_07881",1059,NA,NA,NA
"NW_007930891.1",4237,4243,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",56,2679,3667,989,1,"BBA_09498",1558,NA,NA,NA
"NW_007930966.1",4251,4257,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",130,3644,5182,1539,2,"BBA_10325",925,NA,NA,NA
"NW_007930972.1",4337,4343,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",134,3822,5060,1239,2,"BBA_10335",723,NA,NA,NA
"NW_007930911.1",4408,4414,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",76,4407,5693,1287,1,"BBA_09939",1,NA,NA,NA
"NW_007930950.1",4437,4443,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",115,4710,7470,2761,1,"BBA_10281",-273,NA,NA,NA
"NW_007930942.1",4445,4451,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",107,3576,3851,276,2,"BBA_10244",-600,NA,NA,NA
"NW_007930846.1",4451,4457,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",11,2011,3807,1797,2,"BBA_04646",-644,NA,NA,NA
"NW_007930875.1",4566,4572,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",40,5027,5633,607,1,"BBA_08766",-461,NA,NA,NA
"NW_007930933.1",4585,4591,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",98,2160,5193,3034,2,"BBA_10192",608,NA,NA,NA
"NW_007930915.1",4672,4678,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",80,5987,6800,814,1,"BBA_10000",-1315,NA,NA,NA
"NW_007930968.1",4713,4719,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",131,4084,5021,938,2,"BBA_10328",308,NA,NA,NA
"NW_007930886.1",4851,4857,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",51,3992,4975,984,1,"BBA_09328",859,NA,NA,NA
"NW_007930909.1",4870,4876,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",74,2626,3498,873,2,"BBA_09909",-1372,NA,NA,NA
"NW_007930838.1",4912,4918,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",3,2920,4480,1561,2,"BBA_01240",-438,NA,NA,NA
"NW_007930907.1",4974,4980,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",72,2294,6103,3810,2,"BBA_09865",1123,NA,NA,NA
"NW_007930956.1",4998,5004,7,"+",12,7.93e-05,1,"Promoter (4-5kb)",121,643,1803,1161,1,"BBA_10301",4355,NA,NA,NA
"NW_007930955.1",5297,5303,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",120,3376,7603,4228,1,"BBA_10298",1921,NA,NA,NA
"NW_007930893.1",5300,5306,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",58,5664,7238,1575,1,"BBA_09553",-358,NA,NA,NA
"NW_007930842.1",5310,5316,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",7,3012,5159,2148,2,"BBA_03205",-151,NA,NA,NA
"NW_007930848.1",5327,5333,7,"-",12,7.93e-05,1,"Promoter (3-4kb)",13,256,2040,1785,2,"BBA_05123",-3293,NA,NA,NA
"NW_007930899.1",5358,5364,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",64,5244,5722,479,2,"BBA_09713",364,NA,NA,NA
"NW_007930865.1",5389,5395,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",30,3206,4513,1308,2,"BBA_07979",-876,NA,NA,NA
"NW_007930891.1",5417,5423,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",56,6186,6608,423,2,"BBA_09499",1191,NA,NA,NA
"NW_007930910.1",5424,5430,7,"-",12,7.93e-05,1,"Promoter (2-3kb)",75,3153,5705,2553,1,"BBA_09921",2277,NA,NA,NA
"NW_007930948.1",5447,5453,7,"-",12,7.93e-05,1,"Promoter (2-3kb)",113,2472,5416,2945,1,"BBA_10271",2981,NA,NA,NA
"NW_007930894.1",5564,5570,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",59,6019,8839,2821,1,"BBA_09581",-455,NA,NA,NA
"NW_007930897.1",5726,5732,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",62,5090,5605,516,1,"BBA_09664",636,NA,NA,NA
"NW_007930884.1",5751,5757,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",49,4060,5247,1188,2,"BBA_09257",-510,NA,NA,NA
"NW_007930848.1",5775,5781,7,"+",12,7.93e-05,1,"Promoter (3-4kb)",13,256,2040,1785,2,"BBA_05123",-3735,NA,NA,NA
"NW_007930966.1",5783,5789,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",130,3644,5182,1539,2,"BBA_10325",-601,NA,NA,NA
"NW_007930966.1",5909,5915,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",130,3644,5182,1539,2,"BBA_10325",-727,NA,NA,NA
"NW_007930853.1",5914,5920,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",18,4327,6654,2328,2,"BBA_06209",734,NA,NA,NA
"NW_007930962.1",5937,5943,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",126,6461,7012,552,2,"BBA_10318",1075,"19893330","XM_008605415.1","XP_008603637.1"
"NW_007930845.1",6161,6167,7,"+",12,7.93e-05,1,"Promoter (2-3kb)",10,8463,9262,800,1,"BBA_04349",-2296,NA,NA,NA
"NW_007930836.1",6182,6188,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",1,5664,7104,1441,2,"BBA_00002",916,NA,NA,NA
"NW_007930966.1",6178,6184,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",130,6492,6893,402,2,"BBA_10326",715,NA,NA,NA
"NW_007930851.1",6281,6287,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",16,5807,7367,1561,1,"BBA_05804",474,NA,NA,NA
"NW_007930884.1",6305,6311,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",49,4060,5247,1188,2,"BBA_09257",-1064,NA,NA,NA
"NW_007930936.1",6335,6341,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",101,7042,7245,204,1,"BBA_10218",-707,NA,NA,NA
"NW_007930881.1",6504,6510,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",46,4878,5519,642,1,"BBA_09132",1632,NA,NA,NA
"NW_007930928.1",6517,6523,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",93,5491,6731,1241,1,"BBA_10145",1026,NA,NA,NA
"NW_007930962.1",6579,6585,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",126,6461,7012,552,2,"BBA_10318",433,"19893330","XM_008605415.1","XP_008603637.1"
"NW_007930851.1",6721,6727,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",16,5807,7367,1561,1,"BBA_05804",914,NA,NA,NA
"NW_007930925.1",6756,6762,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",90,5846,6946,1101,1,"BBA_10115",916,NA,NA,NA
"NW_007930892.1",6807,6813,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",57,6005,8445,2441,1,"BBA_09527",808,NA,NA,NA
"NW_007930938.1",6831,6837,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",103,5795,6984,1190,1,"BBA_10226",1036,NA,NA,NA
"NW_007930919.1",6855,6861,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",84,6812,7496,685,2,"BBA_10052",635,NA,NA,NA
"NW_007930876.1",6940,6946,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",41,6168,6869,702,1,"BBA_08833",778,NA,NA,NA
"NW_007930872.1",7009,7015,7,"+",12,7.93e-05,1,"Promoter (3-4kb)",37,6000,10461,4462,2,"BBA_08610",3446,NA,NA,NA
"NW_007930930.1",7006,7012,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",95,7235,8371,1137,2,"BBA_10166",1365,NA,NA,NA
"NW_007930939.1",7010,7016,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",104,5200,5713,514,1,"BBA_10232",1816,NA,NA,NA
"NW_007930883.1",7010,7016,7,"-",12,7.93e-05,1,"Promoter (2-3kb)",48,4974,6814,1841,1,"BBA_09218",2042,NA,NA,NA
"NW_007930916.1",7061,7067,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",81,8577,10383,1807,1,"BBA_10016",-1510,NA,NA,NA
"NW_007930870.1",7163,7169,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",35,6520,7855,1336,2,"BBA_08440",686,NA,NA,NA
"NW_007930944.1",7178,7184,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",109,6289,8877,2589,2,"BBA_10254",1699,NA,NA,NA
"NW_007930932.1",7356,7362,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",97,8191,9565,1375,1,"BBA_10185",-829,NA,NA,NA
"NW_007930930.1",7439,7445,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",95,7235,8371,1137,2,"BBA_10166",932,NA,NA,NA
"NW_007930940.1",7470,7476,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",105,6813,7324,512,1,"BBA_10237",663,NA,NA,NA
"NW_007930923.1",7562,7568,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",88,6236,8674,2439,2,"BBA_10101",1106,NA,NA,NA
"NW_007930874.1",7558,7564,7,"-",12,7.93e-05,1,"Promoter (4-5kb)",39,3345,8106,4762,1,"BBA_08716",4219,NA,NA,NA
"NW_007930944.1",7623,7629,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",109,6289,8877,2589,2,"BBA_10254",1254,NA,NA,NA
"NW_007930854.1",7699,7705,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",19,7715,10798,3084,1,"BBA_06417",-10,NA,NA,NA
"NW_007930891.1",7694,7700,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",56,6186,6608,423,2,"BBA_09499",-1092,NA,NA,NA
"NW_007930950.1",7773,7779,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",115,8611,9467,857,1,"BBA_10282",-832,NA,NA,NA
"NW_007930938.1",7777,7783,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",103,5795,6984,1190,1,"BBA_10226",1982,NA,NA,NA
"NW_007930940.1",7778,7784,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",105,7556,8320,765,2,"BBA_10238",536,NA,NA,NA
"NW_007930863.1",7853,7859,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",28,6868,7565,698,1,"BBA_07776",991,NA,NA,NA
"NW_007930933.1",7974,7980,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",98,7525,8731,1207,1,"BBA_10194",449,NA,NA,NA
"NW_007930891.1",8001,8007,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",56,6186,6608,423,2,"BBA_09499",-1399,NA,NA,NA
"NW_007930927.1",8182,8188,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",92,6817,8819,2003,1,"BBA_10137",1371,NA,NA,NA
"NW_007930843.1",8212,8218,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",8,8864,9893,1030,1,"BBA_03632",-646,NA,NA,NA
"NW_007930862.1",8273,8279,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",27,7625,9188,1564,1,"BBA_07677",648,NA,NA,NA
"NW_007930933.1",8283,8289,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",98,7525,8731,1207,1,"BBA_10194",764,NA,NA,NA
"NW_007930951.1",8368,8374,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",116,7990,8358,369,1,"BBA_10286",384,NA,NA,NA
"NW_007930915.1",8551,8557,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",80,6949,9189,2241,2,"BBA_10001",638,NA,NA,NA
"NW_007930940.1",8601,8607,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",105,7556,8320,765,2,"BBA_10238",-281,NA,NA,NA
"NW_007930893.1",8636,8642,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",58,8155,8483,329,1,"BBA_09554",481,NA,NA,NA
"NW_007930878.1",8917,8923,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",43,8319,10080,1762,2,"BBA_08956",1157,NA,NA,NA
"NW_007930840.1",9035,9041,7,"+",12,7.93e-05,1,"Promoter (4-5kb)",5,14020,15579,1560,1,"BBA_02310",-4979,NA,NA,NA
"NW_007930848.1",9048,9054,7,"-",12,7.93e-05,1,"Distal Intergenic",13,256,2040,1785,2,"BBA_05123",-7014,NA,NA,NA
"NW_007930906.1",9058,9064,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",71,9003,10895,1893,1,"BBA_09850",61,NA,NA,NA
"NW_007930864.1",9111,9117,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",29,7243,10961,3719,2,"BBA_07882",1850,NA,NA,NA
"NW_007930960.1",9130,9136,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",124,9296,10935,1640,2,"BBA_10312",1799,"19893324","XM_008605409.1","XP_008603631.1"
"NW_007930910.1",9211,9217,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",75,6081,7823,1743,2,"BBA_09922",-1394,NA,NA,NA
"NW_007930848.1",9218,9224,7,"-",12,7.93e-05,1,"Distal Intergenic",13,256,2040,1785,2,"BBA_05123",-7184,NA,NA,NA
"NW_007930932.1",9322,9328,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",97,8191,9565,1375,1,"BBA_10185",1131,NA,NA,NA
"NW_007930837.1",9356,9362,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",2,9189,9839,651,2,"BBA_00686",477,NA,NA,NA
"NW_007930848.1",9403,9409,7,"+",12,7.93e-05,1,"Distal Intergenic",13,13534,16521,2988,2,"BBA_05124",7112,NA,NA,NA
"NW_007930856.1",9437,9443,7,"+",12,7.93e-05,1,"Promoter (2-3kb)",21,6902,7900,999,1,"BBA_06805",2535,NA,NA,NA
"NW_007930841.1",9458,9464,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",6,8570,9367,798,1,"BBA_02749",894,NA,NA,NA
"NW_007930950.1",9505,9511,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",115,8611,9467,857,1,"BBA_10282",900,NA,NA,NA
"NW_007930872.1",9533,9539,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",37,6000,10461,4462,2,"BBA_08610",922,NA,NA,NA
"NW_007930910.1",9638,9644,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",75,11177,13042,1866,1,"BBA_09923",-1539,NA,NA,NA
"NW_007930945.1",9655,9661,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",110,8796,10157,1362,2,"BBA_10260",496,NA,NA,NA
"NW_007930861.1",9759,9765,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",26,5291,8908,3618,2,"BBA_07558",-857,NA,NA,NA
"NW_007930940.1",9816,9822,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",105,9220,13065,3846,1,"BBA_10239",596,NA,NA,NA
"NW_007930851.1",9850,9856,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",16,7541,9244,1704,2,"BBA_05805",-606,NA,NA,NA
"NW_007930931.1",9869,9875,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",96,7082,9427,2346,2,"BBA_10174",-448,NA,NA,NA
"NW_007930920.1",9925,9931,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",85,8034,9224,1191,1,"BBA_10070",1897,NA,NA,NA
"NW_007930890.1",9932,9938,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",55,6572,11433,4862,2,"BBA_09468",1501,NA,NA,NA
"NW_007930942.1",9964,9970,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",107,4959,11445,6487,2,"BBA_10245",1475,NA,NA,NA
"NW_007930853.1",9964,9970,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",18,10750,11938,1189,1,"BBA_06211",-786,NA,NA,NA
"NW_007930939.1",10027,10033,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",104,9272,9972,701,1,"BBA_10233",755,NA,NA,NA
"NW_007930951.1",10143,10149,7,"-",12,7.93e-05,1,"Promoter (1-2kb)",116,9046,10528,1483,1,"BBA_10287",1103,NA,NA,NA
"NW_007930869.1",10283,10289,7,"+",12,7.93e-05,1,"Promoter (<=1kb)",34,7367,9898,2532,2,"BBA_08335",-385,NA,NA,NA
"NW_007930843.1",10348,10354,7,"+",12,7.93e-05,1,"Promoter (1-2kb)",8,8864,9893,1030,1,"BBA_03632",1484,NA,NA,NA
"NW_007930959.1",10405,10411,7,"+",12,7.93e-05,1,"Distal Intergenic",123,3695,5126,1432,2,"BBA_10308",-5279,"19893320","XM_008605405.1","XP_008603627.1"
"NW_007930877.1",10425,10431,7,"-",12,7.93e-05,1,"Promoter (<=1kb)",42,9960,11037,1078,1,"BBA_08900",471,NA,NA,NA
