"seqnames","start","end","width","strand","score","p_value","q_value","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","distanceToTSS","GeneID","transcript_id","protein_id"
"NW_007930895.1",5865,5872,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",60,5457,6182,726,2,"BBA_09611",310,NA,NA,NA
"NW_007930839.1",7516,7523,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",4,5209,6574,1366,2,"BBA_01780",-942,NA,NA,NA
"NW_007930901.1",8716,8723,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",66,8992,10787,1796,1,"BBA_09754",-269,NA,NA,NA
"NW_007930873.1",9755,9762,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",38,9419,9794,376,1,"BBA_08664",343,NA,NA,NA
"NW_007930864.1",10181,10188,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",29,7243,10961,3719,2,"BBA_07882",780,NA,NA,NA
"NW_007930852.1",10687,10694,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",17,6827,8817,1991,2,"BBA_06022",-1870,NA,NA,NA
"NW_007930886.1",10845,10852,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",51,11087,11468,382,2,"BBA_09330",623,NA,NA,NA
"NW_007930862.1",11284,11291,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",27,11116,12610,1495,2,"BBA_07678",1319,NA,NA,NA
"NW_007930924.1",11474,11481,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",89,6035,10960,4926,2,"BBA_10108",-521,NA,NA,NA
"NW_007930937.1",11655,11662,8,"-",11.2551,8.13e-06,0.48,"Promoter (2-3kb)",102,13919,14842,924,1,"BBA_10223",-2264,NA,NA,NA
"NW_007930871.1",11800,11807,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",36,11570,12917,1348,1,"BBA_08532",230,NA,NA,NA
"NW_007930870.1",12477,12484,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",35,10746,12911,2166,1,"BBA_08442",1731,NA,NA,NA
"NW_007930949.1",13956,13963,8,"-",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",114,12899,13671,773,1,"BBA_10280",1064,"19893292","XM_008605377.1","XP_008603599.1"
"NW_007930863.1",14654,14661,8,"-",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",28,15680,17280,1601,1,"BBA_07778",-1026,NA,NA,NA
"NW_007930855.1",14965,14972,8,"+",11.2551,8.13e-06,0.48,"Promoter (2-3kb)",20,12396,14084,1689,1,"BBA_06637",2569,NA,NA,NA
"NW_007930884.1",16012,16019,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",49,15806,16810,1005,2,"BBA_09260",791,NA,NA,NA
"NW_007930876.1",17109,17116,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",41,16316,16762,447,2,"BBA_08839",-354,NA,NA,NA
"NW_007930936.1",17399,17406,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",101,17263,17608,346,2,"BBA_10221",209,NA,NA,NA
"NW_007930838.1",17430,17437,8,"-",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",3,15803,18712,2910,2,"BBA_01245",1282,NA,NA,NA
"NW_007930935.1",18405,18412,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",100,19969,23682,3714,1,"BBA_10214",-1557,"19893226","XM_008605311.1","XP_008603533.1"
"NW_007930893.1",19932,19939,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",58,19217,20119,903,2,"BBA_09557",180,NA,NA,NA
"NW_007930925.1",20603,20610,8,"-",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",90,19551,20879,1329,1,"BBA_10119",1059,NA,NA,NA
"NW_007930879.1",21410,21417,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",44,20951,22614,1664,1,"BBA_09031",459,NA,NA,NA
"NW_007930849.1",21676,21683,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",14,20342,21646,1305,2,"BBA_05346",-37,NA,NA,NA
"NW_007930839.1",23662,23669,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",4,23162,25216,2055,2,"BBA_01786",1547,NA,NA,NA
"NW_007930845.1",25149,25156,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",10,23479,25061,1583,2,"BBA_04355",-95,NA,NA,NA
"NW_007930848.1",25675,25682,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",13,25767,27118,1352,1,"BBA_05126",-85,NA,NA,NA
"NW_007930851.1",26778,26785,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",16,27590,31842,4253,1,"BBA_05811",-812,NA,NA,NA
"NW_007930899.1",27186,27193,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",64,27654,28616,963,1,"BBA_09721",-461,NA,NA,NA
"NW_007930918.1",28073,28080,8,"-",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",83,29600,30349,750,1,"BBA_10044",-1527,NA,NA,NA
"NW_007930853.1",28286,28293,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",18,27904,29117,1214,1,"BBA_06217",382,NA,NA,NA
"NW_007930864.1",28338,28345,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",29,28334,29632,1299,1,"BBA_07886",4,NA,NA,NA
"NW_007930859.1",28975,28982,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",24,30273,32446,2174,1,"BBA_07286",-1291,NA,NA,NA
"NW_007930922.1",29541,29548,8,"-",11.2551,8.13e-06,0.48,"Promoter (3-4kb)",87,25388,26387,1000,2,"BBA_10097",-3161,NA,NA,NA
"NW_007930849.1",29682,29689,8,"+",11.2551,8.13e-06,0.48,"Promoter (3-4kb)",14,23121,25869,2749,2,"BBA_05347",-3813,NA,NA,NA
"NW_007930871.1",29725,29732,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",36,28881,30674,1794,1,"BBA_08537",844,NA,NA,NA
"NW_007930841.1",30154,30161,8,"-",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",6,31807,34020,2214,1,"BBA_02756",-1653,NA,NA,NA
"NW_007930899.1",30165,30172,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",64,29564,30568,1005,1,"BBA_09722",601,NA,NA,NA
"NW_007930872.1",30191,30198,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",37,30150,31930,1781,1,"BBA_08616",41,NA,NA,NA
"NW_007930861.1",30315,30322,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",26,28798,30076,1279,2,"BBA_07566",-246,NA,NA,NA
"NW_007930890.1",31775,31782,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",55,32045,33815,1771,1,"BBA_09477",-270,NA,NA,NA
"NW_007930872.1",32180,32187,8,"-",11.2551,8.13e-06,0.48,"Promoter (2-3kb)",37,30150,31930,1781,1,"BBA_08616",2037,NA,NA,NA
"NW_007930851.1",32201,32208,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",16,32438,34308,1871,1,"BBA_05812",-230,NA,NA,NA
"NW_007930843.1",32499,32506,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",8,30635,31985,1351,2,"BBA_03640",-521,NA,NA,NA
"NW_007930849.1",33299,33306,8,"-",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",14,33624,35158,1535,2,"BBA_05348",1859,NA,NA,NA
"NW_007930855.1",33820,33827,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",20,33754,35302,1549,2,"BBA_06646",1475,NA,NA,NA
"NW_007930860.1",33843,33850,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",25,34219,35725,1507,1,"BBA_07434",-369,NA,NA,NA
"NW_007930855.1",34346,34353,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",20,33754,35302,1549,2,"BBA_06646",956,NA,NA,NA
"NW_007930921.1",35061,35068,8,"-",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",86,33856,35158,1303,1,"BBA_10092",1212,NA,NA,NA
"NW_007930880.1",35215,35222,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",45,33181,34852,1672,2,"BBA_09087",-370,NA,NA,NA
"NW_007930880.1",35259,35266,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",45,33181,34852,1672,2,"BBA_09087",-407,NA,NA,NA
"NW_007930848.1",35775,35782,8,"+",11.2551,8.13e-06,0.48,"Promoter (2-3kb)",13,36900,38314,1415,2,"BBA_05130",2532,NA,NA,NA
"NW_007930904.1",37229,37236,8,"-",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",69,35721,36167,447,2,"BBA_09817",-1069,NA,NA,NA
"NW_007930844.1",37264,37271,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",9,37637,39613,1977,1,"BBA_04006",-373,NA,NA,NA
"NW_007930870.1",38469,38476,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",35,36028,38460,2433,2,"BBA_08453",-16,NA,NA,NA
"NW_007930912.1",38609,38616,8,"-",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",77,38019,40060,2042,2,"BBA_09963",1451,NA,NA,NA
"NW_007930854.1",39283,39290,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",19,37397,39238,1842,2,"BBA_06424",-52,NA,NA,NA
"NW_007930890.1",41191,41198,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",55,38857,41036,2180,2,"BBA_09481",-162,NA,NA,NA
"NW_007930852.1",41417,41424,8,"-",11.2551,8.13e-06,0.48,"Promoter (2-3kb)",17,42464,44010,1547,2,"BBA_06035",2593,NA,NA,NA
"NW_007930918.1",41502,41509,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",83,42447,42824,378,2,"BBA_10049",1315,"19893061","XM_008605146.1","XP_008603368.1"
"NW_007930871.1",42312,42319,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",36,41431,42934,1504,2,"BBA_08542",622,NA,NA,NA
"NW_007930864.1",42431,42438,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",29,34617,42781,8165,2,"BBA_07889",350,NA,NA,NA
"NW_007930897.1",43003,43010,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",62,44114,46514,2401,1,"BBA_09676",-1104,NA,NA,NA
"NW_007930851.1",43362,43369,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",16,43233,46220,2988,1,"BBA_05816",129,NA,NA,NA
"NW_007930897.1",43782,43789,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",62,44114,46514,2401,1,"BBA_09676",-332,NA,NA,NA
"NW_007930844.1",45755,45762,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",9,45482,46066,585,2,"BBA_04009",304,NA,NA,NA
"NW_007930861.1",45944,45951,8,"+",11.2551,8.13e-06,0.48,"Promoter (2-3kb)",26,43791,44701,911,1,"BBA_07572",2153,NA,NA,NA
"NW_007930883.1",46321,46328,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",48,45894,47285,1392,1,"BBA_09233",427,NA,NA,NA
"NW_007930879.1",46661,46668,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",44,46751,47856,1106,2,"BBA_09038",1188,NA,NA,NA
"NW_007930895.1",48531,48538,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",60,49504,49889,386,1,"BBA_09624",-973,NA,NA,NA
"NW_007930853.1",48746,48753,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",18,46988,47808,821,1,"BBA_06223",1758,NA,NA,NA
"NW_007930891.1",49834,49841,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",56,48853,49714,862,2,"BBA_09508",-127,NA,NA,NA
"NW_007930840.1",51372,51379,8,"-",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",5,49540,52541,3002,2,"BBA_02321",1169,NA,NA,NA
"NW_007930848.1",53307,53314,8,"-",11.2551,8.13e-06,0.48,"Promoter (3-4kb)",13,48926,49330,405,2,"BBA_05135",-3984,NA,NA,NA
"NW_007930849.1",53499,53506,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",14,55109,55732,624,1,"BBA_05354",-1603,NA,NA,NA
"NW_007930845.1",53610,53617,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",10,53591,55473,1883,2,"BBA_04364",1856,NA,NA,NA
"NW_007930852.1",53642,53649,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",17,51079,52131,1053,2,"BBA_06037",-1511,NA,NA,NA
"NW_007930874.1",53979,53986,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",39,51672,53501,1830,2,"BBA_08729",-485,NA,NA,NA
"NW_007930848.1",54119,54126,8,"+",11.2551,8.13e-06,0.48,"Promoter (4-5kb)",13,48926,49330,405,2,"BBA_05135",-4789,NA,NA,NA
"NW_007930907.1",54267,54274,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",72,52913,54709,1797,1,"BBA_09890",1354,"19892902","XM_008604987.1","XP_008603209.1"
"NW_007930854.1",54997,55004,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",19,52979,54843,1865,2,"BBA_06429",-161,NA,NA,NA
"NW_007930867.1",55572,55579,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",32,55035,55939,905,1,"BBA_08188",537,NA,NA,NA
"NW_007930851.1",56229,56236,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",16,56668,57947,1280,1,"BBA_05821",-439,NA,NA,NA
"NW_007930851.1",56394,56401,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",16,56668,57947,1280,1,"BBA_05821",-267,NA,NA,NA
"NW_007930854.1",56436,56443,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",19,55528,57200,1673,2,"BBA_06430",764,NA,NA,NA
"NW_007930900.1",56634,56641,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",65,54552,57129,2578,2,"BBA_09749",495,NA,NA,NA
"NW_007930847.1",58968,58975,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",12,57132,58744,1613,2,"BBA_04921",-224,NA,NA,NA
"NW_007930896.1",59048,59055,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",61,59465,60162,698,1,"BBA_09651",-410,NA,NA,NA
"NW_007930846.1",59183,59190,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",11,56242,59123,2882,2,"BBA_04667",-67,NA,NA,NA
"NW_007930886.1",59683,59690,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",51,59667,60890,1224,2,"BBA_09343",1200,NA,NA,NA
"NW_007930881.1",60121,60128,8,"-",11.2551,8.13e-06,0.48,"Promoter (2-3kb)",46,62955,64796,1842,1,"BBA_09150",-2834,NA,NA,NA
"NW_007930851.1",60512,60519,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",16,61050,63105,2056,1,"BBA_05822",-538,NA,NA,NA
"NW_007930872.1",60767,60774,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",37,61042,61716,675,1,"BBA_08622",-268,NA,NA,NA
"NW_007930901.1",64219,64226,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",66,64089,64311,223,2,"BBA_09770",85,NA,NA,NA
"NW_007930859.1",64814,64821,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",24,65522,67773,2252,1,"BBA_07299",-701,NA,NA,NA
"NW_007930884.1",64902,64909,8,"-",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",49,63324,66716,3393,2,"BBA_09274",1814,NA,NA,NA
"NW_007930872.1",64987,64994,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",37,64874,66555,1682,1,"BBA_08624",113,NA,NA,NA
"NW_007930872.1",65015,65022,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",37,64874,66555,1682,1,"BBA_08624",141,NA,NA,NA
"NW_007930881.1",67600,67607,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",46,69112,76110,6999,1,"BBA_09151",-1505,NA,NA,NA
"NW_007930901.1",68376,68383,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",66,66960,68298,1339,2,"BBA_09772",-85,NA,NA,NA
"NW_007930865.1",68428,68435,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",30,67229,68071,843,2,"BBA_08000",-364,NA,NA,NA
"NW_007930843.1",68750,68757,8,"-",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",8,67638,68993,1356,1,"BBA_03653",1119,NA,NA,NA
"NW_007930894.1",68929,68936,8,"-",11.2551,8.13e-06,0.48,"Promoter (2-3kb)",59,70750,71292,543,2,"BBA_09601",2363,NA,NA,NA
"NW_007930861.1",69953,69960,8,"-",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",26,68714,71452,2739,2,"BBA_07578",1499,NA,NA,NA
"NW_007930894.1",71249,71256,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",59,70750,71292,543,2,"BBA_09601",43,NA,NA,NA
"NW_007930884.1",71455,71462,8,"-",11.2551,8.13e-06,0.48,"Promoter (3-4kb)",49,75152,77602,2451,1,"BBA_09275",-3697,NA,NA,NA
"NW_007930875.1",71660,71667,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",40,69442,71065,1624,2,"BBA_08788",-602,NA,NA,NA
"NW_007930874.1",71667,71674,8,"-",11.2551,8.13e-06,0.48,"Promoter (4-5kb)",39,64141,67639,3499,2,"BBA_08731",-4035,NA,NA,NA
"NW_007930896.1",72624,72631,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",61,72097,72836,740,1,"BBA_09658",527,NA,NA,NA
"NW_007930891.1",74978,74985,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",56,71282,75185,3904,2,"BBA_09517",207,NA,NA,NA
"NW_007930840.1",76601,76608,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",5,75277,76266,990,2,"BBA_02328",-342,NA,NA,NA
"NW_007930889.1",77123,77130,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",54,76492,76779,288,1,"BBA_09458",631,NA,NA,NA
"NW_007930880.1",77646,77653,8,"+",11.2551,8.13e-06,0.48,"Distal Intergenic",45,83171,84423,1253,2,"BBA_09099",6770,NA,NA,NA
"NW_007930875.1",78493,78500,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",40,74515,76608,2094,2,"BBA_08790",-1885,NA,NA,NA
"NW_007930883.1",78521,78528,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",48,77429,78866,1438,2,"BBA_09240",345,NA,NA,NA
"NW_007930857.1",78650,78657,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",22,78708,79759,1052,1,"BBA_06977",-51,NA,NA,NA
"NW_007930844.1",80278,80285,8,"-",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",9,79023,81657,2635,1,"BBA_04020",1262,NA,NA,NA
"NW_007930896.1",81101,81108,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",61,80972,81766,795,2,"BBA_09660",658,NA,NA,NA
"NW_007930850.1",81586,81593,8,"-",11.2551,8.13e-06,0.48,"Promoter (3-4kb)",15,84842,87193,2352,1,"BBA_05605",-3256,NA,NA,NA
"NW_007930871.1",81630,81637,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",36,79890,81289,1400,2,"BBA_08555",-348,NA,NA,NA
"NW_007930894.1",82837,82844,8,"+",11.2551,8.13e-06,0.48,"Promoter (2-3kb)",59,80408,82017,1610,1,"BBA_09606",2429,NA,NA,NA
"NW_007930892.1",82885,82892,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",57,83704,84453,750,1,"BBA_09547",-819,NA,NA,NA
"NW_007930848.1",83049,83056,8,"+",11.2551,8.13e-06,0.48,"Promoter (4-5kb)",13,85599,87163,1565,2,"BBA_05141",4107,NA,NA,NA
"NW_007930877.1",84116,84123,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",42,84132,85908,1777,1,"BBA_08919",-9,NA,NA,NA
"NW_007930853.1",84275,84282,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",18,82885,84488,1604,2,"BBA_06233",213,NA,NA,NA
"NW_007930885.1",85196,85203,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",50,82711,84988,2278,2,"BBA_09315",-208,NA,NA,NA
"NW_007930862.1",85296,85303,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",27,84490,85602,1113,2,"BBA_07703",306,NA,NA,NA
"NW_007930885.1",85474,85481,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",50,85847,87384,1538,1,"BBA_09316",-366,NA,NA,NA
"NW_007930846.1",88797,88804,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",11,86698,87907,1210,2,"BBA_04677",-890,NA,NA,NA
"NW_007930846.1",88838,88845,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",11,86698,87907,1210,2,"BBA_04677",-931,NA,NA,NA
"NW_007930837.1",89537,89544,8,"-",11.2551,8.13e-06,0.48,"Promoter (2-3kb)",2,90733,91983,1251,2,"BBA_00707",2446,NA,NA,NA
"NW_007930859.1",89682,89689,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",24,90535,92167,1633,1,"BBA_07307",-853,NA,NA,NA
"NW_007930836.1",90056,90063,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",1,88075,90170,2096,2,"BBA_00030",114,NA,NA,NA
"NW_007930842.1",90579,90586,8,"+",11.2551,8.13e-06,0.48,"Promoter (4-5kb)",7,86231,89893,3663,1,"BBA_03236",4348,NA,NA,NA
"NW_007930840.1",91944,91951,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",5,91707,92517,811,2,"BBA_02332",573,NA,NA,NA
"NW_007930851.1",92729,92736,8,"-",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",16,94713,96651,1939,1,"BBA_05835",-1984,NA,NA,NA
"NW_007930867.1",94089,94096,8,"+",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",32,92600,94081,1482,1,"BBA_08199",1489,NA,NA,NA
"NW_007930871.1",94139,94146,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",36,94088,101695,7608,1,"BBA_08558",51,NA,NA,NA
"NW_007930889.1",95038,95045,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",54,95029,95783,755,1,"BBA_09463",9,NA,NA,NA
"NW_007930848.1",95058,95065,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",13,94659,96161,1503,1,"BBA_05142",399,NA,NA,NA
"NW_007930868.1",96084,96091,8,"+",11.2551,8.13e-06,0.48,"Promoter (2-3kb)",33,95946,98794,2849,2,"BBA_08284",2703,NA,NA,NA
"NW_007930889.1",96115,96122,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",54,96253,96774,522,1,"BBA_09464",-138,NA,NA,NA
"NW_007930860.1",96508,96515,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",25,97084,99820,2737,1,"BBA_07459",-569,NA,NA,NA
"NW_007930872.1",97387,97394,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",37,97276,98186,911,1,"BBA_08636",111,NA,NA,NA
"NW_007930867.1",97792,97799,8,"+",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",32,96875,98740,1866,1,"BBA_08201",917,NA,NA,NA
"NW_007930861.1",98143,98150,8,"-",11.2551,8.13e-06,0.48,"Promoter (1-2kb)",26,94362,96394,2033,2,"BBA_07585",-1756,NA,NA,NA
"NW_007930857.1",98995,99002,8,"-",11.2551,8.13e-06,0.48,"Promoter (<=1kb)",22,95421,98077,2657,2,"BBA_06983",-925,NA,NA,NA
