locus_tag	GeneID	transcript_id	protein_id	product
BBA_00147	19883159	XM_008595244.1	XP_008593466.1	cutinase-2 protein
BBA_00149	19883161	XM_008595246.1	XP_008593468.1	ATP-NAD kinase
BBA_00151	19883163	XM_008595248.1	XP_008593470.1	phosphotyrosyl phosphate activator protein
BBA_00153	19883165	XM_008595250.1	XP_008593472.1	carbohydrate kinase
BBA_00157	19883169	XM_008595254.1	XP_008593476.1	DnaJ domain-containing protein
BBA_00160	19883172	XM_008595257.1	XP_008593479.1	uncharacterized protein
BBA_00161	19883173	XM_008595258.1	XP_008593480.1	RhoGAP domain-containing protein
BBA_00163	19883175	XM_008595260.1	XP_008593482.1	uncharacterized protein
BBA_00164	19883176	XM_008595261.1	XP_008593483.1	WLM domain-containing protein
BBA_00165	19883177	XM_008595262.1	XP_008593484.1	sulfate permease
BBA_00166	19883178	XM_008595263.1	XP_008593485.1	TBC domain-containing protein
BBA_00167	19883179	XM_008595264.1	XP_008593486.1	hemolysin-III family protein
BBA_00169	19883181	XM_008595266.1	XP_008593488.1	FKBP-type peptidyl-prolyl cis-trans isomerase
BBA_00170	19883182	XM_008595267.1	XP_008593489.1	serine/threonine-protein kinase cbk1
BBA_00172	19883184	XM_008595269.1	XP_008593491.1	glycoside hydrolase family 38
BBA_00174	19883186	XM_008595271.1	XP_008593493.1	60S acidic ribosomal protein P0
BBA_00175	19883187	XM_008595272.1	XP_008593494.1	WD repeat domain-containing protein
BBA_00179	19883191	XM_008595276.1	XP_008593498.1	uncharacterized protein
BBA_00180	19883192	XM_008595277.1	XP_008593499.1	DEAD/DEAH box helicase
BBA_00182	19883194	XM_008595279.1	XP_008593501.1	uncharacterized protein
BBA_00184	19883196	XM_008595281.1	XP_008593503.1	Nop14-like family protein
BBA_00185	19883197	XM_008595282.1	XP_008593504.1	arsenite resistance protein Ars2
BBA_00186	19883198	XM_008595283.1	XP_008593505.1	uncharacterized protein
BBA_00192	19883204	XM_008595289.1	XP_008593511.1	Ribonuclease H1
BBA_00198	19883210	XM_008595295.1	XP_008593517.1	cellobiose dehydrogenase
BBA_00205	19883217	XM_008595302.1	XP_008593524.1	uncharacterized protein
BBA_00206	19883218	XM_008595303.1	XP_008593525.1	uncharacterized protein
BBA_00207	19883219	XM_008595304.1	XP_008593526.1	cation diffusion facilitator family transporter
BBA_00208	19883220	XM_008595305.1	XP_008593527.1	40S ribosomal protein S2
BBA_00214	19883226	XM_008595311.1	XP_008593533.1	fungal specific transcription factor
BBA_00217	19883229	XM_008595314.1	XP_008593536.1	60S ribosomal protein L31
BBA_00220	19883232	XM_008595317.1	XP_008593539.1	CLAP1-like protein
BBA_00221	19883233	XM_008595318.1	XP_008593540.1	Cytochrome P450 CYP51F1
BBA_00229	19883241	XM_008595326.1	XP_008593548.1	mitochondrial ribosomal protein subunit L37
BBA_00231	19883243	XM_008595328.1	XP_008593550.1	uncharacterized protein
BBA_00237	19883249	XM_008595334.1	XP_008593556.1	Putative Zn(II)2Cys6 transcription factor
BBA_00238	19883250	XM_008595335.1	XP_008593557.1	chaperone protein hchA
BBA_00240	19883252	XM_008595337.1	XP_008593559.1	Spa2-like protein
BBA_00241	19883253	XM_008595338.1	XP_008593560.1	Ssu72-like protein
BBA_00242	19883254	XM_008595339.1	XP_008593561.1	SH3 domain-containing protein
BBA_00246	19883258	XM_008595343.1	XP_008593565.1	cutinase-like protein
BBA_00247	19883259	XM_008595344.1	XP_008593566.1	uncharacterized protein
BBA_00252	19883264	XM_008595349.1	XP_008593571.1	F-box domain-containing protein
BBA_00253	19883265	XM_008595350.1	XP_008593572.1	uncharacterized protein
BBA_00254	19883266	XM_008595351.1	XP_008593573.1	uncharacterized protein
BBA_00258	19883270	XM_008595355.1	XP_008593577.1	uncharacterized protein
BBA_00260	19883272	XM_008595357.1	XP_008593579.1	RNA polymerase Rpb1
BBA_00263	19883275	XM_008595360.1	XP_008593582.1	uncharacterized protein
BBA_00264	19883276	XM_008595361.1	XP_008593583.1	YSIRK family gram-positive signal peptide
BBA_00268	19883280	XM_008595365.1	XP_008593587.1	uncharacterized protein
BBA_00281	19883293	XM_008595378.1	XP_008593600.1	cupin-like protein
BBA_00283	19883295	XM_008595380.1	XP_008593602.1	membrane transporter
BBA_00291	19883303	XM_008595388.1	XP_008593610.1	COM1 protein
BBA_00292	19883304	XM_008595389.1	XP_008593611.1	WD domain-containing protein
BBA_00293	19883305	XM_008595390.1	XP_008593612.1	PIG-P domain-containing protein
BBA_00301	19883313	XM_008595398.1	XP_008593620.1	RNA recognition domain-containing protein
BBA_00307	19883319	XM_008595404.1	XP_008593626.1	Protein of unknown function DUF2401, secretory
BBA_00308	19883320	XM_008595405.1	XP_008593627.1	lysyl-tRNA synthetase
BBA_00311	19883323	XM_008595408.1	XP_008593630.1	UTP-glucose-1-phosphate uridylyltransferase
BBA_00312	19883324	XM_008595409.1	XP_008593631.1	raffinose synthase Sip1
BBA_00316	19883328	XM_008595413.1	XP_008593635.1	histidinol dehydrogenase
BBA_00318	19883330	XM_008595415.1	XP_008593637.1	AMP-binding enzyme, putative
BBA_00319	19883331	XM_008595416.1	XP_008593638.1	Peptidase S8
BBA_00468	19883480	XM_008595565.1	XP_008593787.1	pre-mRNA-splicing factor cef-1
BBA_00469	19883481	XM_008595566.1	XP_008593788.1	major facilitator superfamily transporter
BBA_00470	19883482	XM_008595567.1	XP_008593789.1	ATP-grasp enzyme-like protein
BBA_00488	19883500	XM_008595585.1	XP_008593807.1	bZIP transcription factor
BBA_00495	19883507	XM_008595592.1	XP_008593814.1	SNARE protein, putative
BBA_00496	19883508	XM_008595593.1	XP_008593815.1	short chain dehydrogenase
BBA_00501	19883513	XM_008595598.1	XP_008593820.1	negative acting factor
BBA_00507	19883519	XM_008595604.1	XP_008593826.1	peptidyl-tRNA hydrolase domain-containing protein
BBA_00510	19883522	XM_008595607.1	XP_008593829.1	DNA-directed RNA polymerase I subunit
BBA_00511	19883523	XM_008595608.1	XP_008593830.1	GRC3 protein
BBA_00512	19883524	XM_008595609.1	XP_008593831.1	trascription factor
BBA_00514	19883526	XM_008595611.1	XP_008593833.1	uncharacterized protein
BBA_00515	19883527	XM_008595612.1	XP_008593834.1	Concanavalin A-like lectin/glucanase
BBA_00518	19883530	XM_008595615.1	XP_008593837.1	uncharacterized protein
BBA_00520	19883532	XM_008595617.1	XP_008593839.1	heterokaryon incompatibility protein Het-C
BBA_00527	19883539	XM_008595624.1	XP_008593846.1	uncharacterized protein
BBA_00531	19883543	XM_008595628.1	XP_008593850.1	uncharacterized protein
BBA_00542	19883554	XM_008595639.1	XP_008593861.1	uncharacterized protein
BBA_00547	19883559	XM_008595644.1	XP_008593866.1	purine nucleoside permease
BBA_00548	19883560	XM_008595645.1	XP_008593867.1	calcium-translocating P-type ATPase
BBA_00549	19883561	XM_008595646.1	XP_008593868.1	multidrug resistance protein
BBA_00552	19883564	XM_008595649.1	XP_008593871.1	Bax-like protein
BBA_00553	19883565	XM_008595650.1	XP_008593872.1	uncharacterized protein
BBA_00557	19883569	XM_008595654.1	XP_008593876.1	activator of Hsp90 ATPase 1 family protein
BBA_00559	19883571	XM_008595656.1	XP_008593878.1	oxidoreductase molybdopterin binding domain-containing protein
BBA_00560	19883572	XM_008595657.1	XP_008593879.1	proteasome/cyclosome
BBA_00563	19883575	XM_008595660.1	XP_008593882.1	uncharacterized protein
BBA_00568	19883580	XM_008595665.1	XP_008593887.1	uncharacterized protein
BBA_00570	19883582	XM_008595667.1	XP_008593889.1	retrograde regulation protein
BBA_00572	19883584	XM_008595669.1	XP_008593891.1	glyoxalase/bleomycin resistance protein/dioxygenase
BBA_00573	19883585	XM_008595670.1	XP_008593892.1	uncharacterized protein
BBA_00584	19883596	XM_008595681.1	XP_008593903.1	uncharacterized protein
BBA_00586	19883598	XM_008595683.1	XP_008593905.1	DNA polymerase POL4, putative
BBA_00587	19883599	XM_008595684.1	XP_008593906.1	intracellular protein transport protein
BBA_00589	19883601	XM_008595686.1	XP_008593908.1	pyruvate dehydrogenase
BBA_00590	19883602	XM_008595687.1	XP_008593909.1	uncharacterized protein
BBA_00591	19883603	XM_008595688.1	XP_008593910.1	mucin-like protein
BBA_00594	19883606	XM_008595691.1	XP_008593913.1	amino acid permease
BBA_00598	19883610	XM_008595695.1	XP_008593917.1	alkaline phytoceramidase
BBA_00601	19883613	XM_008595698.1	XP_008593920.1	mitochondrial peroxiredoxin PRX1
BBA_00603	19883615	XM_008595700.1	XP_008593922.1	AMP-binding enzyme
BBA_00610	19883622	XM_008595707.1	XP_008593929.1	myb family transcription factor
BBA_00611	19883623	XM_008595708.1	XP_008593930.1	patatin-like phospholipase
BBA_00614	19883626	XM_008595711.1	XP_008593933.1	fasciclin domain-containing protein
BBA_00616	19883628	XM_008595713.1	XP_008593935.1	glycoside hydrolase family 35
BBA_00618	19883630	XM_008595715.1	XP_008593937.1	Hemolysin-III protein
BBA_00619	19883631	XM_008595716.1	XP_008593938.1	intracellular serine protease
BBA_00621	19883633	XM_008595718.1	XP_008593940.1	ankyrin repeat domain-containing protein 52
BBA_00622	19883634	XM_008595719.1	XP_008593941.1	uncharacterized protein
BBA_00624	19883636	XM_008595721.1	XP_008593943.1	uncharacterized protein
BBA_00627	19883639	XM_008595724.1	XP_008593946.1	Zn(II)2Cys6 transcription factor
BBA_00628	19883640	XM_008595725.1	XP_008593947.1	salicylate hydroxylase
BBA_00633	19883645	XM_008595730.1	XP_008593952.1	NACHT and TPR domain-containing protein
BBA_00636	19883648	XM_008595733.1	XP_008593955.1	major facilitator superfamily transporter
BBA_00647	19883659	XM_008595744.1	XP_008593966.1	uncharacterized protein
BBA_00648	19883660	XM_008595745.1	XP_008593967.1	cyanide hydratase
BBA_00651	19883663	XM_008595748.1	XP_008593970.1	zinc carboxypeptidase
BBA_00654	19883666	XM_008595751.1	XP_008593973.1	uncharacterized protein
BBA_00655	19883667	XM_008595752.1	XP_008593974.1	amidohydrolase-like protein
BBA_00658	19883670	XM_008595755.1	XP_008593977.1	DNA repair helicase
BBA_00663	19883675	XM_008595760.1	XP_008593982.1	beta-lactamase family protein
BBA_00665	19883677	XM_008595762.1	XP_008593984.1	NADH:ubiquinone oxidoreductase 14kD subunit
BBA_00670	19883682	XM_008595767.1	XP_008593989.1	uncharacterized protein
BBA_00674	19883686	XM_008595771.1	XP_008593993.1	major facilitator superfamily transporter
BBA_00675	19883687	XM_008595772.1	XP_008593994.1	hexose transporter
BBA_00679	19883691	XM_008595776.1	XP_008593998.1	uncharacterized protein
BBA_00682	19883694	XM_008595779.1	XP_008594001.1	uncharacterized protein
BBA_00686	19883698	XM_008595783.1	XP_008594005.1	uncharacterized protein
BBA_00687	19883699	XM_008595784.1	XP_008594006.1	uncharacterized protein
BBA_00689	19883701	XM_008595786.1	XP_008594008.1	uncharacterized protein
BBA_00691	19883703	XM_008595788.1	XP_008594010.1	uncharacterized protein
BBA_00698	19883710	XM_008595795.1	XP_008594017.1	restless-like transposase
BBA_00701	19883713	XM_008595798.1	XP_008594020.1	uncharacterized protein
BBA_00702	19883714	XM_008595799.1	XP_008594021.1	lipase, putative
BBA_00703	19883715	XM_008595800.1	XP_008594022.1	Heterokaryon incompatibility
BBA_00705	19883717	XM_008595802.1	XP_008594024.1	uncharacterized protein
BBA_00714	19883726	XM_008595811.1	XP_008594033.1	ankyrin repeat-containing protein
BBA_00719	19883731	XM_008595816.1	XP_008594038.1	uncharacterized protein
BBA_00721	19883733	XM_008595818.1	XP_008594040.1	BAR domain-containing protein
BBA_00722	19883734	XM_008595819.1	XP_008594041.1	Cytochrome P450 CYP645A1
BBA_00724	19883736	XM_008595821.1	XP_008594043.1	NIMA interactive protein
BBA_00726	19883738	XM_008595823.1	XP_008594045.1	glutamine synthetase
BBA_00730	19883742	XM_008595827.1	XP_008594049.1	glycosyltransferase family 31
BBA_00739	19883751	XM_008595836.1	XP_008594058.1	uncharacterized protein
BBA_00740	19883752	XM_008595837.1	XP_008594059.1	C6 transcription factor OefC
BBA_00741	19883753	XM_008595838.1	XP_008594060.1	uncharacterized protein
BBA_00745	19883757	XM_008595842.1	XP_008594064.1	disulfide-isomerase erp38
BBA_00750	19883762	XM_008595847.1	XP_008594069.1	uncharacterized protein
BBA_00755	19883767	XM_008595852.1	XP_008594074.1	asparaginyl-tRNA synthetase
BBA_00761	19883773	XM_008595858.1	XP_008594080.1	major facilitator superfamily transporter
BBA_00765	19883777	XM_008595862.1	XP_008594084.1	NADPH oxidase
BBA_00766	19883778	XM_008595863.1	XP_008594085.1	ribonuclease Trv, RNase Trv
BBA_00768	19883780	XM_008595865.1	XP_008594087.1	major facilitator superfamily transporter
BBA_00769	19883781	XM_008595866.1	XP_008594088.1	uncharacterized protein
BBA_00770	19883782	XM_008595867.1	XP_008594089.1	C6 zinc finger domain protein
BBA_00772	19883784	XM_008595869.1	XP_008594091.1	uncharacterized protein
BBA_00782	19883794	XM_008595879.1	XP_008594101.1	uncharacterized protein
BBA_00784	19883796	XM_008595881.1	XP_008594103.1	DNA polymerase alpha/epsilon subunit B
BBA_00790	19883802	XM_008595887.1	XP_008594109.1	L-serine dehydratase
BBA_00791	19883803	XM_008595888.1	XP_008594110.1	apoptosis-inducing TAF9-like domain 1 family protein
BBA_00793	19883805	XM_008595890.1	XP_008594112.1	uncharacterized protein
BBA_00794	19883806	XM_008595891.1	XP_008594113.1	uncharacterized protein
BBA_00798	19883810	XM_008595895.1	XP_008594117.1	uncharacterized protein
BBA_00800	19883812	XM_008595897.1	XP_008594119.1	uncharacterized protein
BBA_00804	19883816	XM_008595901.1	XP_008594123.1	RWD domain-containing protein
BBA_00809	19883821	XM_008595906.1	XP_008594128.1	ATP-NAD kinase
BBA_00810	19883822	XM_008595907.1	XP_008594129.1	Carbohydrate/purine kinase
BBA_00812	19883824	XM_008595909.1	XP_008594131.1	uncharacterized protein
BBA_00814	19883826	XM_008595911.1	XP_008594133.1	eukaryotic initiation factor 4E
BBA_00816	19883828	XM_008595913.1	XP_008594135.1	uncharacterized protein
BBA_00826	19883838	XM_008595923.1	XP_008594145.1	UreD urease accessory protein
BBA_00829	19883841	XM_008595926.1	XP_008594148.1	carbohydrate esterase, putative
BBA_00831	19883843	XM_008595928.1	XP_008594150.1	uncharacterized protein
BBA_00839	19883851	XM_008595936.1	XP_008594158.1	uncharacterized protein
BBA_00845	19883857	XM_008595942.1	XP_008594164.1	LCCL domain-containing protein
BBA_00846	19883858	XM_008595943.1	XP_008594165.1	tRNA-guanine transglycosylase
BBA_00849	19883861	XM_008595946.1	XP_008594168.1	glucan 1, 4-alpha-glucosidase
BBA_00851	19883863	XM_008595948.1	XP_008594170.1	small oligopeptide transporter, OPT family
BBA_00859	19883871	XM_008595956.1	XP_008594178.1	Putative Zn(II)2Cys6 transcription factor
BBA_00860	19883872	XM_008595957.1	XP_008594179.1	uncharacterized protein
BBA_00862	19883874	XM_008595959.1	XP_008594181.1	uncharacterized protein
BBA_00868	19883880	XM_008595965.1	XP_008594187.1	G-protein coupled receptor
BBA_00870	19883882	XM_008595967.1	XP_008594189.1	permease-like protein
BBA_00874	19883886	XM_008595971.1	XP_008594193.1	FAD binding domain-containing protein
BBA_00878	19883890	XM_008595975.1	XP_008594197.1	proline dehydrogenase
BBA_00886	19883898	XM_008595983.1	XP_008594205.1	fungal specific transcription factor
BBA_00887	19883899	XM_008595984.1	XP_008594206.1	kynureninase-like protein
BBA_00889	19883901	XM_008595986.1	XP_008594208.1	5-nucleotidase domain-containing protein
BBA_01281	19884293	XM_008596378.1	XP_008594600.1	uncharacterized protein
BBA_01282	19884294	XM_008596379.1	XP_008594601.1	phosphoesterase-like protein
BBA_01283	19884295	XM_008596380.1	XP_008594602.1	major facilitator superfamily transporter
BBA_01284	19884296	XM_008596381.1	XP_008594603.1	CP2 transcription factor
BBA_01286	19884298	XM_008596383.1	XP_008594605.1	tat pathway signal sequence
BBA_01289	19884301	XM_008596386.1	XP_008594608.1	eukaryotic and archaeal DNA primase small subunit
BBA_01291	19884303	XM_008596388.1	XP_008594610.1	Tim17/Tim22/Tim23 family protein
BBA_01295	19884307	XM_008596392.1	XP_008594614.1	uncharacterized protein
BBA_01297	19884309	XM_008596394.1	XP_008594616.1	mitochondrial protein Fmp26, putative
BBA_01307	19884319	XM_008596404.1	XP_008594626.1	GANP/Nin1/mts3/eIF-3 p25 family protein
BBA_01308	19884320	XM_008596405.1	XP_008594627.1	DNA ligase I
BBA_01311	19884323	XM_008596408.1	XP_008594630.1	NGG1 interacting factor Nif3
BBA_01313	19884325	XM_008596410.1	XP_008594632.1	amidase-like protein
BBA_01321	19884333	XM_008596418.1	XP_008594640.1	RINT-1 family protein
BBA_01323	19884335	XM_008596420.1	XP_008594642.1	Sec34-like family protein
BBA_01326	19884338	XM_008596423.1	XP_008594645.1	protein-tyrosine phosphatase
BBA_01327	19884339	XM_008596424.1	XP_008594646.1	uncharacterized protein
BBA_01329	19884341	XM_008596426.1	XP_008594648.1	prefoldin subunit
BBA_01335	19884347	XM_008596432.1	XP_008594654.1	GPI anchored glycoprotein, putative
BBA_01336	19884348	XM_008596433.1	XP_008594655.1	bicyclomycin resistance protein
BBA_01338	19884350	XM_008596435.1	XP_008594657.1	glycosyl hydrolase family 76
BBA_01428	19884440	XM_008596525.1	XP_008594747.1	ASF1 like histone chaperone
BBA_01429	19884441	XM_008596526.1	XP_008594748.1	GTPase-activator protein for Ras-like GTPase
BBA_01437	19884449	XM_008596534.1	XP_008594756.1	methyl transferase
BBA_01438	19884450	XM_008596535.1	XP_008594757.1	transcription factor IIA
BBA_01440	19884452	XM_008596537.1	XP_008594759.1	kelch domain-containing protein
BBA_01441	19884453	XM_008596538.1	XP_008594760.1	zinc finger protein SFP1
BBA_01444	19884456	XM_008596541.1	XP_008594763.1	dihydrouridine synthase
BBA_01446	19884458	XM_008596543.1	XP_008594765.1	uncharacterized protein
BBA_01448	19884460	XM_008596545.1	XP_008594767.1	uncharacterized protein
BBA_01455	19884467	XM_008596552.1	XP_008594774.1	uncharacterized protein
BBA_01456	19884468	XM_008596553.1	XP_008594775.1	uncharacterized protein
BBA_01459	19884471	XM_008596556.1	XP_008594778.1	DEAD/DEAH box helicase
BBA_01463	19884475	XM_008596560.1	XP_008594782.1	uncharacterized protein
BBA_01464	19884476	XM_008596561.1	XP_008594783.1	Actin-like protein
BBA_01465	19884477	XM_008596562.1	XP_008594784.1	uncharacterized protein
BBA_01467	19884479	XM_008596564.1	XP_008594786.1	PCI domain-containing protein
BBA_01469	19884481	XM_008596566.1	XP_008594788.1	NhRAD6-like protein
BBA_01470	19884482	XM_008596567.1	XP_008594789.1	uncharacterized protein
BBA_01473	19884485	XM_008596570.1	XP_008594792.1	DUF292 domain-containing protein
BBA_01476	19884488	XM_008596573.1	XP_008594795.1	transcription initiation factor IID
BBA_01480	19884492	XM_008596577.1	XP_008594799.1	major facilitator superfamily transporter
BBA_01483	19884495	XM_008596580.1	XP_008594802.1	DnaJ domain-containing protein
BBA_01486	19884498	XM_008596583.1	XP_008594805.1	C6 finger domain protein, putative
BBA_01487	19884499	XM_008596584.1	XP_008594806.1	MOSC domain-containing protein
BBA_01494	19884506	XM_008596591.1	XP_008594813.1	lipase 1 precursor
BBA_01497	19884509	XM_008596594.1	XP_008594816.1	uncharacterized protein
BBA_01500	19884512	XM_008596597.1	XP_008594819.1	DUF1014 domain protein
BBA_01501	19884513	XM_008596598.1	XP_008594820.1	major facilitator superfamily transporter
BBA_01502	19884514	XM_008596599.1	XP_008594821.1	fungal specific transcription factor
BBA_01503	19884515	XM_008596600.1	XP_008594822.1	uncharacterized protein
BBA_01504	19884516	XM_008596601.1	XP_008594823.1	Intradiol ring-cleavage dioxygenase, core
BBA_01505	19884517	XM_008596602.1	XP_008594824.1	peptidase family M20/M25/M40 protein
BBA_01506	19884518	XM_008596603.1	XP_008594825.1	FAD dependent oxidoreductase
BBA_01507	19884519	XM_008596604.1	XP_008594826.1	WD domain containing protein
BBA_01509	19884521	XM_008596606.1	XP_008594828.1	uncharacterized protein
BBA_01513	19884525	XM_008596610.1	XP_008594832.1	proteasome A-type and B-type
BBA_01514	19884526	XM_008596611.1	XP_008594833.1	C6 finger domain protein
BBA_01521	19884533	XM_008596618.1	XP_008594840.1	aldose 1-epimerase
BBA_01529	19884541	XM_008596626.1	XP_008594848.1	prenylcysteine oxidase
BBA_01540	19884552	XM_008596637.1	XP_008594859.1	uncharacterized protein
BBA_01543	19884555	XM_008596640.1	XP_008594862.1	eIF3 subunit 6 N terminal domain-containing protein
BBA_01551	19884563	XM_008596648.1	XP_008594870.1	rhodopsin family protein
BBA_01554	19884566	XM_008596651.1	XP_008594873.1	oxidoreductase-like protein
BBA_01557	19884569	XM_008596654.1	XP_008594876.1	choline-sulfatase-like protein
BBA_01562	19884574	XM_008596659.1	XP_008594881.1	uncharacterized protein
BBA_01563	19884575	XM_008596660.1	XP_008594882.1	transcription initiation factor TFIID subunit 7
BBA_01564	19884576	XM_008596661.1	XP_008594883.1	uncharacterized protein
BBA_01565	19884577	XM_008596662.1	XP_008594884.1	kinesin motor domain-containing protein
BBA_01566	19884578	XM_008596663.1	XP_008594885.1	uncharacterized protein
BBA_01572	19884584	XM_008596669.1	XP_008594891.1	uncharacterized protein
BBA_01576	19884588	XM_008596673.1	XP_008594895.1	ribosomal protein L6e
BBA_01578	19884590	XM_008596675.1	XP_008594897.1	thermoresistant glucokinase family carbohydrate kinase
BBA_01582	19884594	XM_008596679.1	XP_008594901.1	putative ribosomal protein L35
BBA_01584	19884596	XM_008596681.1	XP_008594903.1	uncharacterized protein
BBA_01586	19884598	XM_008596683.1	XP_008594905.1	DEAD/DEAH box helicase
BBA_01588	19884600	XM_008596685.1	XP_008594907.1	RNA recognition motif-containing protein
BBA_01589	19884601	XM_008596686.1	XP_008594908.1	xylose isomerase-like TIM barrel
BBA_01591	19884603	XM_008596688.1	XP_008594910.1	quinate transporter
BBA_01594	19884606	XM_008596691.1	XP_008594913.1	uncharacterized protein
BBA_01595	19884607	XM_008596692.1	XP_008594914.1	uncharacterized protein
BBA_01596	19884608	XM_008596693.1	XP_008594915.1	uncharacterized protein
BBA_01597	19884609	XM_008596694.1	XP_008594916.1	uncharacterized protein
BBA_01601	19884613	XM_008596698.1	XP_008594920.1	methionine aminopeptidase
BBA_01605	19884617	XM_008596702.1	XP_008594924.1	uncharacterized protein
BBA_01607	19884619	XM_008596704.1	XP_008594926.1	translation elongation factor G
BBA_01609	19884621	XM_008596706.1	XP_008594928.1	aminotransferase class I and II
BBA_02256	19885268	XM_008597353.1	XP_008595575.1	peptidase family C50
BBA_02260	19885272	XM_008597357.1	XP_008595579.1	Ras family protein
BBA_02261	19885273	XM_008597358.1	XP_008595580.1	pre-mRNA-splicing factor 38B
BBA_02262	19885274	XM_008597359.1	XP_008595581.1	phosphatidylinositol 3
BBA_02273	19885285	XM_008597370.1	XP_008595592.1	EBDP2-like protein
BBA_02274	19885286	XM_008597371.1	XP_008595593.1	uncharacterized protein
BBA_02276	19885288	XM_008597373.1	XP_008595595.1	tetratricopeptide repeat domain-containing protein
BBA_02280	19885292	XM_008597377.1	XP_008595599.1	mitogen-activated protein kinase kinase kinase
BBA_02282	19885294	XM_008597379.1	XP_008595601.1	uncharacterized protein
BBA_02287	19885299	XM_008597384.1	XP_008595606.1	uncharacterized protein
BBA_02289	19885301	XM_008597386.1	XP_008595608.1	binuclear zinc transcription factor
BBA_02290	19885302	XM_008597387.1	XP_008595609.1	eukaryotic aspartyl protease
BBA_02292	19885304	XM_008597389.1	XP_008595611.1	vacuolar membrane protein pep3
BBA_02293	19885305	XM_008597390.1	XP_008595612.1	prephenate dehydratase
BBA_02299	19885311	XM_008597396.1	XP_008595618.1	ribosomal L28 family protein
BBA_02302	19885314	XM_008597399.1	XP_008595621.1	autophagy-related protein 8
BBA_02306	19885318	XM_008597403.1	XP_008595625.1	GMC oxidoreductase
BBA_02307	19885319	XM_008597404.1	XP_008595626.1	putative adenylate kinase
BBA_02310	19885322	XM_008597407.1	XP_008595629.1	Cytochrome P450 CYP621A2
BBA_02321	19885333	XM_008597418.1	XP_008595640.1	uncharacterized protein
BBA_02324	19885336	XM_008597421.1	XP_008595643.1	protein kinase rad3
BBA_02327	19885339	XM_008597424.1	XP_008595646.1	uncharacterized protein
BBA_02329	19885341	XM_008597426.1	XP_008595648.1	SUR7 protein
BBA_02331	19885343	XM_008597428.1	XP_008595650.1	membrane transporter
BBA_02793	19885805	XM_008597890.1	XP_008596112.1	ankyrin repeat domain-containing protein 28
BBA_02801	19885813	XM_008597898.1	XP_008596120.1	glutamine-dependent NAD(+) synthetase synthase
BBA_02805	19885817	XM_008597902.1	XP_008596124.1	nucleotide binding protein
