"seqnames","start","end","width","strand","score","p_value","q_value","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","distanceToTSS","GeneID","transcript_id","protein_id"
"NW_007930840.1",839760,839772,13,"+",12.4949,1.62e-06,1,"Promoter (<=1kb)",5,838843,841616,2774,1,"BBA_02547",917,NA,NA,NA
"NW_007930888.1",21930,21942,13,"+",12.4747,1.84e-06,1,"Promoter (1-2kb)",53,18755,19998,1244,2,"BBA_09403",-1932,NA,NA,NA
"NW_007930923.1",24752,24764,13,"-",12.4747,1.84e-06,1,"Promoter (<=1kb)",88,24890,31578,6689,1,"BBA_10105",-138,NA,NA,NA
"NW_007930836.1",108688,108700,13,"-",12.4747,1.84e-06,1,"Promoter (<=1kb)",1,106279,108060,1782,2,"BBA_00034",-640,NA,NA,NA
"NW_007930841.1",264051,264063,13,"-",12.4747,1.84e-06,1,"Promoter (2-3kb)",6,264599,266161,1563,2,"BBA_02834",2110,NA,NA,NA
"NW_007930836.1",1993239,1993251,13,"+",12.4747,1.84e-06,1,"Promoter (1-2kb)",1,1991845,1992658,814,1,"BBA_00652",1394,NA,NA,NA
"NW_007930866.1",47368,47380,13,"+",12.4545,2.02e-06,1,"Promoter (1-2kb)",31,45686,47304,1619,1,"BBA_08099",1682,NA,NA,NA
"NW_007930844.1",1125817,1125829,13,"-",12.4545,2.02e-06,1,"Promoter (3-4kb)",9,1122388,1125111,2724,1,"BBA_04342",3441,NA,NA,NA
"NW_007930885.1",58817,58829,13,"-",12.4343,2.13e-06,1,"Promoter (<=1kb)",50,59046,61030,1985,1,"BBA_09306",-229,NA,NA,NA
"NW_007930836.1",1909574,1909586,13,"+",12.4343,2.13e-06,1,"Promoter (1-2kb)",1,1909823,1910868,1046,2,"BBA_00618",1282,NA,NA,NA
"NW_007930892.1",57970,57982,13,"-",12.3434,2.2e-06,1,"Promoter (1-2kb)",57,56213,56968,756,1,"BBA_09539",1769,NA,NA,NA
"NW_007930904.1",63525,63537,13,"-",12.3434,2.2e-06,1,"Promoter (<=1kb)",69,63630,65320,1691,1,"BBA_09823",-105,"19892835","XM_008604920.1","XP_008603142.1"
"NW_007930892.1",80593,80605,13,"+",12.3434,2.2e-06,1,"Promoter (<=1kb)",57,80943,82540,1598,1,"BBA_09546",-338,NA,NA,NA
"NW_007930839.1",173224,173236,13,"+",12.3434,2.2e-06,1,"Promoter (1-2kb)",4,171271,173295,2025,1,"BBA_01843",1953,NA,NA,NA
"NW_007930839.1",965853,965865,13,"-",12.3434,2.2e-06,1,"Promoter (<=1kb)",4,963758,965146,1389,2,"BBA_02099",-719,NA,NA,NA
"NW_007930839.1",110001,110013,13,"+",12.3232,2.32e-06,1,"Promoter (<=1kb)",4,109097,109831,735,1,"BBA_01819",904,NA,NA,NA
"NW_007930846.1",192503,192515,13,"-",12.3232,2.32e-06,1,"Promoter (1-2kb)",11,191404,191879,476,1,"BBA_04710",1111,NA,NA,NA
"NW_007930852.1",242872,242884,13,"-",12.303,2.4e-06,1,"Promoter (<=1kb)",17,240167,242534,2368,2,"BBA_06089",-350,NA,NA,NA
"NW_007930887.1",50433,50445,13,"+",12.2727,2.63e-06,1,"Promoter (2-3kb)",52,46737,48050,1314,2,"BBA_09379",-2383,NA,NA,NA
"NW_007930837.1",348753,348765,13,"+",12.2727,2.63e-06,1,"Promoter (<=1kb)",2,347705,348451,747,2,"BBA_00787",-302,NA,NA,NA
"NW_007930852.1",503371,503383,13,"+",12.2727,2.63e-06,1,"Promoter (<=1kb)",17,502402,504638,2237,1,"BBA_06161",969,NA,NA,NA
"NW_007930841.1",711013,711025,13,"-",12.2727,2.63e-06,1,"Promoter (1-2kb)",6,709455,711021,1567,1,"BBA_02977",1570,NA,NA,NA
"NW_007930845.1",866794,866806,13,"-",12.2727,2.63e-06,1,"Promoter (<=1kb)",10,865825,867237,1413,2,"BBA_04611",443,NA,NA,NA
"NW_007930870.1",8482,8494,13,"+",12.2525,3.08e-06,1,"Promoter (<=1kb)",35,8627,10049,1423,1,"BBA_08441",-133,NA,NA,NA
"NW_007930883.1",22275,22287,13,"-",12.2525,3.08e-06,1,"Promoter (1-2kb)",48,23560,25096,1537,1,"BBA_09225",-1285,NA,NA,NA
"NW_007930880.1",50680,50692,13,"+",12.2525,3.08e-06,1,"Promoter (1-2kb)",45,48985,50205,1221,1,"BBA_09091",1695,NA,NA,NA
"NW_007930870.1",74745,74757,13,"+",12.2525,3.08e-06,1,"Promoter (1-2kb)",35,74786,76080,1295,2,"BBA_08469",1323,NA,NA,NA
"NW_007930850.1",272961,272973,13,"-",12.2525,3.08e-06,1,"Promoter (<=1kb)",15,273095,274554,1460,1,"BBA_05661",-134,NA,NA,NA
"NW_007930853.1",291738,291750,13,"+",12.2525,3.08e-06,1,"Promoter (<=1kb)",18,290045,291556,1512,2,"BBA_06290",-182,NA,NA,NA
"NW_007930836.1",645544,645556,13,"+",12.2525,3.08e-06,1,"Promoter (1-2kb)",1,647413,648831,1419,1,"BBA_00212",-1857,NA,NA,NA
"NW_007930840.1",700281,700293,13,"+",12.2525,3.08e-06,1,"Promoter (2-3kb)",5,700762,702435,1674,2,"BBA_02508",2142,NA,NA,NA
"NW_007930840.1",718972,718984,13,"+",12.2525,3.08e-06,1,"Promoter (<=1kb)",5,719774,720475,702,1,"BBA_02513",-790,NA,NA,NA
"NW_007930915.1",20851,20863,13,"+",12.2323,3.39e-06,1,"Promoter (<=1kb)",80,21322,23442,2121,1,"BBA_10006",-459,NA,NA,NA
"NW_007930905.1",34862,34874,13,"-",12.2323,3.39e-06,1,"Promoter (<=1kb)",70,35105,36667,1563,1,"BBA_09836",-243,NA,NA,NA
"NW_007930852.1",77733,77745,13,"+",12.2323,3.39e-06,1,"Promoter (1-2kb)",17,74233,76661,2429,2,"BBA_06046",-1072,NA,NA,NA
"NW_007930840.1",174748,174760,13,"-",12.2323,3.39e-06,1,"Promoter (<=1kb)",5,175243,176427,1185,1,"BBA_02357",-495,NA,NA,NA
"NW_007930867.1",247323,247335,13,"-",12.2323,3.39e-06,1,"Promoter (<=1kb)",32,247728,248380,653,1,"BBA_08248",-405,NA,NA,NA
"NW_007930838.1",396491,396503,13,"+",12.2323,3.39e-06,1,"Promoter (2-3kb)",3,398562,399162,601,1,"BBA_01363",-2059,NA,NA,NA
"NW_007930841.1",462090,462102,13,"+",12.2323,3.39e-06,1,"Promoter (<=1kb)",6,459864,461407,1544,2,"BBA_02888",-683,NA,NA,NA
"NW_007930845.1",546332,546344,13,"+",12.2323,3.39e-06,1,"Promoter (1-2kb)",10,544968,545866,899,1,"BBA_04510",1364,NA,NA,NA
"NW_007930851.1",616084,616096,13,"-",12.2323,3.39e-06,1,"Promoter (1-2kb)",16,613749,614534,786,2,"BBA_06009",-1562,NA,NA,NA
"NW_007930846.1",686033,686045,13,"+",12.2323,3.39e-06,1,"Promoter (<=1kb)",11,684120,685160,1041,2,"BBA_04848",-873,NA,NA,NA
"NW_007930849.1",699261,699273,13,"-",12.2323,3.39e-06,1,"Promoter (2-3kb)",14,697133,698589,1457,1,"BBA_05576",2140,NA,NA,NA
"NW_007930838.1",751197,751209,13,"+",12.2323,3.39e-06,1,"Promoter (<=1kb)",3,751891,752284,394,1,"BBA_01465",-682,NA,NA,NA
"NW_007930839.1",1251917,1251929,13,"+",12.2323,3.39e-06,1,"Promoter (<=1kb)",4,1250738,1252765,2028,2,"BBA_02184",836,NA,NA,NA
"NW_007930840.1",357589,357601,13,"-",12.2121,3.48e-06,1,"Promoter (2-3kb)",5,354703,357172,2470,1,"BBA_02408",2898,NA,NA,NA
"NW_007930838.1",1324117,1324129,13,"-",12.2121,3.48e-06,1,"Promoter (<=1kb)",3,1322775,1323654,880,2,"BBA_01649",-475,NA,NA,NA
"NW_007930837.1",1351196,1351208,13,"-",12.202,3.56e-06,1,"Promoter (<=1kb)",2,1347892,1351623,3732,2,"BBA_01045",427,NA,NA,NA
"NW_007930839.1",715178,715190,13,"-",12.1919,3.7e-06,1,"Promoter (<=1kb)",4,711022,714723,3702,2,"BBA_02016",-467,NA,NA,NA
"NW_007930872.1",175644,175656,13,"+",12.1818,3.77e-06,1,"Promoter (<=1kb)",37,173771,175432,1662,2,"BBA_08655",-212,NA,NA,NA
"NW_007930836.1",1773012,1773024,13,"-",12.1818,3.77e-06,1,"Promoter (<=1kb)",1,1771281,1773212,1932,2,"BBA_00576",200,NA,NA,NA
"NW_007930871.1",192691,192703,13,"-",12.1717,3.91e-06,1,"Promoter (<=1kb)",36,193049,194344,1296,1,"BBA_08593",-358,NA,NA,NA
"NW_007930880.1",93204,93216,13,"-",12.1616,4.08e-06,1,"Promoter (1-2kb)",45,93280,94419,1140,2,"BBA_09104",1215,NA,NA,NA
"NW_007930857.1",211944,211956,13,"-",12.1616,4.08e-06,1,"Promoter (<=1kb)",22,208576,211452,2877,2,"BBA_07013",-504,NA,NA,NA
"NW_007930854.1",37358,37370,13,"+",12.1515,4.15e-06,1,"Promoter (1-2kb)",19,37397,39238,1842,2,"BBA_06424",1868,NA,NA,NA
"NW_007930836.1",597168,597180,13,"-",12.1515,4.15e-06,1,"Promoter (<=1kb)",1,595755,597031,1277,2,"BBA_00198",-149,NA,NA,NA
"NW_007930842.1",776521,776533,13,"+",12.1515,4.15e-06,1,"Promoter (<=1kb)",7,777366,779367,2002,1,"BBA_03464",-833,NA,NA,NA
"NW_007930844.1",816878,816890,13,"-",12.0606,4.25e-06,1,"Promoter (<=1kb)",9,815522,816315,794,2,"BBA_04255",-575,NA,NA,NA
"NW_007930838.1",1071900,1071912,13,"+",12.0606,4.25e-06,1,"Promoter (1-2kb)",3,1073333,1075454,2122,1,"BBA_01559",-1421,NA,NA,NA
"NW_007930839.1",67623,67635,13,"-",12.0505,4.37e-06,1,"Promoter (<=1kb)",4,66863,69211,2349,1,"BBA_01805",772,NA,NA,NA
"NW_007930868.1",150866,150878,13,"-",12.0505,4.37e-06,1,"Promoter (<=1kb)",33,150946,151869,924,1,"BBA_08299",-80,NA,NA,NA
"NW_007930842.1",316929,316941,13,"-",12.0505,4.37e-06,1,"Promoter (<=1kb)",7,312102,316810,4709,2,"BBA_03315",-131,NA,NA,NA
"NW_007930840.1",1220870,1220882,13,"-",12.0505,4.37e-06,1,"Promoter (<=1kb)",5,1221384,1222238,855,1,"BBA_02661",-514,NA,NA,NA
"NW_007930841.1",1234553,1234565,13,"-",12.0505,4.37e-06,1,"Promoter (<=1kb)",6,1234899,1238483,3585,1,"BBA_03148",-346,NA,NA,NA
"NW_007930851.1",502025,502037,13,"-",12.0404,4.54e-06,1,"Promoter (<=1kb)",16,501166,501564,399,2,"BBA_05973",-473,NA,NA,NA
"NW_007930855.1",323376,323388,13,"+",12.0303,4.62e-06,1,"Promoter (<=1kb)",20,322911,324974,2064,1,"BBA_06735",465,NA,NA,NA
"NW_007930849.1",347046,347058,13,"+",12.0303,4.62e-06,1,"Promoter (<=1kb)",14,347223,348049,827,1,"BBA_05456",-165,NA,NA,NA
"NW_007930843.1",917979,917991,13,"-",12.0202,4.72e-06,1,"Promoter (<=1kb)",8,916710,917740,1031,2,"BBA_03916",-251,NA,NA,NA
"NW_007930863.1",117591,117603,13,"+",11.9899,5.02e-06,1,"Promoter (<=1kb)",28,116770,118393,1624,1,"BBA_07813",821,NA,NA,NA
"NW_007930866.1",231753,231765,13,"-",11.9899,5.02e-06,1,"Promoter (1-2kb)",31,233012,233781,770,1,"BBA_08156",-1259,NA,NA,NA
"NW_007930853.1",291717,291729,13,"+",11.9899,5.02e-06,1,"Promoter (<=1kb)",18,290045,291556,1512,2,"BBA_06290",-161,NA,NA,NA
"NW_007930844.1",317136,317148,13,"-",11.9899,5.02e-06,1,"Promoter (1-2kb)",9,312873,315338,2466,2,"BBA_04100",-1810,NA,NA,NA
"NW_007930851.1",463368,463380,13,"-",11.9899,5.02e-06,1,"Promoter (<=1kb)",16,462802,463322,521,2,"BBA_05958",-58,NA,NA,NA
"NW_007930836.1",580802,580814,13,"+",11.9899,5.02e-06,1,"Promoter (1-2kb)",1,582582,584636,2055,1,"BBA_00193",-1768,NA,NA,NA
"NW_007930837.1",856700,856712,13,"-",11.9899,5.02e-06,1,"Promoter (1-2kb)",2,855046,856373,1328,1,"BBA_00914",1666,NA,NA,NA
"NW_007930914.1",43271,43283,13,"-",11.9798,5.08e-06,1,"Promoter (<=1kb)",79,40937,43065,2129,2,"BBA_09997",-218,NA,NA,NA
"NW_007930951.1",7126,7138,13,"-",11.9697,5.75e-06,1,"Promoter (<=1kb)",116,7990,8358,369,1,"BBA_10286",-864,NA,NA,NA
"NW_007930895.1",15169,15181,13,"+",11.9697,5.75e-06,1,"Promoter (<=1kb)",60,14963,16085,1123,2,"BBA_09615",904,NA,NA,NA
"NW_007930912.1",37872,37884,13,"+",11.9697,5.75e-06,1,"Promoter (1-2kb)",77,35675,36045,371,2,"BBA_09962",-1827,NA,NA,NA
"NW_007930841.1",60623,60635,13,"-",11.9697,5.75e-06,1,"Promoter (<=1kb)",6,59865,60355,491,2,"BBA_02767",-280,NA,NA,NA
"NW_007930873.1",115318,115330,13,"-",11.9697,5.75e-06,1,"Promoter (<=1kb)",38,114430,115276,847,1,"BBA_08683",900,NA,NA,NA
"NW_007930862.1",163513,163525,13,"+",11.9697,5.75e-06,1,"Promoter (1-2kb)",27,164725,165347,623,2,"BBA_07723",1822,NA,NA,NA
"NW_007930844.1",213734,213746,13,"+",11.9697,5.75e-06,1,"Promoter (<=1kb)",9,212776,214755,1980,1,"BBA_04065",958,NA,NA,NA
"NW_007930866.1",222570,222582,13,"-",11.9697,5.75e-06,1,"Promoter (1-2kb)",31,222792,223771,980,2,"BBA_08152",1201,NA,NA,NA
"NW_007930865.1",249870,249882,13,"+",11.9697,5.75e-06,1,"Promoter (2-3kb)",30,252151,254936,2786,1,"BBA_08070",-2269,NA,NA,NA
"NW_007930840.1",260768,260780,13,"-",11.9697,5.75e-06,1,"Promoter (<=1kb)",5,260030,260740,711,2,"BBA_02380",-40,NA,NA,NA
"NW_007930836.1",326283,326295,13,"-",11.9697,5.75e-06,1,"Promoter (<=1kb)",1,325534,326234,701,2,"BBA_00110",-61,NA,NA,NA
"NW_007930838.1",326962,326974,13,"+",11.9697,5.75e-06,1,"Promoter (<=1kb)",3,326149,327286,1138,1,"BBA_01341",813,NA,NA,NA
"NW_007930863.1",342913,342925,13,"+",11.9697,5.75e-06,1,"Promoter (2-3kb)",28,338444,340215,1772,2,"BBA_07878",-2698,"19890890","XM_008602975.1","XP_008601197.1"
"NW_007930852.1",376211,376223,13,"+",11.9697,5.75e-06,1,"Promoter (1-2kb)",17,378120,380039,1920,1,"BBA_06126",-1897,NA,NA,NA
"NW_007930836.1",409936,409948,13,"+",11.9697,5.75e-06,1,"Promoter (<=1kb)",1,410540,411720,1181,1,"BBA_00142",-592,NA,NA,NA
"NW_007930836.1",1955989,1956001,13,"+",11.9697,5.75e-06,1,"Promoter (<=1kb)",1,1955131,1955961,831,1,"BBA_00634",858,NA,NA,NA
"NW_007930847.1",410087,410099,13,"-",11.9596,5.81e-06,1,"Exon (XM_008600117.1/BBA_05020, exon 2 of 3)",12,403736,405373,1638,1,"BBA_05019",6363,NA,NA,NA
"NW_007930860.1",3634,3646,13,"+",11.9495,6.26e-06,1,"Promoter (1-2kb)",25,5562,8673,3112,1,"BBA_07424",-1916,NA,NA,NA
"NW_007930888.1",26043,26055,13,"+",11.9495,6.26e-06,1,"Promoter (<=1kb)",53,25631,25969,339,1,"BBA_09404",412,NA,NA,NA
"NW_007930888.1",63793,63805,13,"+",11.9495,6.26e-06,1,"Promoter (<=1kb)",53,62590,63021,432,2,"BBA_09418",-772,NA,NA,NA
"NW_007930884.1",121542,121554,13,"-",11.9495,6.26e-06,1,"Promoter (1-2kb)",49,119760,123503,3744,2,"BBA_09287",1961,"19892299","XM_008604384.1","XP_008602606.1"
"NW_007930843.1",325544,325556,13,"+",11.9495,6.26e-06,1,"Promoter (1-2kb)",8,324485,327663,3179,1,"BBA_03744",1059,NA,NA,NA
"NW_007930840.1",1177087,1177099,13,"-",11.9495,6.26e-06,1,"Promoter (1-2kb)",5,1173485,1178215,4731,2,"BBA_02649",1128,NA,NA,NA
"NW_007930853.1",31811,31823,13,"+",11.9394,6.32e-06,1,"Promoter (1-2kb)",18,30226,30624,399,2,"BBA_06218",-1187,NA,NA,NA
"NW_007930896.1",20941,20953,13,"-",11.9293,6.48e-06,1,"Promoter (<=1kb)",61,20995,22031,1037,1,"BBA_09640",-54,NA,NA,NA
"NW_007930881.1",30746,30758,13,"-",11.899,6.81e-06,1,"Promoter (<=1kb)",46,30127,31426,1300,2,"BBA_09140",680,NA,NA,NA
"NW_007930881.1",33487,33499,13,"+",11.899,6.81e-06,1,"Promoter (<=1kb)",46,33552,34379,828,2,"BBA_09141",880,NA,NA,NA
"NW_007930858.1",219628,219640,13,"+",11.899,6.81e-06,1,"Promoter (2-3kb)",23,222007,222693,687,1,"BBA_07176",-2367,NA,NA,NA
"NW_007930849.1",248838,248850,13,"+",11.899,6.81e-06,1,"Promoter (<=1kb)",14,247521,248765,1245,2,"BBA_05425",-73,NA,NA,NA
"NW_007930847.1",642159,642171,13,"+",11.899,6.81e-06,1,"Promoter (<=1kb)",12,642513,643670,1158,1,"BBA_05092",-342,NA,NA,NA
"NW_007930836.1",1466251,1466263,13,"-",11.899,6.81e-06,1,"Promoter (<=1kb)",1,1463189,1465576,2388,2,"BBA_00482",-687,NA,NA,NA
"NW_007930847.1",581643,581655,13,"-",11.8889,6.89e-06,1,"Promoter (<=1kb)",12,579625,581191,1567,2,"BBA_05071",-464,NA,NA,NA
"NW_007930846.1",559808,559820,13,"-",11.8788,7.08e-06,1,"Promoter (<=1kb)",11,558531,559637,1107,2,"BBA_04811",-183,NA,NA,NA
"NW_007930838.1",1476721,1476733,13,"-",11.8788,7.08e-06,1,"Promoter (1-2kb)",3,1476610,1478448,1839,2,"BBA_01694",1727,NA,NA,NA
"NW_007930950.1",11777,11789,13,"-",11.8687,7.1e-06,1,"Promoter (2-3kb)",115,9866,14591,4726,2,"BBA_10283",2814,"19893295","XM_008605380.1","XP_008603602.1"
"NW_007930851.1",114408,114420,13,"-",11.8687,7.1e-06,1,"Promoter (1-2kb)",16,111811,115827,4017,2,"BBA_05841",1419,NA,NA,NA
"NW_007930837.1",454204,454216,13,"+",11.8687,7.1e-06,1,"Promoter (<=1kb)",2,454369,455558,1190,1,"BBA_00816",-153,NA,NA,NA
"NW_007930867.1",12521,12533,13,"+",11.8586,7.24e-06,1,"Promoter (<=1kb)",32,13343,15006,1664,1,"BBA_08175",-810,NA,NA,NA
"NW_007930857.1",85262,85274,13,"+",11.8586,7.24e-06,1,"Promoter (<=1kb)",22,82173,84644,2472,2,"BBA_06978",-618,NA,NA,NA
"NW_007930871.1",174109,174121,13,"-",11.8586,7.24e-06,1,"Promoter (<=1kb)",36,173665,174126,462,2,"BBA_08585",17,NA,NA,NA
"NW_007930839.1",361545,361557,13,"-",11.8586,7.24e-06,1,"Promoter (1-2kb)",4,359040,360389,1350,2,"BBA_01903",-1168,NA,NA,NA
"NW_007930846.1",723046,723058,13,"-",11.8586,7.24e-06,1,"Promoter (1-2kb)",11,721757,724917,3161,2,"BBA_04857",1871,NA,NA,NA
"NW_007930894.1",76404,76416,13,"+",11.8182,7.39e-06,1,"Promoter (<=1kb)",59,76052,76831,780,2,"BBA_09603",415,NA,NA,NA
"NW_007930841.1",378477,378489,13,"+",11.7879,7.5e-06,1,"Promoter (<=1kb)",6,374245,377568,3324,2,"BBA_02864",-909,NA,NA,NA
"NW_007930858.1",401412,401424,13,"+",11.7879,7.5e-06,1,"Promoter (1-2kb)",23,401539,402527,989,2,"BBA_07236",1103,NA,NA,NA
"NW_007930839.1",476306,476318,13,"-",11.7879,7.5e-06,1,"Promoter (1-2kb)",4,474380,480988,6609,1,"BBA_01941",1938,NA,NA,NA
"NW_007930836.1",1058500,1058512,13,"-",11.7879,7.5e-06,1,"Promoter (<=1kb)",1,1056464,1057838,1375,2,"BBA_00351",-674,NA,NA,NA
"NW_007930847.1",5463,5475,13,"-",11.7778,7.56e-06,1,"Promoter (2-3kb)",12,2906,5432,2527,1,"BBA_04902",2569,NA,NA,NA
"NW_007930845.1",695853,695865,13,"+",11.7778,7.56e-06,1,"Promoter (<=1kb)",10,696099,696714,616,1,"BBA_04564",-234,NA,NA,NA
"NW_007930841.1",1074924,1074936,13,"-",11.7778,7.56e-06,1,"Promoter (<=1kb)",6,1075355,1078250,2896,1,"BBA_03100",-431,NA,NA,NA
"NW_007930873.1",107922,107934,13,"+",11.7677,7.79e-06,1,"Promoter (<=1kb)",38,108122,109103,982,1,"BBA_08680",-188,NA,NA,NA
"NW_007930878.1",160003,160015,13,"+",11.7677,7.79e-06,1,"Promoter (1-2kb)",43,158558,159649,1092,1,"BBA_09015",1445,NA,NA,NA
"NW_007930850.1",305767,305779,13,"-",11.7677,7.79e-06,1,"Promoter (2-3kb)",15,308182,308931,750,1,"BBA_05675",-2415,NA,NA,NA
"NW_007930836.1",319678,319690,13,"+",11.7677,7.79e-06,1,"Promoter (1-2kb)",1,318113,319339,1227,1,"BBA_00108",1565,NA,NA,NA
"NW_007930838.1",1207848,1207860,13,"+",11.7576,7.88e-06,1,"Promoter (1-2kb)",3,1206451,1207644,1194,1,"BBA_01606",1397,NA,NA,NA
"NW_007930841.1",25529,25541,13,"-",11.7475,8.32e-06,1,"Promoter (<=1kb)",6,22534,26055,3522,2,"BBA_02754",526,NA,NA,NA
"NW_007930900.1",50691,50703,13,"+",11.7475,8.32e-06,1,"Promoter (<=1kb)",65,49803,51832,2030,1,"BBA_09746",888,NA,NA,NA
