"seqnames","start","end","width","strand","score","p_value","q_value","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","distanceToTSS","GeneID","transcript_id","protein_id"
"NW_007930852.1",18559,18566,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",17,16676,17674,999,1,"BBA_06026",1890,NA,NA,NA
"NW_007930904.1",19304,19311,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",69,18381,21025,2645,2,"BBA_09812",1714,NA,NA,NA
"NW_007930888.1",20985,20992,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",53,18755,19998,1244,2,"BBA_09403",-994,NA,NA,NA
"NW_007930862.1",22904,22911,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",27,23714,23959,246,2,"BBA_07682",1048,NA,NA,NA
"NW_007930850.1",23112,23119,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",15,21275,22297,1023,1,"BBA_05590",1837,NA,NA,NA
"NW_007930875.1",25727,25734,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",40,23960,29346,5387,1,"BBA_08774",1767,NA,NA,NA
"NW_007930876.1",27254,27261,8,"-",6.52841,1.21e-05,1,"Promoter (3-4kb)",41,23891,26212,2322,1,"BBA_08842",3370,NA,NA,NA
"NW_007930846.1",28955,28962,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",11,28589,29884,1296,1,"BBA_04654",373,NA,NA,NA
"NW_007930901.1",31507,31514,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",66,30091,37224,7134,1,"BBA_09762",1416,NA,NA,NA
"NW_007930910.1",32081,32088,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",75,31030,31719,690,1,"BBA_09929",1058,NA,NA,NA
"NW_007930900.1",32951,32958,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",65,32551,34242,1692,1,"BBA_09743",400,NA,NA,NA
"NW_007930865.1",33876,33883,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",30,33542,34315,774,1,"BBA_07988",334,NA,NA,NA
"NW_007930859.1",35683,35690,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",24,35007,36752,1746,1,"BBA_07288",676,NA,NA,NA
"NW_007930915.1",36023,36030,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",80,36365,36879,515,1,"BBA_10010",-335,NA,NA,NA
"NW_007930857.1",36618,36625,8,"-",6.52841,1.21e-05,1,"Promoter (2-3kb)",22,39322,41978,2657,1,"BBA_06963",-2704,NA,NA,NA
"NW_007930913.1",36849,36856,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",78,35989,38662,2674,1,"BBA_09980",860,NA,NA,NA
"NW_007930843.1",37368,37375,8,"-",6.52841,1.21e-05,1,"Promoter (2-3kb)",8,32339,35107,2769,2,"BBA_03641",-2268,NA,NA,NA
"NW_007930896.1",38047,38054,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",61,36861,39343,2483,1,"BBA_09644",1186,NA,NA,NA
"NW_007930890.1",38524,38531,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",55,38033,38530,498,1,"BBA_09480",491,NA,NA,NA
"NW_007930906.1",40564,40571,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",71,30065,42346,12282,2,"BBA_09856",1775,NA,NA,NA
"NW_007930856.1",41739,41746,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",21,41840,44027,2188,1,"BBA_06817",-94,NA,NA,NA
"NW_007930837.1",42148,42155,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",2,39681,41387,1707,2,"BBA_00694",-761,NA,NA,NA
"NW_007930876.1",42339,42346,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",41,42405,44393,1989,1,"BBA_08845",-66,NA,NA,NA
"NW_007930852.1",44065,44072,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",17,42464,44010,1547,2,"BBA_06035",-62,NA,NA,NA
"NW_007930888.1",48527,48534,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",53,46191,49080,2890,2,"BBA_09412",553,NA,NA,NA
"NW_007930867.1",48824,48831,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",32,48196,48764,569,1,"BBA_08186",635,NA,NA,NA
"NW_007930879.1",50831,50838,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",44,49771,51898,2128,1,"BBA_09039",1067,NA,NA,NA
"NW_007930854.1",53844,53851,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",19,52979,54843,1865,2,"BBA_06429",999,NA,NA,NA
"NW_007930892.1",55206,55213,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",57,56213,56968,756,1,"BBA_09539",-1007,NA,NA,NA
"NW_007930836.1",57325,57332,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",1,55812,56743,932,2,"BBA_00018",-589,NA,NA,NA
"NW_007930860.1",57392,57399,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",25,56880,58707,1828,2,"BBA_07442",1308,NA,NA,NA
"NW_007930890.1",58607,58614,8,"-",6.52841,1.21e-05,1,"Distal Intergenic",55,51295,53103,1809,2,"BBA_09485",-5511,NA,NA,NA
"NW_007930856.1",63456,63463,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",21,63041,63351,311,1,"BBA_06825",415,NA,NA,NA
"NW_007930897.1",64121,64128,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",62,63310,64834,1525,2,"BBA_09681",713,NA,NA,NA
"NW_007930892.1",65469,65476,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",57,63711,64164,454,2,"BBA_09541",-1305,NA,NA,NA
"NW_007930842.1",65775,65782,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",7,65956,66489,534,1,"BBA_03227",-181,NA,NA,NA
"NW_007930860.1",66426,66433,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",25,64559,67426,2868,1,"BBA_07446",1867,NA,NA,NA
"NW_007930842.1",67011,67018,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",7,67062,68739,1678,1,"BBA_03228",-44,NA,NA,NA
"NW_007930844.1",67188,67195,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",9,64900,66590,1691,2,"BBA_04016",-605,NA,NA,NA
"NW_007930879.1",68450,68457,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",44,67367,68478,1112,2,"BBA_09046",28,NA,NA,NA
"NW_007930896.1",68843,68850,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",61,66870,70406,3537,1,"BBA_09656",1973,NA,NA,NA
"NW_007930845.1",69351,69358,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",10,68758,70529,1772,1,"BBA_04371",593,NA,NA,NA
"NW_007930887.1",69739,69746,8,"-",6.52841,1.21e-05,1,"Promoter (2-3kb)",52,66110,67641,1532,2,"BBA_09387",-2105,NA,NA,NA
"NW_007930856.1",69831,69838,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",21,68444,69750,1307,1,"BBA_06827",1394,NA,NA,NA
"NW_007930893.1",73798,73805,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",58,71399,73325,1927,2,"BBA_09573",-480,NA,NA,NA
"NW_007930863.1",76170,76177,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",28,75472,78454,2983,1,"BBA_07798",698,NA,NA,NA
"NW_007930899.1",77061,77068,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",64,76965,77844,880,2,"BBA_09736",783,"19892748","XM_008604833.1","XP_008603055.1"
"NW_007930882.1",77379,77386,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",47,77687,80062,2376,1,"BBA_09197",-308,NA,NA,NA
"NW_007930882.1",79093,79100,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",47,77687,80062,2376,1,"BBA_09197",1413,NA,NA,NA
"NW_007930881.1",79295,79302,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",46,80613,83436,2824,1,"BBA_09153",-1318,NA,NA,NA
"NW_007930849.1",79709,79716,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",14,78587,80194,1608,2,"BBA_05362",478,NA,NA,NA
"NW_007930871.1",80808,80815,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",36,79890,81289,1400,2,"BBA_08555",474,NA,NA,NA
"NW_007930862.1",81167,81174,8,"+",6.52841,1.21e-05,1,"Promoter (2-3kb)",27,76387,78968,2582,2,"BBA_07701",-2199,NA,NA,NA
"NW_007930882.1",83508,83515,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",47,83710,84533,824,1,"BBA_09199",-202,NA,NA,NA
"NW_007930859.1",83610,83617,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",24,83358,84446,1089,2,"BBA_07305",829,NA,NA,NA
"NW_007930845.1",87569,87576,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",10,87334,88972,1639,1,"BBA_04376",242,NA,NA,NA
"NW_007930893.1",87652,87659,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",58,86913,88573,1661,2,"BBA_09578",914,NA,NA,NA
"NW_007930848.1",87752,87759,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",13,85599,87163,1565,2,"BBA_05141",-589,NA,NA,NA
"NW_007930894.1",88187,88194,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",59,87492,88594,1103,2,"BBA_09608",400,"19892620","XM_008604705.1","XP_008602927.1"
"NW_007930852.1",88462,88469,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",17,88804,89859,1056,1,"BBA_06052",-335,NA,NA,NA
"NW_007930872.1",90554,90561,8,"-",6.52841,1.21e-05,1,"Promoter (2-3kb)",37,88091,88909,819,1,"BBA_08634",2470,NA,NA,NA
"NW_007930866.1",92172,92179,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",31,89219,90626,1408,2,"BBA_08110",-1553,NA,NA,NA
"NW_007930873.1",94119,94126,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",38,91814,92168,355,2,"BBA_08673",-1958,NA,NA,NA
"NW_007930841.1",94934,94941,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",6,94025,96273,2249,2,"BBA_02778",1332,NA,NA,NA
"NW_007930846.1",96145,96152,8,"-",6.52841,1.21e-05,1,"Promoter (2-3kb)",11,93466,97516,4051,1,"BBA_04679",2686,NA,NA,NA
"NW_007930879.1",96610,96617,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",44,95595,97572,1978,1,"BBA_09052",1022,NA,NA,NA
"NW_007930853.1",96916,96923,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",18,97129,98133,1005,1,"BBA_06239",-206,NA,NA,NA
"NW_007930846.1",98806,98813,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",11,97572,99357,1786,2,"BBA_04680",544,NA,NA,NA
"NW_007930872.1",103830,103837,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",37,103800,105479,1680,2,"BBA_08639",1642,NA,NA,NA
"NW_007930877.1",104721,104728,8,"-",6.52841,1.21e-05,1,"Promoter (2-3kb)",42,102434,106824,4391,1,"BBA_08927",2294,NA,NA,NA
"NW_007930877.1",106058,106065,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",42,107649,108712,1064,1,"BBA_08928",-1591,NA,NA,NA
"NW_007930840.1",106934,106941,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",5,107419,109232,1814,1,"BBA_02336",-485,NA,NA,NA
"NW_007930864.1",109835,109842,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",29,109449,111035,1587,1,"BBA_07913",393,NA,NA,NA
"NW_007930854.1",109879,109886,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",19,108415,109915,1501,2,"BBA_06449",29,NA,NA,NA
"NW_007930837.1",112121,112128,8,"+",6.52841,1.21e-05,1,"Promoter (3-4kb)",2,115225,115869,645,1,"BBA_00714",-3097,NA,NA,NA
"NW_007930836.1",112422,112429,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",1,110439,111308,870,2,"BBA_00036",-1114,NA,NA,NA
"NW_007930883.1",116225,116232,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",48,115417,117761,2345,2,"BBA_09254",1529,NA,NA,NA
"NW_007930863.1",117254,117261,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",28,116770,118393,1624,1,"BBA_07813",491,NA,NA,NA
"NW_007930863.1",117504,117511,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",28,116770,118393,1624,1,"BBA_07813",741,NA,NA,NA
"NW_007930851.1",120886,120893,8,"+",6.52841,1.21e-05,1,"Promoter (2-3kb)",16,122970,124271,1302,1,"BBA_05842",-2077,NA,NA,NA
"NW_007930881.1",126764,126771,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",46,126884,127640,757,1,"BBA_09165",-120,NA,NA,NA
"NW_007930840.1",130788,130795,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",5,130671,133177,2507,1,"BBA_02346",117,NA,NA,NA
"NW_007930877.1",132278,132285,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",42,131402,132561,1160,1,"BBA_08937",876,NA,NA,NA
"NW_007930845.1",132817,132824,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",10,133378,135680,2303,1,"BBA_04393",-554,NA,NA,NA
"NW_007930836.1",132941,132948,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",1,133249,134214,966,1,"BBA_00046",-301,NA,NA,NA
"NW_007930856.1",135113,135120,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",21,131489,134689,3201,2,"BBA_06848",-431,NA,NA,NA
"NW_007930851.1",135311,135318,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",16,134575,136020,1446,2,"BBA_05847",709,NA,NA,NA
"NW_007930873.1",137636,137643,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",38,136807,137503,697,2,"BBA_08693",-140,NA,NA,NA
"NW_007930877.1",140814,140821,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",42,141297,142623,1327,1,"BBA_08940",-476,NA,NA,NA
"NW_007930855.1",142900,142907,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",20,141090,143772,2683,2,"BBA_06683",865,NA,NA,NA
"NW_007930866.1",147032,147039,8,"-",6.52841,1.21e-05,1,"Promoter (2-3kb)",31,144385,146325,1941,1,"BBA_08131",2654,NA,NA,NA
"NW_007930843.1",147782,147789,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",8,148402,148833,432,1,"BBA_03679",-620,NA,NA,NA
"NW_007930859.1",150282,150289,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",24,149329,150362,1034,2,"BBA_07330",80,NA,NA,NA
"NW_007930867.1",151280,151287,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",32,144519,152525,8007,2,"BBA_08219",1245,NA,NA,NA
"NW_007930852.1",152613,152620,8,"+",6.52841,1.21e-05,1,"Distal Intergenic",17,158808,160504,1697,2,"BBA_06066",7884,NA,NA,NA
"NW_007930866.1",152720,152727,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",31,151035,152943,1909,1,"BBA_08132",1692,NA,NA,NA
"NW_007930863.1",155340,155347,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",28,155462,155782,321,1,"BBA_07826",-122,NA,NA,NA
"NW_007930851.1",159196,159203,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",16,157439,157954,516,2,"BBA_05853",-1249,NA,NA,NA
"NW_007930849.1",160440,160447,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",14,161154,162747,1594,1,"BBA_05392",-714,NA,NA,NA
"NW_007930867.1",167099,167106,8,"-",6.52841,1.21e-05,1,"Exon (XM_008603319.1/BBA_08222, exon 5 of 5)",32,158763,173968,15206,1,"BBA_08222",8343,NA,NA,NA
"NW_007930846.1",173757,173764,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",11,171971,173424,1454,2,"BBA_04704",-333,NA,NA,NA
"NW_007930873.1",176461,176468,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",38,176328,177800,1473,1,"BBA_08707",133,NA,NA,NA
"NW_007930877.1",176718,176725,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",42,176167,176778,612,2,"BBA_08951",53,NA,NA,NA
"NW_007930844.1",181292,181299,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",9,180752,183426,2675,1,"BBA_04053",547,NA,NA,NA
"NW_007930845.1",183297,183304,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",10,183724,184455,732,1,"BBA_04409",-427,NA,NA,NA
"NW_007930852.1",188947,188954,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",17,183208,187388,4181,2,"BBA_06072",-1559,NA,NA,NA
"NW_007930865.1",200954,200961,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",30,200186,201353,1168,2,"BBA_08050",392,NA,NA,NA
"NW_007930870.1",204385,204392,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",35,201930,202928,999,2,"BBA_08515",-1457,NA,NA,NA
"NW_007930859.1",211485,211492,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",24,209794,210868,1075,2,"BBA_07348",-624,NA,NA,NA
"NW_007930840.1",213963,213970,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",5,215318,220139,4822,1,"BBA_02367",-1355,NA,NA,NA
"NW_007930856.1",216149,216156,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",21,217072,219717,2646,1,"BBA_06872",-923,NA,NA,NA
"NW_007930850.1",217293,217300,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",15,217181,218371,1191,1,"BBA_05640",119,NA,NA,NA
"NW_007930842.1",219925,219932,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",7,221096,222523,1428,1,"BBA_03283",-1171,NA,NA,NA
"NW_007930849.1",220195,220202,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",14,221790,223454,1665,1,"BBA_05416",-1595,NA,NA,NA
"NW_007930852.1",231529,231536,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",17,229758,231221,1464,2,"BBA_06086",-315,NA,NA,NA
"NW_007930865.1",233418,233425,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",30,233617,234531,915,2,"BBA_08063",1113,NA,NA,NA
"NW_007930844.1",234674,234681,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",9,236508,238054,1547,1,"BBA_04071",-1834,NA,NA,NA
"NW_007930853.1",237131,237138,8,"+",6.52841,1.21e-05,1,"Promoter (2-3kb)",18,239230,241003,1774,1,"BBA_06275",-2092,NA,NA,NA
"NW_007930869.1",237452,237459,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",34,235977,238564,2588,1,"BBA_08422",1482,NA,NA,NA
"NW_007930869.1",237473,237480,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",34,235977,238564,2588,1,"BBA_08422",1503,NA,NA,NA
"NW_007930849.1",242005,242012,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",14,238825,241116,2292,2,"BBA_05422",-896,NA,NA,NA
"NW_007930836.1",244452,244459,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",1,244052,244462,411,1,"BBA_00083",400,NA,NA,NA
"NW_007930862.1",246286,246293,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",27,246366,248084,1719,1,"BBA_07747",-80,NA,NA,NA
"NW_007930848.1",247610,247617,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",13,247650,248146,497,1,"BBA_05192",-40,NA,NA,NA
"NW_007930859.1",249285,249292,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",24,250404,251398,995,1,"BBA_07364",-1112,NA,NA,NA
"NW_007930868.1",250933,250940,8,"-",6.52841,1.21e-05,1,"Promoter (2-3kb)",33,248715,252145,3431,1,"BBA_08319",2225,NA,NA,NA
"NW_007930853.1",269112,269119,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",18,270129,270464,336,1,"BBA_06283",-1010,NA,NA,NA
"NW_007930846.1",270092,270099,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",11,268017,269035,1019,2,"BBA_04727",-1057,NA,NA,NA
"NW_007930861.1",271476,271483,8,"-",6.52841,1.21e-05,1,"Promoter (2-3kb)",26,269465,271031,1567,1,"BBA_07640",2018,NA,NA,NA
"NW_007930842.1",275438,275445,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",7,274077,274495,419,2,"BBA_03306",-943,NA,NA,NA
"NW_007930840.1",279589,279596,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",5,279948,281890,1943,1,"BBA_02384",-352,NA,NA,NA
"NW_007930856.1",281070,281077,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",21,281997,287695,5699,1,"BBA_06887",-920,NA,NA,NA
"NW_007930839.1",282708,282715,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",4,283248,284369,1122,1,"BBA_01879",-533,NA,NA,NA
"NW_007930839.1",286377,286384,8,"+",6.52841,1.21e-05,1,"Promoter (1-2kb)",4,286358,287495,1138,2,"BBA_01881",1111,NA,NA,NA
"NW_007930842.1",293601,293608,8,"+",6.52841,1.21e-05,1,"Promoter (2-3kb)",7,291245,293439,2195,1,"BBA_03312",2356,NA,NA,NA
"NW_007930841.1",298192,298199,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",6,298215,298926,712,1,"BBA_02843",-23,NA,NA,NA
"NW_007930840.1",298510,298517,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",5,297876,299210,1335,1,"BBA_02392",634,NA,NA,NA
"NW_007930855.1",298686,298693,8,"+",6.52841,1.21e-05,1,"Promoter (4-5kb)",20,303008,305050,2043,1,"BBA_06728",-4315,NA,NA,NA
"NW_007930865.1",299075,299082,8,"-",6.52841,1.21e-05,1,"Promoter (1-2kb)",30,299524,300629,1106,2,"BBA_08082",1554,NA,NA,NA
"NW_007930844.1",300240,300247,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",9,299914,300263,350,2,"BBA_04096",16,NA,NA,NA
"NW_007930864.1",302723,302730,8,"-",6.52841,1.21e-05,1,"Promoter (<=1kb)",29,296412,302232,5821,2,"BBA_07968",-498,NA,NA,NA
"NW_007930847.1",304575,304582,8,"+",6.52841,1.21e-05,1,"Promoter (<=1kb)",12,303811,305291,1481,2,"BBA_04990",709,NA,NA,NA
