locus_tag	GeneID	transcript_id	protein_id	product
BBA_00653	19883665	XM_008595750.1	XP_008593972.1	spindle poison sensitivity protein Scp3, putative
BBA_00657	19883669	XM_008595754.1	XP_008593976.1	purine-cytosine permease FCY21
BBA_00665	19883677	XM_008595762.1	XP_008593984.1	NADH:ubiquinone oxidoreductase 14kD subunit
BBA_00666	19883678	XM_008595763.1	XP_008593985.1	uncharacterized protein
BBA_00673	19883685	XM_008595770.1	XP_008593992.1	Beta-lactamase-type transpeptidase
BBA_00678	19883690	XM_008595775.1	XP_008593997.1	C2H2 transcription factor
BBA_00682	19883694	XM_008595779.1	XP_008594001.1	uncharacterized protein
BBA_00683	19883695	XM_008595780.1	XP_008594002.1	heterokaryon incompatibility protein
BBA_00686	19883698	XM_008595783.1	XP_008594005.1	uncharacterized protein
BBA_00691	19883703	XM_008595788.1	XP_008594010.1	uncharacterized protein
BBA_00692	19883704	XM_008595789.1	XP_008594011.1	reverse transcriptase
BBA_00693	19883705	XM_008595790.1	XP_008594012.1	metalloprotease-like protein
BBA_00698	19883710	XM_008595795.1	XP_008594017.1	restless-like transposase
BBA_00703	19883715	XM_008595800.1	XP_008594022.1	Heterokaryon incompatibility
BBA_00704	19883716	XM_008595801.1	XP_008594023.1	ferric-chelate reductase
BBA_00711	19883723	XM_008595808.1	XP_008594030.1	uncharacterized protein
BBA_00714	19883726	XM_008595811.1	XP_008594033.1	ankyrin repeat-containing protein
BBA_00715	19883727	XM_008595812.1	XP_008594034.1	FluG domain-containing protein
BBA_00719	19883731	XM_008595816.1	XP_008594038.1	uncharacterized protein
BBA_00720	19883732	XM_008595817.1	XP_008594039.1	cysteine desulfurase-like protein
BBA_00725	19883737	XM_008595822.1	XP_008594044.1	torulene oxygenase
BBA_00727	19883739	XM_008595824.1	XP_008594046.1	uncharacterized protein
BBA_00730	19883742	XM_008595827.1	XP_008594049.1	glycosyltransferase family 31
BBA_00739	19883751	XM_008595836.1	XP_008594058.1	uncharacterized protein
BBA_00740	19883752	XM_008595837.1	XP_008594059.1	C6 transcription factor OefC
BBA_00750	19883762	XM_008595847.1	XP_008594069.1	uncharacterized protein
BBA_00753	19883765	XM_008595850.1	XP_008594072.1	transport protein sec24
BBA_00754	19883766	XM_008595851.1	XP_008594073.1	serine/threonine kinase
BBA_00756	19883768	XM_008595853.1	XP_008594075.1	cAMP-independent regulatory protein pac2
BBA_00763	19883775	XM_008595860.1	XP_008594082.1	glutaryl-CoA dehydrogenase
BBA_00766	19883778	XM_008595863.1	XP_008594085.1	ribonuclease Trv, RNase Trv
BBA_00774	19883786	XM_008595871.1	XP_008594093.1	DNA polymerase family B
BBA_00794	19883806	XM_008595891.1	XP_008594113.1	uncharacterized protein
BBA_00795	19883807	XM_008595892.1	XP_008594114.1	uncharacterized protein
BBA_00796	19883808	XM_008595893.1	XP_008594115.1	hsp70-like protein
BBA_00800	19883812	XM_008595897.1	XP_008594119.1	uncharacterized protein
BBA_00801	19883813	XM_008595898.1	XP_008594120.1	HAM-2 protein
BBA_00803	19883815	XM_008595900.1	XP_008594122.1	NDT80/PhoG like DNA-binding family protein
BBA_00811	19883823	XM_008595908.1	XP_008594130.1	uncharacterized protein
BBA_00824	19883836	XM_008595921.1	XP_008594143.1	STAG domain-containing protein
BBA_00827	19883839	XM_008595924.1	XP_008594146.1	RNA polymerase III RPC4
BBA_00830	19883842	XM_008595927.1	XP_008594149.1	Putative Zn(II)2Cys6 transcription factor
BBA_00833	19883845	XM_008595930.1	XP_008594152.1	putative mitochondrial carrier protein ARALAR1
BBA_00834	19883846	XM_008595931.1	XP_008594153.1	uncharacterized protein
BBA_00836	19883848	XM_008595933.1	XP_008594155.1	Cystinosin/ERS1p
BBA_00842	19883854	XM_008595939.1	XP_008594161.1	glycosyltransferase family 15
BBA_00845	19883857	XM_008595942.1	XP_008594164.1	LCCL domain-containing protein
BBA_00846	19883858	XM_008595943.1	XP_008594165.1	tRNA-guanine transglycosylase
BBA_00848	19883860	XM_008595945.1	XP_008594167.1	copper homeostasis protein cutC
BBA_00851	19883863	XM_008595948.1	XP_008594170.1	small oligopeptide transporter, OPT family
BBA_00856	19883868	XM_008595953.1	XP_008594175.1	uncharacterized protein
BBA_00857	19883869	XM_008595954.1	XP_008594176.1	endonuclease/Exonuclease/phosphatase protein
BBA_00860	19883872	XM_008595957.1	XP_008594179.1	uncharacterized protein
BBA_00861	19883873	XM_008595958.1	XP_008594180.1	C6 transcription factor
BBA_00867	19883879	XM_008595964.1	XP_008594186.1	uncharacterized protein
BBA_00868	19883880	XM_008595965.1	XP_008594187.1	G-protein coupled receptor
BBA_00871	19883883	XM_008595968.1	XP_008594190.1	26S proteasome-associated ubiquitin carboxyl-terminal hydrolase
BBA_00873	19883885	XM_008595970.1	XP_008594192.1	phosphatidylserine decarboxylase
BBA_00874	19883886	XM_008595971.1	XP_008594193.1	FAD binding domain-containing protein
BBA_00876	19883888	XM_008595973.1	XP_008594195.1	nucleosome assembly protein
BBA_00883	19883895	XM_008595980.1	XP_008594202.1	cyclopropane-fatty-acyl-phospholipid synthase
BBA_01283	19884295	XM_008596380.1	XP_008594602.1	major facilitator superfamily transporter
BBA_01285	19884297	XM_008596382.1	XP_008594604.1	Acyl-CoA N-acyltransferase
BBA_01286	19884298	XM_008596383.1	XP_008594605.1	tat pathway signal sequence
BBA_01287	19884299	XM_008596384.1	XP_008594606.1	eIF4-gamma/eIF5/eIF2-epsilon
BBA_01307	19884319	XM_008596404.1	XP_008594626.1	GANP/Nin1/mts3/eIF-3 p25 family protein
BBA_01311	19884323	XM_008596408.1	XP_008594630.1	NGG1 interacting factor Nif3
BBA_01316	19884328	XM_008596413.1	XP_008594635.1	tetratricopeptide-like protein
BBA_01319	19884331	XM_008596416.1	XP_008594638.1	mannosyl-oligosaccharide 1,2-alpha-mannosidase IB
BBA_01334	19884346	XM_008596431.1	XP_008594653.1	large conductance mechanosensitive channel protein
BBA_01335	19884347	XM_008596432.1	XP_008594654.1	GPI anchored glycoprotein, putative
BBA_01339	19884351	XM_008596436.1	XP_008594658.1	histidinol-phosphate aminotransferase
BBA_01343	19884355	XM_008596440.1	XP_008594662.1	pyridoxamine 5-phosphate oxidase
BBA_01429	19884441	XM_008596526.1	XP_008594748.1	GTPase-activator protein for Ras-like GTPase
BBA_01434	19884446	XM_008596531.1	XP_008594753.1	rhomboid family protein
BBA_01437	19884449	XM_008596534.1	XP_008594756.1	methyl transferase
BBA_01438	19884450	XM_008596535.1	XP_008594757.1	transcription factor IIA
BBA_01439	19884451	XM_008596536.1	XP_008594758.1	WD domain-containing protein
BBA_01452	19884464	XM_008596549.1	XP_008594771.1	NMD3 family protein
BBA_01454	19884466	XM_008596551.1	XP_008594773.1	aldehyde dehydrogenase
BBA_01461	19884473	XM_008596558.1	XP_008594780.1	COPI associated protein
BBA_01462	19884474	XM_008596559.1	XP_008594781.1	translation elongation factor G
BBA_01465	19884477	XM_008596562.1	XP_008594784.1	uncharacterized protein
BBA_01479	19884491	XM_008596576.1	XP_008594798.1	fungal specific transcription factor
BBA_01484	19884496	XM_008596581.1	XP_008594803.1	Cobalamin (vitamin B12) biosynthesis CobW
BBA_01486	19884498	XM_008596583.1	XP_008594805.1	C6 finger domain protein, putative
BBA_01493	19884505	XM_008596590.1	XP_008594812.1	riboflavin-specific deaminase domain-containing protein
BBA_01499	19884511	XM_008596596.1	XP_008594818.1	nitrate assimilation regulatory protein nirA
BBA_01500	19884512	XM_008596597.1	XP_008594819.1	DUF1014 domain protein
BBA_01501	19884513	XM_008596598.1	XP_008594820.1	major facilitator superfamily transporter
BBA_01502	19884514	XM_008596599.1	XP_008594821.1	fungal specific transcription factor
BBA_01503	19884515	XM_008596600.1	XP_008594822.1	uncharacterized protein
BBA_01505	19884517	XM_008596602.1	XP_008594824.1	peptidase family M20/M25/M40 protein
BBA_01506	19884518	XM_008596603.1	XP_008594825.1	FAD dependent oxidoreductase
BBA_01508	19884520	XM_008596605.1	XP_008594827.1	hsp70-like protein
BBA_01516	19884528	XM_008596613.1	XP_008594835.1	Frag1/DRAM/Sfk1 family protein
BBA_01518	19884530	XM_008596615.1	XP_008594837.1	DNA polymerase family B
BBA_01524	19884536	XM_008596621.1	XP_008594843.1	tubulin binding cofactor C
BBA_01530	19884542	XM_008596627.1	XP_008594849.1	VID27 cytoplasmic protein
BBA_01532	19884544	XM_008596629.1	XP_008594851.1	trehalose-6-phosphate synthase
BBA_01537	19884549	XM_008596634.1	XP_008594856.1	uncharacterized protein
BBA_01540	19884552	XM_008596637.1	XP_008594859.1	uncharacterized protein
BBA_01541	19884553	XM_008596638.1	XP_008594860.1	WD domain-containing protein
BBA_01545	19884557	XM_008596642.1	XP_008594864.1	arid/bright DNA binding domain-containing protein
BBA_01550	19884562	XM_008596647.1	XP_008594869.1	Glycosyl transferase, family 28
BBA_01552	19884564	XM_008596649.1	XP_008594871.1	RNase P subunit p30
BBA_01554	19884566	XM_008596651.1	XP_008594873.1	oxidoreductase-like protein
BBA_01557	19884569	XM_008596654.1	XP_008594876.1	choline-sulfatase-like protein
BBA_01564	19884576	XM_008596661.1	XP_008594883.1	uncharacterized protein
BBA_01565	19884577	XM_008596662.1	XP_008594884.1	kinesin motor domain-containing protein
BBA_01567	19884579	XM_008596664.1	XP_008594886.1	cyclic nucleotide-binding domain-containing protein
BBA_01571	19884583	XM_008596668.1	XP_008594890.1	splicing factor u2af-associated protein 2
BBA_01575	19884587	XM_008596672.1	XP_008594894.1	ATPase protein
BBA_01576	19884588	XM_008596673.1	XP_008594895.1	ribosomal protein L6e
BBA_01578	19884590	XM_008596675.1	XP_008594897.1	thermoresistant glucokinase family carbohydrate kinase
BBA_01579	19884591	XM_008596676.1	XP_008594898.1	2-oxoacid dehydrogenase acyltransferase
BBA_01586	19884598	XM_008596683.1	XP_008594905.1	DEAD/DEAH box helicase
BBA_01587	19884599	XM_008596684.1	XP_008594906.1	impB/mucB/samB family protein
BBA_01591	19884603	XM_008596688.1	XP_008594910.1	quinate transporter
BBA_01596	19884608	XM_008596693.1	XP_008594915.1	uncharacterized protein
BBA_01597	19884609	XM_008596694.1	XP_008594916.1	uncharacterized protein
BBA_01602	19884614	XM_008596699.1	XP_008594921.1	kynurenine 3-monooxygenase
BBA_01605	19884617	XM_008596702.1	XP_008594924.1	uncharacterized protein
BBA_01606	19884618	XM_008596703.1	XP_008594925.1	isocitrate/isopropylmalate dehydrogenase
BBA_01608	19884620	XM_008596705.1	XP_008594927.1	acid proteinase PEPI precursor
BBA_02254	19885266	XM_008597351.1	XP_008595573.1	Sir2 family protein
BBA_02256	19885268	XM_008597353.1	XP_008595575.1	peptidase family C50
BBA_02257	19885269	XM_008597354.1	XP_008595576.1	uncharacterized protein
BBA_02258	19885270	XM_008597355.1	XP_008595577.1	fungal specific transcription factor
BBA_02268	19885280	XM_008597365.1	XP_008595587.1	histone H4.1
BBA_02272	19885284	XM_008597369.1	XP_008595591.1	nuclear pore complex protein An-Nup82
BBA_02280	19885292	XM_008597377.1	XP_008595599.1	mitogen-activated protein kinase kinase kinase
BBA_02284	19885296	XM_008597381.1	XP_008595603.1	Zn(II)2Cys6 transcriptional activator
BBA_02286	19885298	XM_008597383.1	XP_008595605.1	protein tyrosine phosphatase (Pyp1), putative
BBA_02289	19885301	XM_008597386.1	XP_008595608.1	binuclear zinc transcription factor
BBA_02292	19885304	XM_008597389.1	XP_008595611.1	vacuolar membrane protein pep3
BBA_02293	19885305	XM_008597390.1	XP_008595612.1	prephenate dehydratase
BBA_02294	19885306	XM_008597391.1	XP_008595613.1	hexose transporter
BBA_02295	19885307	XM_008597392.1	XP_008595614.1	DnaJ-like protein
BBA_02302	19885314	XM_008597399.1	XP_008595621.1	autophagy-related protein 8
BBA_02306	19885318	XM_008597403.1	XP_008595625.1	GMC oxidoreductase
BBA_02312	19885324	XM_008597409.1	XP_008595631.1	eukaryotic aspartyl protease
BBA_02313	19885325	XM_008597410.1	XP_008595632.1	tudor domain-containing protein
BBA_02315	19885327	XM_008597412.1	XP_008595634.1	protein family CysZ
BBA_02318	19885330	XM_008597415.1	XP_008595637.1	Ser/Thr protein phosphatase family protein
BBA_02320	19885332	XM_008597417.1	XP_008595639.1	ab-hydrolase associated lipase region
BBA_02322	19885334	XM_008597419.1	XP_008595641.1	Myosin
BBA_02327	19885339	XM_008597424.1	XP_008595646.1	uncharacterized protein
BBA_02802	19885814	XM_008597899.1	XP_008596121.1	fungal specific transcription factor
BBA_02807	19885819	XM_008597904.1	XP_008596126.1	uncharacterized protein
BBA_02810	19885822	XM_008597907.1	XP_008596129.1	suppressor protein SRP40
BBA_02813	19885825	XM_008597910.1	XP_008596132.1	putative 2-oxoglutarate/malate translocator
BBA_02815	19885827	XM_008597912.1	XP_008596134.1	ABC transporter
BBA_02819	19885831	XM_008597916.1	XP_008596138.1	endoribonuclease L-PSP
BBA_02829	19885841	XM_008597926.1	XP_008596148.1	casein kinase II regulatory subunit
BBA_02831	19885843	XM_008597928.1	XP_008596150.1	RanGTP-binding protein
BBA_02833	19885845	XM_008597930.1	XP_008596152.1	phosphoenolpyruvate carboxykinase
BBA_02834	19885846	XM_008597931.1	XP_008596153.1	allantoate permease
BBA_02835	19885847	XM_008597932.1	XP_008596154.1	ATP synthase F0
BBA_02840	19885852	XM_008597937.1	XP_008596159.1	histone acetyltransferase
BBA_02842	19885854	XM_008597939.1	XP_008596161.1	nucleoporin autopeptidase
BBA_02844	19885856	XM_008597941.1	XP_008596163.1	ENTH domain-containing protein
BBA_02846	19885858	XM_008597943.1	XP_008596165.1	mitochondrial 2-oxodicarboxylate carrier 1
BBA_02847	19885859	XM_008597944.1	XP_008596166.1	uncharacterized protein
BBA_02850	19885862	XM_008597947.1	XP_008596169.1	SNF2 family domain-containing protein
BBA_02853	19885865	XM_008597950.1	XP_008596172.1	uncharacterized protein
BBA_02855	19885867	XM_008597952.1	XP_008596174.1	cell division control protein
BBA_02856	19885868	XM_008597953.1	XP_008596175.1	CCR4-Not complex component
BBA_02857	19885869	XM_008597954.1	XP_008596176.1	phenazine biosynthesis protein phzF
BBA_02860	19885872	XM_008597957.1	XP_008596179.1	Ribosomal protein S5
BBA_02862	19885874	XM_008597959.1	XP_008596181.1	uncharacterized protein
BBA_02864	19885876	XM_008597961.1	XP_008596183.1	heavy metal translocating P-type ATPase
BBA_02874	19885886	XM_008597971.1	XP_008596193.1	Cytochrome P450 CYP505D4
BBA_02875	19885887	XM_008597972.1	XP_008596194.1	DNA repair protein MMS21
BBA_02877	19885889	XM_008597974.1	XP_008596196.1	formamidopyrimidine-DNA glycosylase
BBA_02884	19885896	XM_008597981.1	XP_008596203.1	leucine Rich Repeat family protein
BBA_02889	19885901	XM_008597986.1	XP_008596208.1	uncharacterized protein
BBA_02895	19885907	XM_008597992.1	XP_008596214.1	nucleoporin NIC96
BBA_02897	19885909	XM_008597994.1	XP_008596216.1	replication factor RFC1 C terminal domain-containing protein
BBA_02907	19885919	XM_008598004.1	XP_008596226.1	bystin-like protein
BBA_02910	19885922	XM_008598007.1	XP_008596229.1	methionine aminopeptidase
BBA_02911	19885923	XM_008598008.1	XP_008596230.1	AT hook domain-containing protein
BBA_02914	19885926	XM_008598011.1	XP_008596233.1	myosin regulatory light chain cdc4
BBA_02915	19885927	XM_008598012.1	XP_008596234.1	peptidase family M3
BBA_02916	19885928	XM_008598013.1	XP_008596235.1	MFS transporter, putative
BBA_02923	19885935	XM_008598020.1	XP_008596242.1	glycosyltransferase family 22
BBA_02929	19885941	XM_008598026.1	XP_008596248.1	uncharacterized protein
BBA_02934	19885946	XM_008598031.1	XP_008596253.1	DJ-1/PfpI family protein
BBA_02935	19885947	XM_008598032.1	XP_008596254.1	C2H2 type zinc finger domain protein
BBA_02937	19885949	XM_008598034.1	XP_008596256.1	GNAT family acetyltransferase, putative
BBA_02938	19885950	XM_008598035.1	XP_008596257.1	prolyl-tRNA synthetase
BBA_02939	19885951	XM_008598036.1	XP_008596258.1	T-complex protein 1
BBA_02940	19885952	XM_008598037.1	XP_008596259.1	cytochrome b-c1 complex subunit Rieske
BBA_02948	19885960	XM_008598045.1	XP_008596267.1	uncharacterized protein
BBA_02957	19885969	XM_008598054.1	XP_008596276.1	EAP30/Vps36 family protein
BBA_02960	19885972	XM_008598057.1	XP_008596279.1	Mitochondrial 18kDa protein
BBA_02962	19885974	XM_008598059.1	XP_008596281.1	uncharacterized protein
BBA_02968	19885980	XM_008598065.1	XP_008596287.1	regulator of G protein signaling
BBA_02982	19885994	XM_008598079.1	XP_008596301.1	norsolorinic acid reductase
BBA_02984	19885996	XM_008598081.1	XP_008596303.1	squalene epoxidase
BBA_02992	19886004	XM_008598089.1	XP_008596311.1	MutS domain V
BBA_02997	19886009	XM_008598094.1	XP_008596316.1	uncharacterized protein
BBA_03000	19886012	XM_008598097.1	XP_008596319.1	isochorismatase-like protein
BBA_03007	19886019	XM_008598104.1	XP_008596326.1	uncharacterized protein
BBA_03009	19886021	XM_008598106.1	XP_008596328.1	putative nicotinamide mononucleotide adenylyltransferase
BBA_03013	19886025	XM_008598110.1	XP_008596332.1	hexose transporter
BBA_03016	19886028	XM_008598113.1	XP_008596335.1	peptidase family protein
BBA_03018	19886030	XM_008598115.1	XP_008596337.1	TMEM1 family protein
BBA_03020	19886032	XM_008598117.1	XP_008596339.1	NADH:ubiquinone oxidoreductase 20.1kD subunit
BBA_03023	19886035	XM_008598120.1	XP_008596342.1	uncharacterized protein
BBA_03025	19886037	XM_008598122.1	XP_008596344.1	bZIP transcription factor
BBA_03037	19886049	XM_008598134.1	XP_008596356.1	lysyl-tRNA synthetase
BBA_03038	19886050	XM_008598135.1	XP_008596357.1	dienelactone hydrolase domain-containing protein
BBA_03040	19886052	XM_008598137.1	XP_008596359.1	DUF636 domain protein
BBA_03043	19886055	XM_008598140.1	XP_008596362.1	UBX domain-containing protein
BBA_03045	19886057	XM_008598142.1	XP_008596364.1	Acyl-CoA N-acyltransferase
BBA_03046	19886058	XM_008598143.1	XP_008596365.1	uncharacterized protein
BBA_03053	19886065	XM_008598150.1	XP_008596372.1	abc transporter
BBA_03054	19886066	XM_008598151.1	XP_008596373.1	pheromone-regulated membrane protein
BBA_03055	19886067	XM_008598152.1	XP_008596374.1	HPP family protein
BBA_03059	19886071	XM_008598156.1	XP_008596378.1	ThiF family protein
BBA_03062	19886074	XM_008598159.1	XP_008596381.1	putative Heat-labile enterotoxin IIB, A chain
