"seqnames","start","end","width","strand","score","p_value","q_value","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","distanceToTSS","GeneID","transcript_id","protein_id"
"NW_007930894.1",2108,2116,9,"-",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",59,4039,4513,475,2,"BBA_09580",2405,NA,NA,NA
"NW_007930848.1",2133,2141,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",13,256,2040,1785,2,"BBA_05123",-101,NA,NA,NA
"NW_007930896.1",2169,2177,9,"+",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",61,2346,3646,1301,2,"BBA_09634",1469,NA,NA,NA
"NW_007930972.1",2195,2203,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",134,1211,2353,1143,1,"BBA_10334",984,NA,NA,NA
"NW_007930907.1",2218,2226,9,"+",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",72,1036,1578,543,1,"BBA_09864",1182,NA,NA,NA
"NW_007930907.1",2229,2237,9,"+",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",72,1036,1578,543,1,"BBA_09864",1193,NA,NA,NA
"NW_007930906.1",2463,2471,9,"+",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",71,5035,5947,913,1,"BBA_09847",-2564,NA,NA,NA
"NW_007930847.1",2595,2603,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",12,2906,5432,2527,1,"BBA_04902",-303,NA,NA,NA
"NW_007930844.1",2588,2596,9,"-",14.4146,7.28e-06,0.129,"Distal Intergenic",9,8402,10166,1765,2,"BBA_03998",7578,NA,NA,NA
"NW_007930981.1",2596,2604,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",141,2901,4346,1446,1,"BBA_10346",-305,"19893358","XM_008605443.1","XP_008603665.1"
"NW_007930906.1",2656,2664,9,"+",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",71,5035,5947,913,1,"BBA_09847",-2371,NA,NA,NA
"NW_007930906.1",2665,2673,9,"+",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",71,5035,5947,913,1,"BBA_09847",-2362,NA,NA,NA
"NW_007930977.1",2733,2741,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",138,676,2011,1336,2,"BBA_10341",-730,NA,NA,NA
"NW_007930940.1",2791,2799,9,"+",14.4146,7.28e-06,0.129,"Promoter (3-4kb)",105,5653,6429,777,2,"BBA_10236",3630,NA,NA,NA
"NW_007930862.1",2839,2847,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",27,1706,3742,2037,2,"BBA_07674",895,NA,NA,NA
"NW_007930906.1",2901,2909,9,"+",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",71,5035,5947,913,1,"BBA_09847",-2126,NA,NA,NA
"NW_007930926.1",2923,2931,9,"-",14.4146,7.28e-06,0.129,"Distal Intergenic",91,5089,8644,3556,2,"BBA_10126",5721,NA,NA,NA
"NW_007930891.1",3133,3141,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",56,2679,3667,989,1,"BBA_09498",462,NA,NA,NA
"NW_007930850.1",3159,3167,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",15,2224,2919,696,2,"BBA_05582",-240,NA,NA,NA
"NW_007930942.1",3513,3521,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",107,3576,3851,276,2,"BBA_10244",330,NA,NA,NA
"NW_007930926.1",3810,3818,9,"-",14.4146,7.28e-06,0.129,"Promoter (4-5kb)",91,5089,8644,3556,2,"BBA_10126",4834,NA,NA,NA
"NW_007930890.1",3819,3827,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",55,4728,6143,1416,1,"BBA_09467",-909,NA,NA,NA
"NW_007930890.1",3825,3833,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",55,4728,6143,1416,1,"BBA_09467",-903,NA,NA,NA
"NW_007930890.1",3970,3978,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",55,4728,6143,1416,1,"BBA_09467",-758,NA,NA,NA
"NW_007930926.1",4024,4032,9,"-",14.4146,7.28e-06,0.129,"Promoter (4-5kb)",91,5089,8644,3556,2,"BBA_10126",4620,NA,NA,NA
"NW_007930937.1",4093,4101,9,"+",14.4146,7.28e-06,0.129,"Distal Intergenic",102,13919,14842,924,1,"BBA_10223",-9818,NA,NA,NA
"NW_007930937.1",4504,4512,9,"+",14.4146,7.28e-06,0.129,"Distal Intergenic",102,13919,14842,924,1,"BBA_10223",-9407,NA,NA,NA
"NW_007930894.1",4527,4535,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",59,4039,4513,475,2,"BBA_09580",-14,NA,NA,NA
"NW_007930881.1",4795,4803,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",46,4878,5519,642,1,"BBA_09132",-83,NA,NA,NA
"NW_007930948.1",4949,4957,9,"+",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",113,2472,5416,2945,1,"BBA_10271",2477,NA,NA,NA
"NW_007930890.1",5439,5447,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",55,4728,6143,1416,1,"BBA_09467",719,NA,NA,NA
"NW_007930906.1",5440,5448,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",71,5035,5947,913,1,"BBA_09847",413,NA,NA,NA
"NW_007930876.1",5557,5565,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",41,6168,6869,702,1,"BBA_08833",-611,NA,NA,NA
"NW_007930915.1",5718,5726,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",80,5987,6800,814,1,"BBA_10000",-261,NA,NA,NA
"NW_007930952.1",5752,5760,9,"+",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",117,3473,4220,748,2,"BBA_10290",-1532,"19893302","XM_008605387.1","XP_008603609.1"
"NW_007930847.1",5808,5816,9,"+",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",12,2906,5432,2527,1,"BBA_04902",2902,NA,NA,NA
"NW_007930848.1",6045,6053,9,"-",14.4146,7.28e-06,0.129,"Promoter (4-5kb)",13,256,2040,1785,2,"BBA_05123",-4013,NA,NA,NA
"NW_007930862.1",6086,6094,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",27,6153,6758,606,2,"BBA_07676",672,NA,NA,NA
"NW_007930855.1",6129,6137,9,"-",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",20,7189,8618,1430,1,"BBA_06635",-1060,NA,NA,NA
"NW_007930862.1",6133,6141,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",27,6153,6758,606,2,"BBA_07676",625,NA,NA,NA
"NW_007930937.1",6234,6242,9,"+",14.4146,7.28e-06,0.129,"Distal Intergenic",102,13919,14842,924,1,"BBA_10223",-7677,NA,NA,NA
"NW_007930952.1",6311,6319,9,"+",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",117,3473,4220,748,2,"BBA_10290",-2091,"19893302","XM_008605387.1","XP_008603609.1"
"NW_007930919.1",6319,6327,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",84,2945,5446,2502,2,"BBA_10051",-881,NA,NA,NA
"NW_007930840.1",6337,6345,9,"-",14.4146,7.28e-06,0.129,"Distal Intergenic",5,14020,15579,1560,1,"BBA_02310",-7683,NA,NA,NA
"NW_007930882.1",6422,6430,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",47,6666,7768,1103,1,"BBA_09175",-236,NA,NA,NA
"NW_007930882.1",6463,6471,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",47,6666,7768,1103,1,"BBA_09175",-195,NA,NA,NA
"NW_007930862.1",6506,6514,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",27,6153,6758,606,2,"BBA_07676",244,NA,NA,NA
"NW_007930847.1",6512,6520,9,"-",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",12,8146,8934,789,2,"BBA_04903",2422,NA,NA,NA
"NW_007930857.1",6552,6560,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",22,5972,6855,884,2,"BBA_06956",303,NA,NA,NA
"NW_007930952.1",6628,6636,9,"+",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",117,3473,4220,748,2,"BBA_10290",-2408,"19893302","XM_008605387.1","XP_008603609.1"
"NW_007930917.1",6735,6743,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",82,4184,6363,2180,2,"BBA_10030",-372,NA,NA,NA
"NW_007930963.1",6744,6752,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",127,5896,6267,372,1,"BBA_10320",848,"19893332","XM_008605417.1","XP_008603639.1"
"NW_007930847.1",6925,6933,9,"-",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",12,8146,8934,789,2,"BBA_04903",2009,NA,NA,NA
"NW_007930873.1",7103,7111,9,"+",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",38,9419,9794,376,1,"BBA_08664",-2308,NA,NA,NA
"NW_007930946.1",7106,7114,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",111,4814,6612,1799,2,"BBA_10265",-502,NA,NA,NA
"NW_007930900.1",7109,7117,9,"-",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",65,4394,6154,1761,1,"BBA_09738",2723,NA,NA,NA
"NW_007930873.1",7127,7135,9,"+",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",38,9419,9794,376,1,"BBA_08664",-2284,NA,NA,NA
"NW_007930891.1",7221,7229,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",56,6186,6608,423,2,"BBA_09499",-621,NA,NA,NA
"NW_007930929.1",7285,7293,9,"-",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",94,5899,8789,2891,2,"BBA_10156",1504,NA,NA,NA
"NW_007930946.1",7326,7334,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",111,4814,6612,1799,2,"BBA_10265",-714,NA,NA,NA
"NW_007930935.1",7339,7347,9,"+",14.4146,7.28e-06,0.129,"Distal Intergenic",100,9882,13252,3371,2,"BBA_10212",5905,NA,NA,NA
"NW_007930935.1",7389,7397,9,"-",14.4146,7.28e-06,0.129,"Distal Intergenic",100,9882,13252,3371,2,"BBA_10212",5863,NA,NA,NA
"NW_007930880.1",7465,7473,9,"+",14.4146,7.28e-06,0.129,"Promoter (3-4kb)",45,3915,4402,488,1,"BBA_09077",3550,NA,NA,NA
"NW_007930860.1",7702,7710,9,"-",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",25,9286,9639,354,1,"BBA_07425",-1584,NA,NA,NA
"NW_007930961.1",7713,7721,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",125,6220,7101,882,2,"BBA_10315",-612,"19893327","XM_008605412.1","XP_008603634.1"
"NW_007930845.1",7718,7726,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",10,8463,9262,800,1,"BBA_04349",-737,NA,NA,NA
"NW_007930891.1",7781,7789,9,"-",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",56,6186,6608,423,2,"BBA_09499",-1181,NA,NA,NA
"NW_007930917.1",7792,7800,9,"+",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",82,4184,6363,2180,2,"BBA_10030",-1429,NA,NA,NA
"NW_007930882.1",7888,7896,9,"-",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",47,6666,7768,1103,1,"BBA_09175",1230,NA,NA,NA
"NW_007930882.1",7894,7902,9,"-",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",47,6666,7768,1103,1,"BBA_09175",1236,NA,NA,NA
"NW_007930935.1",7906,7914,9,"-",14.4146,7.28e-06,0.129,"Distal Intergenic",100,9882,13252,3371,2,"BBA_10212",5346,NA,NA,NA
"NW_007930917.1",7991,7999,9,"-",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",82,9526,12065,2540,1,"BBA_10031",-1535,NA,NA,NA
"NW_007930952.1",8000,8008,9,"+",14.4146,7.28e-06,0.129,"Promoter (3-4kb)",117,3473,4220,748,2,"BBA_10290",-3780,"19893302","XM_008605387.1","XP_008603609.1"
"NW_007930856.1",8016,8024,9,"+",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",21,6902,7900,999,1,"BBA_06805",1114,NA,NA,NA
"NW_007930963.1",8072,8080,9,"+",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",127,5896,6267,372,1,"BBA_10320",2176,"19893332","XM_008605417.1","XP_008603639.1"
"NW_007930840.1",8219,8227,9,"-",14.4146,7.28e-06,0.129,"Distal Intergenic",5,14020,15579,1560,1,"BBA_02310",-5801,NA,NA,NA
"NW_007930849.1",8284,8292,9,"+",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",14,9576,10574,999,1,"BBA_05341",-1284,NA,NA,NA
"NW_007930899.1",8373,8381,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",64,7555,8550,996,2,"BBA_09715",169,NA,NA,NA
"NW_007930849.1",8530,8538,9,"+",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",14,9576,10574,999,1,"BBA_05341",-1038,NA,NA,NA
"NW_007930965.1",8634,8642,9,"+",14.4146,7.28e-06,0.129,"Distal Intergenic",129,366,2002,1637,1,"BBA_10323",8268,"19893335","XM_008605420.1","XP_008603642.1"
"NW_007930921.1",8659,8667,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",86,9123,19969,10847,1,"BBA_10087",-456,NA,NA,NA
"NW_007930941.1",8988,8996,9,"-",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",106,3658,7287,3630,2,"BBA_10243",-1709,"19893255","XM_008605340.1","XP_008603562.1"
"NW_007930915.1",9174,9182,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",80,6949,9189,2241,2,"BBA_10001",15,NA,NA,NA
"NW_007930848.1",9197,9205,9,"-",14.4146,7.28e-06,0.129,"Distal Intergenic",13,256,2040,1785,2,"BBA_05123",-7165,NA,NA,NA
"NW_007930871.1",9208,9216,9,"-",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",36,7985,8395,411,1,"BBA_08530",1231,NA,NA,NA
"NW_007930899.1",9270,9278,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",64,7555,8550,996,2,"BBA_09715",-728,NA,NA,NA
"NW_007930903.1",9323,9331,9,"+",14.4146,7.28e-06,0.129,"Promoter (4-5kb)",68,5064,7854,2791,1,"BBA_09785",4259,NA,NA,NA
"NW_007930876.1",9421,9429,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",41,9686,10353,668,1,"BBA_08834",-257,NA,NA,NA
"NW_007930963.1",9446,9454,9,"+",14.4146,7.28e-06,0.129,"Promoter (3-4kb)",127,5896,6267,372,1,"BBA_10320",3550,"19893332","XM_008605417.1","XP_008603639.1"
"NW_007930908.1",9492,9500,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",73,9048,9641,594,2,"BBA_09893",149,NA,NA,NA
"NW_007930931.1",9530,9538,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",96,7082,9427,2346,2,"BBA_10174",-111,NA,NA,NA
"NW_007930931.1",9543,9551,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",96,7082,9427,2346,2,"BBA_10174",-124,NA,NA,NA
"NW_007930905.1",9687,9695,9,"+",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",70,9929,10866,938,2,"BBA_09827",1171,NA,NA,NA
"NW_007930900.1",9722,9730,9,"-",14.4146,7.28e-06,0.129,"Distal Intergenic",65,4394,6154,1761,1,"BBA_09738",5336,NA,NA,NA
"NW_007930859.1",9860,9868,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",24,7965,9836,1872,2,"BBA_07277",-24,NA,NA,NA
"NW_007930963.1",9867,9875,9,"+",14.4146,7.28e-06,0.129,"Promoter (3-4kb)",127,5896,6267,372,1,"BBA_10320",3971,"19893332","XM_008605417.1","XP_008603639.1"
"NW_007930859.1",9871,9879,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",24,7965,9836,1872,2,"BBA_07277",-35,NA,NA,NA
"NW_007930961.1",9915,9923,9,"+",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",125,6220,7101,882,2,"BBA_10315",-2814,"19893327","XM_008605412.1","XP_008603634.1"
"NW_007930963.1",9927,9935,9,"+",14.4146,7.28e-06,0.129,"Promoter (4-5kb)",127,5896,6267,372,1,"BBA_10320",4031,"19893332","XM_008605417.1","XP_008603639.1"
"NW_007930840.1",9950,9958,9,"-",14.4146,7.28e-06,0.129,"Promoter (4-5kb)",5,14020,15579,1560,1,"BBA_02310",-4070,NA,NA,NA
"NW_007930844.1",9976,9984,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",9,8402,10166,1765,2,"BBA_03998",190,NA,NA,NA
"NW_007930900.1",10076,10084,9,"+",14.4146,7.28e-06,0.129,"Distal Intergenic",65,4394,6154,1761,1,"BBA_09738",5682,NA,NA,NA
"NW_007930900.1",10137,10145,9,"-",14.4146,7.28e-06,0.129,"Distal Intergenic",65,4394,6154,1761,1,"BBA_09738",5751,NA,NA,NA
"NW_007930941.1",10196,10204,9,"-",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",106,3658,7287,3630,2,"BBA_10243",-2917,"19893255","XM_008605340.1","XP_008603562.1"
"NW_007930848.1",10198,10206,9,"-",14.4146,7.28e-06,0.129,"Distal Intergenic",13,13534,16521,2988,2,"BBA_05124",6323,NA,NA,NA
"NW_007930862.1",10201,10209,9,"-",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",27,11116,12610,1495,2,"BBA_07678",2409,NA,NA,NA
"NW_007930899.1",10232,10240,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",64,9519,10785,1267,2,"BBA_09716",545,NA,NA,NA
"NW_007930952.1",10268,10276,9,"+",14.4146,7.28e-06,0.129,"Distal Intergenic",117,3473,4220,748,2,"BBA_10290",-6048,"19893302","XM_008605387.1","XP_008603609.1"
"NW_007930931.1",10383,10391,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",96,7082,9427,2346,2,"BBA_10174",-956,NA,NA,NA
"NW_007930838.1",10439,10447,9,"+",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",3,7915,9218,1304,2,"BBA_01243",-1221,NA,NA,NA
"NW_007930953.1",10609,10617,9,"-",14.4146,7.28e-06,0.129,"Promoter (1-2kb)",118,7107,8959,1853,2,"BBA_10293",-1658,"19893305","XM_008605390.1","XP_008603612.1"
"NW_007930844.1",10619,10627,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",9,8402,10166,1765,2,"BBA_03998",-461,NA,NA,NA
"NW_007930927.1",10784,10792,9,"+",14.4146,7.28e-06,0.129,"Promoter (2-3kb)",92,11335,13481,2147,2,"BBA_10138",2689,NA,NA,NA
"NW_007930956.1",10912,10920,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",121,2397,10507,8111,2,"BBA_10302",-413,"19893314","XM_008605399.1","XP_008603621.1"
"NW_007930957.1",10927,10935,9,"+",14.4146,7.28e-06,0.129,"Promoter (3-4kb)",122,6618,7472,855,2,"BBA_10305",-3455,"19893317","XM_008605402.1","XP_008603624.1"
"NW_007930906.1",10960,10968,9,"-",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",71,11183,12493,1311,1,"BBA_09851",-223,NA,NA,NA
"NW_007930956.1",11007,11015,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",121,2397,10507,8111,2,"BBA_10302",-500,"19893314","XM_008605399.1","XP_008603621.1"
"NW_007930910.1",11050,11058,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",75,11177,13042,1866,1,"BBA_09923",-119,NA,NA,NA
"NW_007930874.1",11126,11134,9,"+",14.4146,7.28e-06,0.129,"Promoter (4-5kb)",39,15933,16490,558,1,"BBA_08717",-4799,NA,NA,NA
"NW_007930880.1",11622,11630,9,"+",14.4146,7.28e-06,0.129,"Promoter (<=1kb)",45,5677,11202,5526,2,"BBA_09078",-420,NA,NA,NA
