locus_tag	GeneID	transcript_id	protein_id	product
BBA_00061	19883073	XM_008595158.1	XP_008593380.1	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain, putative
BBA_00063	19883075	XM_008595160.1	XP_008593382.1	AMP-binding enzyme, putative
BBA_00064	19883076	XM_008595161.1	XP_008593383.1	uncharacterized protein
BBA_00065	19883077	XM_008595162.1	XP_008593384.1	major facilitator superfamily transporter
BBA_00066	19883078	XM_008595163.1	XP_008593385.1	Phosphotransferase enzyme family domain protein
BBA_00067	19883079	XM_008595164.1	XP_008593386.1	2-nitropropane dioxygenase
BBA_00069	19883081	XM_008595166.1	XP_008593388.1	metalloprotease MEP1
BBA_00070	19883082	XM_008595167.1	XP_008593389.1	uncharacterized protein
BBA_00071	19883083	XM_008595168.1	XP_008593390.1	nitrate assimilation regulatory protein nirA
BBA_00073	19883085	XM_008595170.1	XP_008593392.1	methylitaconate delta2-delta3-isomerase
BBA_00074	19883086	XM_008595171.1	XP_008593393.1	von Willebrand domain-containing protein
BBA_00076	19883088	XM_008595173.1	XP_008593395.1	thiamine biosynthesis protein (Thi-4)
BBA_00079	19883091	XM_008595176.1	XP_008593398.1	LysR family regulatory protein
BBA_00080	19883092	XM_008595177.1	XP_008593399.1	uncharacterized protein
BBA_00088	19883100	XM_008595185.1	XP_008593407.1	C6 finger domain protein
BBA_00089	19883101	XM_008595186.1	XP_008593408.1	uncharacterized protein
BBA_00090	19883102	XM_008595187.1	XP_008593409.1	aryl-alcohol oxidase/vanillyl-alcohol oxidase
BBA_00096	19883108	XM_008595193.1	XP_008593415.1	uncharacterized protein
BBA_00097	19883109	XM_008595194.1	XP_008593416.1	3-hydroxyacyl-CoA dehyrogenase
BBA_00098	19883110	XM_008595195.1	XP_008593417.1	major facilitator superfamily transporter
BBA_00100	19883112	XM_008595197.1	XP_008593419.1	uncharacterized protein
BBA_00101	19883113	XM_008595198.1	XP_008593420.1	carbohydrate esterase family 4
BBA_00104	19883116	XM_008595201.1	XP_008593423.1	uncharacterized protein
BBA_00105	19883117	XM_008595202.1	XP_008593424.1	Putative Zn(II)2Cys6 transcription factor
BBA_00106	19883118	XM_008595203.1	XP_008593425.1	WD domain-containing protein
BBA_00107	19883119	XM_008595204.1	XP_008593426.1	helicase associated domain-containing protein
BBA_00113	19883125	XM_008595210.1	XP_008593432.1	uncharacterized protein
BBA_00116	19883128	XM_008595213.1	XP_008593435.1	ChaC-like protein
BBA_00117	19883129	XM_008595214.1	XP_008593436.1	RNA recognition domain-containing protein
BBA_00120	19883132	XM_008595217.1	XP_008593439.1	uncharacterized protein
BBA_00121	19883133	XM_008595218.1	XP_008593440.1	transmembrane and coiled-coil domain-containing protein
BBA_00125	19883137	XM_008595222.1	XP_008593444.1	PH domain-containing protein
BBA_00127	19883139	XM_008595224.1	XP_008593446.1	uncharacterized protein
BBA_00128	19883140	XM_008595225.1	XP_008593447.1	oligosaccharyl transferase STT3 subunit
BBA_00129	19883141	XM_008595226.1	XP_008593448.1	ATP synthase subunit E
BBA_00137	19883149	XM_008595234.1	XP_008593456.1	mitochondrial ATPase inhibitor, putative
BBA_00140	19883152	XM_008595237.1	XP_008593459.1	eukaryotic translation initiation factor 2 subunit gamma
BBA_00141	19883153	XM_008595238.1	XP_008593460.1	uncharacterized protein
BBA_00142	19883154	XM_008595239.1	XP_008593461.1	glycosyltransferase family 62
BBA_00143	19883155	XM_008595240.1	XP_008593462.1	ubiquitin-conjugating enzyme
BBA_00145	19883157	XM_008595242.1	XP_008593464.1	prenylated Rab acceptor 1
BBA_00146	19883158	XM_008595243.1	XP_008593465.1	ELMO/CED-12 family protein
BBA_00150	19883162	XM_008595247.1	XP_008593469.1	exosome complex subunit Rrp46
BBA_00151	19883163	XM_008595248.1	XP_008593470.1	phosphotyrosyl phosphate activator protein
BBA_00152	19883164	XM_008595249.1	XP_008593471.1	uncharacterized protein
BBA_00153	19883165	XM_008595250.1	XP_008593472.1	carbohydrate kinase
BBA_00154	19883166	XM_008595251.1	XP_008593473.1	ATP synthase alpha chain
BBA_00156	19883168	XM_008595253.1	XP_008593475.1	LSM domain-containing protein
BBA_00157	19883169	XM_008595254.1	XP_008593476.1	DnaJ domain-containing protein
BBA_00158	19883170	XM_008595255.1	XP_008593477.1	thioredoxin-like protein
BBA_00159	19883171	XM_008595256.1	XP_008593478.1	uncharacterized protein
BBA_00161	19883173	XM_008595258.1	XP_008593480.1	RhoGAP domain-containing protein
BBA_00163	19883175	XM_008595260.1	XP_008593482.1	uncharacterized protein
BBA_00166	19883178	XM_008595263.1	XP_008593485.1	TBC domain-containing protein
BBA_00167	19883179	XM_008595264.1	XP_008593486.1	hemolysin-III family protein
BBA_00168	19883180	XM_008595265.1	XP_008593487.1	fms interacting protein
BBA_00169	19883181	XM_008595266.1	XP_008593488.1	FKBP-type peptidyl-prolyl cis-trans isomerase
BBA_00171	19883183	XM_008595268.1	XP_008593490.1	serine/threonine protein kinase, putative
BBA_00172	19883184	XM_008595269.1	XP_008593491.1	glycoside hydrolase family 38
BBA_00180	19883192	XM_008595277.1	XP_008593499.1	DEAD/DEAH box helicase
BBA_00181	19883193	XM_008595278.1	XP_008593500.1	BAH/PHD-containing protein
BBA_00182	19883194	XM_008595279.1	XP_008593501.1	uncharacterized protein
BBA_00183	19883195	XM_008595280.1	XP_008593502.1	major facilitator superfamily transporter
BBA_00185	19883197	XM_008595282.1	XP_008593504.1	arsenite resistance protein Ars2
BBA_00186	19883198	XM_008595283.1	XP_008593505.1	uncharacterized protein
BBA_00190	19883202	XM_008595287.1	XP_008593509.1	COX17 protein
BBA_00191	19883203	XM_008595288.1	XP_008593510.1	uncharacterized protein
BBA_00192	19883204	XM_008595289.1	XP_008593511.1	Ribonuclease H1
BBA_00193	19883205	XM_008595290.1	XP_008593512.1	galactose oxidase precursor
BBA_00195	19883207	XM_008595292.1	XP_008593514.1	mannitol 1-phosphate dehydrogenase
BBA_00200	19883212	XM_008595297.1	XP_008593519.1	uncharacterized protein
BBA_00204	19883216	XM_008595301.1	XP_008593523.1	cyclin domain-containing protein
BBA_00205	19883217	XM_008595302.1	XP_008593524.1	uncharacterized protein
BBA_00206	19883218	XM_008595303.1	XP_008593525.1	uncharacterized protein
BBA_00207	19883219	XM_008595304.1	XP_008593526.1	cation diffusion facilitator family transporter
BBA_00208	19883220	XM_008595305.1	XP_008593527.1	40S ribosomal protein S2
BBA_00210	19883222	XM_008595307.1	XP_008593529.1	anaphase-promoting complex subunit 11
BBA_00212	19883224	XM_008595309.1	XP_008593531.1	proline dehydrogenase
BBA_00219	19883231	XM_008595316.1	XP_008593538.1	PCI domain-containing protein
BBA_00220	19883232	XM_008595317.1	XP_008593539.1	CLAP1-like protein
BBA_00221	19883233	XM_008595318.1	XP_008593540.1	Cytochrome P450 CYP51F1
BBA_00223	19883235	XM_008595320.1	XP_008593542.1	uncharacterized protein
BBA_00227	19883239	XM_008595324.1	XP_008593546.1	cutinase negative acting protein
BBA_00231	19883243	XM_008595328.1	XP_008593550.1	uncharacterized protein
BBA_00232	19883244	XM_008595329.1	XP_008593551.1	uncharacterized protein
BBA_00234	19883246	XM_008595331.1	XP_008593553.1	alpha/beta hydrolase
BBA_00235	19883247	XM_008595332.1	XP_008593554.1	peptidase A4 family protein
BBA_00238	19883250	XM_008595335.1	XP_008593557.1	chaperone protein hchA
BBA_00240	19883252	XM_008595337.1	XP_008593559.1	Spa2-like protein
BBA_00241	19883253	XM_008595338.1	XP_008593560.1	Ssu72-like protein
BBA_00243	19883255	XM_008595340.1	XP_008593562.1	metallo-beta-lactamase domain protein
BBA_00244	19883256	XM_008595341.1	XP_008593563.1	BOUP1-like protein
BBA_00249	19883261	XM_008595346.1	XP_008593568.1	PA domain-containing protein
BBA_00253	19883265	XM_008595350.1	XP_008593572.1	uncharacterized protein
BBA_00257	19883269	XM_008595354.1	XP_008593576.1	hsp70-like protein
BBA_00259	19883271	XM_008595356.1	XP_008593578.1	uncharacterized protein
BBA_00260	19883272	XM_008595357.1	XP_008593579.1	RNA polymerase Rpb1
BBA_00261	19883273	XM_008595358.1	XP_008593580.1	WD domain-containing protein
BBA_00264	19883276	XM_008595361.1	XP_008593583.1	YSIRK family gram-positive signal peptide
BBA_00265	19883277	XM_008595362.1	XP_008593584.1	morphogenesis protein
BBA_00267	19883279	XM_008595364.1	XP_008593586.1	ubiquitin-protein ligase Sel1/Ubx2
BBA_00268	19883280	XM_008595365.1	XP_008593587.1	uncharacterized protein
BBA_00269	19883281	XM_008595366.1	XP_008593588.1	uncharacterized protein
BBA_00270	19883282	XM_008595367.1	XP_008593589.1	tRNA synthetase class II
BBA_00272	19883284	XM_008595369.1	XP_008593591.1	cysteine synthase 2
BBA_00273	19883285	XM_008595370.1	XP_008593592.1	transcription elongation factor S-II
BBA_00275	19883287	XM_008595372.1	XP_008593594.1	LSM domain-containing protein
BBA_00276	19883288	XM_008595373.1	XP_008593595.1	sphingolipid long chain base sensory protein, putative
BBA_00278	19883290	XM_008595375.1	XP_008593597.1	endoplasmic reticulum transmembrane protein
BBA_00283	19883295	XM_008595380.1	XP_008593602.1	membrane transporter
BBA_00286	19883298	XM_008595383.1	XP_008593605.1	2OG-Fe(II) oxygenase superfamily protein
BBA_00289	19883301	XM_008595386.1	XP_008593608.1	uncharacterized protein
BBA_00292	19883304	XM_008595389.1	XP_008593611.1	WD domain-containing protein
BBA_00294	19883306	XM_008595391.1	XP_008593613.1	vacuolar assembly/sorting protein VPS8
BBA_00296	19883308	XM_008595393.1	XP_008593615.1	RING-8 protein
BBA_00298	19883310	XM_008595395.1	XP_008593617.1	putative U-snRNP-associated cyclophilin
BBA_00299	19883311	XM_008595396.1	XP_008593618.1	uncharacterized protein
BBA_00300	19883312	XM_008595397.1	XP_008593619.1	FoabaA-like protein
BBA_00301	19883313	XM_008595398.1	XP_008593620.1	RNA recognition domain-containing protein
BBA_00303	19883315	XM_008595400.1	XP_008593622.1	endoglucanase, putative
BBA_00305	19883317	XM_008595402.1	XP_008593624.1	Cytochrome P450 CYP628A2
BBA_00307	19883319	XM_008595404.1	XP_008593626.1	Protein of unknown function DUF2401, secretory
BBA_00308	19883320	XM_008595405.1	XP_008593627.1	lysyl-tRNA synthetase
BBA_00313	19883325	XM_008595410.1	XP_008593632.1	mitochondrial-processing peptidase subunit beta
BBA_00314	19883326	XM_008595411.1	XP_008593633.1	fibronectin type III domain-containing protein
BBA_00315	19883327	XM_008595412.1	XP_008593634.1	SMP2 protein
BBA_00317	19883329	XM_008595414.1	XP_008593636.1	transcription initiation factor IID
BBA_00321	19883333	XM_008595418.1	XP_008593640.1	thioredoxin-disulfide reductase
BBA_00467	19883479	XM_008595564.1	XP_008593786.1	major facilitator superfamily transporter
BBA_00472	19883484	XM_008595569.1	XP_008593791.1	3-dehydroquinate synthase
BBA_00473	19883485	XM_008595570.1	XP_008593792.1	hexokinase-like protein
BBA_00474	19883486	XM_008595571.1	XP_008593793.1	gamma interferon inducible lysosomal thiol reductase (GILT)
BBA_00476	19883488	XM_008595573.1	XP_008593795.1	SH3 domain-containing protein
BBA_00479	19883491	XM_008595576.1	XP_008593798.1	exocyst complex component EXO84
BBA_00484	19883496	XM_008595581.1	XP_008593803.1	sulfite transporter Ssu2
BBA_00485	19883497	XM_008595582.1	XP_008593804.1	ATP synthase regulation protein NCA2
BBA_00487	19883499	XM_008595584.1	XP_008593806.1	pterin 4 alpha carbinolamine dehydratase
BBA_00493	19883505	XM_008595590.1	XP_008593812.1	profilin-like protein
BBA_00495	19883507	XM_008595592.1	XP_008593814.1	SNARE protein, putative
BBA_00497	19883509	XM_008595594.1	XP_008593816.1	Sec63 Brl domain-containing protein
BBA_00498	19883510	XM_008595595.1	XP_008593817.1	RTA1 domain protein, putative
BBA_00499	19883511	XM_008595596.1	XP_008593818.1	C6 finger domain protein
BBA_00501	19883513	XM_008595598.1	XP_008593820.1	negative acting factor
BBA_00502	19883514	XM_008595599.1	XP_008593821.1	Ras family protein
BBA_00503	19883515	XM_008595600.1	XP_008593822.1	SUR7 protein
BBA_00506	19883518	XM_008595603.1	XP_008593825.1	RNA recognition domain-containing protein
BBA_00509	19883521	XM_008595606.1	XP_008593828.1	PAP2 superfamily protein
BBA_00511	19883523	XM_008595608.1	XP_008593830.1	GRC3 protein
BBA_00512	19883524	XM_008595609.1	XP_008593831.1	trascription factor
BBA_00513	19883525	XM_008595610.1	XP_008593832.1	uncharacterized protein
BBA_00514	19883526	XM_008595611.1	XP_008593833.1	uncharacterized protein
BBA_00515	19883527	XM_008595612.1	XP_008593834.1	Concanavalin A-like lectin/glucanase
BBA_00516	19883528	XM_008595613.1	XP_008593835.1	Pex2/Pex12 amino terminal region
BBA_00517	19883529	XM_008595614.1	XP_008593836.1	C6 zinc finger domain protein
BBA_00518	19883530	XM_008595615.1	XP_008593837.1	uncharacterized protein
BBA_00519	19883531	XM_008595616.1	XP_008593838.1	RING finger domain protein, putative
BBA_00522	19883534	XM_008595619.1	XP_008593841.1	Urease, alpha subunit
BBA_00524	19883536	XM_008595621.1	XP_008593843.1	GTP-binding family protein
BBA_00527	19883539	XM_008595624.1	XP_008593846.1	uncharacterized protein
BBA_00530	19883542	XM_008595627.1	XP_008593849.1	Hydrophobin 2
BBA_00532	19883544	XM_008595629.1	XP_008593851.1	short chain dehydrogenase
BBA_00533	19883545	XM_008595630.1	XP_008593852.1	4-coumarate:coenzyme A ligase
BBA_00536	19883548	XM_008595633.1	XP_008593855.1	Alcohol dehydrogenase superfamily, zinc-containing
BBA_00539	19883551	XM_008595636.1	XP_008593858.1	Protein of unknown function DUF1748
BBA_00546	19883558	XM_008595643.1	XP_008593865.1	calcium-dependent protein kinase
BBA_00547	19883559	XM_008595644.1	XP_008593866.1	purine nucleoside permease
BBA_00550	19883562	XM_008595647.1	XP_008593869.1	DUF757 domain-containing protein
BBA_00551	19883563	XM_008595648.1	XP_008593870.1	major facilitator superfamily transporter
BBA_00554	19883566	XM_008595651.1	XP_008593873.1	cupin domain-containing protein
BBA_00555	19883567	XM_008595652.1	XP_008593874.1	F-box domain-containing protein
BBA_00556	19883568	XM_008595653.1	XP_008593875.1	cytidylyltransferase-like protein
BBA_00557	19883569	XM_008595654.1	XP_008593876.1	activator of Hsp90 ATPase 1 family protein
BBA_00558	19883570	XM_008595655.1	XP_008593877.1	uncharacterized protein
BBA_00559	19883571	XM_008595656.1	XP_008593878.1	oxidoreductase molybdopterin binding domain-containing protein
BBA_00560	19883572	XM_008595657.1	XP_008593879.1	proteasome/cyclosome
BBA_00562	19883574	XM_008595659.1	XP_008593881.1	purine permease
BBA_00565	19883577	XM_008595662.1	XP_008593884.1	annexin-like protein
BBA_00568	19883580	XM_008595665.1	XP_008593887.1	uncharacterized protein
BBA_00569	19883581	XM_008595666.1	XP_008593888.1	uncharacterized protein
BBA_00570	19883582	XM_008595667.1	XP_008593889.1	retrograde regulation protein
BBA_00571	19883583	XM_008595668.1	XP_008593890.1	uncharacterized protein
BBA_00572	19883584	XM_008595669.1	XP_008593891.1	glyoxalase/bleomycin resistance protein/dioxygenase
BBA_00575	19883587	XM_008595672.1	XP_008593894.1	F-box domain protein
BBA_00576	19883588	XM_008595673.1	XP_008593895.1	purine biosynthesis protein
BBA_00578	19883590	XM_008595675.1	XP_008593897.1	uncharacterized protein
BBA_00580	19883592	XM_008595677.1	XP_008593899.1	Rad17 cell cycle checkpoint protein
BBA_00581	19883593	XM_008595678.1	XP_008593900.1	uncharacterized protein
BBA_00582	19883594	XM_008595679.1	XP_008593901.1	GDSL-like Lipase/Acylhydrolase
BBA_00583	19883595	XM_008595680.1	XP_008593902.1	PCI domain-containing protein
BBA_00585	19883597	XM_008595682.1	XP_008593904.1	peroxisomal membrane protein 24
BBA_00586	19883598	XM_008595683.1	XP_008593905.1	DNA polymerase POL4, putative
BBA_00587	19883599	XM_008595684.1	XP_008593906.1	intracellular protein transport protein
BBA_00588	19883600	XM_008595685.1	XP_008593907.1	RNA polymerase II Mediator complex subunit Sin4
BBA_00590	19883602	XM_008595687.1	XP_008593909.1	uncharacterized protein
BBA_00591	19883603	XM_008595688.1	XP_008593910.1	mucin-like protein
BBA_00592	19883604	XM_008595689.1	XP_008593911.1	vacuolar protein sorting/targeting protein PEP1
BBA_00594	19883606	XM_008595691.1	XP_008593913.1	amino acid permease
BBA_00595	19883607	XM_008595692.1	XP_008593914.1	glycosyl hydrolase family 47
BBA_00600	19883612	XM_008595697.1	XP_008593919.1	uncharacterized protein
BBA_00601	19883613	XM_008595698.1	XP_008593920.1	mitochondrial peroxiredoxin PRX1
BBA_00603	19883615	XM_008595700.1	XP_008593922.1	AMP-binding enzyme
BBA_00604	19883616	XM_008595701.1	XP_008593923.1	phosphatidylinositol-glycan biosynthesis class S protein
BBA_00607	19883619	XM_008595704.1	XP_008593926.1	aldehyde dehydrogenase
BBA_00608	19883620	XM_008595705.1	XP_008593927.1	amino acid permease family protein
BBA_00609	19883621	XM_008595706.1	XP_008593928.1	peroxisomal copper amine oxidase
BBA_00610	19883622	XM_008595707.1	XP_008593929.1	myb family transcription factor
BBA_00611	19883623	XM_008595708.1	XP_008593930.1	patatin-like phospholipase
BBA_00615	19883627	XM_008595712.1	XP_008593934.1	uncharacterized protein
BBA_00617	19883629	XM_008595714.1	XP_008593936.1	ankyrin repeat protein
BBA_00618	19883630	XM_008595715.1	XP_008593937.1	Hemolysin-III protein
BBA_00620	19883632	XM_008595717.1	XP_008593939.1	uncharacterized protein
BBA_00621	19883633	XM_008595718.1	XP_008593940.1	ankyrin repeat domain-containing protein 52
BBA_00623	19883635	XM_008595720.1	XP_008593942.1	uncharacterized protein
BBA_00628	19883640	XM_008595725.1	XP_008593947.1	salicylate hydroxylase
BBA_00630	19883642	XM_008595727.1	XP_008593949.1	CoA-transferase family III
BBA_00632	19883644	XM_008595729.1	XP_008593951.1	4-coumarate-CoA ligase
BBA_00633	19883645	XM_008595730.1	XP_008593952.1	NACHT and TPR domain-containing protein
BBA_00635	19883647	XM_008595732.1	XP_008593954.1	Secretory lipase family protein
BBA_00636	19883648	XM_008595733.1	XP_008593955.1	major facilitator superfamily transporter
BBA_00637	19883649	XM_008595734.1	XP_008593956.1	epoxide hydrolase
BBA_00639	19883651	XM_008595736.1	XP_008593958.1	uncharacterized protein
BBA_00640	19883652	XM_008595737.1	XP_008593959.1	metal homeostatis protein BSD2
BBA_00642	19883654	XM_008595739.1	XP_008593961.1	protein-beta-aspartate methyltransferase
BBA_00643	19883655	XM_008595740.1	XP_008593962.1	uncharacterized protein
BBA_00644	19883656	XM_008595741.1	XP_008593963.1	uncharacterized protein
BBA_00648	19883660	XM_008595745.1	XP_008593967.1	cyanide hydratase
BBA_00649	19883661	XM_008595746.1	XP_008593968.1	uncharacterized protein
BBA_00653	19883665	XM_008595750.1	XP_008593972.1	spindle poison sensitivity protein Scp3, putative
BBA_00655	19883667	XM_008595752.1	XP_008593974.1	amidohydrolase-like protein
BBA_00657	19883669	XM_008595754.1	XP_008593976.1	purine-cytosine permease FCY21
BBA_00658	19883670	XM_008595755.1	XP_008593977.1	DNA repair helicase
BBA_00659	19883671	XM_008595756.1	XP_008593978.1	60S ribosomal protein L28
BBA_00661	19883673	XM_008595758.1	XP_008593980.1	condensin component
BBA_00662	19883674	XM_008595759.1	XP_008593981.1	FCP1-like phosphatase
BBA_00668	19883680	XM_008595765.1	XP_008593987.1	glucosamine 6-phosphate acetyltransferase, putative
BBA_00675	19883687	XM_008595772.1	XP_008593994.1	hexose transporter
BBA_00682	19883694	XM_008595779.1	XP_008594001.1	uncharacterized protein
BBA_00683	19883695	XM_008595780.1	XP_008594002.1	heterokaryon incompatibility protein
BBA_00684	19883696	XM_008595781.1	XP_008594003.1	Pfs, NACHT and WD domain protein
BBA_00687	19883699	XM_008595784.1	XP_008594006.1	uncharacterized protein
BBA_00688	19883700	XM_008595785.1	XP_008594007.1	uncharacterized protein
BBA_00691	19883703	XM_008595788.1	XP_008594010.1	uncharacterized protein
BBA_00692	19883704	XM_008595789.1	XP_008594011.1	reverse transcriptase
BBA_00693	19883705	XM_008595790.1	XP_008594012.1	metalloprotease-like protein
BBA_00694	19883706	XM_008595791.1	XP_008594013.1	uncharacterized protein
BBA_00695	19883707	XM_008595792.1	XP_008594014.1	uncharacterized protein
BBA_00697	19883709	XM_008595794.1	XP_008594016.1	vegetative incompatibility protein HET-E-1
BBA_00699	19883711	XM_008595796.1	XP_008594018.1	uncharacterized protein
BBA_00707	19883719	XM_008595804.1	XP_008594026.1	uncharacterized protein
BBA_00708	19883720	XM_008595805.1	XP_008594027.1	uncharacterized protein
BBA_00709	19883721	XM_008595806.1	XP_008594028.1	FAD binding domain-containing protein
BBA_00713	19883725	XM_008595810.1	XP_008594032.1	galactose oxidase precursor
BBA_00714	19883726	XM_008595811.1	XP_008594033.1	ankyrin repeat-containing protein
BBA_00716	19883728	XM_008595813.1	XP_008594035.1	uncharacterized protein
BBA_00717	19883729	XM_008595814.1	XP_008594036.1	uncharacterized protein
BBA_00719	19883731	XM_008595816.1	XP_008594038.1	uncharacterized protein
BBA_00722	19883734	XM_008595819.1	XP_008594041.1	Cytochrome P450 CYP645A1
BBA_00725	19883737	XM_008595822.1	XP_008594044.1	torulene oxygenase
BBA_00727	19883739	XM_008595824.1	XP_008594046.1	uncharacterized protein
BBA_00728	19883740	XM_008595825.1	XP_008594047.1	zinc-binding dehydrogenase
BBA_00729	19883741	XM_008595826.1	XP_008594048.1	major facilitator superfamily transporter
BBA_00730	19883742	XM_008595827.1	XP_008594049.1	glycosyltransferase family 31
BBA_00733	19883745	XM_008595830.1	XP_008594052.1	SAM-dependent methyltransferase
BBA_00734	19883746	XM_008595831.1	XP_008594053.1	uncharacterized protein
BBA_00735	19883747	XM_008595832.1	XP_008594054.1	ABC transporter
BBA_00736	19883748	XM_008595833.1	XP_008594055.1	uncharacterized protein
BBA_00737	19883749	XM_008595834.1	XP_008594056.1	dimethylaniline monooxygenase 3
BBA_00738	19883750	XM_008595835.1	XP_008594057.1	myb-like DNA-binding domain-containing protein
BBA_00739	19883751	XM_008595836.1	XP_008594058.1	uncharacterized protein
BBA_00742	19883754	XM_008595839.1	XP_008594061.1	stress responsive A/B barrel domain protein
BBA_00743	19883755	XM_008595840.1	XP_008594062.1	transmembrane E3 ubiquitin-protein ligase
BBA_00744	19883756	XM_008595841.1	XP_008594063.1	heat shock factor binding protein 1
BBA_00745	19883757	XM_008595842.1	XP_008594064.1	disulfide-isomerase erp38
BBA_00748	19883760	XM_008595845.1	XP_008594067.1	trafficking PGA2
BBA_00753	19883765	XM_008595850.1	XP_008594072.1	transport protein sec24
BBA_00754	19883766	XM_008595851.1	XP_008594073.1	serine/threonine kinase
BBA_00755	19883767	XM_008595852.1	XP_008594074.1	asparaginyl-tRNA synthetase
BBA_00757	19883769	XM_008595854.1	XP_008594076.1	RNA-metabolising metallo-beta-lactamase
BBA_00763	19883775	XM_008595860.1	XP_008594082.1	glutaryl-CoA dehydrogenase
BBA_00765	19883777	XM_008595862.1	XP_008594084.1	NADPH oxidase
BBA_00766	19883778	XM_008595863.1	XP_008594085.1	ribonuclease Trv, RNase Trv
BBA_00769	19883781	XM_008595866.1	XP_008594088.1	uncharacterized protein
BBA_00772	19883784	XM_008595869.1	XP_008594091.1	uncharacterized protein
BBA_00776	19883788	XM_008595873.1	XP_008594095.1	CoA-transferase family III
BBA_00777	19883789	XM_008595874.1	XP_008594096.1	vacuolar protein sorting-associated protein
BBA_00778	19883790	XM_008595875.1	XP_008594097.1	WD domain-containing protein
BBA_00787	19883799	XM_008595884.1	XP_008594106.1	uncharacterized protein
BBA_00790	19883802	XM_008595887.1	XP_008594109.1	L-serine dehydratase
BBA_00791	19883803	XM_008595888.1	XP_008594110.1	apoptosis-inducing TAF9-like domain 1 family protein
BBA_00794	19883806	XM_008595891.1	XP_008594113.1	uncharacterized protein
BBA_00796	19883808	XM_008595893.1	XP_008594115.1	hsp70-like protein
BBA_00797	19883809	XM_008595894.1	XP_008594116.1	phosphotransferase enzyme family protein
BBA_00798	19883810	XM_008595895.1	XP_008594117.1	uncharacterized protein
BBA_00799	19883811	XM_008595896.1	XP_008594118.1	phosphate transporter
BBA_00800	19883812	XM_008595897.1	XP_008594119.1	uncharacterized protein
BBA_00803	19883815	XM_008595900.1	XP_008594122.1	NDT80/PhoG like DNA-binding family protein
BBA_00804	19883816	XM_008595901.1	XP_008594123.1	RWD domain-containing protein
BBA_00806	19883818	XM_008595903.1	XP_008594125.1	uncharacterized protein
BBA_00808	19883820	XM_008595905.1	XP_008594127.1	emopamil binding protein
BBA_00809	19883821	XM_008595906.1	XP_008594128.1	ATP-NAD kinase
BBA_00811	19883823	XM_008595908.1	XP_008594130.1	uncharacterized protein
BBA_00813	19883825	XM_008595910.1	XP_008594132.1	hydroxyacylglutathione hydrolase
BBA_00817	19883829	XM_008595914.1	XP_008594136.1	uncharacterized protein
BBA_00820	19883832	XM_008595917.1	XP_008594139.1	HIT domain-containing protein
BBA_00821	19883833	XM_008595918.1	XP_008594140.1	helicase associated domain-containing protein
BBA_00823	19883835	XM_008595920.1	XP_008594142.1	telomere-binding alpha subunit central domain-containing protein
BBA_00824	19883836	XM_008595921.1	XP_008594143.1	STAG domain-containing protein
BBA_00826	19883838	XM_008595923.1	XP_008594145.1	UreD urease accessory protein
BBA_00828	19883840	XM_008595925.1	XP_008594147.1	integral membrane family protein
