seqnames	start	end	width	strand	score	p_value	q_value	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS
NW_007930846.1	850823	850834	12	+	13.02	3.66e-06	1	Promoter (<=1kb)	11	849254	849830	577	2	BBA_04895	-993
NW_007930836.1	1292961	1292972	12	+	13.02	3.66e-06	1	Promoter (<=1kb)	1	1293774	1295983	2210	1	BBA_00422	-802
NW_007930860.1	19232	19243	12	-	13	3.78e-06	1	Promoter (<=1kb)	25	19957	22158	2202	1	BBA_07430	-725
NW_007930836.1	177846	177857	12	-	13	3.78e-06	1	Promoter (<=1kb)	1	175409	177189	1781	2	BBA_00062	-668
NW_007930848.1	214171	214182	12	+	13	3.78e-06	1	Promoter (2-3kb)	13	211706	214055	2350	1	BBA_05178	2465
NW_007930868.1	268735	268746	12	+	13	3.78e-06	1	Promoter (<=1kb)	33	269015	269386	372	1	BBA_08326	-269
NW_007930848.1	723651	723662	12	-	13	3.78e-06	1	Promoter (2-3kb)	13	718876	720675	1800	2	BBA_05339	-2987
NW_007930863.1	25283	25294	12	+	12.98	3.86e-06	1	Promoter (<=1kb)	28	24217	24933	717	2	BBA_07782	-350
NW_007930856.1	435336	435347	12	+	12.98	3.86e-06	1	Promoter (2-3kb)	21	434208	437777	3570	2	BBA_06934	2430
NW_007930836.1	1337011	1337022	12	-	12.98	3.86e-06	1	Promoter (<=1kb)	1	1335920	1336777	858	2	BBA_00439	-245
NW_007930949.1	885	896	12	-	12.96	4.51e-06	1	Promoter (<=1kb)	114	16	742	727	1	BBA_10275	880
NW_007930960.1	9139	9150	12	+	12.96	4.51e-06	1	Promoter (1-2kb)	124	9296	10935	1640	2	BBA_10312	1785
NW_007930869.1	10504	10515	12	+	12.96	4.51e-06	1	Promoter (<=1kb)	34	7367	9898	2532	2	BBA_08335	-606
NW_007930854.1	12558	12569	12	+	12.96	4.51e-06	1	Promoter (<=1kb)	19	12679	15462	2784	1	BBA_06418	-110
NW_007930920.1	13554	13565	12	+	12.96	4.51e-06	1	Promoter (<=1kb)	85	10502	13256	2755	2	BBA_10071	-298
NW_007930928.1	21624	21635	12	+	12.96	4.51e-06	1	Promoter (1-2kb)	93	22594	23188	595	2	BBA_10150	1553
NW_007930875.1	30671	30682	12	+	12.96	4.51e-06	1	Promoter (<=1kb)	40	30091	30587	497	2	BBA_08775	-84
NW_007930847.1	35244	35255	12	+	12.96	4.51e-06	1	Promoter (<=1kb)	12	34677	36224	1548	1	BBA_04914	567
NW_007930843.1	43300	43311	12	+	12.96	4.51e-06	1	Promoter (<=1kb)	8	43846	44955	1110	1	BBA_03644	-535
NW_007930845.1	53438	53449	12	-	12.96	4.51e-06	1	Promoter (1-2kb)	10	51712	53073	1362	1	BBA_04363	1737
NW_007930878.1	53534	53545	12	-	12.96	4.51e-06	1	Promoter (<=1kb)	43	52403	52879	477	2	BBA_08971	-666
NW_007930850.1	56005	56016	12	+	12.96	4.51e-06	1	Promoter (<=1kb)	15	54969	55459	491	2	BBA_05597	-546
NW_007930885.1	96896	96907	12	-	12.96	4.51e-06	1	Promoter (<=1kb)	50	95487	97687	2201	2	BBA_09319	791
NW_007930884.1	118984	118995	12	+	12.96	4.51e-06	1	Promoter (<=1kb)	49	116916	118298	1383	2	BBA_09286	-686
NW_007930846.1	176001	176012	12	-	12.96	4.51e-06	1	Promoter (1-2kb)	11	174987	177051	2065	1	BBA_04705	1025
NW_007930849.1	191816	191827	12	+	12.96	4.51e-06	1	Promoter (1-2kb)	14	190494	191963	1470	1	BBA_05405	1322
NW_007930848.1	297020	297031	12	+	12.96	4.51e-06	1	Promoter (2-3kb)	13	294744	296295	1552	1	BBA_05209	2276
NW_007930848.1	369842	369853	12	-	12.96	4.51e-06	1	Promoter (2-3kb)	13	369108	372047	2940	2	BBA_05231	2205
NW_007930849.1	491218	491229	12	-	12.96	4.51e-06	1	Promoter (3-4kb)	14	488603	494987	6385	2	BBA_05505	3769
NW_007930842.1	1032791	1032802	12	-	12.96	4.51e-06	1	Promoter (1-2kb)	7	1030100	1034392	4293	2	BBA_03560	1601
NW_007930841.1	1122673	1122684	12	+	12.96	4.51e-06	1	Promoter (4-5kb)	6	1118149	1119905	1757	1	BBA_03115	4524
NW_007930842.1	1246812	1246823	12	-	12.96	4.51e-06	1	Promoter (<=1kb)	7	1246228	1248374	2147	1	BBA_03622	595
NW_007930841.1	1325360	1325371	12	-	12.96	4.51e-06	1	Promoter (2-3kb)	6	1323086	1327610	4525	1	BBA_03175	2285
NW_007930836.1	1325824	1325835	12	+	12.96	4.51e-06	1	Promoter (2-3kb)	1	1326207	1328321	2115	2	BBA_00434	2486
NW_007930841.1	1364902	1364913	12	-	12.96	4.51e-06	1	Promoter (1-2kb)	6	1363226	1363768	543	2	BBA_03184	-1145
NW_007930839.1	1375665	1375676	12	-	12.96	4.51e-06	1	Promoter (<=1kb)	4	1374760	1375388	629	2	BBA_02224	-288
NW_007930917.1	24690	24701	12	+	12.95	4.67e-06	1	Promoter (<=1kb)	82	25040	26911	1872	1	BBA_10036	-339
NW_007930848.1	205618	205629	12	-	12.95	4.67e-06	1	Promoter (1-2kb)	13	191980	203817	11838	2	BBA_05176	-1812
NW_007930846.1	258302	258313	12	+	12.95	4.67e-06	1	Promoter (3-4kb)	11	255031	255360	330	1	BBA_04724	3271
NW_007930850.1	376393	376404	12	+	12.95	4.67e-06	1	Promoter (<=1kb)	15	377302	378772	1471	1	BBA_05702	-898
NW_007930854.1	543410	543421	12	-	12.95	4.67e-06	1	Promoter (1-2kb)	19	537138	542303	5166	2	BBA_06597	-1118
NW_007930964.1	201	212	12	+	12.94	4.89e-06	1	Promoter (1-2kb)	128	1758	4280	2523	1	BBA_10321	-1546
NW_007930884.1	67739	67750	12	-	12.94	4.89e-06	1	Promoter (1-2kb)	49	63324	66716	3393	2	BBA_09274	-1034
NW_007930884.1	73826	73837	12	-	12.94	4.89e-06	1	Promoter (1-2kb)	49	75152	77602	2451	1	BBA_09275	-1326
NW_007930874.1	109559	109570	12	-	12.94	4.89e-06	1	Promoter (4-5kb)	39	113101	113631	531	2	BBA_08742	4072
NW_007930869.1	159765	159776	12	+	12.94	4.89e-06	1	Promoter (<=1kb)	34	159554	160709	1156	1	BBA_08395	211
NW_007930860.1	179362	179373	12	-	12.94	4.89e-06	1	Promoter (1-2kb)	25	179474	181123	1650	2	BBA_07483	1761
NW_007930840.1	218145	218156	12	-	12.94	4.89e-06	1	Promoter (2-3kb)	5	215318	220139	4822	1	BBA_02367	2838
NW_007930842.1	271653	271664	12	-	12.94	4.89e-06	1	Promoter (<=1kb)	7	271911	273345	1435	1	BBA_03305	-258
NW_007930840.1	276926	276937	12	+	12.94	4.89e-06	1	Promoter (3-4kb)	5	279948	281890	1943	1	BBA_02384	-3011
NW_007930856.1	434024	434035	12	-	12.94	4.89e-06	1	Promoter (3-4kb)	21	430756	433497	2742	1	BBA_06933	3279
NW_007930850.1	510833	510844	12	+	12.94	4.89e-06	1	Promoter (<=1kb)	15	511092	512105	1014	1	BBA_05747	-248
NW_007930840.1	1127947	1127958	12	+	12.94	4.89e-06	1	Promoter (2-3kb)	5	1126186	1130067	3882	2	BBA_02641	2109
NW_007930841.1	1322281	1322292	12	+	12.94	4.89e-06	1	Promoter (<=1kb)	6	1323086	1327610	4525	1	BBA_03175	-794
NW_007930837.1	1704882	1704893	12	+	12.94	4.89e-06	1	Promoter (<=1kb)	2	1704824	1708881	4058	1	BBA_01169	58
NW_007930898.1	48442	48453	12	-	12.9	5.06e-06	1	Promoter (<=1kb)	63	46398	47859	1462	2	BBA_09699	-594
NW_007930886.1	53008	53019	12	-	12.9	5.06e-06	1	Promoter (<=1kb)	51	52103	52567	465	1	BBA_09341	916
NW_007930887.1	102079	102090	12	-	12.9	5.06e-06	1	Promoter (4-5kb)	52	97360	100015	2656	1	BBA_09395	4730
NW_007930841.1	192590	192601	12	+	12.9	5.06e-06	1	Promoter (<=1kb)	6	192707	198076	5370	1	BBA_02815	-106
NW_007930857.1	262152	262163	12	-	12.9	5.06e-06	1	Promoter (1-2kb)	22	260131	261141	1011	2	BBA_07028	-1022
NW_007930853.1	386701	386712	12	-	12.9	5.06e-06	1	Promoter (<=1kb)	18	387433	389151	1719	1	BBA_06323	-732
NW_007930838.1	1330999	1331010	12	-	12.9	5.06e-06	1	Promoter (2-3kb)	3	1331037	1333100	2064	2	BBA_01651	2101
NW_007930881.1	35286	35297	12	-	12.89	5.23e-06	1	Promoter (<=1kb)	46	35823	36519	697	1	BBA_09142	-537
NW_007930856.1	483273	483284	12	-	12.89	5.23e-06	1	Promoter (1-2kb)	21	484916	486732	1817	1	BBA_06944	-1643
NW_007930841.1	2021	2032	12	-	12.88	5.54e-06	1	Promoter (<=1kb)	6	2422	4677	2256	1	BBA_02746	-401
NW_007930856.1	5228	5239	12	-	12.88	5.54e-06	1	Promoter (1-2kb)	21	4453	6337	1885	2	BBA_06804	1109
NW_007930855.1	295023	295034	12	+	12.88	5.54e-06	1	Exon (XM_008601824.1/BBA_06727, exon 1 of 1)	20	288719	302311	13593	1	BBA_06727	6304
NW_007930844.1	792377	792388	12	-	12.88	5.54e-06	1	Promoter (<=1kb)	9	791133	793041	1909	2	BBA_04248	664
NW_007930844.1	985496	985507	12	+	12.88	5.54e-06	1	Promoter (1-2kb)	9	985736	987496	1761	2	BBA_04307	1989
NW_007930836.1	1497369	1497380	12	-	12.88	5.54e-06	1	Promoter (2-3kb)	1	1493479	1494462	984	2	BBA_00495	-2918
NW_007930838.1	1575158	1575169	12	+	12.88	5.54e-06	1	Promoter (2-3kb)	3	1578126	1586307	8182	1	BBA_01725	-2957
NW_007930892.1	21131	21142	12	+	12.87	5.87e-06	1	Promoter (<=1kb)	57	17641	21424	3784	2	BBA_09530	282
NW_007930884.1	97975	97986	12	+	12.87	5.87e-06	1	Promoter (1-2kb)	49	98776	99246	471	2	BBA_09282	1260
NW_007930870.1	230445	230456	12	+	12.87	5.87e-06	1	Promoter (1-2kb)	35	232407	234557	2151	1	BBA_08524	-1951
