seqnames	start	end	width	strand	score	p_value	q_value	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS
NW_007930938.1	7681	7694	14	+	17.9007	3.03e-07	0.389	Promoter (1-2kb)	103	5795	6984	1190	1	BBA_10226	1886
NW_007930895.1	43471	43484	14	-	17.9007	3.03e-07	0.389	Promoter (<=1kb)	60	43434	44099	666	2	BBA_09622	628
NW_007930854.1	93981	93994	14	+	17.9007	3.03e-07	0.389	Promoter (1-2kb)	19	92171	93217	1047	1	BBA_06445	1810
NW_007930842.1	1211969	1211982	14	+	17.9007	3.03e-07	0.389	Promoter (1-2kb)	7	1211991	1213468	1478	2	BBA_03613	1486
NW_007930875.1	142258	142271	14	+	17.8511	3.21e-07	0.389	Promoter (<=1kb)	40	141950	143508	1559	1	BBA_08812	308
NW_007930851.1	379629	379642	14	-	17.8511	3.21e-07	0.389	Promoter (2-3kb)	16	376332	377423	1092	2	BBA_05934	-2219
NW_007930884.1	111153	111166	14	+	17.8085	3.38e-07	0.389	Promoter (3-4kb)	49	107743	112725	4983	1	BBA_09284	3410
NW_007930861.1	399048	399061	14	-	17.8085	3.38e-07	0.389	Promoter (1-2kb)	26	394742	397302	2561	2	BBA_07668	-1759
NW_007930852.1	403138	403151	14	-	17.8085	3.38e-07	0.389	Promoter (<=1kb)	17	401256	403400	2145	2	BBA_06134	262
NW_007930842.1	866515	866528	14	-	17.8085	3.38e-07	0.389	Promoter (<=1kb)	7	866743	868387	1645	1	BBA_03501	-228
NW_007930929.1	1567	1580	14	-	17.7801	3.5e-07	0.389	Promoter (1-2kb)	94	545	1299	755	1	BBA_10153	1035
NW_007930836.1	1006477	1006490	14	-	17.7801	3.5e-07	0.389	Promoter (<=1kb)	1	1006086	1007028	943	1	BBA_00331	404
NW_007930858.1	281037	281050	14	+	17.7589	3.52e-07	0.389	Promoter (<=1kb)	23	278357	281053	2697	2	BBA_07196	3
NW_007930837.1	1662211	1662224	14	-	17.6809	3.69e-07	0.391	Promoter (1-2kb)	2	1661265	1664201	2937	2	BBA_01154	1990
NW_007930843.1	942351	942364	14	+	17.6312	3.88e-07	0.391	Promoter (<=1kb)	8	938388	941614	3227	2	BBA_03923	-737
NW_007930837.1	674420	674433	14	-	17.617	3.95e-07	0.391	Promoter (1-2kb)	2	672700	675945	3246	2	BBA_00874	1525
NW_007930844.1	340829	340842	14	+	17.5887	4.02e-07	0.391	Promoter (<=1kb)	9	339690	341522	1833	2	BBA_04106	680
NW_007930853.1	134033	134046	14	+	17.5745	4.08e-07	0.391	Promoter (2-3kb)	18	130711	136642	5932	2	BBA_06247	2596
NW_007930857.1	223297	223310	14	-	17.5745	4.08e-07	0.391	Promoter (<=1kb)	22	220814	223660	2847	2	BBA_07016	363
NW_007930896.1	42855	42868	14	-	17.5461	4.16e-07	0.391	Promoter (1-2kb)	61	41185	41618	434	2	BBA_09645	-1250
NW_007930849.1	118755	118768	14	+	17.5319	4.23e-07	0.391	Promoter (<=1kb)	14	117160	118038	879	2	BBA_05377	-717
NW_007930871.1	128639	128652	14	-	17.5319	4.23e-07	0.391	Promoter (<=1kb)	36	128981	132328	3348	1	BBA_08569	-342
NW_007930843.1	54675	54688	14	+	17.4894	4.31e-07	0.391	Promoter (<=1kb)	8	54372	56202	1831	1	BBA_03650	303
NW_007930897.1	56499	56512	14	+	17.4894	4.31e-07	0.391	Promoter (1-2kb)	62	55612	58152	2541	2	BBA_09679	1640
NW_007930840.1	1287458	1287471	14	+	17.4752	4.37e-07	0.391	Promoter (<=1kb)	5	1288389	1288838	450	1	BBA_02679	-918
NW_007930841.1	1217909	1217922	14	-	17.4681	4.42e-07	0.391	Promoter (<=1kb)	6	1215857	1218750	2894	2	BBA_03142	841
NW_007930842.1	292864	292877	14	-	17.461	4.48e-07	0.391	Promoter (1-2kb)	7	291245	293439	2195	1	BBA_03312	1632
NW_007930837.1	548751	548764	14	+	17.4397	4.6e-07	0.395	Promoter (2-3kb)	2	543905	546604	2700	2	BBA_00844	-2147
NW_007930837.1	792815	792828	14	+	17.4255	4.68e-07	0.395	Promoter (1-2kb)	2	791621	793969	2349	2	BBA_00903	1141
NW_007930883.1	17000	17013	14	-	17.4113	4.74e-07	0.395	Promoter (<=1kb)	48	16119	17529	1411	1	BBA_09222	894
NW_007930853.1	499877	499890	14	+	17.3972	4.79e-07	0.395	Promoter (1-2kb)	18	498378	499779	1402	1	BBA_06371	1499
NW_007930840.1	1306750	1306763	14	-	17.383	4.88e-07	0.395	Promoter (<=1kb)	5	1307171	1308773	1603	1	BBA_02683	-421
NW_007930852.1	336141	336154	14	+	17.3617	4.94e-07	0.395	Promoter (<=1kb)	17	335249	336861	1613	2	BBA_06118	707
NW_007930861.1	8424	8437	14	-	17.3191	5.2e-07	0.395	Promoter (<=1kb)	26	5291	8908	3618	2	BBA_07558	484
NW_007930839.1	102406	102419	14	-	17.3121	5.22e-07	0.395	Promoter (<=1kb)	4	102030	103292	1263	1	BBA_01817	389
NW_007930838.1	1652945	1652958	14	-	17.305	5.26e-07	0.395	Promoter (3-4kb)	3	1653759	1656004	2246	2	BBA_01747	3059
NW_007930865.1	49570	49583	14	-	17.2695	5.45e-07	0.395	Promoter (<=1kb)	30	48474	49872	1399	2	BBA_07993	302
NW_007930844.1	110130	110143	14	+	17.2695	5.45e-07	0.395	Promoter (1-2kb)	9	107025	108611	1587	2	BBA_04029	-1519
NW_007930840.1	1087321	1087334	14	-	17.227	5.67e-07	0.395	Promoter (<=1kb)	5	1088215	1089447	1233	1	BBA_02629	-894
NW_007930854.1	587153	587166	14	-	17.2199	5.75e-07	0.395	Promoter (<=1kb)	19	586795	587578	784	2	BBA_06615	425
NW_007930846.1	56700	56713	14	-	17.1986	5.84e-07	0.395	Promoter (1-2kb)	11	54642	55471	830	2	BBA_04666	-1242
NW_007930853.1	114513	114526	14	-	17.1986	5.84e-07	0.395	Promoter (1-2kb)	18	113285	115598	2314	2	BBA_06245	1085
NW_007930836.1	1383113	1383126	14	-	17.1915	5.91e-07	0.395	Promoter (1-2kb)	1	1381810	1385109	3300	2	BBA_00456	1996
NW_007930890.1	75414	75427	14	-	17.1702	5.98e-07	0.395	Promoter (1-2kb)	55	76900	77244	345	2	BBA_09488	1830
NW_007930838.1	274908	274921	14	-	17.1418	6.11e-07	0.395	Promoter (1-2kb)	3	270646	273568	2923	2	BBA_01322	-1353
NW_007930850.1	337573	337586	14	+	17.1348	6.16e-07	0.395	Promoter (3-4kb)	15	339627	341454	1828	2	BBA_05687	3868
NW_007930855.1	149388	149401	14	-	17.1064	6.35e-07	0.395	Promoter (1-2kb)	20	149075	151306	2232	2	BBA_06685	1918
NW_007930848.1	391092	391105	14	-	17.1064	6.35e-07	0.395	Promoter (1-2kb)	13	389529	390368	840	1	BBA_05237	1576
NW_007930841.1	1052877	1052890	14	+	17.1064	6.35e-07	0.395	Promoter (<=1kb)	6	1052166	1052837	672	1	BBA_03091	711
NW_007930836.1	1750867	1750880	14	-	17.0567	6.56e-07	0.395	Promoter (1-2kb)	1	1749262	1751085	1824	1	BBA_00570	1618
NW_007930864.1	83440	83453	14	-	17.0284	6.71e-07	0.395	Promoter (<=1kb)	29	82977	84212	1236	2	BBA_07901	772
NW_007930890.1	88471	88484	14	+	17.0284	6.71e-07	0.395	Promoter (<=1kb)	55	88072	89526	1455	1	BBA_09492	399
NW_007930836.1	1291090	1291103	14	+	17.0284	6.71e-07	0.395	Promoter (1-2kb)	1	1290018	1292895	2878	1	BBA_00421	1072
NW_007930843.1	1068105	1068118	14	+	17.0071	6.83e-07	0.395	Promoter (1-2kb)	8	1066503	1068227	1725	1	BBA_03963	1602
NW_007930841.1	1247114	1247127	14	-	17.0071	6.83e-07	0.395	Promoter (1-2kb)	6	1246732	1248477	1746	2	BBA_03153	1363
NW_007930853.1	411880	411893	14	+	17	6.87e-07	0.395	Promoter (<=1kb)	18	411042	411717	676	2	BBA_06333	-163
NW_007930858.1	3926	3939	14	+	16.9929	6.91e-07	0.395	Promoter (<=1kb)	23	238	4924	4687	2	BBA_07103	985
NW_007930839.1	534750	534763	14	-	16.9858	7.01e-07	0.395	Promoter (<=1kb)	4	534072	536302	2231	1	BBA_01960	691
NW_007930945.1	16438	16451	14	+	16.9787	7.06e-07	0.395	Promoter (2-3kb)	110	13669	15102	1434	1	BBA_10262	2769
NW_007930904.1	39487	39500	14	+	16.9787	7.06e-07	0.395	Promoter (3-4kb)	69	35721	36167	447	2	BBA_09817	-3320
NW_007930851.1	57174	57187	14	+	16.9787	7.06e-07	0.395	Promoter (<=1kb)	16	56668	57947	1280	1	BBA_05821	506
NW_007930844.1	866924	866937	14	+	16.9787	7.06e-07	0.395	Promoter (<=1kb)	9	865331	867044	1714	2	BBA_04273	107
NW_007930859.1	236255	236268	14	+	16.9574	7.26e-07	0.395	Promoter (1-2kb)	24	236020	237984	1965	2	BBA_07359	1716
NW_007930866.1	281490	281503	14	-	16.9574	7.26e-07	0.395	Promoter (<=1kb)	31	279408	281304	1897	2	BBA_08168	-199
NW_007930851.1	8952	8965	14	-	16.9362	7.37e-07	0.395	Promoter (<=1kb)	16	7541	9244	1704	2	BBA_05805	292
NW_007930841.1	1090954	1090967	14	-	16.9362	7.37e-07	0.395	Promoter (<=1kb)	6	1090071	1091450	1380	2	BBA_03107	496
NW_007930838.1	1474070	1474083	14	+	16.9362	7.37e-07	0.395	Promoter (<=1kb)	3	1474490	1476250	1761	1	BBA_01693	-407
NW_007930839.1	1548481	1548494	14	+	16.9362	7.37e-07	0.395	Promoter (<=1kb)	4	1547702	1549205	1504	2	BBA_02275	711
NW_007930844.1	1132792	1132805	14	+	16.8369	7.87e-07	0.395	Promoter (1-2kb)	9	1133946	1137187	3242	1	BBA_04343	-1141
NW_007930838.1	1370544	1370557	14	+	16.8298	7.92e-07	0.395	Promoter (<=1kb)	3	1370126	1370993	868	2	BBA_01661	436
NW_007930860.1	248426	248439	14	+	16.8227	7.98e-07	0.395	Promoter (<=1kb)	25	248344	249126	783	1	BBA_07507	82
NW_007930842.1	653394	653407	14	-	16.8156	8e-07	0.395	Promoter (<=1kb)	7	652451	653624	1174	1	BBA_03423	956
NW_007930837.1	671414	671427	14	-	16.8156	8e-07	0.395	Promoter (1-2kb)	2	670326	672079	1754	1	BBA_00873	1101
NW_007930853.1	346653	346666	14	-	16.8014	8.07e-07	0.395	Promoter (1-2kb)	18	347806	350161	2356	1	BBA_06311	-1153
NW_007930843.1	1113069	1113082	14	-	16.7872	8.22e-07	0.395	Promoter (<=1kb)	8	1109543	1113915	4373	2	BBA_03981	846
NW_007930841.1	940842	940855	14	-	16.766	8.33e-07	0.395	Promoter (2-3kb)	6	940821	943544	2724	2	BBA_03054	2702
NW_007930842.1	94449	94462	14	-	16.7447	8.47e-07	0.395	Promoter (<=1kb)	7	90506	95394	4889	2	BBA_03237	945
NW_007930896.1	45827	45840	14	+	16.7305	8.57e-07	0.395	Promoter (1-2kb)	61	46945	48231	1287	1	BBA_09646	-1105
NW_007930946.1	6183	6196	14	+	16.7092	8.77e-07	0.395	Promoter (<=1kb)	111	4814	6612	1799	2	BBA_10265	416
NW_007930864.1	205801	205814	14	+	16.695	8.86e-07	0.395	Promoter (<=1kb)	29	205360	206604	1245	1	BBA_07943	441
NW_007930839.1	230613	230626	14	+	16.695	8.86e-07	0.395	Promoter (<=1kb)	4	230001	231734	1734	1	BBA_01861	612
NW_007930850.1	325393	325406	14	+	16.695	8.86e-07	0.395	Promoter (1-2kb)	15	323645	324389	745	2	BBA_05682	-1004
NW_007930836.1	1225524	1225537	14	-	16.695	8.86e-07	0.395	Promoter (1-2kb)	1	1222118	1227271	5154	2	BBA_00398	1747
NW_007930865.1	228941	228954	14	-	16.6809	8.98e-07	0.395	Promoter (<=1kb)	30	228156	229484	1329	1	BBA_08061	798
NW_007930846.1	561643	561656	14	+	16.6809	8.98e-07	0.395	Promoter (<=1kb)	11	560863	562613	1751	1	BBA_04812	780
NW_007930837.1	909119	909132	14	+	16.6809	8.98e-07	0.395	Promoter (1-2kb)	2	905984	911093	5110	2	BBA_00930	1961
NW_007930863.1	57053	57066	14	+	16.6738	9e-07	0.395	Promoter (<=1kb)	28	56273	58003	1731	1	BBA_07790	780
NW_007930853.1	14401	14414	14	+	16.6667	9.08e-07	0.395	Promoter (<=1kb)	18	13370	15275	1906	2	BBA_06212	861
NW_007930841.1	43289	43302	14	-	16.6525	9.2e-07	0.395	Promoter (<=1kb)	6	43172	44791	1620	1	BBA_02760	130
NW_007930900.1	59623	59636	14	+	16.617	9.41e-07	0.395	Promoter (1-2kb)	65	58618	60671	2054	1	BBA_09750	1005
NW_007930845.1	65640	65653	14	+	16.6099	9.46e-07	0.395	Promoter (1-2kb)	10	64558	66638	2081	1	BBA_04369	1082
NW_007930969.1	3769	3782	14	+	16.5816	9.68e-07	0.395	Promoter (1-2kb)	132	2611	3965	1355	1	BBA_10330	1158
NW_007930875.1	156377	156390	14	-	16.5816	9.68e-07	0.395	Promoter (<=1kb)	40	154260	156131	1872	2	BBA_08818	-259
NW_007930838.1	532376	532389	14	+	16.5816	9.68e-07	0.395	Promoter (1-2kb)	3	530936	533461	2526	1	BBA_01399	1440
NW_007930843.1	882610	882623	14	-	16.5816	9.68e-07	0.395	Promoter (<=1kb)	8	881650	884186	2537	1	BBA_03903	973
NW_007930836.1	1672078	1672091	14	+	16.5816	9.68e-07	0.395	Promoter (1-2kb)	1	1670351	1672704	2354	1	BBA_00546	1727
NW_007930876.1	77993	78006	14	-	16.5674	9.73e-07	0.395	Promoter (3-4kb)	41	74681	79266	4586	1	BBA_08859	3325
NW_007930854.1	182635	182648	14	+	16.5603	9.78e-07	0.395	Promoter (<=1kb)	19	181893	183610	1718	1	BBA_06473	742
NW_007930836.1	478665	478678	14	-	16.5532	9.92e-07	0.395	Promoter (1-2kb)	1	480325	483012	2688	1	BBA_00162	-1660
NW_007930841.1	626629	626642	14	-	16.5532	9.92e-07	0.395	Promoter (<=1kb)	6	625713	626893	1181	2	BBA_02949	264
NW_007930839.1	1444830	1444843	14	-	16.539	1.01e-06	0.395	Promoter (3-4kb)	4	1441381	1446527	5147	1	BBA_02242	3462
NW_007930841.1	510834	510847	14	-	16.5319	1.01e-06	0.395	Promoter (<=1kb)	6	507990	510181	2192	2	BBA_02909	-666
NW_007930840.1	541018	541031	14	+	16.5248	1.02e-06	0.395	Promoter (<=1kb)	5	541388	542764	1377	1	BBA_02464	-357
NW_007930836.1	1059233	1059246	14	+	16.5248	1.02e-06	0.395	Promoter (<=1kb)	1	1058862	1059788	927	2	BBA_00352	542
NW_007930836.1	1062598	1062611	14	+	16.5248	1.02e-06	0.395	Promoter (<=1kb)	1	1060696	1062809	2114	2	BBA_00353	198
NW_007930837.1	1478638	1478651	14	+	16.5248	1.02e-06	0.395	Promoter (<=1kb)	2	1479103	1480230	1128	1	BBA_01087	-452
NW_007930861.1	194915	194928	14	-	16.5177	1.03e-06	0.395	Promoter (<=1kb)	26	193746	195481	1736	2	BBA_07613	566
NW_007930846.1	718020	718033	14	-	16.5177	1.03e-06	0.395	Promoter (<=1kb)	11	716462	718504	2043	2	BBA_04855	484
NW_007930840.1	408877	408890	14	+	16.5106	1.04e-06	0.395	Promoter (<=1kb)	5	406528	408956	2429	2	BBA_02423	66
NW_007930871.1	94469	94482	14	+	16.4894	1.07e-06	0.395	Promoter (<=1kb)	36	94088	101695	7608	1	BBA_08558	381
NW_007930842.1	619685	619698	14	+	16.4823	1.07e-06	0.395	Promoter (<=1kb)	7	618229	618813	585	2	BBA_03410	-872
NW_007930878.1	30747	30760	14	+	16.4752	1.09e-06	0.395	Promoter (<=1kb)	43	30649	32724	2076	1	BBA_08964	98
NW_007930852.1	548680	548693	14	-	16.4681	1.09e-06	0.395	Promoter (<=1kb)	17	548171	549199	1029	1	BBA_06176	522
NW_007930851.1	82640	82653	14	+	16.461	1.09e-06	0.395	Promoter (<=1kb)	16	82879	83824	946	1	BBA_05831	-226
NW_007930841.1	1074171	1074184	14	+	16.461	1.09e-06	0.395	Promoter (<=1kb)	6	1073230	1073886	657	2	BBA_03099	-285
NW_007930899.1	10721	10734	14	-	16.4326	1.12e-06	0.395	Promoter (<=1kb)	64	9519	10785	1267	2	BBA_09716	64
NW_007930849.1	576082	576095	14	-	16.3972	1.16e-06	0.395	Promoter (1-2kb)	14	574525	580262	5738	1	BBA_05534	1570
NW_007930846.1	734529	734542	14	+	16.3972	1.16e-06	0.395	Promoter (1-2kb)	11	732640	733332	693	2	BBA_04861	-1197
NW_007930837.1	1183586	1183599	14	-	16.3972	1.16e-06	0.395	Promoter (1-2kb)	2	1183252	1185494	2243	2	BBA_01003	1908
NW_007930884.1	60144	60157	14	-	16.3901	1.16e-06	0.395	Promoter (<=1kb)	49	59870	62788	2919	1	BBA_09273	287
NW_007930844.1	645753	645766	14	+	16.3901	1.16e-06	0.395	Promoter (<=1kb)	9	645507	648866	3360	1	BBA_04203	246
NW_007930843.1	980944	980957	14	-	16.3901	1.16e-06	0.395	Promoter (<=1kb)	8	980469	981301	833	2	BBA_03936	357
NW_007930840.1	505845	505858	14	+	16.3759	1.17e-06	0.395	Promoter (<=1kb)	5	505014	506021	1008	2	BBA_02453	163
NW_007930895.1	58991	59004	14	+	16.3617	1.19e-06	0.395	Promoter (<=1kb)	60	56834	59431	2598	2	BBA_09627	427
NW_007930842.1	428655	428668	14	+	16.3617	1.19e-06	0.395	Promoter (<=1kb)	7	429655	430497	843	1	BBA_03360	-987
NW_007930836.1	1042051	1042064	14	-	16.3617	1.19e-06	0.395	Promoter (<=1kb)	1	1041629	1043735	2107	1	BBA_00344	435
NW_007930838.1	321089	321102	14	-	16.3475	1.21e-06	0.395	Promoter (1-2kb)	3	319815	321906	2092	1	BBA_01338	1287
NW_007930855.1	334608	334621	14	+	16.3475	1.21e-06	0.395	Promoter (<=1kb)	20	332832	334406	1575	2	BBA_06740	-202
NW_007930854.1	335693	335706	14	-	16.3475	1.21e-06	0.395	Exon (XM_008601625.1/BBA_06528, exon 2 of 4)	19	331229	340896	9668	2	BBA_06528	5203
NW_007930851.1	407899	407912	14	-	16.3475	1.21e-06	0.395	Promoter (1-2kb)	16	406073	408195	2123	1	BBA_05939	1839
NW_007930843.1	436503	436516	14	-	16.3475	1.21e-06	0.395	Promoter (2-3kb)	8	438965	440885	1921	1	BBA_03772	-2462
NW_007930838.1	1450144	1450157	14	+	16.3475	1.21e-06	0.395	Promoter (<=1kb)	3	1450591	1452165	1575	1	BBA_01686	-434
NW_007930884.1	56561	56574	14	-	16.3262	1.22e-06	0.395	Promoter (1-2kb)	49	55927	58484	2558	2	BBA_09272	1923
NW_007930870.1	197412	197425	14	+	16.3191	1.23e-06	0.395	Promoter (<=1kb)	35	196683	197498	816	2	BBA_08513	73
NW_007930837.1	564748	564761	14	+	16.305	1.24e-06	0.395	Promoter (1-2kb)	2	561558	563588	2031	2	BBA_00845	-1160
NW_007930932.1	1548	1561	14	+	16.2979	1.25e-06	0.395	Promoter (<=1kb)	97	2054	3552	1499	1	BBA_10182	-493
NW_007930848.1	123618	123631	14	+	16.2908	1.26e-06	0.395	Promoter (<=1kb)	13	122821	123839	1019	1	BBA_05153	797
NW_007930851.1	401857	401870	14	+	16.2837	1.27e-06	0.395	Promoter (1-2kb)	16	400745	402120	1376	1	BBA_05938	1112
NW_007930878.1	20347	20360	14	+	16.2695	1.28e-06	0.395	Promoter (1-2kb)	43	20919	21497	579	2	BBA_08960	1137
NW_007930891.1	50564	50577	14	-	16.2695	1.28e-06	0.395	Promoter (<=1kb)	56	48853	49714	862	2	BBA_09508	-863
NW_007930853.1	297586	297599	14	-	16.2695	1.28e-06	0.395	Promoter (1-2kb)	18	293857	296546	2690	2	BBA_06292	-1053
NW_007930850.1	372034	372047	14	-	16.2695	1.28e-06	0.395	Promoter (<=1kb)	15	370820	371998	1179	2	BBA_05700	-49
NW_007930842.1	1225116	1225129	14	-	16.2695	1.28e-06	0.395	Promoter (2-3kb)	7	1228020	1229938	1919	1	BBA_03617	-2904
NW_007930881.1	78454	78467	14	+	16.2624	1.29e-06	0.395	Promoter (1-2kb)	46	76600	77049	450	2	BBA_09152	-1405
NW_007930855.1	149388	149401	14	+	16.2624	1.29e-06	0.395	Promoter (1-2kb)	20	149075	151306	2232	2	BBA_06685	1905
NW_007930848.1	391092	391105	14	+	16.2624	1.29e-06	0.395	Promoter (1-2kb)	13	389529	390368	840	1	BBA_05237	1563
NW_007930843.1	819000	819013	14	+	16.2624	1.29e-06	0.395	Promoter (<=1kb)	8	819087	820094	1008	1	BBA_03892	-74
NW_007930841.1	1052877	1052890	14	-	16.2624	1.29e-06	0.395	Promoter (<=1kb)	6	1052166	1052837	672	1	BBA_03091	724
NW_007930838.1	1149557	1149570	14	+	16.227	1.33e-06	0.395	Promoter (<=1kb)	3	1150477	1150798	322	1	BBA_01584	-907
NW_007930844.1	642288	642301	14	-	16.2128	1.35e-06	0.395	Promoter (1-2kb)	9	643308	644190	883	1	BBA_04201	-1020
NW_007930891.1	34973	34986	14	-	16.2057	1.36e-06	0.395	Distal Intergenic	56	29865	33403	3539	1	BBA_09505	5121
NW_007930849.1	685207	685220	14	-	16.1986	1.37e-06	0.395	Promoter (1-2kb)	14	684089	685698	1610	1	BBA_05571	1131
NW_007930880.1	64766	64779	14	-	16.1915	1.38e-06	0.395	Promoter (2-3kb)	45	66300	66869	570	2	BBA_09097	2103
NW_007930836.1	875556	875569	14	+	16.1915	1.38e-06	0.395	Promoter (<=1kb)	1	870932	875887	4956	2	BBA_00294	318
NW_007930838.1	118514	118527	14	+	16.1844	1.4e-06	0.395	Promoter (1-2kb)	3	117351	119485	2135	1	BBA_01276	1163
NW_007930861.1	17862	17875	14	-	16.1631	1.42e-06	0.395	Promoter (<=1kb)	26	17661	18464	804	1	BBA_07561	214
NW_007930840.1	251049	251062	14	+	16.1418	1.44e-06	0.395	Promoter (1-2kb)	5	250455	252164	1710	2	BBA_02376	1102
