seqnames	start	end	width	strand	score	p_value	q_value	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS
NW_007930929.1	24316	24323	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	94	23139	23657	519	2	BBA_10162	-659
NW_007930927.1	24359	24366	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	92	24168	24625	458	2	BBA_10140	266
NW_007930856.1	24748	24755	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	21	24010	25588	1579	1	BBA_06811	738
NW_007930907.1	25306	25313	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	72	25707	26942	1236	1	BBA_09873	-401
NW_007930854.1	25617	25624	8	-	9.64286	1.21e-05	0.963	Promoter (1-2kb)	19	27442	29243	1802	1	BBA_06421	-1825
NW_007930872.1	26350	26357	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	37	24635	26313	1679	2	BBA_08614	-37
NW_007930868.1	26482	26489	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	33	26449	26975	527	2	BBA_08274	486
NW_007930923.1	26522	26529	8	-	9.64286	1.21e-05	0.963	Promoter (1-2kb)	88	24890	31578	6689	1	BBA_10105	1639
NW_007930925.1	26603	26610	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	90	25384	26459	1076	2	BBA_10123	-144
NW_007930899.1	26895	26902	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	64	27654	28616	963	1	BBA_09721	-752
NW_007930920.1	26957	26964	8	+	9.64286	1.21e-05	0.963	Promoter (1-2kb)	85	25037	26212	1176	1	BBA_10076	1920
NW_007930928.1	27492	27499	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	93	28297	28620	324	1	BBA_10152	-805
NW_007930885.1	27951	27958	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	50	24972	27570	2599	2	BBA_09293	-381
NW_007930926.1	28463	28470	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	91	28219	28683	465	1	BBA_10131	244
NW_007930855.1	28706	28713	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	20	28323	28897	575	2	BBA_06642	184
NW_007930898.1	28874	28881	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	63	28917	32374	3458	1	BBA_09694	-36
NW_007930931.1	28890	28897	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	96	27369	28388	1020	2	BBA_10181	-509
NW_007930923.1	29809	29816	8	-	9.64286	1.21e-05	0.963	Promoter (4-5kb)	88	24890	31578	6689	1	BBA_10105	4926
NW_007930870.1	29994	30001	8	-	9.64286	1.21e-05	0.963	Promoter (2-3kb)	35	28343	32618	4276	2	BBA_08451	2624
NW_007930862.1	31186	31193	8	+	9.64286	1.21e-05	0.963	Promoter (2-3kb)	27	28822	30179	1358	1	BBA_07683	2364
NW_007930881.1	31184	31191	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	46	30127	31426	1300	2	BBA_09140	242
NW_007930927.1	31218	31225	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	92	28881	31706	2826	2	BBA_10142	481
NW_007930926.1	31665	31672	8	-	9.64286	1.21e-05	0.963	Promoter (1-2kb)	91	28935	30380	1446	2	BBA_10132	-1292
NW_007930915.1	32202	32209	8	+	9.64286	1.21e-05	0.963	Promoter (2-3kb)	80	33823	34236	414	2	BBA_10009	2027
NW_007930924.1	33112	33119	8	+	9.64286	1.21e-05	0.963	Promoter (2-3kb)	89	36012	36863	852	1	BBA_10113	-2893
NW_007930924.1	33186	33193	8	+	9.64286	1.21e-05	0.963	Promoter (2-3kb)	89	36012	36863	852	1	BBA_10113	-2819
NW_007930837.1	33570	33577	8	+	9.64286	1.21e-05	0.963	Promoter (1-2kb)	2	35032	39590	4559	1	BBA_00693	-1455
NW_007930910.1	33796	33803	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	75	33093	34418	1326	2	BBA_09930	615
NW_007930868.1	33862	33869	8	-	9.64286	1.21e-05	0.963	Promoter (1-2kb)	33	33132	35470	2339	2	BBA_08275	1608
NW_007930905.1	34381	34388	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	70	35105	36667	1563	1	BBA_09836	-717
NW_007930862.1	34414	34421	8	-	9.64286	1.21e-05	0.963	Promoter (2-3kb)	27	37158	38325	1168	1	BBA_07684	-2744
NW_007930893.1	34829	34836	8	+	9.64286	1.21e-05	0.963	Promoter (1-2kb)	58	31557	33563	2007	2	BBA_09561	-1266
NW_007930908.1	34830	34837	8	+	9.64286	1.21e-05	0.963	Promoter (1-2kb)	73	32697	33407	711	2	BBA_09900	-1423
NW_007930868.1	35199	35206	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	33	33132	35470	2339	2	BBA_08275	271
NW_007930868.1	35485	35492	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	33	33132	35470	2339	2	BBA_08275	-22
NW_007930838.1	36114	36121	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	3	36132	36758	627	2	BBA_01251	644
NW_007930839.1	36378	36385	8	+	9.64286	1.21e-05	0.963	Promoter (2-3kb)	4	38148	38457	310	2	BBA_01794	2072
NW_007930868.1	36571	36578	8	-	9.64286	1.21e-05	0.963	Promoter (1-2kb)	33	33132	35470	2339	2	BBA_08275	-1108
NW_007930836.1	36591	36598	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	1	37116	37424	309	2	BBA_00012	826
NW_007930912.1	37277	37284	8	+	9.64286	1.21e-05	0.963	Promoter (1-2kb)	77	35675	36045	371	2	BBA_09962	-1232
NW_007930865.1	37339	37346	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	30	37291	38121	831	1	BBA_07989	55
NW_007930902.1	37566	37573	8	+	9.64286	1.21e-05	0.963	Promoter (1-2kb)	67	32790	36154	3365	2	BBA_09781	-1412
NW_007930844.1	38049	38056	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	9	37637	39613	1977	1	BBA_04006	412
NW_007930863.1	39165	39172	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	28	40037	43676	3640	1	BBA_07786	-872
NW_007930922.1	39894	39901	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	87	39418	39791	374	1	BBA_10099	483
NW_007930865.1	40112	40119	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	30	40860	42053	1194	1	BBA_07990	-748
NW_007930848.1	41286	41293	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	13	39171	41828	2658	2	BBA_05131	542
NW_007930875.1	41492	41499	8	-	9.64286	1.21e-05	0.963	Promoter (1-2kb)	40	37145	42503	5359	2	BBA_08778	1011
NW_007930914.1	42498	42505	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	79	40937	43065	2129	2	BBA_09997	567
NW_007930884.1	42630	42637	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	49	40361	41779	1419	2	BBA_09269	-851
NW_007930885.1	43315	43322	8	+	9.64286	1.21e-05	0.963	Promoter (1-2kb)	50	41478	44129	2652	1	BBA_09298	1837
NW_007930909.1	43468	43475	8	-	9.64286	1.21e-05	0.963	Promoter (2-3kb)	74	46120	48957	2838	1	BBA_09918	-2652
NW_007930906.1	43962	43969	8	+	9.64286	1.21e-05	0.963	Promoter (1-2kb)	71	42714	44027	1314	1	BBA_09857	1248
NW_007930836.1	44007	44014	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	1	42774	44348	1575	2	BBA_00014	334
NW_007930887.1	44235	44242	8	+	9.64286	1.21e-05	0.963	Promoter (3-4kb)	52	46737	48050	1314	2	BBA_09379	3808
NW_007930837.1	44969	44976	8	-	9.64286	1.21e-05	0.963	Promoter (1-2kb)	2	46172	47725	1554	1	BBA_00695	-1203
NW_007930836.1	45843	45850	8	+	9.64286	1.21e-05	0.963	Promoter (1-2kb)	1	45678	47093	1416	2	BBA_00015	1243
NW_007930852.1	46391	46398	8	+	9.64286	1.21e-05	0.963	Promoter (2-3kb)	17	42464	44010	1547	2	BBA_06035	-2381
NW_007930908.1	46490	46497	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	73	46141	47001	861	2	BBA_09905	511
NW_007930852.1	48073	48080	8	-	9.64286	1.21e-05	0.963	Promoter (1-2kb)	17	49420	50851	1432	1	BBA_06036	-1347
NW_007930838.1	48430	48437	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	3	49055	50170	1116	1	BBA_01255	-618
NW_007930857.1	48731	48738	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	22	48381	49986	1606	1	BBA_06967	350
NW_007930906.1	48731	48738	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	71	47787	49194	1408	1	BBA_09860	951
NW_007930878.1	49300	49307	8	+	9.64286	1.21e-05	0.963	Promoter (1-2kb)	43	50009	51263	1255	2	BBA_08969	1956
NW_007930889.1	49717	49724	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	54	50000	51688	1689	1	BBA_09448	-276
NW_007930904.1	50163	50170	8	+	9.64286	1.21e-05	0.963	Promoter (1-2kb)	69	51421	52770	1350	1	BBA_09820	-1251
NW_007930866.1	50457	50464	8	-	9.64286	1.21e-05	0.963	Promoter (1-2kb)	31	47830	49393	1564	2	BBA_08100	-1071
NW_007930878.1	51130	51137	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	43	50009	51263	1255	2	BBA_08969	126
NW_007930906.1	51255	51262	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	71	49383	50573	1191	2	BBA_09861	-682
NW_007930880.1	52566	52573	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	45	50875	53017	2143	2	BBA_09092	451
NW_007930873.1	53786	53793	8	-	9.64286	1.21e-05	0.963	Promoter (1-2kb)	38	54807	58854	4048	1	BBA_08668	-1021
NW_007930889.1	53928	53935	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	54	53014	54075	1062	1	BBA_09449	921
NW_007930853.1	54147	54154	8	-	9.64286	1.21e-05	0.963	Promoter (3-4kb)	18	49914	51113	1200	2	BBA_06224	-3041
NW_007930873.1	55080	55087	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	38	54807	58854	4048	1	BBA_08668	280
NW_007930902.1	55436	55443	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	67	56299	68789	12491	1	BBA_09782	-863
NW_007930854.1	55603	55610	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	19	52979	54843	1865	2	BBA_06429	-767
NW_007930901.1	56685	56692	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	66	55186	55935	750	2	BBA_09767	-757
NW_007930858.1	56929	56936	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	23	56645	58191	1547	1	BBA_07119	291
NW_007930876.1	59492	59499	8	-	9.64286	1.21e-05	0.963	Promoter (1-2kb)	41	59737	61186	1450	2	BBA_08853	1694
NW_007930893.1	60326	60333	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	58	59890	60961	1072	1	BBA_09570	443
NW_007930836.1	60374	60381	8	-	9.64286	1.21e-05	0.963	Promoter (1-2kb)	1	57711	58663	953	2	BBA_00019	-1718
NW_007930888.1	60574	60581	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	53	61035	62378	1344	1	BBA_09417	-454
NW_007930836.1	61116	61123	8	+	9.64286	1.21e-05	0.963	Promoter (2-3kb)	1	57711	58663	953	2	BBA_00019	-2453
NW_007930853.1	61204	61211	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	18	60534	63477	2944	1	BBA_06226	677
NW_007930839.1	61318	61325	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	4	61598	61876	279	1	BBA_01803	-280
NW_007930904.1	61563	61570	8	+	9.64286	1.21e-05	0.963	Promoter (1-2kb)	69	58224	60449	2226	2	BBA_09822	-1114
NW_007930895.1	61916	61923	8	+	9.64286	1.21e-05	0.963	Promoter (2-3kb)	60	60779	63976	3198	2	BBA_09628	2053
NW_007930898.1	62350	62357	8	+	9.64286	1.21e-05	0.963	Promoter (2-3kb)	63	59394	64656	5263	1	BBA_09703	2956
NW_007930839.1	63906	63913	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	4	63242	64801	1560	1	BBA_01804	671
NW_007930850.1	64085	64092	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	15	63895	64560	666	1	BBA_05602	190
NW_007930844.1	65189	65196	8	+	9.64286	1.21e-05	0.963	Promoter (1-2kb)	9	64900	66590	1691	2	BBA_04016	1394
NW_007930886.1	65219	65226	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	51	64837	65367	531	2	BBA_09345	141
NW_007930875.1	65832	65839	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	40	63936	65660	1725	2	BBA_08786	-172
NW_007930878.1	66597	66604	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	43	65879	66256	378	2	BBA_08978	-341
NW_007930890.1	67375	67382	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	55	66526	68165	1640	1	BBA_09486	849
NW_007930846.1	67599	67606	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	11	67478	68801	1324	1	BBA_04670	128
NW_007930843.1	67662	67669	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	8	67638	68993	1356	1	BBA_03653	31
NW_007930859.1	67724	67731	8	+	9.64286	1.21e-05	0.963	Promoter (1-2kb)	24	69661	71388	1728	1	BBA_07300	-1930
NW_007930856.1	68562	68569	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	21	68444	69750	1307	1	BBA_06827	118
NW_007930895.1	68919	68926	8	-	9.64286	1.21e-05	0.963	Promoter (1-2kb)	60	67708	69656	1949	1	BBA_09629	1218
NW_007930886.1	69110	69117	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	51	65808	69624	3817	2	BBA_09346	507
NW_007930851.1	69187	69194	8	-	9.64286	1.21e-05	0.963	Promoter (1-2kb)	16	70640	71637	998	1	BBA_05826	-1453
NW_007930847.1	69329	69336	8	+	9.64286	1.21e-05	0.963	Promoter (2-3kb)	12	65676	66782	1107	2	BBA_04924	-2547
NW_007930902.1	70074	70081	8	-	9.64286	1.21e-05	0.963	Distal Intergenic	67	56299	68789	12491	1	BBA_09782	13782
NW_007930901.1	70192	70199	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	66	68851	70533	1683	2	BBA_09773	341
NW_007930890.1	70488	70495	8	-	9.64286	1.21e-05	0.963	Promoter (2-3kb)	55	72075	72622	548	2	BBA_09487	2134
NW_007930875.1	70582	70589	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	40	69442	71065	1624	2	BBA_08788	483
NW_007930846.1	71717	71724	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	11	70622	71473	852	2	BBA_04671	-244
NW_007930883.1	72106	72113	8	+	9.64286	1.21e-05	0.963	Promoter (1-2kb)	48	69849	73538	3690	2	BBA_09238	1425
NW_007930864.1	72159	72166	8	+	9.64286	1.21e-05	0.963	Promoter (1-2kb)	29	70588	72372	1785	1	BBA_07898	1571
NW_007930863.1	72606	72613	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	28	71191	72268	1078	2	BBA_07796	-345
NW_007930897.1	72709	72716	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	62	73202	74875	1674	1	BBA_09683	-493
NW_007930865.1	72835	72842	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	30	72341	72731	391	1	BBA_08004	501
NW_007930879.1	72896	72903	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	44	72658	73235	578	2	BBA_09047	332
NW_007930871.1	73156	73163	8	-	9.64286	1.21e-05	0.963	Promoter (1-2kb)	36	73003	74229	1227	2	BBA_08551	1073
NW_007930874.1	73839	73846	8	+	9.64286	1.21e-05	0.963	Promoter (2-3kb)	39	73947	76641	2695	2	BBA_08732	2795
NW_007930879.1	74045	74052	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	44	72658	73235	578	2	BBA_09047	-810
NW_007930888.1	75454	75461	8	-	9.64286	1.21e-05	0.963	Promoter (1-2kb)	53	73563	74759	1197	1	BBA_09422	1898
NW_007930871.1	76830	76837	8	-	9.64286	1.21e-05	0.963	Promoter (<=1kb)	36	76548	77387	840	1	BBA_08552	289
NW_007930885.1	76900	76907	8	+	9.64286	1.21e-05	0.963	Promoter (<=1kb)	50	71737	76489	4753	2	BBA_09312	-411
NW_007930867.1	77178	77185	8	+	9.64286	1.21e-05	0.963	Promoter (1-2kb)	32	75869	78664	2796	2	BBA_08193	1479
