#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-17EBD6DF3B940FC9-1B07815AFC342123
#datatype	hitsStandard Results
#status	0
#Start time	2025-03-07T12:23:14	Run time	0:00:00:26
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#11 - >XP_008593586.1 ubiquitin-protein ligase Sel1/Ubx2 [Beauveria bassiana ARSEF 2860]	specific	214772	370	405	0.00160221	36.768	smart00671	SEL1	 - 	cl29229
Q#11 - >XP_008593586.1 ubiquitin-protein ligase Sel1/Ubx2 [Beauveria bassiana ARSEF 2860]	superfamily	452945	370	405	0.00160221	36.768	cl29229	Sel1 superfamily	 - 	 - 
Q#11 - >XP_008593586.1 ubiquitin-protein ligase Sel1/Ubx2 [Beauveria bassiana ARSEF 2860]	specific	429881	636	663	0.00461755	35.5751	pfam08238	Sel1	C	cl29229
Q#11 - >XP_008593586.1 ubiquitin-protein ligase Sel1/Ubx2 [Beauveria bassiana ARSEF 2860]	specific	429881	370	404	0.00755616	34.8047	pfam08238	Sel1	 - 	cl29229
Q#12 - >XP_008593638.1 Peptidase S8 [Beauveria bassiana ARSEF 2860]	specific	173790	118	375	5.94262e-118	342.959	cd04077	Peptidases_S8_PCSK9_ProteinaseK_like	 - 	cl10459
Q#12 - >XP_008593638.1 Peptidase S8 [Beauveria bassiana ARSEF 2860]	superfamily	415849	118	375	5.94262e-118	342.959	cl10459	Peptidases_S8_S53 superfamily	 - 	 - 
Q#12 - >XP_008593638.1 Peptidase S8 [Beauveria bassiana ARSEF 2860]	specific	441014	139	382	3.08324e-55	188.384	COG1404	AprE	NC	cl34254
Q#12 - >XP_008593638.1 Peptidase S8 [Beauveria bassiana ARSEF 2860]	superfamily	441014	139	382	3.08324e-55	188.384	cl34254	AprE superfamily	NC	 - 
Q#12 - >XP_008593638.1 Peptidase S8 [Beauveria bassiana ARSEF 2860]	non-specific	395035	139	365	2.82773e-25	104.078	pfam00082	Peptidase_S8	 - 	cl10459
Q#12 - >XP_008593638.1 Peptidase S8 [Beauveria bassiana ARSEF 2860]	specific	428674	26	106	1.27777e-20	85.4233	pfam05922	Inhibitor_I9	 - 	cl05470
Q#12 - >XP_008593638.1 Peptidase S8 [Beauveria bassiana ARSEF 2860]	superfamily	428674	26	106	1.27777e-20	85.4233	cl05470	Inhibitor_I9 superfamily	 - 	 - 
Q#12 - >XP_008593638.1 Peptidase S8 [Beauveria bassiana ARSEF 2860]	non-specific	468750	280	348	2.97311e-05	46.3106	NF040809	germ_prot_CspBA	NC	cl49011
Q#12 - >XP_008593638.1 Peptidase S8 [Beauveria bassiana ARSEF 2860]	superfamily	468750	280	348	2.97311e-05	46.3106	cl49011	germ_prot_CspBA superfamily	NC	 - 
Q#12 - >XP_008593638.1 Peptidase S8 [Beauveria bassiana ARSEF 2860]	non-specific	240338	146	360	4.38542e-05	45.7282	PTZ00262	PTZ00262	N	cl36536
Q#12 - >XP_008593638.1 Peptidase S8 [Beauveria bassiana ARSEF 2860]	superfamily	240338	146	360	4.38542e-05	45.7282	cl36536	PTZ00262 superfamily	N	 - 
Q#13 - >XP_008593839.1 heterokaryon incompatibility protein Het-C [Beauveria bassiana ARSEF 2860]	specific	399889	21	570	0	869.632	pfam07217	Het-C	 - 	cl20332
Q#13 - >XP_008593839.1 heterokaryon incompatibility protein Het-C [Beauveria bassiana ARSEF 2860]	superfamily	399889	21	570	0	869.632	cl20332	Het-C superfamily	 - 	 - 
Q#13 - >XP_008593839.1 heterokaryon incompatibility protein Het-C [Beauveria bassiana ARSEF 2860]	non-specific	237171	591	797	0.00031397	44.5095	PRK12678	PRK12678	C	cl36163
Q#13 - >XP_008593839.1 heterokaryon incompatibility protein Het-C [Beauveria bassiana ARSEF 2860]	superfamily	237171	591	797	0.00031397	44.5095	cl36163	PRK12678 superfamily	C	 - 
Q#13 - >XP_008593839.1 heterokaryon incompatibility protein Het-C [Beauveria bassiana ARSEF 2860]	non-specific	237171	763	933	0.000694406	43.3539	PRK12678	PRK12678	C	cl36163
Q#13 - >XP_008593839.1 heterokaryon incompatibility protein Het-C [Beauveria bassiana ARSEF 2860]	superfamily	237171	763	933	0.000694406	43.3539	cl36163	PRK12678 superfamily	C	 - 
Q#14 - >XP_008593844.1 GPI anchored cell wall protein [Beauveria bassiana ARSEF 2860]	specific	430830	170	307	1.18847e-79	238.295	pfam09792	But2	 - 	cl10766
Q#14 - >XP_008593844.1 GPI anchored cell wall protein [Beauveria bassiana ARSEF 2860]	superfamily	430830	170	307	1.18847e-79	238.295	cl10766	But2 superfamily	 - 	 - 
Q#15 - >XP_008593849.1 Hydrophobin 2 [Beauveria bassiana ARSEF 2860]	specific	429109	232	296	5.19679e-31	110.804	pfam06766	Hydrophobin_2	 - 	cl06022
Q#15 - >XP_008593849.1 Hydrophobin 2 [Beauveria bassiana ARSEF 2860]	superfamily	429109	232	296	5.19679e-31	110.804	cl06022	Hydrophobin_2 superfamily	 - 	 - 
Q#15 - >XP_008593849.1 Hydrophobin 2 [Beauveria bassiana ARSEF 2860]	specific	438004	232	294	9.73979e-27	99.7024	cd23508	hydrophobin_II	 - 	cl45889
Q#15 - >XP_008593849.1 Hydrophobin 2 [Beauveria bassiana ARSEF 2860]	superfamily	459234	232	294	9.73979e-27	99.7024	cl45889	hydrophobin superfamily	 - 	 - 
Q#15 - >XP_008593849.1 Hydrophobin 2 [Beauveria bassiana ARSEF 2860]	specific	429109	97	138	3.62337e-14	66.1205	pfam06766	Hydrophobin_2	N	cl06022
Q#15 - >XP_008593849.1 Hydrophobin 2 [Beauveria bassiana ARSEF 2860]	superfamily	429109	97	138	3.62337e-14	66.1205	cl06022	Hydrophobin_2 superfamily	N	 - 
Q#15 - >XP_008593849.1 Hydrophobin 2 [Beauveria bassiana ARSEF 2860]	specific	438004	95	138	7.48635e-13	62.338	cd23508	hydrophobin_II	N	cl45889
Q#15 - >XP_008593849.1 Hydrophobin 2 [Beauveria bassiana ARSEF 2860]	superfamily	459234	95	138	7.48635e-13	62.338	cl45889	hydrophobin superfamily	N	 - 
Q#15 - >XP_008593849.1 Hydrophobin 2 [Beauveria bassiana ARSEF 2860]	non-specific	236090	29	218	0.000955816	40.7397	PRK07764	PRK07764	N	cl35613
Q#15 - >XP_008593849.1 Hydrophobin 2 [Beauveria bassiana ARSEF 2860]	superfamily	236090	29	218	0.000955816	40.7397	cl35613	PRK07764 superfamily	N	 - 
Q#19 - >XP_008593970.1 zinc carboxypeptidase [Beauveria bassiana ARSEF 2860]	non-specific	349447	133	443	2.74959e-104	312.397	cd06228	M14-like	 - 	cl11393
Q#19 - >XP_008593970.1 zinc carboxypeptidase [Beauveria bassiana ARSEF 2860]	superfamily	472171	133	443	2.74959e-104	312.397	cl11393	Peptidase_M14_like superfamily	 - 	 - 
Q#19 - >XP_008593970.1 zinc carboxypeptidase [Beauveria bassiana ARSEF 2860]	specific	214748	92	422	8.95054e-41	147.098	smart00631	Zn_pept	 - 	cl11393
Q#19 - >XP_008593970.1 zinc carboxypeptidase [Beauveria bassiana ARSEF 2860]	specific	459730	94	426	1.815e-38	140.897	pfam00246	Peptidase_M14	 - 	cl47519
Q#19 - >XP_008593970.1 zinc carboxypeptidase [Beauveria bassiana ARSEF 2860]	superfamily	459730	94	426	1.815e-38	140.897	cl47519	Peptidase_M14 superfamily	 - 	 - 
Q#19 - >XP_008593970.1 zinc carboxypeptidase [Beauveria bassiana ARSEF 2860]	non-specific	442113	92	310	4.4844e-18	85.1255	COG2866	MpaA	C	cl43727
Q#19 - >XP_008593970.1 zinc carboxypeptidase [Beauveria bassiana ARSEF 2860]	superfamily	442113	92	310	4.4844e-18	85.1255	cl43727	MpaA superfamily	C	 - 
Q#20 - >XP_008593992.1 Beta-lactamase-type transpeptidase [Beauveria bassiana ARSEF 2860]	specific	441286	47	396	4.29603e-35	135.582	COG1680	AmpC	 - 	cl43486
Q#20 - >XP_008593992.1 Beta-lactamase-type transpeptidase [Beauveria bassiana ARSEF 2860]	superfamily	441286	47	396	4.29603e-35	135.582	cl43486	AmpC superfamily	 - 	 - 
Q#20 - >XP_008593992.1 Beta-lactamase-type transpeptidase [Beauveria bassiana ARSEF 2860]	specific	395092	100	396	5.08599e-32	126.464	pfam00144	Beta-lactamase	 - 	cl21491
Q#20 - >XP_008593992.1 Beta-lactamase-type transpeptidase [Beauveria bassiana ARSEF 2860]	superfamily	473882	100	396	5.08599e-32	126.464	cl21491	Transpeptidase superfamily	 - 	 - 
Q#20 - >XP_008593992.1 Beta-lactamase-type transpeptidase [Beauveria bassiana ARSEF 2860]	non-specific	236894	99	317	8.10447e-15	76.469	PRK11289	ampC	C	cl21491
Q#21 - >XP_008594028.1 FAD binding domain-containing protein [Beauveria bassiana ARSEF 2860]	specific	440046	250	575	5.596e-13	71.0779	COG0277	GlcD	N	cl43085
Q#21 - >XP_008594028.1 FAD binding domain-containing protein [Beauveria bassiana ARSEF 2860]	superfamily	440046	250	575	5.596e-13	71.0779	cl43085	GlcD superfamily	N	 - 
Q#21 - >XP_008594028.1 FAD binding domain-containing protein [Beauveria bassiana ARSEF 2860]	non-specific	369658	538	575	8.87851e-10	54.1003	pfam08031	BBE	 - 	cl06869
Q#21 - >XP_008594028.1 FAD binding domain-containing protein [Beauveria bassiana ARSEF 2860]	superfamily	369658	538	575	8.87851e-10	54.1003	cl06869	BBE superfamily	 - 	 - 
Q#21 - >XP_008594028.1 FAD binding domain-containing protein [Beauveria bassiana ARSEF 2860]	non-specific	426326	127	274	1.16402e-09	56.8256	pfam01565	FAD_binding_4	 - 	cl47204
Q#21 - >XP_008594028.1 FAD binding domain-containing protein [Beauveria bassiana ARSEF 2860]	superfamily	426326	127	274	1.16402e-09	56.8256	cl47204	FAD_binding_4 superfamily	 - 	 - 
Q#22 - >XP_008594085.1 ribonuclease Trv, RNase Trv [Beauveria bassiana ARSEF 2860]	specific	238512	46	248	2.09629e-61	191.777	cd01061	RNase_T2_euk	 - 	cl00208
Q#22 - >XP_008594085.1 ribonuclease Trv, RNase Trv [Beauveria bassiana ARSEF 2860]	superfamily	469659	46	248	2.09629e-61	191.777	cl00208	RNase_T2 superfamily	 - 	 - 
Q#22 - >XP_008594085.1 ribonuclease Trv, RNase Trv [Beauveria bassiana ARSEF 2860]	specific	459812	46	227	1.57917e-56	178.698	pfam00445	Ribonuclease_T2	 - 	cl45976
Q#22 - >XP_008594085.1 ribonuclease Trv, RNase Trv [Beauveria bassiana ARSEF 2860]	superfamily	459812	46	227	1.57917e-56	178.698	cl45976	Ribonuclease_T2 superfamily	 - 	 - 
Q#22 - >XP_008594085.1 ribonuclease Trv, RNase Trv [Beauveria bassiana ARSEF 2860]	non-specific	442933	64	254	6.12329e-10	57.6732	COG3719	RnaI	N	cl41827
Q#22 - >XP_008594085.1 ribonuclease Trv, RNase Trv [Beauveria bassiana ARSEF 2860]	superfamily	442933	64	254	6.12329e-10	57.6732	cl41827	RnaI superfamily	N	 - 
Q#23 - >XP_008594166.1 alkaline phosphatase [Beauveria bassiana ARSEF 2860]	specific	441391	166	650	2.51939e-91	289.819	COG1785	PhoA	 - 	cl30604
Q#23 - >XP_008594166.1 alkaline phosphatase [Beauveria bassiana ARSEF 2860]	superfamily	441391	166	650	2.51939e-91	289.819	cl30604	PhoA superfamily	 - 	 - 
Q#23 - >XP_008594166.1 alkaline phosphatase [Beauveria bassiana ARSEF 2860]	specific	293736	169	494	1.75866e-81	259.668	cd16012	ALP	 - 	cl23718
Q#23 - >XP_008594166.1 alkaline phosphatase [Beauveria bassiana ARSEF 2860]	superfamily	474031	169	494	1.75866e-81	259.668	cl23718	ALP_like superfamily	 - 	 - 
Q#23 - >XP_008594166.1 alkaline phosphatase [Beauveria bassiana ARSEF 2860]	non-specific	214515	169	648	1.87878e-59	205.744	smart00098	alkPPc	 - 	cl23718
Q#23 - >XP_008594166.1 alkaline phosphatase [Beauveria bassiana ARSEF 2860]	non-specific	395188	169	648	1.50961e-56	198.074	pfam00245	Alk_phosphatase	 - 	cl23718
Q#23 - >XP_008594166.1 alkaline phosphatase [Beauveria bassiana ARSEF 2860]	non-specific	236706	159	540	2.80743e-52	188	PRK10518	PRK10518	 - 	cl30605
Q#23 - >XP_008594166.1 alkaline phosphatase [Beauveria bassiana ARSEF 2860]	superfamily	236706	159	540	2.80743e-52	188	cl30605	PRK10518 superfamily	 - 	 - 
Q#25 - >XP_008594657.1 glycosyl hydrolase family 76 [Beauveria bassiana ARSEF 2860]	specific	397638	30	389	1.14478e-144	425.187	pfam03663	Glyco_hydro_76	 - 	cl04955
Q#25 - >XP_008594657.1 glycosyl hydrolase family 76 [Beauveria bassiana ARSEF 2860]	superfamily	471159	30	389	1.14478e-144	425.187	cl04955	LanC_like superfamily	 - 	 - 
Q#25 - >XP_008594657.1 glycosyl hydrolase family 76 [Beauveria bassiana ARSEF 2860]	non-specific	443861	64	408	3.94651e-32	127.812	COG4833	COG4833	 - 	cl42607
Q#25 - >XP_008594657.1 glycosyl hydrolase family 76 [Beauveria bassiana ARSEF 2860]	superfamily	443861	64	408	3.94651e-32	127.812	cl42607	COG4833 superfamily	 - 	 - 
Q#25 - >XP_008594657.1 glycosyl hydrolase family 76 [Beauveria bassiana ARSEF 2860]	non-specific	282904	399	659	9.73699e-05	45.6776	pfam05109	Herpes_BLLF1	N	cl37540
Q#25 - >XP_008594657.1 glycosyl hydrolase family 76 [Beauveria bassiana ARSEF 2860]	superfamily	282904	399	659	9.73699e-05	45.6776	cl37540	Herpes_BLLF1 superfamily	N	 - 
Q#26 - >XP_008594785.1 beta-glucosidase [Beauveria bassiana ARSEF 2860]	specific	427547	63	304	1.58995e-108	322.943	pfam03856	SUN	 - 	cl04292
Q#26 - >XP_008594785.1 beta-glucosidase [Beauveria bassiana ARSEF 2860]	superfamily	427547	63	304	1.58995e-108	322.943	cl04292	SUN superfamily	 - 	 - 
Q#27 - >XP_008594848.1 prenylcysteine oxidase [Beauveria bassiana ARSEF 2860]	non-specific	462104	148	533	1.75313e-90	283.028	pfam07156	Prenylcys_lyase	 - 	cl20048
Q#27 - >XP_008594848.1 prenylcysteine oxidase [Beauveria bassiana ARSEF 2860]	superfamily	462104	148	533	1.75313e-90	283.028	cl20048	Prenylcys_lyase superfamily	 - 	 - 
Q#27 - >XP_008594848.1 prenylcysteine oxidase [Beauveria bassiana ARSEF 2860]	non-specific	440844	50	328	7.08272e-05	45.2974	COG1231	YobN	C	cl34196
Q#27 - >XP_008594848.1 prenylcysteine oxidase [Beauveria bassiana ARSEF 2860]	superfamily	440844	50	328	7.08272e-05	45.2974	cl34196	YobN superfamily	C	 - 
Q#29 - >XP_008594872.1 uncharacterized protein BBA_01553 [Beauveria bassiana ARSEF 2860]	non-specific	223021	112	482	4.08511e-06	49.9369	PHA03247	PHA03247	N	cl33720
Q#29 - >XP_008594872.1 uncharacterized protein BBA_01553 [Beauveria bassiana ARSEF 2860]	superfamily	223021	112	482	4.08511e-06	49.9369	cl33720	PHA03247 superfamily	N	 - 
Q#30 - >XP_008595609.1 eukaryotic aspartyl protease [Beauveria bassiana ARSEF 2860]	specific	133141	70	402	1.42037e-112	332.993	cd05474	SAP_like	 - 	cl11403
Q#30 - >XP_008595609.1 eukaryotic aspartyl protease [Beauveria bassiana ARSEF 2860]	superfamily	472175	70	402	1.42037e-112	332.993	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#30 - >XP_008595609.1 eukaryotic aspartyl protease [Beauveria bassiana ARSEF 2860]	non-specific	394983	72	402	4.21485e-76	240.254	pfam00026	Asp	 - 	cl11403
Q#30 - >XP_008595609.1 eukaryotic aspartyl protease [Beauveria bassiana ARSEF 2860]	non-specific	140176	71	401	6.20034e-14	73.3613	PTZ00147	PTZ00147	N	cl31412
Q#30 - >XP_008595609.1 eukaryotic aspartyl protease [Beauveria bassiana ARSEF 2860]	superfamily	140176	71	401	6.20034e-14	73.3613	cl31412	PTZ00147 superfamily	N	 - 
Q#32 - >XP_008596119.1 phosphoglycerate mutase family protein, putative [Beauveria bassiana ARSEF 2860]	non-specific	441665	20	155	2.23282e-06	45.2504	COG2062	SixA	 - 	cl41878
Q#32 - >XP_008596119.1 phosphoglycerate mutase family protein, putative [Beauveria bassiana ARSEF 2860]	superfamily	441665	20	155	2.23282e-06	45.2504	cl41878	SixA superfamily	 - 	 - 
Q#34 - >XP_008596244.1 peptidase family M28 [Beauveria bassiana ARSEF 2860]	specific	349875	93	383	5.39223e-163	458.63	cd03879	M28_AAP	 - 	cl14876
Q#34 - >XP_008596244.1 peptidase family M28 [Beauveria bassiana ARSEF 2860]	superfamily	472712	93	383	5.39223e-163	458.63	cl14876	Zinc_peptidase_like superfamily	 - 	 - 
Q#34 - >XP_008596244.1 peptidase family M28 [Beauveria bassiana ARSEF 2860]	specific	441835	149	382	1.57645e-46	159.912	COG2234	Iap	 - 	cl34440
Q#34 - >XP_008596244.1 peptidase family M28 [Beauveria bassiana ARSEF 2860]	superfamily	441835	149	382	1.57645e-46	159.912	cl34440	Iap superfamily	 - 	 - 
Q#34 - >XP_008596244.1 peptidase family M28 [Beauveria bassiana ARSEF 2860]	specific	461288	170	379	3.20539e-31	117.386	pfam04389	Peptidase_M28	 - 	cl47885
Q#34 - >XP_008596244.1 peptidase family M28 [Beauveria bassiana ARSEF 2860]	superfamily	461288	170	379	3.20539e-31	117.386	cl47885	Peptidase_M28 superfamily	 - 	 - 
Q#35 - >XP_008596260.1 chitinase A1 [Beauveria bassiana ARSEF 2860]	specific	214753	103	422	1.06906e-77	261.074	smart00636	Glyco_18	 - 	cl33392
Q#35 - >XP_008596260.1 chitinase A1 [Beauveria bassiana ARSEF 2860]	superfamily	214753	103	422	1.06906e-77	261.074	cl33392	Glyco_18 superfamily	 - 	 - 
Q#35 - >XP_008596260.1 chitinase A1 [Beauveria bassiana ARSEF 2860]	specific	442554	75	430	4.76828e-74	252.91	COG3325	ChiA	 - 	cl34587
Q#35 - >XP_008596260.1 chitinase A1 [Beauveria bassiana ARSEF 2860]	superfamily	442554	75	430	4.76828e-74	252.91	cl34587	ChiA superfamily	 - 	 - 
Q#35 - >XP_008596260.1 chitinase A1 [Beauveria bassiana ARSEF 2860]	non-specific	119351	104	422	3.43008e-72	246.317	cd02872	GH18_chitolectin_chitotriosidase	 - 	cl10447
Q#35 - >XP_008596260.1 chitinase A1 [Beauveria bassiana ARSEF 2860]	superfamily	471972	104	422	3.43008e-72	246.317	cl10447	GH18_chitinase-like superfamily	 - 	 - 
Q#35 - >XP_008596260.1 chitinase A1 [Beauveria bassiana ARSEF 2860]	specific	425828	85	422	6.94644e-67	229.264	pfam00704	Glyco_hydro_18	 - 	cl38006
Q#35 - >XP_008596260.1 chitinase A1 [Beauveria bassiana ARSEF 2860]	superfamily	425828	85	422	6.94644e-67	229.264	cl38006	Glyco_hydro_18 superfamily	 - 	 - 
Q#35 - >XP_008596260.1 chitinase A1 [Beauveria bassiana ARSEF 2860]	non-specific	404851	1514	1621	3.8845e-05	44.8707	pfam14040	DNase_NucA_NucB	 - 	cl16560
Q#35 - >XP_008596260.1 chitinase A1 [Beauveria bassiana ARSEF 2860]	superfamily	404851	1514	1621	3.8845e-05	44.8707	cl16560	DNase_NucA_NucB superfamily	 - 	 - 
Q#35 - >XP_008596260.1 chitinase A1 [Beauveria bassiana ARSEF 2860]	specific	211311	37	63	0.00297705	36.9798	cd00035	ChtBD1	N	cl16916
Q#35 - >XP_008596260.1 chitinase A1 [Beauveria bassiana ARSEF 2860]	superfamily	473047	37	63	0.00297705	36.9798	cl16916	ChtBD1 superfamily	N	 - 
Q#37 - >XP_008596315.1 antigenic cell wall galactomannoprotein, putative [Beauveria bassiana ARSEF 2860]	specific	463524	16	137	1.09821e-20	81.9482	pfam12296	HsbA	 - 	cl13699
Q#37 - >XP_008596315.1 antigenic cell wall galactomannoprotein, putative [Beauveria bassiana ARSEF 2860]	superfamily	463524	16	137	1.09821e-20	81.9482	cl13699	HsbA superfamily	 - 	 - 
Q#38 - >XP_008596319.1 isochorismatase-like protein [Beauveria bassiana ARSEF 2860]	non-specific	469349	25	199	2.84515e-82	244.151	NF041461	C_hydro_YcaC	 - 	cl49446
Q#38 - >XP_008596319.1 isochorismatase-like protein [Beauveria bassiana ARSEF 2860]	superfamily	469349	25	199	2.84515e-82	244.151	cl49446	C_hydro_YcaC superfamily	 - 	 - 
Q#38 - >XP_008596319.1 isochorismatase-like protein [Beauveria bassiana ARSEF 2860]	non-specific	238494	35	195	1.24408e-38	131.563	cd01012	YcaC_related	 - 	cl00220
Q#38 - >XP_008596319.1 isochorismatase-like protein [Beauveria bassiana ARSEF 2860]	superfamily	444760	35	195	1.24408e-38	131.563	cl00220	cysteine_hydrolases superfamily	 - 	 - 
